Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
A830018L16Rik	A830018L16Rik	chr1	+	11414105	11975902	0.493667	0.053095	0.144603
Mir6341	Mir6341	chr1	+	12425986	12426106	0.0	0.0	0.0
Gm17644	Gm17644	chr1	+	12667563	12673090	0.266529	0.023557	0.064157
Sulf1	Sulf1	chr1	+	12692430	12860372	0.287510	0.080722	0.219843
Slco5a1	Slco5a1	chr1	-	12866550	12991135	5.371419	0.474748	1.292961
Prdm14	Prdm14	chr1	-	13113428	13127163	10.251493	0.906070	2.467649
Ncoa2	Ncoa2	chr1	-	13139105	13374083	52.532188	4.783154	13.026750
Tram1	Tram1	chr1	-	13564693	13589910	118.719154	10.492893	28.577026
Lactb2	Lactb2	chr1	-	13625900	13660509	367.184753	32.453320	88.385475
Xkr9	Xkr9	chr1	+	13668771	13701723	146.503113	12.948555	35.264938
Gm5523	Gm5523	chr1	-	13785685	13786929	0.240964	0.021297	0.058003
Eya1	Eya1	chr1	-	14168958	14310199	13.161715	1.164875	3.172497
Msc	Msc	chr1	-	14753346	14755966	5.843338	0.527431	1.436441
Trpa1	Trpa1	chr1	-	14872644	14918862	3.208108	0.285417	0.777324
Kcnb2	Kcnb2	chr1	+	15286925	15723750	0.250990	0.022184	0.060416
Terf1	Terf1	chr1	+	15805646	15844052	718.892151	63.993393	174.283752
Sbspon	Sbspon	chr1	-	15853862	15892722	17.394194	1.537371	4.186977
4930444P10Rik	4930444P10Rik	chr1	-	16065979	16093325	24.698483	2.182955	5.945201
Rpl7	Rpl7	chr1	-	16101296	16104433	10450.436523	923.653137	2515.536865
Rdh10	Rdh10	chr1	+	16105882	16132550	343.214386	30.334719	82.615540
Stau2	Stau2	chr1	-	16228810	16519302	33.797382	4.551556	12.396002
Ube2w	Ube2w	chr1	-	16540788	16619291	10.367260	4.418642	12.034017
Eloc	Eloc	chr1	-	16641725	16657119	1512.507324	239.208893	651.477051
D030040B21Rik	D030040B21Rik	chr1	+	16657552	16662278	9.486472	0.838454	2.283500
Tmem70	Tmem70	chr1	+	16665191	16678275	370.653564	32.808365	89.352432
Ly96	Ly96	chr1	+	16688456	16709605	153.701523	13.709545	37.337467
Jph1	Jph1	chr1	-	16994940	17097889	20.548990	1.816206	4.946372
Gdap1	Gdap1	chr1	+	17145373	17164270	61.159378	5.405521	14.721746
Pi15	Pi15	chr1	+	17601901	17630939	0.000000	0.000000	0.000000
Gm16070	Gm16070	chr1	-	17676027	17727646	0.000000	0.000000	0.000000
Crispld1	Crispld1	chr1	+	17727045	17766344	0.297018	0.033178	0.090360
Crisp4	Crisp4	chr1	-	18115191	18145902	0.000000	0.000000	0.000000
Defb44-ps	Defb44-ps	chr1	-	18210053	18223564	0.0	0.0	0.0
Defb18	Defb18	chr1	-	18236402	18237476	0.0	0.0	0.0
Defb41	Defb41	chr1	-	18250978	18265138	0.0	0.0	0.0
Gm15825	Gm15825	chr1	-	19063300	19104840	0.000000	0.000000	0.000000
Tfap2d	Tfap2d	chr1	+	19103022	19168587	0.222639	0.019678	0.053592
Tfap2b	Tfap2b	chr1	+	19208914	19238845	0.334609	0.038503	0.104863
Pkhd1	Pkhd1	chr1	-	20057779	20618057	4.722162	0.417364	1.136677
4930486I03Rik	4930486I03Rik	chr1	+	20356454	20392300	0.000000	0.000000	0.000000
Lincmd1	Lincmd1	chr1	+	20669882	20682958	0.000000	0.000000	0.000000
Mir206	Mir206	chr1	+	20679010	20679082	0.000000	0.000000	0.000000
Mir133b	Mir133b	chr1	+	20682769	20682887	0.000000	0.000000	0.000000
Il17a	Il17a	chr1	+	20730905	20734496	0.000000	0.000000	0.000000
Il17f	Il17f	chr1	-	20777146	20784270	1.124078	0.099351	0.270578
Mcm3	Mcm3	chr1	-	20802968	20820312	625.436707	55.278706	150.549606
6720483E21Rik	6720483E21Rik	chr1	-	20888650	20890473	0.000000	0.000000	0.000000
Paqr8	Paqr8	chr1	+	20890548	20939650	0.075756	0.024367	0.066362
Efhc1	Efhc1	chr1	+	20951626	20990841	0.361681	0.031967	0.087061
Tram2	Tram2	chr1	-	21001397	21079225	8.069784	0.713241	1.942487
Tmem14a	Tmem14a	chr1	+	21218575	21230167	0.888231	0.078506	0.213807
Gsta3	Gsta3	chr1	+	21240585	21265575	2.881428	0.270642	0.737084
Gm4956	Gm4956	chr1	-	21285246	21298312	9.663025	0.854058	2.325998
Khdc1a	Khdc1a	chr1	+	21349677	21352199	1281.798218	113.290665	308.543182
Khdc1c	Khdc1c	chr1	+	21368331	21369743	2658.562012	234.974792	639.945618
Khdc1b	Khdc1b	chr1	+	21383556	21386384	565.912842	50.017738	136.221542
Kcnq5	Kcnq5	chr1	-	21398399	21962650	1.816391	0.162313	0.442053
Rims1	Rims1	chr1	-	22285973	22806003	3.250905	0.287413	0.782760
Gm7759	Gm7759	chr1	+	22898387	22905081	1.036628	0.091622	0.249528
4933415F23Rik	4933415F23Rik	chr1	-	23100474	23102253	0.505618	0.044689	0.121708
Mir30a	Mir30a	chr1	+	23272269	23272339	7.464789	0.659769	1.796858
Mir30c-2	Mir30c-2	chr1	+	23291701	23291784	8.011905	0.708126	1.928555
Ogfrl1	Ogfrl1	chr1	-	23366424	23383175	15.353221	1.356982	3.695692
Gm28822	Gm28822	chr1	+	23574587	23596650	0.000000	0.000000	0.000000
B3gat2	B3gat2	chr1	+	23761926	23847858	9.350052	0.826397	2.250662
Smap1	Smap1	chr1	-	23844825	23922381	225.593430	25.865690	70.444298
Sdhaf4	Sdhaf4	chr1	-	23995939	24005640	11.698650	1.033975	2.815996
Fam135a	Fam135a	chr1	-	24010758	24100341	44.971008	3.974725	10.825024
Col9a1	Col9a1	chr1	+	24177610	24252738	0.000000	0.000000	0.000000
Col19a1	Col19a1	chr1	-	24257683	24587437	1.332550	0.117776	0.320760
Lmbrd1	Lmbrd1	chr1	+	24678544	24766301	54.350651	10.712960	29.176373
Adgrb3	Adgrb3	chr1	-	25067476	25829707	1.063534	0.094000	0.256005
Gm20172	Gm20172	chr1	-	25276404	25277954	0.565442	0.049976	0.136108
4931408C20Rik	4931408C20Rik	chr1	-	26681801	26687460	0.000000	0.000000	0.000000
Gm5524	Gm5524	chr1	+	27884046	27902187	0.000000	0.000000	0.000000
Gm597	Gm597	chr1	-	28776122	28780252	0.000000	0.000000	0.000000
Mir6342	Mir6342	chr1	+	29421488	29421612	0.0	0.0	0.0
Gm31465	Gm31465	chr1	-	30121013	30138836	0.502538	0.044416	0.120967
Phf3	Phf3	chr1	-	30802342	30863256	833.770203	73.692085	200.697800
Ptp4a1	Ptp4a1	chr1	-	30940303	30949755	253.845657	22.435936	61.103489
Gm13363	Gm13363	chr1	-	30941592	30949710	713.182922	63.034081	171.671097
Gm29669	Gm29669	chr1	-	31019188	31096454	0.000000	0.000000	0.000000
4931428L18Rik	4931428L18Rik	chr1	-	31141078	31222656	1.371115	0.121185	0.330043
Lgsn	Lgsn	chr1	+	31176435	31204725	0.287057	0.025371	0.069098
Pih1d3	Pih1d3	chr1	+	31222839	31224287	0.414079	0.036598	0.099673
Gm4850	Gm4850	chr1	+	31264847	31268061	9.839169	0.869627	2.368398
Khdrbs2	Khdrbs2	chr1	+	32172722	32658569	0.000000	0.000000	0.000000
Gm9839	Gm9839	chr1	-	32519563	32520999	0.000000	0.000000	0.000000
Gm5415	Gm5415	chr1	-	32543546	32547293	0.000000	0.000000	0.000000
Prim2	Prim2	chr1	-	33453808	33669794	126.645744	11.193480	30.485046
1700001G17Rik	1700001G17Rik	chr1	+	33669824	33670712	5.811024	0.513603	1.398778
Gm32229	Gm32229	chr1	-	33714181	33719846	1.045332	0.092391	0.251623
Rab23	Rab23	chr1	+	33719896	33742564	40.176620	4.528531	12.333295
Bag2	Bag2	chr1	-	33745484	33757750	6.934435	0.612894	1.669196
Zfp451	Zfp451	chr1	-	33761541	33814595	119.982262	27.066620	73.714981
Gm15455	Gm15455	chr1	-	33835899	33838914	189.803543	16.775629	45.687832
Bend6	Bend6	chr1	-	33852052	33907767	2.088597	0.196358	0.534774
Dst	Dst	chr1	+	33908225	34308662	27.428511	16.905893	46.042606
Mir6896	Mir6896	chr1	+	34117359	34117431	0.205479	0.018161	0.049461
Mir5103	Mir5103	chr1	-	34433121	34433199	0.000000	0.000000	0.000000
Ccdc115	Ccdc115	chr1	-	34436670	34439672	205.394135	18.153589	49.440662
Imp4	Imp4	chr1	+	34439829	34445747	330.118927	29.177286	79.463310
Ptpn18	Ptpn18	chr1	+	34459746	34473779	26.993008	2.385755	6.497519
Prss39	Prss39	chr1	+	34498412	34503062	0.000000	0.000000	0.000000
Cfc1	Cfc1	chr1	+	34535648	34544311	0.000000	0.000000	0.000000
Prss40	Prss40	chr1	-	34552331	34560943	0.000000	0.000000	0.000000
Amer3	Amer3	chr1	+	34579693	34590944	0.275482	0.024348	0.066312
AA619741	AA619741	chr1	-	34633535	34636210	8.313412	0.734774	2.001131
Arhgef4	Arhgef4	chr1	+	34678182	34812738	10.076985	1.341499	3.653524
Fam168b	Fam168b	chr1	-	34813218	34843050	205.565552	18.361292	50.006332
Plekhb2	Plekhb2	chr1	+	34849959	34879585	6.512274	0.983251	2.677849
Hs6st1	Hs6st1	chr1	+	36068400	36106446	270.153656	23.877306	65.029007
Uggt1	Uggt1	chr1	-	36140028	36244302	645.617676	57.062382	155.407394
Mir6897	Mir6897	chr1	-	36144252	36144313	12.508064	1.105515	3.010831
Neurl3	Neurl3	chr1	-	36264602	36273425	1.450365	0.128189	0.349119
Arid5a	Arid5a	chr1	+	36307733	36324029	11.168113	1.009639	2.749717
Kansl3	Kansl3	chr1	-	36335730	36369181	483.685730	43.464867	118.375038
Mir6898	Mir6898	chr1	-	36348682	36348758	17.766233	1.570254	4.276531
Fer1l5	Fer1l5	chr1	+	36372190	36422110	5.871681	0.518964	1.413379
Lman2l	Lman2l	chr1	-	36423186	36445271	19.601526	1.757795	4.787294
Cnnm4	Cnnm4	chr1	+	36471597	36508776	194.513199	17.191887	46.821503
Cnnm3	Cnnm3	chr1	+	36511867	36528236	41.738239	3.758659	10.236575
Ankrd23	Ankrd23	chr1	-	36530193	36536556	10.356688	0.938380	2.555646
Ankrd39	Ankrd39	chr1	-	36538171	36547252	8.629269	0.826576	2.251152
Sema4c	Sema4c	chr1	-	36548639	36558381	4.702849	0.483786	1.317574
Fam178b	Fam178b	chr1	-	36562696	36683183	2.994333	0.506022	1.378132
Cox5b	Cox5b	chr1	+	36691487	36693388	594.812805	52.572033	143.178085
Actr1b	Actr1b	chr1	-	36699202	36709925	114.688957	10.136688	27.606915
4933424G06Rik	4933424G06Rik	chr1	+	36714538	36757960	4.738592	0.418817	1.140632
Zap70	Zap70	chr1	+	36761798	36782820	9.306442	4.773179	12.999586
Tmem131	Tmem131	chr1	-	36792189	36939527	36.326508	3.210688	8.744197
Vwa3b	Vwa3b	chr1	+	37029313	37187607	2.211593	0.201096	0.547679
Cnga3	Cnga3	chr1	+	37218278	37263384	2.757997	0.259351	0.706332
Inpp4a	Inpp4a	chr1	+	37299838	37410740	8.757541	0.959601	2.613440
Coa5	Coa5	chr1	-	37417085	37430103	77.633224	6.861548	18.687185
Unc50	Unc50	chr1	+	37430139	37438986	103.577278	9.722389	26.478586
Mgat4a	Mgat4a	chr1	-	37439340	37541016	58.992897	5.246820	14.289530
4930594C11Rik	4930594C11Rik	chr1	-	37485851	37488605	7.758609	0.685738	1.867584
2010300C02Rik	2010300C02Rik	chr1	-	37611676	37719811	33.557098	2.965916	8.077569
Tsga10	Tsga10	chr1	-	37754572	37865298	13.684525	2.098392	5.714898
Lipt1	Lipt1	chr1	+	37872206	37876298	59.261452	5.237774	14.264894
Mitd1	Mitd1	chr1	-	37874801	37890411	32.125839	3.591319	9.780829
Mrpl30	Mrpl30	chr1	+	37890477	37898338	238.929398	21.458761	58.442181
Lyg2	Lyg2	chr1	-	37905923	37916493	0.488213	0.043150	0.117518
Lyg1	Lyg1	chr1	-	37946738	37957759	0.000000	0.000000	0.000000
Txndc9	Txndc9	chr1	-	37983867	37997208	228.513657	20.196989	55.005795
Eif5b	Eif5b	chr1	+	37998010	38055579	2095.598633	185.217743	504.433990
Rev1	Rev1	chr1	-	38052786	38129666	107.462685	13.330023	36.303848
Gm5099	Gm5099	chr1	+	38132083	38159892	0.189139	0.016717	0.045528
Aff3	Aff3	chr1	-	38175991	38627244	13.624054	1.204151	3.279462
Lonrf2	Lonrf2	chr1	-	38793669	38836687	2.775458	0.245307	0.668084
Chst10	Chst10	chr1	-	38863873	38898160	0.370623	0.032757	0.089213
Nms	Nms	chr1	+	38939149	38950276	0.000000	0.000000	0.000000
Pdcl3	Pdcl3	chr1	+	38987814	38997236	86.602570	7.654296	20.846207
Mir6349	Mir6349	chr1	-	39186896	39186992	0.587629	0.051937	0.141449
Npas2	Npas2	chr1	+	39194272	39363240	11.489463	1.015487	2.765642
Rpl31	Rpl31	chr1	+	39367851	39371910	2350.563721	243.559158	663.324768
Tbc1d8	Tbc1d8	chr1	-	39371496	39478755	33.000000	3.557221	9.687966
Cnot11	Cnot11	chr1	+	39535701	39546877	138.593674	12.249487	33.361050
Snord89	Snord89	chr1	-	39548747	39548840	34.148937	3.018225	8.220031
Rnf149	Rnf149	chr1	-	39551296	39577347	534.776855	47.265808	128.726776
Creg2	Creg2	chr1	-	39618406	39651182	0.951204	0.084071	0.228965
Rfx8	Rfx8	chr1	-	39665301	39720989	0.000000	0.000000	0.000000
Gm3646	Gm3646	chr1	-	39804141	39805332	0.000000	0.000000	0.000000
1700066B17Rik	1700066B17Rik	chr1	-	39842428	39847330	0.000000	0.000000	0.000000
Map4k4	Map4k4	chr1	+	39900913	40026310	186.132843	17.544689	47.782345
Gm16894	Gm16894	chr1	-	40076212	40085851	0.000000	0.000000	0.000000
Il1r2	Il1r2	chr1	+	40084714	40125230	0.033902	0.032218	0.087744
Il1r1	Il1r1	chr1	+	40225080	40316177	0.855489	0.320595	0.873129
Il1rl2	Il1rl2	chr1	+	40324589	40367553	0.210652	0.018618	0.050706
Il1rl1	Il1rl1	chr1	+	40429570	40465414	0.114402	0.025902	0.070544
Il18r1	Il18r1	chr1	+	40465552	40500854	0.000000	0.000000	0.000000
Il18rap	Il18rap	chr1	+	40515362	40551705	0.735733	0.065027	0.177099
Slc9a4	Slc9a4	chr1	+	40580227	40630731	0.871234	0.077003	0.209716
Slc9a2	Slc9a2	chr1	+	40681712	40768885	0.000000	0.000000	0.000000
Mfsd9	Mfsd9	chr1	-	40772040	40790657	4.178300	0.369296	1.005764
Tmem182	Tmem182	chr1	+	40805601	40855267	0.406532	0.035931	0.097857
4930448I06Rik	4930448I06Rik	chr1	-	41167560	41181252	0.0	0.0	0.0
Pantr1	Pantr1	chr1	-	42648200	42694825	0.110360	0.009754	0.026565
Pou3f3	Pou3f3	chr1	+	42695768	42700209	3.724807	0.329214	0.896603
2900092D14Rik	2900092D14Rik	chr1	+	42700336	42703176	0.947554	0.083749	0.228087
Pantr2	Pantr2	chr1	-	42707063	42713454	1.117249	0.098747	0.268934
Dalir	Dalir	chr1	+	42750712	42752886	0.000000	0.000000	0.000000
Mrps9	Mrps9	chr1	+	42851233	42905683	232.302673	20.531879	55.917850
Gpr45	Gpr45	chr1	+	42952872	43035449	0.699482	0.061823	0.168373
Tgfbrap1	Tgfbrap1	chr1	-	43047200	43098628	84.795425	8.068853	21.975237
AI597479	AI597479	chr1	+	43098710	43115946	154.306183	13.638224	37.143223
Fhl2	Fhl2	chr1	-	43123071	43196761	2.266224	0.214496	0.584172
Nck2	Nck2	chr1	+	43445751	43570518	118.575493	10.480196	28.542448
Ecrg4	Ecrg4	chr1	+	43730602	43742564	0.000000	0.000000	0.000000
Uxs1	Uxs1	chr1	-	43746961	43827839	19.583902	1.818261	4.951971
Tpp2	Tpp2	chr1	+	43933994	44003000	249.717072	22.233059	60.550949
Mettl21c	Mettl21c	chr1	-	44009408	44020006	10.574513	0.934620	2.545403
Tex30	Tex30	chr1	-	44086613	44102441	59.631695	5.761446	15.691097
Poglut2	Poglut2	chr1	-	44106546	44118773	1.741824	0.153950	0.419277
Bivm	Bivm	chr1	+	44118957	44144771	0.000000	0.000000	0.000000
Ercc5	Ercc5	chr1	+	44147744	44181260	30.356485	2.683033	7.307146
Mettl21e	Mettl21e	chr1	-	44204070	44218931	0.188620	0.016671	0.045403
Gulp1	Gulp1	chr1	+	44551671	44796836	0.511761	0.045232	0.123187
4930521E06Rik	4930521E06Rik	chr1	-	44739675	44744949	0.000000	0.000000	0.000000
Col3a1	Col3a1	chr1	+	45311538	45349706	0.053918	0.004765	0.012979
Col5a2	Col5a2	chr1	-	45374331	45503282	0.272109	0.024050	0.065500
Wdr75	Wdr75	chr1	+	45795166	45823638	603.536011	53.343029	145.277863
Slc40a1	Slc40a1	chr1	-	45908070	45925594	3.303656	0.291991	0.795227
Stk-ps2	Stk-ps2	chr1	-	46020415	46030437	0.000000	0.000000	0.000000
Dnah7b	Dnah7b	chr1	+	46066853	46373546	3.892537	0.344039	0.936977
Dnah7c	Dnah7c	chr1	+	46425518	46807477	6.031476	0.533087	1.451844
Slc39a10	Slc39a10	chr1	-	46807544	46925776	190.882828	17.837414	48.579567
Mir6350	Mir6350	chr1	-	47467021	47467125	0.0	0.0	0.0
C230029F24Rik	C230029F24Rik	chr1	+	49244616	49340431	0.0	0.0	0.0
Tmeff2	Tmeff2	chr1	+	50927523	51187270	0.359389	0.031764	0.086509
9330175M20Rik	9330175M20Rik	chr1	-	51218386	51333779	0.000000	0.000000	0.000000
Cavin2	Cavin2	chr1	+	51289126	51302960	0.000000	0.000000	0.000000
Nabp1	Nabp1	chr1	-	51469488	51478399	596.090942	53.318512	145.211090
Gm17767	Gm17767	chr1	-	51509505	51596718	1.061501	0.093820	0.255515
Myo1b	Myo1b	chr1	-	51749758	51915978	796.774292	71.368484	194.369553
Stat4	Stat4	chr1	+	51987148	52107189	0.499729	0.091660	0.249632
Stat1	Stat1	chr1	+	52119438	52161865	1.119492	0.102545	0.279277
Gls	Gls	chr1	-	52163450	52233232	69.924751	11.560168	31.483711
Nab1	Nab1	chr1	-	52455849	52500448	48.322525	4.270946	11.631772
Gm28178	Gm28178	chr1	-	52570014	52580292	0.000000	0.000000	0.000000
Nemp2	Nemp2	chr1	+	52630705	52651919	2.982704	0.266790	0.726592
Mfsd6	Mfsd6	chr1	-	52656286	52727358	5.720304	0.777372	2.117145
Inpp1	Inpp1	chr1	-	52789420	52817688	1.070623	0.094626	0.257711
Hibch	Hibch	chr1	+	52845038	52920986	85.766045	7.580360	20.644846
1700019D03Rik	1700019D03Rik	chr1	-	52922324	52992657	0.554179	0.072831	0.198353
Mstn	Mstn	chr1	+	53061640	53068079	0.000000	0.000000	0.000000
1700019A02Rik	1700019A02Rik	chr1	-	53158577	53187617	0.000000	0.000000	0.000000
Pms1	Pms1	chr1	-	53189189	53297028	37.437458	3.308878	9.011615
Ormdl1	Ormdl1	chr1	+	53297095	53310245	34.771942	3.073289	8.369995
Osgepl1	Osgepl1	chr1	+	53313624	53326342	64.997971	6.098836	16.609966
Asnsd1	Asnsd1	chr1	-	53344617	53352752	168.140656	14.860971	40.473335
Asdurf	Asdurf	chr1	-	53348329	53352752	1.206838	0.106665	0.290499
Dnah7a	Dnah7a	chr1	-	53397002	53706784	3.427627	0.302948	0.825068
Stk17b	Stk17b	chr1	-	53755512	53785215	30.845026	2.726212	7.424743
Hecw2	Hecw2	chr1	-	53806874	54195034	7.897022	0.707649	1.927258
Mir7681	Mir7681	chr1	+	53849424	53849495	3.000000	0.265153	0.722134
Ccdc150	Ccdc150	chr1	+	54250683	54368727	13.708162	1.211584	3.299708
Gtf3c3	Gtf3c3	chr1	-	54395877	54439026	131.273132	11.602467	31.598911
Pgap1	Pgap1	chr1	-	54473000	54557684	2.999015	0.265065	0.721896
Ankrd44	Ankrd44	chr1	-	54645340	54926387	97.358162	8.604920	23.435198
Sf3b1	Sf3b1	chr1	-	54985170	55027478	1859.162231	164.320496	447.521088
Coq10b	Coq10b	chr1	+	55052770	55072702	32.116558	2.838595	7.730814
Hspd1	Hspd1	chr1	-	55077833	55088243	1079.720947	105.248169	286.639679
Hspe1	Hspe1	chr1	+	55088148	55091317	775.596375	68.550438	186.694717
Mob4	Mob4	chr1	+	55131245	55154899	83.705063	7.401961	20.158983
Rftn2	Rftn2	chr1	-	55170160	55226782	34.070179	3.190016	8.687895
Mars2	Mars2	chr1	+	55237177	55240058	68.002083	6.010307	16.368860
Boll	Boll	chr1	-	55248711	55363753	0.159298	0.300727	0.819019
Plcl1	Plcl1	chr1	+	55405946	55754285	2.490465	0.220118	0.599483
9130227L01Rik	9130227L01Rik	chr1	+	55931241	55972098	1.452150	0.128347	0.349549
1700003I22Rik	1700003I22Rik	chr1	+	56018978	56020203	0.000000	0.000000	0.000000
Hsfy2	Hsfy2	chr1	-	56636051	56637451	0.0	0.0	0.0
Satb2	Satb2	chr1	-	56793981	56980248	170.539322	16.621708	45.268642
9130024F11Rik	9130024F11Rik	chr1	+	56971469	56975196	34.947960	3.676546	10.012943
BC055402	BC055402	chr1	-	57200645	57214996	0.463359	0.040954	0.111536
4930558J18Rik	4930558J18Rik	chr1	-	57359222	57377544	5.897174	0.521217	1.419516
1700066M21Rik	1700066M21Rik	chr1	+	57377620	57385422	23.263052	2.056086	5.599677
Tyw5	Tyw5	chr1	-	57388244	57406674	70.012329	6.321654	17.216803
Maip1	Maip1	chr1	+	57406266	57417952	74.539581	6.588119	17.942511
Spats2l	Spats2l	chr1	+	57774861	57948397	0.552062	0.172891	0.470863
Kctd18	Kctd18	chr1	-	57955101	57970084	107.248253	9.977179	27.172497
Sgo2a	Sgo2a	chr1	+	57985340	58026277	95.704323	18.569551	50.573517
Aox1	Aox1	chr1	+	58029969	58106410	0.199057	0.017593	0.047915
Aox3	Aox3	chr1	+	58113136	58200452	0.684129	0.060466	0.164678
Aox4	Aox4	chr1	+	58210397	58268596	5.937248	0.524759	1.429162
Aox2	Aox2	chr1	+	58278326	58379264	0.421779	0.037279	0.101527
Bzw1	Bzw1	chr1	+	58392898	58407354	1622.865967	143.435669	390.641968
Clk1	Clk1	chr1	-	58411988	58424088	400.966431	55.364456	150.783142
Ppil3	Ppil3	chr1	-	58430993	58445486	48.674053	7.578759	20.640484
Nif3l1	Nif3l1	chr1	+	58445151	58462276	98.008636	8.662412	23.591776
Orc2	Orc2	chr1	-	58462771	58505109	292.178223	25.904879	70.551018
Fam126b	Fam126b	chr1	-	58522806	58586333	38.975975	3.479293	9.475733
Ndufb3	Ndufb3	chr1	+	58586397	58595964	77.492004	6.849066	18.653193
Gm20257	Gm20257	chr1	+	58652641	58655831	0.398504	0.035221	0.095924
Flacc1	Flacc1	chr1	-	58658121	58695989	0.872373	0.081655	0.222384
Cflar	Cflar	chr1	+	58711491	58758882	8.608293	1.631464	4.443234
Casp8	Casp8	chr1	+	58795374	58847503	0.015626	0.012822	0.034919
Trak2	Trak2	chr1	-	58900450	58973482	105.420509	9.317504	25.375896
Stradb	Stradb	chr1	+	58973522	58995121	17.167582	1.540627	4.195845
C2cd6	C2cd6	chr1	-	58997116	59094900	1.089082	0.103091	0.280765
Tmem237	Tmem237	chr1	-	59100584	59120408	5.699187	0.582581	1.586638
Mpp4	Mpp4	chr1	-	59120935	59163389	12.907137	1.180955	3.216290
Als2	Als2	chr1	-	59162756	59237231	426.722778	54.528255	148.505783
Cdk15	Cdk15	chr1	+	59256906	59352496	0.467290	0.041301	0.112482
Fzd7	Fzd7	chr1	+	59482147	59486955	9.161988	0.809775	2.205393
Gm973	Gm973	chr1	+	59516264	59636416	2.913923	0.459559	1.251592
Sumo1	Sumo1	chr1	-	59639434	59670834	1530.598877	135.280716	368.432281
Nop58	Nop58	chr1	+	59685006	59711510	3818.978027	337.537201	919.270691
Snord70	Snord70	chr1	+	59691958	59692010	57.301888	5.064580	13.793205
Snord11	Snord11	chr1	+	59704808	59704870	47.111111	4.163877	11.340171
Bmpr2	Bmpr2	chr1	+	59764279	59878081	63.320202	5.596503	15.241879
Fam117b	Fam117b	chr1	+	59913006	59985348	124.755203	11.026386	30.029972
Ica1l	Ica1l	chr1	-	59989068	60043122	12.280921	1.863314	5.074671
Wdr12	Wdr12	chr1	-	60076868	60098500	602.014587	58.834728	160.234314
Carf	Carf	chr1	+	60098247	60153953	10.166696	0.962273	2.620718
Nbeal1	Nbeal1	chr1	+	60180599	60334705	66.946503	5.917011	16.114771
Cyp20a1	Cyp20a1	chr1	+	60343300	60388060	80.489769	7.114021	19.374786
Abi2	Abi2	chr1	+	60409619	60481163	24.429329	2.249549	6.126568
Raph1	Raph1	chr1	-	60483185	60566765	37.028522	3.272735	8.913179
Cd28	Cd28	chr1	+	60746388	60773359	0.173732	0.015355	0.041819
