chr	start	end	8Cell_Tead4	8Cell_Tfap2c	Morula_Tead4	Morula_Tfap2c	TSC_Tead4_1k	TSC_Tfap2c_1k
chr6	18514325	18516825	3.9350339599609376	3.8176114482532846	2.6668745512644447	3.3373827411304817	2.657923269183819	3.506421037122938
chr6	18846634	18849134	3.228295428222656	2.8408749889026987	2.9220750864664713	3.2815631482731207	2.7011383623798078	9.715361608886719
chr6	18864317	18866817	3.2167910070800785	2.0693620540272106	2.5932937110900878	1.7531589120691475	2.059789703885592	2.543176136813693
chr6	19278343	19280843	2.3759371259765625	1.2835741805336691	1.5863703976313275	1.030213455581665	2.077506501652644	1.5296605439249673
chr6	19553341	19555841	1.8835201599121094	1.4052735695578835	2.518898145389557	0.8178725341450085	2.3895255439640923	1.3853277084350586
chr6	21214108	21216608	2.7788698713378905	4.2661742766640405	3.119144882965088	3.7032658189253373	1.7927750905198319	2.1200232450358074
chr6	21852015	21854515	3.7535912207031252	3.708791480809992	3.38240125579834	3.168477801305597	3.206260478327825	4.569129958089193
chr6	21947614	21950114	7.283133598876953	4.303246140358665	7.2541041300455715	4.940534194113992	7.537763994140625	8.125354990234374
chr6	21983909	21986409	3.8165065673828127	3.8106625626997515	4.837356591288249	2.5568799667358397	2.3529606153282754	2.5221792861938477
chr6	22286226	22288726	3.798807341674805	4.927870520019531	4.08387011013031	7.1708173717151995	2.9518488803335337	6.3155302336968315
chr6	22355581	22358081	7.542607674804688	9.599666187078302	8.140367774454752	12.309592350352894	5.652509932673527	14.878120243326823
chr6	22873501	22876001	1.9199783759765625	1.886326579423384	2.7700887196858726	3.225653436348655	2.310114481952374	4.693089838460287
chr6	23132486	23134986	2.6758801447753906	2.4693886486400256	3.1162770320892332	2.196753163840554	1.9755627785081127	2.372241861572266
chr6	23247764	23250264	3.730333440612793	6.033189563265714	4.23856518980662	5.84573415000222	2.0501859179687503	7.709799680989583
chr6	23649805	23652305	2.332522571105957	1.943447770656239	2.0940891883850097	1.541277868236195	2.4752591754619893	2.1082530463324654
chr6	23654636	23657136	3.182126546875	1.7828714865944604	2.872884375445048	1.7437658039439807	2.8649420721905043	1.7667809526231555
chr6	23838921	23841421	3.3460958372192384	4.08730223086964	2.6849860864003503	3.684483879782937	3.4615938553091197	11.430581828952365
chr6	23969560	23972060	3.333354957275391	2.2089035328258166	2.2561239011128746	2.241489697543057	2.0712416391225963	1.2636543616400824
chr6	24167592	24170092	2.2393854208984374	2.0989684967041016	2.5830053218205773	1.8783427276611329	2.008909598482572	1.1430571676635741
chr6	24514567	24517067	2.0213142221069336	2.2221239016446197	2.3302108757019044	2.302720802445845	2.5367862658691407	2.4494469502766925
chr6	24526143	24528643	4.919617029785156	5.027240801447088	5.273425072733562	5.574908953441272	2.6711621101262017	8.811837167833115
chr6	24527187	24529687	4.727628832275391	5.0539752319335935	6.2163057673136395	5.971456388022683	3.0819528971980175	7.572719273817274
chr6	24595770	24598270	2.8512489855957033	2.421402656139027	3.0372243804931642	3.013621939364347	3.580055690824069	1.6363391998291015
chr6	24664495	24666995	12.711717750244143	4.570974890691584	12.08667875773112	5.773137968444823	4.398943461256761	8.53971973537869
chr6	24731244	24733744	1.7507106927490232	1.0806581469795922	2.3800154150644937	1.3480882690429687	2.251464103064904	1.7961948940022787
chr6	24746366	24748866	2.7215198071289066	1.8905025217923253	3.8146142684936515	2.482687824804133	2.3727738864370496	1.5724158492702909
chr6	24789187	24791687	2.156108069793701	1.4247310193148526	1.8321237265268964	1.8668358978965065	2.1848230533541164	2.174945140109592
chr6	24855996	24858496	1.9030694548339846	1.2728839374542236	2.6100382247289025	1.5334780970486728	2.8354882579627403	2.111971022644043
chr6	24955625	24958125	2.2389056304931643	3.2447934652155097	2.3272375612894693	2.567690345001221	1.6294742441030647	3.1557422620985247
chr6	25689480	25691980	2.429282773132324	2.7385177337646485	1.7324660558700562	1.6625937638716264	1.8566040574293872	1.8215756290011937
chr6	25808726	25811226	4.032240690307617	2.141412900612571	3.852119974644979	2.2848526091835715	2.570046241830679	3.468688176472982
chr6	25929425	25931925	1.33204248046875	1.2981484748146752	1.8870721064249676	1.0289313675273548	1.393050125708947	1.5704350443522135
chr6	27936250	27938750	2.0980024307250975	1.9337111682545056	2.1599659894307455	1.636676386642456	2.187359926663912	1.8145759674072266
chr6	28133869	28136369	3.985760041015625	5.5550815277099606	4.053224153995514	5.469714668273926	2.494945266441932	8.009751660427519
chr6	28261101	28263601	4.227660625610351	7.585693687022816	5.473556849416097	9.720291455216842	4.753742020733172	19.42859459120009
chr6	28421224	28423724	8.282597796142579	14.683443113014913	7.139572573343912	15.961781267755683	4.830445975060096	25.907567974175347
chr6	28421639	28424139	8.109665290039063	14.435832632723722	6.476038929239909	16.538438813920457	4.975863358060397	27.185451627604163
chr6	28425900	28428400	2.082994192504883	4.915195394620028	2.496731358210246	4.353213336736506	3.9091943284254804	3.0233227084689673
chr6	28448840	28451340	2.961675906982422	2.850717632675171	1.5734748869578046	2.7587812566583807	3.1578197040264424	2.4998361724853515
chr6	28478347	28480847	5.825448866699218	7.698217484352805	7.368208693949382	10.08264448297674	5.450743794508713	24.02577757378472
chr6	28831247	28833747	3.9116003476562504	6.5049755409934304	5.8102867374420155	7.903493262551049	2.983426394700271	7.0871960384114585
chr6	29020618	29023118	2.9064242689819335	3.6943417773160063	2.9995228032430017	5.141337996326793	2.4527041017503004	2.5612987389458546
chr6	29058220	29060720	3.6447181613159176	3.5056518759987574	3.759466050720215	3.6407176785555757	3.2727251333383416	2.5149165127224395
chr6	29164224	29166724	10.587780834594726	8.70652969679399	9.20666693572998	8.710272385475854	4.871835610351563	8.454154395345052
chr6	29179084	29181584	7.674974395996093	11.905182396906072	9.769182918294272	12.642755093661222	3.063590300480769	10.312762004937067
chr6	29211797	29214297	11.461130389160157	13.420103455699573	10.72225948155721	16.287424283114348	4.241908730140098	24.368820753580728
chr6	29270487	29272987	5.799483874023438	7.9859232632723725	6.71612148284912	10.273851108897816	4.281717764892578	20.445950092230902
chr6	29279140	29281640	4.2423008303833	4.226738838889382	4.29071424407959	4.731439106889204	4.701995391376202	4.69874162258572
chr6	29317139	29319639	3.3310807219238283	2.877242505437678	5.468553934351604	4.019284120178223	7.938108283128004	8.233198160264756
chr6	29346105	29348605	8.925535075683593	10.240994309026544	11.738795761362711	10.58936360723322	11.40181969181941	29.32418409288195
chr6	29380013	29382513	3.2290237834472655	3.943934837757457	3.916636931101481	4.570468706235019	3.786193410550631	5.327701252170138
chr6	29396925	29399425	3.0306444946289064	5.107594044633345	2.6013312074979145	4.05858260789351	4.392844408710186	9.615973833550349
chr6	29431152	29433652	3.828294879394531	5.643691119939632	2.8345238672892252	6.048806718306108	9.215886313100963	29.357121673719618
chr6	29465782	29468282	4.105741173583985	6.051466296664151	4.72733973795573	6.889658132102272	5.946641067457932	19.194830957573785
chr6	29469436	29471936	2.19128077746582	4.12006348696622	1.904731286875407	3.998380832186612	2.0974183131760817	3.5857525090874565
chr6	29507452	29509952	9.575205882812499	7.679795392678	9.77124365641276	8.234460958030006	2.2535762971379207	4.661924492458767
chr6	29524624	29527124	5.745545406860351	10.759805616066673	4.960621578343709	13.468573501864347	3.374787549203726	18.81866805284288
chr6	29609107	29611607	18.01485137011719	9.57950175004439	12.236515146891275	10.180359334494852	4.875884764685997	9.720555971137154
chr6	29692213	29694713	5.096990287597656	8.956600086836382	5.316855303319295	9.659179954806241	3.6236613855919475	17.971351950412323
chr6	29733496	29735996	2.9563504336547854	3.630658894556219	3.3270657765706377	2.9767023187810726	3.528297458683894	11.393051216362846
chr6	29766442	29768942	10.774693583496095	8.815769910361551	10.635516152954102	9.655628819691053	8.643006560809795	20.179833657769095
chr6	29915012	29917512	5.951772269287109	9.281387937233665	7.860484540049235	9.983285816539418	6.0344878710937495	16.394030643988714
chr6	29983328	29985828	7.1685279291381825	5.314592998712714	8.29254201889038	6.872252694424716	4.8270878241436295	8.863231007826064
chr6	30045987	30048487	8.198727612548828	8.83871235296076	6.896192829004924	8.215259884366123	4.679893389329177	17.396160896402993
chr6	30165492	30167992	3.7568049416503904	5.27252499889027	3.5495775883992517	5.06896186024059	2.4364124335186297	3.866146094835069
chr6	30169051	30171551	5.506632298339844	7.897443149358575	5.522400237909952	7.710317506269975	3.262128914982722	3.975860039333767
chr6	30169237	30171737	6.161932000732422	8.02033278503418	6.127108722559611	8.369144307916816	3.2497179860276444	4.086329194200304
chr6	30173625	30176125	11.942829895019532	20.470996225807884	14.61261170654297	19.97004470381303	10.495183649151143	47.06594633789062
chr6	30174622	30177122	8.318245806884766	15.814543359375	10.8394302734375	15.409173872514206	6.537380000281701	23.921187137586806
chr6	30243303	30245803	2.4357308857421875	2.7232613272233444	3.518874895540873	2.889860050201416	2.6309214012732873	2.9653536569552954
chr6	30390510	30393010	15.912611000976563	6.368553547945889	18.029079512532554	9.15947860884233	6.957465587439905	6.355733188205296
chr6	30399908	30402408	6.317319564941406	5.65551152454723	10.092080650075278	6.103115348677201	6.600375082632211	10.56049892903646
chr6	30458984	30461484	6.626232068359375	7.562643084161932	10.275332965087891	9.318912673672763	5.110732993164063	9.515591673719618
chr6	30507848	30510348	6.528703803222656	5.408562101606889	8.22979284922282	6.117875908868963	5.900856763258714	10.586314387749566
chr6	30509206	30511706	6.995158195922853	4.953049616310813	9.284470625813803	7.2989450567072085	5.9515806028395435	9.522744789496528
chr6	30539641	30542141	6.078718019042968	10.433126080322266	5.662220170847575	7.570123435280539	2.69657432814378	3.272385626898872
chr6	30566375	30568875	2.798278271484375	3.285038816833496	3.5415701857248947	3.467437534124201	3.4437062669020437	2.8612466188218857
chr6	30609009	30611509	3.5042750692138664	3.7007485513860527	3.960162597147624	2.8758085865367544	2.624831725980318	2.934248162163628
chr6	30637220	30639720	2.698974991455078	4.183353635475852	4.083062532806396	5.053123164506392	3.0937726224459134	3.181949004448785
chr6	30693249	30695749	4.88808762915039	6.8600605615789245	5.0099970316569005	9.408033642855559	7.482133825120193	31.66325740831163
chr6	30731505	30734005	4.989579907226562	5.412437103271484	5.222258854675293	5.314196317638051	3.6925314340444713	4.231235767957899
chr6	30739298	30741798	2.2647826845092776	4.432316557866876	4.064889363606771	3.988782668096369	4.884263769343449	6.043415834418402
chr6	30896294	30898794	5.391522442260743	11.491492829062722	6.528450346883138	14.511197220680929	5.104560787071815	43.07297442057292
chr6	30915073	30917573	2.634759751464844	3.6479045035622337	3.3412585854848227	2.808315532753684	3.5593151577524043	2.7693462920464413
chr6	30958490	30960990	2.51498966796875	6.157095184603604	3.4449457219441726	5.681852226950905	3.9928716942420377	10.816049468315974
chr6	31062247	31064747	3.049056205078125	3.3810018823797052	4.452521043650309	3.836781153869629	4.993041187274639	7.6135591829427085
chr6	31062593	31065093	2.75825300390625	3.2505861694335936	3.9872844248453774	3.3130620633212007	4.568488244441106	6.2331350295681425
chr6	31217974	31220474	2.706038215087891	3.9904228374134405	5.816178705851238	5.018464463944868	3.56384207829402	7.328016276041666
chr6	31218350	31220850	2.6520783935546874	3.91113623379794	5.981001285807292	5.341382986727628	3.431155311467098	7.975963595920137
chr6	31396827	31399327	4.394137232055664	4.463637165416372	5.625222749964396	6.171182126409358	2.8816249745530347	10.244322494303386
chr6	31398273	31400773	4.68161373828125	5.600841276411577	6.146829094060262	7.1011741815740415	4.4156743945312495	12.303665590549045
chr6	31563437	31565937	3.228860748840332	4.776478169666636	4.004192456754049	4.837409624481201	4.282616974909856	11.195194661458332
chr6	32048287	32050787	1.5085424813842772	1.7567184143066406	2.2458064151763915	1.985533838930997	2.3858343857046274	1.8444727988009986
chr6	32509140	32511640	2.0887852938842775	1.8720268036582253	1.6124862764676413	2.3176405833157623	1.3965798893855168	1.635191063096788
chr6	32587692	32590192	2.645481727783203	7.126376268976386	3.845617521985372	6.283297223039106	1.9281610401329627	7.336525363769532
chr6	33059652	33062152	4.901831302978516	5.1252210857738145	5.550402666664124	5.43567952409224	4.272980286583533	8.148132173665365
chr6	33247149	33249649	4.675610187011719	5.409781966330789	4.285580315144856	8.203704301591355	4.649800843975361	12.04468561428494
chr6	34027447	34029947	2.2144961311035156	8.127241126043147	4.157095354207356	7.2731133759932085	3.6846711505596454	15.313326162516276
chr6	34176554	34179054	5.648233604370117	6.160912955405496	6.397136617660522	5.9491317235773264	4.87080988694411	10.17141593017578
chr6	34316943	34319443	2.2764931154785155	3.049999619362571	3.8958214782714844	4.113598178932883	5.243581156663161	6.713721297064888
chr6	34316989	34319489	2.2615482478027347	3.009190812613747	3.8522412816365557	4.017575527121804	5.16829821476863	6.692594495578342
chr6	34352163	34354663	3.8890262854003907	3.547222092507102	7.593460723876953	4.867209511912953	4.373079887507512	5.070138996717665
chr6	34382246	34384746	2.1198686551513672	4.279550815166126	3.002741751352946	4.401841295276989	2.1751548780235876	5.594279969618055
chr6	34410361	34412861	3.3297814552001954	3.2444202373157847	3.1248331232706703	2.3520905680569735	3.589012230694111	2.224095901896159
chr6	34474355	34476855	4.11912670501709	6.663063519841974	6.161244616953533	6.773302390219948	5.854844933143029	7.817593602159287
chr6	34707443	34709943	2.6785356366271973	3.0469775939941406	3.8381250296274825	3.214146485762163	9.159478689152644	12.21598090250651
chr6	34778431	34780931	5.513567536621094	5.94497450949929	5.244045474751791	5.6141060025301845	5.819631429161658	13.216695067816838
chr6	34861145	34863645	5.91063798828125	5.535719624744762	6.454455564371744	4.853026673334295	4.70968321063702	8.99323293592665
chr6	34877565	34880065	7.164246986083985	9.982262946111506	8.54871619059245	11.370010257512874	5.21611333195613	17.518533561876083
chr6	34910331	34912831	15.088644008544923	10.102518459805575	12.8391009379069	13.298216440235485	6.185829602426383	20.616730857543946
chr6	34918959	34921459	5.007279369384766	5.056890985662286	4.396207531229655	4.894486202725497	2.177758928879958	3.587957538519966
chr6	34977499	34979999	3.3479116690673827	4.29667734929865	3.2300101209004723	3.913050827858665	3.266692124680739	2.555685106947157
chr6	35133237	35135737	9.493641704711914	8.383113272372158	8.231363385009766	11.591195852522416	7.183251255070615	16.6129111195204
chr6	35175615	35178115	17.251580028076173	13.187046993741122	12.377455727640788	12.473647917868876	4.992311799973708	16.17078248019748
chr6	35250698	35253198	5.146742077148438	6.896085732199929	6.546071619669596	6.875067459383877	4.115883732346755	7.3029166883680565
chr6	35307626	35310126	2.767569449707031	2.850692904940518	3.0273981217066446	3.368483299116655	2.110268839393029	2.286904474826389
chr6	35325641	35328141	2.5064790583496093	2.7019464089827103	2.440775617472331	2.131321504488858	2.1105478431114784	1.8450682946099175
chr6	35328845	35331345	4.057079541625977	3.019582848704945	5.800348782348632	3.2445493727250536	3.3840589444673985	2.23291171468099
chr6	35539388	35541888	3.6939526005859378	4.925794772893733	4.043120811462402	4.778236460321599	4.246499405611479	7.163956330023872
chr6	36386083	36388583	1.7722387450561523	3.395317922834917	2.7257694858551025	2.3957767042680223	2.1087821397047777	3.255047515190972
chr6	36387734	36390234	1.4209852432861327	2.917986113392223	2.4720956029256183	2.168996201948686	1.7530206381460336	3.786165474582248
chr6	36419741	36422241	1.3502081677246094	2.023459356550737	2.011120124562581	1.054532881303267	1.8651628571026144	1.6503048626030816
chr6	36810861	36813361	1.580653743286133	2.021597323885831	1.7676933240254722	1.4335514285694468	1.6954721943547175	1.5357188670857749
chr6	37299476	37301976	2.263342401062012	2.5682520982222123	1.8264514034589134	2.500564637340199	2.7334891426908055	6.026809144015842
chr6	37441648	37444148	6.367127304077148	4.671286533563787	7.56190879910787	5.933306994628906	5.702242466289814	11.773162604709201
chr6	37528172	37530672	3.1042383088378904	2.2745595947265627	2.996221522076925	2.649769249655984	2.805111169433594	2.350604151475695
chr6	37868810	37871310	9.004775742187501	6.7512993230646305	9.320715603637696	8.560074844637784	4.885014318847657	19.497342900933162
chr6	38046496	38048996	3.7178248632812503	4.897582244318182	3.0620446350097654	3.704422638216886	3.9275200969989483	2.240304957139757
chr6	38107352	38109852	4.6556360898437505	5.884092337590998	5.427992559051513	6.542521510453658	2.8360454287954475	3.8297546839735244
chr6	38124086	38126586	2.4232441884765628	3.295384446855025	3.752445850753784	3.090816759699041	2.910207626201923	2.458449450954861
chr6	38253509	38256009	4.639936119873047	9.58663997885964	6.508396922556559	11.097653920676493	6.376094536508413	47.56125213378907
chr6	38298759	38301259	8.540229856079103	8.31251528486772	10.050099457804363	10.407743392250755	7.782942229191707	20.763543109266497
chr6	38354103	38356603	7.560867040039064	7.716008653397994	8.68825114847819	7.127154318237305	6.470231267277644	12.015699540608724
chr6	38379523	38382023	6.415719875976563	7.4643546334006565	8.376655356089273	8.612780329617587	4.3244313617412855	23.311791899414064
chr6	38431924	38434424	8.322116137695312	5.277821823120118	7.13123596350352	6.040548352605645	7.21113350379357	18.22152893337674
chr6	38505324	38507824	2.7497708352050783	3.5511505221280184	2.756137345568339	3.161840691028942	2.943783168381911	3.1488346367730036
chr6	38532860	38535360	17.68621720703125	15.7017621204723	15.422252263641358	18.69245329312411	7.376988346041165	41.71114729275173
chr6	38549443	38551943	18.165605528808594	11.29215742673007	13.676832061767579	13.655461258766866	8.58202779334435	29.61881322916667
chr6	38636739	38639239	6.714892890869141	7.6383197788585315	6.906387590026855	8.039071825478294	3.3397553352238583	9.527255624999999
chr6	38661068	38663568	3.0125068046875	4.294227581787109	2.9079979142189027	3.550133546863903	3.198904585101788	3.9769276714409725
chr6	38836811	38839311	2.3852530245361327	3.2400200617703527	2.685456178665161	3.2996375864202325	3.029139422889123	1.892967744208442
chr6	38916985	38919485	2.760739907836914	3.014999969690496	3.7991694328308108	3.4093660884510384	1.9304018648587742	2.5818570926242406
chr6	39067086	39069586	2.050469986328125	2.5395947315562855	1.458210784594218	2.41577041015625	3.3152102241398738	3.3275214096408416
chr6	39116472	39118972	6.003767932128906	7.527063970392399	4.952649672063192	8.011949379106001	3.747820328885592	21.021652471788194
chr6	39117849	39120349	7.121400013916015	8.972365984275124	5.897812907918294	6.869008852039683	3.3571566105769235	18.85352314046224
chr6	39206273	39208773	5.238752558044434	5.824660288307883	4.512158957036337	5.976759915577281	3.3204746063701926	10.96855305352105
chr6	39377207	39379707	13.201086221191407	8.85107617673007	10.66437691040039	9.355448518926446	3.9878371082481974	9.271721620551215
chr6	39379427	39381927	9.80438711730957	7.394594065163353	8.0837954111735	6.526839957636053	3.1381121182016223	4.274481574571397
chr6	39419869	39422369	20.91863470288086	14.990391702825372	18.030101007080077	16.426855580832743	7.002341228966347	19.611674342854815
chr6	39557334	39559834	4.477725238281249	10.010666842373935	4.884690804545085	9.751660907537286	4.401074241567759	39.409860499131945
chr6	39571875	39574375	4.471806309509278	7.842336707930132	5.503648772430419	6.758096143410421	5.503113684082031	8.63119309217665
chr6	39590582	39593082	8.4991091171875	11.033704748535156	7.987419663492839	10.407639834872159	5.788963510929988	13.792407243381076
chr6	39724963	39727463	3.2017894302978513	5.7059714444247165	4.8865889577229815	8.056300404774058	5.446063096829928	18.966406827799478
chr6	39810436	39812936	5.298604276855469	6.907200533225319	5.464723705800374	6.374663562289151	4.01177523860051	10.100793615451389
