chr	start	end	Morula_Klf5_ds
chr1	34700468	34700778	23.469033013620685
chr1	34715890	34716145	10.122417767842611
chr1	34723590	34723790	16.62869527339935
chr1	34738613	34738898	13.55403479191295
chr1	34739862	34740696	13.625323950815543
chr1	34752896	34753435	99.40134259986523
chr1	34761715	34762255	15.223183773182056
chr1	34771393	34771773	12.524755244506032
chr1	34801777	34802607	19.382955253555114
chr1	34868011	34868200	11.436939416108308
chr1	34988432	34988649	10.420548228074878
chr1	35026133	35026837	19.11737838963216
chr1	35097193	35097718	16.50900161561512
chr1	35214311	35214658	11.78661301362755
chr1	35687948	35688171	22.26421564897614
chr1	35839708	35839923	13.54536308466002
chr1	35846534	35846970	14.396221510860897
chr1	35869885	35870264	17.61989904519436
chr1	35870751	35871453	13.041567369064374
chr1	35881218	35881604	32.45191739136691
chr1	35881803	35882000	30.081398736401862
chr1	35895284	35895729	10.40906589808089
chr1	35951755	35952057	13.273944254742553
chr1	35985573	35986492	24.766323829501445
chr1	35986772	35986978	22.231732743457684
chr1	36002151	36003094	21.61213007660964
chr1	36013490	36013807	28.793322951259672
chr1	36014028	36014408	21.524452585923044
chr1	36019313	36019614	21.586900156597757
chr1	36030465	36031157	12.633384956100773
chr1	36054873	36055141	19.28578771761994
chr1	36068002	36068209	30.016324923234286
chr1	36076948	36077432	21.684524222838977
chr1	36095717	36096297	15.11749176979065
chr1	36119326	36119530	18.89659483760011
chr1	36134403	36134759	13.20146943210216
chr1	36249798	36249981	22.134284514547044
chr1	36255870	36256372	11.676148924694592
chr1	36265002	36265307	10.385593980257628
chr1	36272929	36273141	19.103568999272472
chr1	36279132	36279353	18.606805874751164
chr1	36285724	36286244	15.435962963104249
chr1	36363451	36363637	13.126600137320898
chr1	36369312	36369629	14.295713304345163
chr1	36444910	36445253	17.825997836388236
chr1	36464204	36464660	20.680295254054823
chr1	36467705	36468049	28.87295200658399
chr1	36471280	36471464	28.437944878702577
chr1	36476761	36477186	15.793871121126063
chr1	36492657	36492917	16.43347184107854
chr1	36493517	36494020	19.840325770747828
chr1	36511510	36511704	30.073987793676633
chr1	36546670	36547217	15.724670598450265
chr1	36556810	36557162	18.296663498336617
chr1	36583407	36583592	16.21417682750805
chr1	36594374	36594748	15.922348096408946
chr1	36611934	36612328	14.211443651751214
chr1	36626150	36626549	12.543649824042069
chr1	36684349	36684691	15.83610114716647
chr1	36691085	36691380	15.048981278629626
chr1	36730623	36730824	15.609228267005427
chr1	36732377	36732707	15.384552525029038
chr1	36744865	36745104	9.33774269774369
chr1	36746409	36746616	15.599688691217542
chr1	36770760	36771039	19.037063984888
chr1	36771328	36771663	22.590068037118485
chr1	36784799	36785309	22.930478417639637
chr1	36848279	36848512	10.795624102645677
chr1	36909871	36910102	12.284879329400662
chr1	36920516	36920779	26.900425776782598
chr1	36939693	36940285	22.73002047796507
chr1	37042543	37043624	20.01658693581792
chr1	37056506	37056791	12.215488062406841
chr1	37272714	37273026	18.131861017300533
chr1	37274565	37274993	14.24840054556588
chr1	37285897	37286107	16.197240202767507
chr1	37299914	37300336	31.729188141664622
chr1	37429539	37430340	13.512977195292079
chr1	37471469	37471787	13.496152023099503
chr1	37541197	37541563	18.608849546297
chr1	37546373	37546901	18.518670293417845
chr1	37568655	37569601	21.827830205760094
chr1	37579627	37579824	12.581021865612358
chr1	37598227	37598425	14.736314147409766
chr1	37609529	37610182	19.639921734745617
chr1	37614820	37615262	23.423468246718876
chr1	37616069	37616444	18.15077633666992
chr1	37639417	37639708	17.672656793364954
chr1	37666773	37666960	18.136782870573157
chr1	37684407	37685315	20.406143186901108
chr1	37711833	37712063	14.748662616895592
chr1	37712295	37712786	23.859167095114405
chr1	37737274	37737471	24.3686931048553
chr1	37802841	37803023	9.723209768861205
chr1	37864263	37864859	27.35437934670672
chr1	37865212	37865522	23.37775083664925
chr1	37871946	37872560	22.40763295123942
chr1	37873061	37873247	17.592525841087422
chr1	37883653	37884496	20.69128401112585
chr1	37900125	37900430	16.512447482249776
chr1	37927278	37927495	14.622790472848076
chr1	37948812	37949010	18.328744955737182
chr1	37997443	37997810	19.148323417684363
chr1	38130057	38130511	26.63579536639646
chr1	38330916	38331332	15.99654141985453
chr1	38430193	38430385	10.844819488624731
chr1	38503593	38504306	22.734473471888986
chr1	38683394	38683751	15.162100917484914
chr1	38834592	38834889	11.970537612735221
chr1	38854731	38855063	15.184397743408939
chr1	38873836	38874025	21.496699535026753
chr1	38874217	38874467	17.322158866882326
chr1	38875297	38875554	20.013080363143743
chr1	38893916	38894156	11.260141293207804
chr1	38987277	38987586	18.817679559528635
chr1	38987793	38988128	18.927599978091113
chr1	39021769	39022530	18.160080038373323
chr1	39029366	39029596	16.85410223421843
chr1	39042914	39043108	15.230460963298365
chr1	39043341	39043556	14.117746002729548
chr1	39100509	39100946	16.18104619237869
chr1	39122562	39123960	20.470224136958308
chr1	39135392	39135952	17.859323159285953
chr1	39150439	39151175	15.299094248077143
chr1	39186398	39186844	36.49355777603628
chr1	39196481	39197153	20.393067025002978
chr1	39276672	39276908	12.825010986651405
chr1	39348624	39349554	25.970637419980058
chr1	39384044	39384343	10.789498903280915
chr1	39424303	39424496	11.799260821367175
chr1	39454129	39454323	15.626929828801106
chr1	39462748	39463352	20.038262762376014
chr1	39478202	39479049	20.181665924955006
chr1	39606938	39607161	16.147007664222887
chr1	39614468	39615132	26.512917996889136
chr1	39684125	39684517	8.695934726875656
chr1	39730054	39730286	13.796690663387036
chr1	39923641	39923894	13.66568688253169
chr1	39949860	39950573	16.430364490725715
chr1	39964174	39964569	11.64412275386762
chr1	39968105	39968450	11.530341908551645
chr1	40085347	40086120	15.180516285544687
chr1	40790036	40790650	17.04424424901459
chr1	40906894	40907097	19.45648442818026
chr1	42034879	42035565	13.340342212348915
chr1	42218326	42219119	13.759473693626376
chr1	42784683	42785378	14.762975921905298
chr1	42850925	42851119	15.756967711694461
chr1	42994080	42994318	16.067803106388123
chr1	42994723	42995321	16.32109447147535
chr1	43082433	43082861	17.429899645742967
chr1	43098318	43098947	11.584232039216593
chr1	43118401	43118592	12.283614907589259
chr1	43141594	43142176	18.598800025035427
chr1	43171209	43171578	23.585147743948752
chr1	43172126	43172439	18.28231671671517
chr1	43232717	43233785	14.213743808117698
chr1	43264648	43264834	16.646379573370822
chr1	43269575	43269941	15.98793237977992
chr1	43284260	43284673	14.147615338064568
chr1	43299690	43300031	13.722644294112309
chr1	43316019	43316264	9.872559551316865
chr1	43423164	43423408	16.043407135322447
chr1	43431814	43432234	17.74871683347793
chr1	43446930	43447362	19.47192926539315
chr1	43472069	43472516	16.481171812787153
chr1	43483766	43483978	33.8100152645471
chr1	43484178	43484757	33.670848533485426
chr1	43933690	43933910	12.557886318726974
chr1	43942675	43942938	11.77743429104185
chr1	43970695	43971185	12.098975434595225
chr1	44101805	44102377	11.12395372840908
chr1	44320778	44320984	10.633495078503508
chr1	44564420	44564814	14.63778772329921
chr1	45777414	45777865	10.514808156802227
chr1	45793359	45793544	23.281916541022223
chr1	45795166	45795368	30.131834686392605
chr1	46913619	46914041	17.117816357816
chr1	46914272	46914634	13.368501011179298
chr1	47024786	47025506	13.67438455513782
chr1	47117023	47117228	12.672342174809154
chr1	49334957	49335415	12.440515593149776
chr1	49881026	49881248	12.458620930577183
chr1	50288012	50288565	10.749541745694593
chr1	50927494	50927723	19.104098234634733
chr1	51401093	51401312	13.135008890334873
chr1	51478631	51479062	26.1670025562189
chr1	51479985	51480257	25.72304417806513
chr1	51597205	51597610	13.202535876521358
chr1	51612623	51612847	16.04196545481682
chr1	51613320	51613530	17.199331737699964
chr1	51624346	51625794	19.050756018794043
chr1	51699200	51699404	13.92588677593306
chr1	51717831	51718740	14.365316097754718
chr1	51858958	51859157	15.933073729126896
chr1	51892874	51893095	9.162800094121183
chr1	51914813	51915019	25.798132739020783
chr1	51920465	51921257	18.524500225529525
chr1	52004019	52004213	10.361910982230276
chr1	52233017	52233804	17.489753490481927
chr1	52252712	52252980	19.51994595954667
chr1	52501695	52502074	13.116291808578772
chr1	52630722	52630928	21.12658073832688
chr1	52808630	52809030	15.421162438392638
chr1	52809827	52810318	15.541856107303907
chr1	52840922	52841255	16.17723166548812
chr1	52918568	52918815	12.689789297127048
chr1	52919095	52919279	15.46628551379494
chr1	52952975	52953273	9.944018805587051
chr1	53297139	53297328	13.162393327743288
chr1	53313733	53313973	9.291141080856324
chr1	53511131	53511414	13.65200590666107
chr1	53525570	53526094	16.527600241071394
chr1	53526323	53526559	15.174119896807913
chr1	53747649	53747980	12.780193327416827
chr1	53780857	53781053	11.807034054580999
chr1	53867822	53868130	15.300801252389883
chr1	53909053	53909300	14.32148755803282
chr1	54250297	54250552	10.899398197847255
chr1	54250809	54250993	10.891634059988935
chr1	54328179	54328373	11.643282772339496
chr1	54381507	54381940	16.572116017066303
chr1	54439263	54439509	11.36319686726826
chr1	54600301	54601150	14.45938581459935
chr1	55030904	55031136	21.29177095561192
chr1	55052432	55052909	17.44276671939426
chr1	55087572	55087758	10.953157091653475
chr1	55130721	55131046	12.088417868980995
chr1	55162452	55162748	19.3281625638137
chr1	55162955	55163314	24.550627764221023
chr1	55168459	55168778	21.35253587262384
chr1	55202059	55202545	22.603077517615425
chr1	55236840	55237039	18.394338890535746
chr1	55305926	55306109	11.879169870595463
chr1	55405396	55405987	11.384758293326131
chr1	56742165	56742767	12.283672499102215
chr1	56750879	56751533	10.57784917057472
chr1	56925173	56925361	16.397317130514917
chr1	56953274	56953602	26.68523170308369
chr1	56953926	56954306	34.70824400751214
chr1	56977403	56977901	13.07098658879598
chr1	56998908	56999210	12.220611805947412
chr1	57377299	57377500	21.339858230666735
chr1	57436226	57436545	14.40477057310481
chr1	57476945	57477521	12.332880800796879
chr1	57520917	57521221	7.92209205031395
chr1	57953837	57954134	15.177594236251883
chr1	57970639	57970902	14.018746071442
chr1	57978973	57979762	23.826225550909005
chr1	58029990	58030346	12.480738046463955
chr1	58366683	58367265	20.36965911904561
chr1	58373578	58373943	13.3159595097581
chr1	58392209	58393025	17.54230446499937
chr1	58410204	58410613	13.10199264209253
chr1	58423820	58424004	17.09486628615338
chr1	58457777	58458193	22.063834520486687
chr1	58467772	58468207	14.6754545792766
chr1	58505111	58505419	14.573607856577093
chr1	58585903	58586573	15.105356923857732
chr1	58651038	58651226	10.064215670240687
chr1	58651445	58652262	11.186254397454139
chr1	58699839	58700571	10.32994282050211
chr1	58712345	58712697	16.81608951904557
chr1	58761523	58761909	15.258371980696761
chr1	58767572	58767991	15.557459571765545
chr1	58770116	58770545	11.627758906993554
chr1	58973114	58973346	17.29758864846723
chr1	58973585	58973967	20.65953931508888
chr1	58992990	58993630	16.007632081396878
chr1	59119624	59120321	13.49617420002241
chr1	59236875	59237118	19.418924347363383
chr1	59321312	59321543	12.111731120518275
chr1	59391704	59392020	16.43806423718416
chr1	59401342	59401534	27.05112810929616
chr1	59481697	59481900	21.920739798710265
chr1	59579677	59580066	13.133434773717257
chr1	59614013	59614449	22.997852255445007
chr1	59624779	59625517	18.524279267484257
chr1	59660753	59661009	25.648251742124557
chr1	59661211	59661469	27.037784938664398
chr1	59684423	59684660	18.617610396212164
chr1	59728177	59728627	25.361632080078124
chr1	59896395	59896900	15.863989126564253
chr1	59938631	59938891	36.288992977142335
chr1	60011702	60012214	17.35361408442259
chr1	60038315	60038639	16.09677494013751
chr1	60097765	60098150	17.276574704554175
chr1	60164192	60164552	10.164551009072198
chr1	60180206	60180397	29.850485706828653
chr1	60180626	60181194	24.224501816319748
chr1	60189283	60189804	15.79133356647162
chr1	60343045	60343463	12.504890147578774
chr1	60356179	60356498	12.628272699338142
chr1	60386820	60387338	17.06943952899182
chr1	60409419	60409619	12.075425028800964
chr1	60461405	60461836	12.88007322209617
chr1	60567085	60567444	28.179055498170985
chr1	60569009	60569699	25.790324870399807
chr1	60685236	60685679	12.350611833094474
chr1	60818272	60818593	13.435188229581648
chr1	60860424	60860657	8.537729467956805
chr1	62702992	62703243	11.055944041901851
chr1	62706527	62706710	8.177212840220967
chr1	62716046	62716334	10.197442829608917
chr1	62736783	62737026	12.045379265836237
chr1	62897757	62898065	13.251103905888346
chr1	62921851	62922462	13.644540264641595
chr1	63010960	63011188	12.519361282649793
chr1	63117130	63117459	21.086912636336585
chr1	63139032	63139225	22.19573308519749
chr1	63176745	63176998	22.472115071865883
chr1	63200247	63200468	10.451862568229572
chr1	63247063	63247358	13.167611468040336
chr1	63602122	63602948	15.414741074634811
chr1	64121727	64122153	12.647038031072125
chr1	64301891	64302144	10.89558980587443
chr1	64461562	64461771	11.66730283664174
chr1	64617275	64617746	12.5883418982196
chr1	64690627	64690842	20.671484184265136
chr1	64715343	64715633	16.899749986056623
chr1	64737079	64737339	19.70168293072627
chr1	64738007	64738386	23.662562906270292
chr1	64797749	64798052	12.220872041809283
chr1	64831308	64831657	14.548761772221344
chr1	64831918	64832144	14.546872244471997
chr1	64956943	64957702	19.511517448073477
chr1	64957965	64958258	22.535410916845954
chr1	64990222	64990825	21.664344847696537
chr1	64991134	64991450	20.871797374532193
chr1	64997917	64998236	12.620564852388675
chr1	65038379	65038566	19.581284874900778
chr1	65054366	65054609	21.59907462273115
chr1	65110049	65110247	18.54312976683029
chr1	65112258	65112573	17.57827845982143
chr1	65151137	65151559	14.488910162053402
chr1	65178042	65178347	20.710665552733374
chr1	65178535	65179020	40.305850530408094
chr1	65208260	65208720	18.65320061859877
chr1	65420849	65421914	113.96080748172993
chr1	66174782	66175272	12.731860538404815
chr1	66700486	66700670	18.890641295391582
chr1	66816297	66816941	18.51084057292583
chr1	66817135	66817962	22.24706738545788
chr1	66847742	66847939	12.624738654509414
chr1	66867907	66868114	20.840215977839225
chr1	69728182	69728450	14.519439362767917
chr1	70469152	70469350	13.580261259367973
chr1	70665296	70665684	9.312100282342163
chr1	70699251	70699493	9.916130002865122
chr1	71102412	71102937	27.441565348307293
chr1	71103336	71103643	24.716536630636707
chr1	71557210	71557544	23.223274136731725
chr1	71586208	71586406	12.12282755880645
chr1	71643469	71643704	12.353295569724224
chr1	71675401	71675837	10.495518802502833
chr1	72121815	72122001	14.085938074255502
chr1	72123590	72124074	15.275912227709432
chr1	72183281	72183739	10.974781063446311
chr1	72226820	72227083	33.95893255748676
chr1	72227722	72228087	35.29003400933253
chr1	72238055	72238633	36.74389540860397
chr1	72243614	72243893	41.11537591530858
chr1	72255899	72256167	33.58022145370939
chr1	72284094	72284561	12.358864111359166
chr1	72307094	72307395	11.962746506117506
chr1	72313263	72313707	11.178110010989078
chr1	72490728	72491337	11.530203454404433
chr1	72583577	72583762	13.65986010061728
chr1	72622549	72622747	14.587165100405915
chr1	72741146	72741514	14.280833550121473
chr1	72865999	72866231	11.757167240668988
chr1	72870996	72871193	19.66175176165431
chr1	73128170	73128424	16.174848556518555
chr1	73902499	73902729	9.919844015784886
chr1	73933180	73933694	18.136022992635052
chr1	74017169	74017359	9.679760759755185
chr1	74027765	74028546	12.195859249666924
chr1	74063569	74064220	18.08494740697096
chr1	74094832	74095798	25.65057624645115
chr1	74124971	74125673	13.588491913939473
chr1	74208680	74209039	16.697303386783865
chr1	74275475	74275664	15.063648208739265
chr1	74284884	74285478	19.425712588660243
chr1	74332627	74332838	31.61985047507625
chr1	74370293	74370518	16.76373693254259
chr1	74383199	74383856	15.681452885065994
chr1	74390502	74391132	22.394290123288595
chr1	74397561	74397958	33.28243558292725
chr1	74414897	74415233	27.101035532497225
chr1	74505394	74505754	19.763359475135804
chr1	74506071	74506292	32.469343556537886
chr1	74506494	74506721	16.12810747844007
chr1	74513889	74514261	24.68345397005799
chr1	74514446	74515492	26.63177465891063
chr1	74556963	74557505	18.984859424323613
chr1	74565629	74565931	14.606435720494252
chr1	74587792	74588084	24.27938962309328
chr1	74589121	74589313	19.539231916268665
chr1	74601183	74601693	11.138293199913175
chr1	74624154	74624366	19.742089734887177
chr1	74637807	74638069	12.74063633780443
chr1	74661890	74662114	13.495590622935977
chr1	74723917	74724294	14.605830349403604
chr1	74772953	74773200	25.573893643583848
chr1	74783690	74784355	23.890622852440167
chr1	74788071	74788308	17.153352121763593
chr1	74803353	74803645	15.719858466762386
chr1	74817044	74817369	15.041911670978253
chr1	74858282	74858494	25.898074348017854
chr1	74901072	74901280	15.530608791571398
chr1	74915731	74915934	13.327625603511416
chr1	74949655	74949962	20.285125135987123
chr1	75005967	75006200	18.50942824940825
chr1	75011131	75011321	17.93137385217767
chr1	75016201	75016925	19.312513178883336
chr1	75028246	75028462	19.103039816573816
chr1	75028715	75028915	19.982122588157655
chr1	75124413	75125168	28.225931148655366
chr1	75142459	75142824	32.021305470923856
chr1	75168368	75169376	25.04694607617363
chr1	75180597	75180780	17.326121840972068
chr1	75188906	75189182	31.059677676878113
chr1	75204365	75205003	22.43464162431914
chr1	75219494	75219827	16.80548081097302
chr1	75236131	75236368	19.567838906235835
chr1	75251580	75251779	14.656092030319137
chr1	75280578	75280917	14.950714308252024
chr1	75317074	75317788	35.15356703899822
chr1	75317996	75318287	22.609936297963984
chr1	75338177	75338366	12.101066750824137
chr1	75345715	75346083	12.727526286373967
chr1	75487361	75487741	13.918910055411489
chr1	75512903	75513123	13.44729172966697
chr1	75521561	75522299	17.624669197775162
chr1	75559345	75559711	16.384687350747363
chr1	75589135	75589351	15.245969847396568
chr1	75801920	75802506	17.327335985854216
chr1	76557309	76557503	9.47700873601068
chr1	76558070	76558563	12.105219608871739
chr1	77187630	77187976	17.89907137369145
chr1	77188241	77188553	16.453574577967327
chr1	77461103	77461345	13.913088751233314
chr1	77515978	77516684	13.865360902996981
chr1	77840956	77841175	11.300318339099622
chr1	78488899	78489532	14.790723292936834
chr1	78534371	78535610	24.72009332185796
chr1	78656639	78657606	19.537146868109087
chr1	78775130	78775695	10.079067716556313
chr1	79656423	79656781	12.397265223817453
chr1	79671997	79672198	27.53886201013973
chr1	79754578	79754763	12.209708708685797
chr1	80184261	80184929	20.256350273143745
chr1	80340876	80341500	21.19559030655103
chr1	80758944	80759258	12.72942173708776
chr1	81894082	81894517	9.198504278577607
chr1	82359418	82359640	12.261832963238966
chr1	82359968	82361008	10.149031357811047
chr1	82787287	82787571	10.336736254289116
chr1	82803602	82804042	10.346966781399466
chr1	82820199	82820753	20.385135680759856
chr1	82976530	82976735	17.198609863839497
chr1	83038853	83039202	12.01527465175421
chr1	83660811	83661201	11.2775053415543
chr1	84677429	84677643	10.290601895234294
chr1	84685219	84685430	10.264840546377462
chr1	84696057	84696266	14.608423018569582
chr1	84697209	84697487	20.06613485075587
chr1	84839589	84839813	32.677259121622356
chr1	84840098	84840418	19.103394803404807
chr1	84849746	84849989	18.730173016771857
chr1	84860345	84860537	33.0504045188427
chr1	84872948	84873154	33.692599537303145
chr1	84879530	84879824	18.658070859454927
chr1	84890436	84890651	23.35021262945131
chr1	84924602	84925161	13.541180723255136
chr1	85114122	85114401	11.854063338276307
chr1	85250480	85250890	14.11456752404934
chr1	85266674	85267173	13.89437202461258
chr1	85270013	85270291	12.321647397048181
chr1	85270678	85270861	19.85125277732891
chr1	85277717	85277968	22.327597055777137
chr1	85591065	85593397	51.52982909813623
chr1	85736438	85736624	20.75837206071423
chr1	85743892	85744207	22.78984823681059
chr1	85779598	85779872	25.05248715755713
chr1	85780064	85780274	38.30439249674479
chr1	85783781	85784397	29.071308996770288
chr1	85803729	85804001	22.119420395177954
chr1	85894355	85894719	12.36702695128682
chr1	85920007	85920245	10.025885329527014
chr1	85935663	85935863	16.20720878124237
chr1	85967142	85967482	17.86564573961146
chr1	86007825	86008067	14.830955777286498
chr1	86136184	86136496	19.70167934283232
chr1	86154255	86154587	18.366579587201038
chr1	86168161	86168398	10.086380308690453
chr1	86182043	86182235	12.020947717130184
chr1	86250711	86251014	12.397552162900617
chr1	86260386	86260655	13.607708229008217
chr1	86279157	86279442	13.860615696823388
chr1	86303201	86303902	18.265261090941163
chr1	86309608	86310045	15.81638675096106
chr1	86359161	86360217	19.63975022146196
chr1	86430297	86430606	23.491235560198046
chr1	86440458	86440868	25.45575212152993
chr1	86467316	86467562	43.216618157983795
chr1	86470961	86472755	28.761696768188788
chr1	86501266	86501644	29.925461693415567
chr1	86524909	86525117	22.639197853895332
chr1	86532148	86532562	27.476317106237733
chr1	86562975	86563432	16.05187756227456
chr1	86582319	86582811	21.992259587698836
chr1	86597658	86597847	15.503162358803724
chr1	86611923	86612217	14.466028738994988
chr1	86634595	86634849	14.370122474009596
chr1	86647802	86648157	25.036971809494663
chr1	86955902	86956228	11.21143655250409
chr1	86996122	86996773	16.656801698394634
chr1	87074606	87074828	17.65270320789234
chr1	87081683	87081913	17.252704475236975
chr1	87090099	87090736	24.01344059176123
chr1	87091058	87091316	29.15796938607859
