chr	start	end	8Cell_Klf5_ds
chr7	4806995	4807742	27.74941856123836
chr7	4812447	4813089	25.345215231458717
chr7	4820269	4821447	30.633721408293486
chr7	4823296	4823685	25.879153631646712
chr7	4835620	4836458	21.020518331368386
chr7	4842306	4843978	24.158471239810925
chr7	4850684	4850973	15.211987521821653
chr7	4851238	4851633	13.548465308660193
chr7	4857540	4857871	15.989717382678812
chr7	4870514	4870865	27.802226965923253
chr7	4877063	4877564	29.656121781248295
chr7	4878487	4878862	30.94069841003418
chr7	4881687	4882411	27.36256488252081
chr7	4887010	4887555	15.536060665725568
chr7	4890861	4891145	14.281040376340838
chr7	4899549	4899949	22.91406900882721
chr7	4900993	4901601	23.050598535098526
chr7	4914825	4915851	19.177464224906462
chr7	4940205	4940593	14.807930518671409
chr7	4948639	4949397	13.774870485617805
chr7	4950217	4950784	15.713146409029683
chr7	4973466	4973804	14.459915558967365
chr7	4974561	4974855	15.015230431848643
chr7	4976839	4977054	13.678559893231059
chr7	4995324	4996030	20.886561318092237
chr7	4996256	4996539	12.20297476091149
chr7	5013401	5013627	32.0400226896843
chr7	5014062	5015125	52.80344630229731
chr7	5019781	5020331	40.7939890982888
chr7	5029800	5030453	16.626611760710503
chr7	5030868	5031206	15.93732741880699
chr7	5037775	5038770	33.407508644027324
chr7	5047106	5047481	11.192392655690512
chr7	5053534	5053921	19.249582044221942
chr7	5060878	5062709	35.92570552690507
chr7	5109542	5109803	16.853544085418584
chr7	5117618	5118777	28.94044801055408
chr7	5123634	5125018	25.514931930971972
chr7	5227086	5227376	8.195970885506991
chr7	5472173	5472567	5.7169106024776015
chr7	5696582	5697112	16.334844387702223
chr7	6044786	6045016	12.589841282886008
chr7	6126948	6127445	12.831732572444247
chr7	6145137	6146479	12.87846977380278
chr7	6171765	6172389	27.248028012422417
chr7	6182759	6183004	13.093234856274663
chr7	6196049	6196337	15.325873712698618
chr7	6200121	6200499	16.51074535379965
chr7	6203661	6204993	21.0634739001592
chr7	6222232	6222705	22.775900883099997
chr7	6223051	6223348	29.980901820892438
chr7	6265650	6266304	12.278249400835882
chr7	6272163	6272585	13.707152103360796
chr7	6282961	6283916	22.090344925326203
chr7	6288135	6288372	13.61470849000955
chr7	6300542	6300828	14.69069440881689
chr7	6330811	6331179	14.67734148968821
chr7	6332675	6333006	16.204158633137038
chr7	6336129	6337008	17.360313212641
chr7	6343489	6343950	11.70822695899682
chr7	6362633	6363627	53.64168646110136
chr7	6366449	6366756	58.01886907074273
chr7	6368216	6368491	29.91026870033958
chr7	6382753	6383802	30.50098120086641
chr7	6696059	6696461	13.473473579729374
chr7	6727535	6728607	31.87744465336871
chr7	6728992	6729478	36.05913752096671
chr7	6935358	6935581	31.676747206615225
chr7	6935827	6936061	31.559349549122345
chr7	6936274	6936605	31.92630129350276
chr7	6940469	6941738	26.769895676837557
chr7	6948234	6948777	13.048383241200316
chr7	6955289	6955865	19.529741225971115
chr7	6958488	6958720	22.772303145507287
chr7	6966581	6968065	21.678418153058487
chr7	6975562	6975962	17.799530675411223
chr7	7005103	7005473	13.394383711428256
chr7	7027395	7027798	11.646066930690415
chr7	7034509	7035231	20.856948908015962
chr7	7040158	7041135	27.839456288816987
chr7	7041531	7042447	19.503483257960024
chr7	7053412	7053784	20.012251692433512
chr7	7053999	7054320	18.2783162482431
chr7	7108135	7109542	31.16661920120467
chr7	7119688	7120144	11.045943020728597
chr7	7120855	7121634	8.892954774325252
chr7	7171332	7171560	16.03927679647479
chr7	7187872	7188694	15.788757097982142
chr7	7277661	7278168	26.268588461114106
chr7	7298225	7299501	22.28472448516415
chr7	10809359	10809763	14.072231588977399
chr7	10810519	10810815	12.377921278412277
chr7	10811547	10811773	14.132874504654808
chr7	11027741	11028115	16.878802730437908
chr7	11079928	11080310	11.025103004815067
chr7	11158051	11158295	9.95478262666796
chr7	11230160	11230477	14.076390989947395
chr7	12294013	12294226	9.050342465790225
chr7	12395307	12396818	18.750689205785683
chr7	12534560	12535487	11.384206216826536
chr7	12780307	12781117	16.206440664809428
chr7	12803290	12803745	14.005156066391494
chr7	12815463	12815674	12.035621715382941
chr7	12818402	12818869	17.645385493047744
chr7	12825958	12826307	18.36506997958295
chr7	12833125	12833908	19.435830149157294
chr7	12834317	12835111	16.249819472094327
chr7	12880679	12881118	21.944379011427895
chr7	12894009	12894230	13.017284645753747
chr7	12897835	12898134	11.760052665021508
chr7	12909639	12910593	17.054891250418418
chr7	12921576	12922111	25.52309326278829
chr7	12926916	12927211	17.08505482754465
chr7	12935056	12935671	18.396461767491285
chr7	12949476	12949981	16.372349550228307
chr7	12965362	12966485	13.709728993375919
chr7	12977828	12978344	18.98380369363829
chr7	12986967	12987472	14.045166957968533
chr7	12991983	12992377	15.8578111145097
chr7	13001302	13001901	30.31473743139404
chr7	13002670	13002956	24.138971635511705
chr7	13009308	13009688	41.193560248927064
chr7	13013354	13014355	39.39065458962729
chr7	13014603	13014945	40.8907103120235
chr7	13023001	13024266	41.68379513435213
chr7	13034209	13034677	26.60413215099237
chr7	13054417	13055036	37.277649673005875
chr7	13063600	13063983	13.986073429217226
chr7	13072114	13072438	10.350523118619565
chr7	13072696	13072920	14.34878598366465
chr7	13079418	13080044	8.407470034334226
chr7	13103046	13104050	22.175883849778497
chr7	13202553	13202790	11.605773243723036
chr7	13278150	13278951	18.73166509037756
chr7	13297393	13297763	10.817368239325447
chr7	13297997	13298436	12.206259404879768
chr7	13355523	13355771	17.435589694207714
chr7	13432856	13433866	18.508600843070756
chr7	14029653	14029960	12.032605522230316
chr7	14048055	14048268	11.267938188543901
chr7	14114335	14114977	17.76464354212039
chr7	14116309	14117231	26.048200483177332
chr7	14120179	14120520	18.983795386954835
chr7	14120758	14120998	17.67652798493703
chr7	14187331	14187649	12.843023988435853
chr7	14196243	14196517	8.42698947269551
chr7	14321011	14321390	33.27416243339277
chr7	14323577	14324078	28.25818568123077
chr7	14324596	14325353	31.827862253277274
chr7	14333457	14334074	21.905035168850247
chr7	14394281	14394658	10.258307166061604
chr7	14394883	14395263	12.041852112820274
chr7	14590576	14591043	17.319903929177393
chr7	14594963	14595308	16.598930364415267
chr7	14595695	14595987	17.161631404537044
chr7	14623548	14624613	20.739989758881045
chr7	14625604	14626269	23.488178376506145
chr7	15669800	15670701	25.815944883852502
chr7	15805035	15805875	10.917446565060388
chr7	15826878	15827510	20.569177506845207
chr7	15835648	15836336	28.508559827194656
chr7	15839534	15840176	34.95399806209814
chr7	15840584	15842316	36.18076141932269
chr7	15847884	15848714	31.77945093131927
chr7	15854716	15855084	38.088735699653625
chr7	15857737	15858095	37.35952039537483
chr7	15872508	15872953	27.993290418989204
chr7	15873865	15874214	22.052834819586025
chr7	15882262	15883345	40.36425725420867
chr7	15887898	15888597	39.17030399688153
chr7	15891137	15891471	38.25556765345042
chr7	15894054	15896053	37.52916999912827
chr7	15900231	15901809	43.22652100791496
chr7	15909159	15909469	38.220517946058706
chr7	15912506	15912866	30.532195557488336
chr7	15916004	15916356	36.61159123615785
chr7	15922150	15923010	26.618709087371826
chr7	15927569	15928395	29.232234704292427
chr7	15929681	15930681	30.781988773345947
chr7	15952260	15953747	23.58918408314975
chr7	15967357	15967651	27.126969616429335
chr7	15972004	15972376	29.955917307125624
chr7	15976062	15976374	28.960287479253914
chr7	15998172	15998399	21.491896839393917
chr7	16009388	16009624	30.661118216433767
chr7	16011413	16012730	47.07852217892217
chr7	16025315	16025907	22.159512361964666
chr7	16029429	16030044	37.02987114976092
chr7	16036812	16037133	19.974836370283942
chr7	16046615	16046908	21.62857632750944
chr7	16047967	16048190	32.7189320790928
chr7	16051851	16052839	33.33332783973169
chr7	16053122	16053437	20.887712433224632
chr7	16061157	16061916	21.402662139636256
chr7	16063498	16064082	28.72712083385415
chr7	16065047	16065410	19.047985639125518
chr7	16074510	16074940	15.710476897483648
chr7	16097865	16098828	33.05004226530081
chr7	16119896	16120461	22.520304092474742
chr7	16121514	16122533	19.69693591854406
chr7	16129535	16130090	24.96097215875849
chr7	16147403	16147672	13.29807369416531
chr7	16156007	16156737	40.78781287310875
chr7	16160945	16161444	29.280287308778934
chr7	16175535	16175759	14.889969344649996
chr7	16221834	16222713	24.90569627217194
chr7	16255607	16256101	12.827017341306817
chr7	16262951	16263412	15.396597947060673
chr7	16264752	16265079	12.535654190483443
chr7	16272894	16274413	44.20334936522433
chr7	16279297	16280208	17.899203821804075
chr7	16285066	16286769	59.591291293213104
chr7	16294542	16295241	24.3999084723695
chr7	16313273	16314041	23.387906649460394
chr7	16326042	16326624	13.185274310947694
chr7	16331894	16332436	10.044241832191213
chr7	16339857	16340229	18.87251386078455
chr7	16340932	16341209	13.83694835346098
chr7	16354902	16356737	16.74069573041204
chr7	16364714	16365829	30.861034708065837
chr7	16371245	16371519	25.317635316918366
chr7	16371752	16372166	15.87159390150061
chr7	16372420	16372740	15.506875231862068
chr7	16391344	16392180	40.65319773683137
chr7	16392870	16393782	40.917096175645526
chr7	16398051	16398398	33.60930060240996
chr7	16399587	16401119	43.50887106604115
chr7	16452289	16452695	11.55536861842489
chr7	16466623	16467108	17.98514765513312
chr7	16474368	16475657	20.181446532670428
chr7	16490175	16490588	19.088673903347505
chr7	16507495	16507935	24.26855114373294
chr7	16515650	16516092	17.777979809773992
chr7	16516352	16516912	24.273752226148332
chr7	16538607	16539014	11.13342877160712
chr7	16540241	16540824	12.56253442347152
chr7	16569984	16570279	13.556902866040247
chr7	16598048	16598794	22.047595674806242
chr7	16601525	16601977	26.927470403434956
chr7	16614863	16615957	26.84352737545313
chr7	16623356	16623708	21.648981774395164
chr7	16627873	16628271	25.87788615394477
chr7	16638421	16639033	10.499569137891134
chr7	16645394	16645725	12.103307927843307
chr7	16660457	16661344	12.115697569884738
chr7	16683175	16683533	6.439176615390032
chr7	16698683	16699454	11.394264903977687
chr7	16710833	16711311	17.068489070716762
chr7	16712267	16713393	20.97977852101436
chr7	16727924	16728135	20.33521903521642
chr7	16734036	16734536	17.93553077363968
chr7	16743759	16744089	11.422379632429642
chr7	16746284	16746564	14.545620271137782
chr7	16755072	16755917	25.784427485945663
chr7	16757799	16758032	19.253567654687448
chr7	16759844	16760699	27.808759300053467
chr7	16762756	16763165	24.21897439560272
chr7	16779964	16781157	26.195472235251952
chr7	16786455	16786802	17.86271154914878
chr7	16794641	16795350	15.854664716465013
chr7	16809739	16810299	22.86044760090964
chr7	16815343	16815742	32.38867890685423
chr7	16853249	16853628	22.229738071914714
chr7	16853905	16854212	14.622866236037462
chr7	16860086	16860731	13.470150042689124
chr7	16866181	16866562	21.440396779478377
chr7	16874062	16875073	37.68947434920585
chr7	16891447	16892218	40.17568059344855
chr7	16894836	16895102	22.345755035715893
chr7	16910287	16910511	11.956832481282097
chr7	16923672	16924920	28.745873007254723
chr7	16926772	16927095	24.397770660211428
chr7	16930809	16931211	21.88757816238783
chr7	16944085	16944588	23.213223544551173
chr7	16950164	16950969	29.54615177604723
chr7	16957002	16957599	14.458495582567787
chr7	16970205	16970580	11.817172317504882
chr7	16979876	16980309	9.90060815855207
chr7	17002501	17003109	17.314812889224605
chr7	17025582	17025941	18.84906385203922
chr7	17027631	17028228	23.319614840112937
chr7	17028596	17028899	18.850041210061253
chr7	17055699	17056582	25.736135900763127
chr7	17066605	17066864	12.082359634311043
chr7	17073756	17074506	14.744235737164816
chr7	17133371	17133615	30.59287345213968
chr7	17133839	17134118	12.119029106632356
chr7	17170534	17170799	16.324194202782973
chr7	17237622	17238562	19.671732285682193
chr7	17942793	17943118	14.883718734154334
chr7	17943364	17943677	9.66874593972398
chr7	18267582	18267794	15.01875128836002
chr7	18727927	18728253	13.811083495251241
chr7	18728681	18729592	14.152506492271382
chr7	18746308	18747057	23.892308291192048
chr7	18747316	18747970	30.97703416048569
chr7	18749747	18750273	42.30900782596022
chr7	18760556	18760770	11.605668295209654
chr7	18769974	18770575	16.401313509599937
chr7	18811258	18811589	12.418314864628265
chr7	18828407	18829054	15.51191750855129
chr7	18844645	18844967	17.21886736561793
chr7	18863991	18865071	23.395399445957608
chr7	18872988	18873823	22.004004461322715
chr7	18884425	18884900	13.785730562712017
chr7	18886077	18886362	13.966466552332827
chr7	18892380	18892878	16.973302507975017
chr7	18893431	18894003	21.02908063768507
chr7	18909977	18910915	25.13980693552794
chr7	18918339	18918952	16.703261756585825
chr7	18924954	18925662	19.29183342766627
chr7	18950884	18951403	21.0622218652038
chr7	18957710	18958043	9.425668971316593
chr7	18963840	18964067	10.882909854603234
chr7	18974003	18974379	11.79575911608148
chr7	18981544	18981898	16.123701316488663
chr7	18990533	18991204	38.00963106738118
chr7	19003049	19003417	26.698807185110837
chr7	19003782	19004167	21.250276538303922
chr7	19006295	19006878	18.232917299810445
chr7	19019537	19020648	32.93227883140639
chr7	19023798	19024234	41.368494309416604
chr7	19037383	19038273	12.152491477902016
chr7	19068080	19068638	16.618338921591373
chr7	19073302	19073625	18.316811018314894
chr7	19086008	19086431	13.174333096677811
chr7	19092474	19094619	23.09893197229975
chr7	19114951	19115256	14.704342051021388
chr7	19118247	19118851	29.98994993847727
chr7	19119327	19119593	23.897164337617113
chr7	19123253	19123552	16.140140511120443
chr7	19131280	19131566	19.162259665402498
chr7	19148935	19149768	37.97867877428987
chr7	19157383	19158001	19.812433983515767
chr7	19160053	19160622	22.83777162773119
chr7	19164148	19165613	27.77564258705634
chr7	19172155	19173088	24.182549030962225
chr7	19176105	19176328	41.611308410028705
chr7	19178394	19178688	27.45598347333013
chr7	19181204	19181527	22.439492760058897
chr7	19194466	19194784	15.420710509678102
chr7	19198165	19198600	35.13901059380893
chr7	19202092	19202629	41.440007024193164
chr7	19208613	19210237	26.561576725226907
chr7	19210732	19211154	34.892300167354925
chr7	19227786	19228688	46.887380071331286
chr7	19239429	19240103	27.28345318293359
chr7	19240440	19240823	32.24767553961931
chr7	19246692	19247028	28.923737023557937
chr7	19250202	19250616	34.797313123509504
chr7	19253013	19253545	32.68621930502411
chr7	19257461	19257789	20.820106163257506
chr7	19265086	19265624	21.555970113959898
chr7	19271881	19272835	35.43979894490112
chr7	19281860	19282492	56.727214858501775
chr7	19283996	19284928	31.47171400544981
chr7	19300570	19301007	36.001591531853926
chr7	19308234	19309043	31.54222378772033
chr7	19309983	19310636	25.884031228595635
chr7	19317156	19317437	11.632639959613623
chr7	19319669	19320400	16.917322484967485
chr7	19325283	19325512	14.880296428130704
chr7	19328450	19328915	31.703535797775434
chr7	19335606	19336177	13.256666301219559
chr7	19343590	19344036	34.45545370589457
chr7	19345023	19345358	64.1945720786479
chr7	19349057	19349328	23.266197542422812
chr7	19356097	19356475	19.867429241301522
chr7	19359506	19359928	33.1508094258783
chr7	19360630	19361562	26.182523605137934
chr7	19380526	19381130	20.296610863792974
chr7	19381611	19381855	32.45665257094336
chr7	19392345	19392977	17.963242189793647
chr7	19397757	19398002	18.14134097585873
chr7	19403697	19404341	28.578800099236624
chr7	19405528	19405800	43.920384400031146
chr7	19407395	19407994	26.216702443729456
chr7	19413783	19413997	25.685685344945604
chr7	19419524	19421713	29.622166919794648
chr7	19426542	19427019	31.918595591930973
chr7	19431352	19432666	40.99126417342931
chr7	19435415	19435884	48.17559796559023
chr7	19443508	19444003	20.273895465966426
chr7	19458911	19459162	28.49345141862968
chr7	19460846	19461644	23.505951987770864
chr7	19467489	19468478	23.22355430938597
chr7	19486661	19487154	22.490246842405618
chr7	19487747	19487971	27.4665333543505
chr7	19491480	19491695	18.712325517521347
chr7	19499851	19500519	32.00438393518596
chr7	19508314	19510831	35.60766486974905
chr7	19524027	19524294	19.020252020617995
chr7	19528164	19528896	25.895654528518843
chr7	19531128	19531760	26.61887637120259
chr7	19543541	19544011	13.256151442832135
chr7	19549563	19549886	11.52797576738954
chr7	19555162	19556053	14.257277606446067
chr7	19568968	19570049	35.35466861636632
chr7	19573512	19573903	52.677524215425066
chr7	19581333	19581740	34.59637260437012
chr7	19582730	19583060	29.99782114317923
chr7	19603233	19603484	16.030987306420073
chr7	19604105	19604794	23.21060863254032
chr7	19607564	19607811	30.968943483916373
chr7	19609414	19609660	31.57489272637096
chr7	19610652	19611370	38.57293637947784
chr7	19619304	19619533	29.598777646060594
chr7	19620404	19620989	38.58846987210787
chr7	19621561	19622001	39.5891309261322
chr7	19628109	19629901	40.914482795766425
chr7	19642201	19642604	23.530603702251728
chr7	19649885	19650338	25.52858629500366
chr7	19650939	19651513	30.79791106662684
chr7	19654681	19655055	25.69610171394552
chr7	19664778	19665751	37.7799311840767
chr7	19669133	19669813	37.9028387967278
chr7	19674594	19675080	24.77740359993138
chr7	19675713	19676109	21.194525930616592
chr7	19686631	19687099	37.043386985094116
chr7	19687344	19687693	34.81336765781173
chr7	19691462	19692616	34.86757626194681
chr7	19695305	19695611	36.065979452694165
chr7	19699874	19701141	27.46852816571941
chr7	19715539	19716377	34.277887530998285
chr7	19723166	19723641	14.651885952196624
chr7	19736189	19736592	32.26670961403669
chr7	19736965	19737363	20.289442551195922
chr7	19749241	19749504	32.38793373833138
chr7	19749922	19750479	40.38732969397061
chr7	19758048	19758294	15.521878618534988
chr7	19770163	19770729	15.080584453609722
chr7	19782028	19782869	23.124182612660665
chr7	19789822	19790522	18.43373076438904
chr7	19796456	19797608	22.700356777343487
chr7	19800963	19801183	27.640438001806086
chr7	19810873	19811463	23.222597423650452
chr7	19813081	19813387	24.20136420555364
chr7	19816128	19816986	29.103217644013448
chr7	19823890	19824575	30.590246019572238
chr7	19825453	19826340	28.621202673154055
chr7	19826973	19827563	27.129752133256297
chr7	19840480	19840997	16.536633264626477
chr7	19841836	19842148	12.488060529415424
chr7	19843602	19844044	20.206659178928014
chr7	19849515	19850473	20.991108285111526
chr7	19851786	19852685	20.770113811344405
chr7	19860556	19860903	9.570340482233581
chr7	19876156	19877641	19.650012813914906
chr7	19889823	19890479	18.266435426909748
chr7	19893522	19894554	11.885112962981527
chr7	19896799	19897066	9.360731421338485
chr7	19910930	19911164	19.313568730639595
chr7	19920495	19920726	13.269521366466176
chr7	19921238	19921631	14.149629721508076
chr7	19937356	19937845	26.63053320473201
chr7	19955164	19955382	20.546678040005744
chr7	19956301	19956651	15.439384013584682
chr7	19963301	19963899	20.060146304675968
chr7	19969568	19970150	15.19916807253336
chr7	23469788	23471058	16.213080025470163
chr7	23781506	23781828	30.72751038118919
chr7	23782110	23783031	22.299530022048536
chr7	23783298	23783808	19.400507098553227
chr7	24019428	24019980	12.948292935240096
chr7	24074363	24074608	15.17504302044304
chr7	24081537	24082918	12.55616546281432
chr7	24134028	24134381	8.523308015072312
chr7	24175013	24175260	21.129971110386403
chr7	24176201	24176415	9.63910052041027
chr7	24191644	24191998	9.492875464891982
chr7	24252267	24252644	21.261341722321447
chr7	24253269	24253572	19.09257371040067
chr7	24254256	24254663	23.13112466751211
chr7	24286954	24287222	13.493002539250389
chr7	24287483	24288064	9.734340664441737
chr7	24316144	24316490	11.17012801197912
chr7	24326053	24326412	14.14246501763219
chr7	24327222	24327814	17.0878140523627
chr7	24336157	24336452	17.023308721639342
chr7	24336729	24336967	11.45934508828556
chr7	24347916	24348353	13.245277783417865
chr7	24364917	24365218	19.01076425508011
chr7	24384906	24385295	11.522657117377824
chr7	24399191	24400309	19.99668782853483
chr7	24407285	24408412	16.5046382305785
chr7	24413038	24413716	13.580701088131704
chr7	24440432	24440774	24.467565112643772
chr7	24440998	24441299	21.884287590204284
chr7	24441676	24442243	22.994756977814635
chr7	24448829	24449098	29.449566873032808
chr7	24449456	24449782	34.51422288812743
chr7	24450009	24451182	36.75800782437012
chr7	24453921	24454271	29.207900047302246
chr7	24457330	24457543	18.4751912775174
chr7	24459722	24460063	20.602946793229
chr7	24461486	24462554	30.102447461546138
chr7	24469143	24469862	29.915964310955108
chr7	24481353	24481942	28.191069763261314
chr7	24488137	24488945	20.975401677707634
chr7	24496237	24496570	29.442753662934173
chr7	24496806	24497199	36.904464445041334
chr7	24497808	24498053	58.27736896592744
chr7	24505943	24507182	23.64981022219777
chr7	24516576	24517391	11.89510478300551
chr7	24519924	24520144	19.08364660956643
chr7	24530544	24531323	29.26636468400086
chr7	24532274	24532987	30.16595319076474
chr7	24548445	24548750	22.241867393743796
chr7	24563529	24563949	22.1010980901264
chr7	24584233	24584769	17.743419919440996
chr7	24586633	24587890	31.509284234179706
chr7	24599168	24600017	24.190660132957433
chr7	24610784	24611694	31.03707047032786
chr7	24614296	24614564	40.26107010912539
chr7	24638174	24638594	21.00188198997861
chr7	24651168	24651562	20.192537980636363
chr7	24662542	24662794	17.8243652828156
chr7	24672251	24672555	8.787581264972687
chr7	24760935	24761505	11.548719765847189
chr7	24769614	24770291	43.40107332057756
chr7	24770633	24771456	41.78609605606098
chr7	24797987	24798785	19.575044554128382
chr7	24817465	24817910	14.108147246114324
chr7	24842414	24842793	13.623224084798768
chr7	24844645	24845178	14.575371590161637
chr7	24869503	24869929	10.371474375747178
chr7	24882004	24882460	30.67904077078167
chr7	24882688	24884463	41.4850424624161
chr7	24890351	24891183	27.00643744950111
chr7	24891636	24892271	33.132460248751904
chr7	24903282	24904136	19.83527749148688
chr7	24904371	24904678	21.288805542240702
chr7	24920773	24921500	18.9976120257476
chr7	24946205	24946818	34.36152664794424
chr7	24957593	24958110	17.870639397051164
chr7	24965180	24965806	34.75770463425511
chr7	24971884	24972569	28.295059394836425
chr7	24975000	24975762	37.46670688168583
chr7	24976333	24976658	27.7864063673753
chr7	24983519	24983946	17.98473156252287
chr7	24985650	24985927	12.916277362121141
chr7	24996790	24997162	14.612408004781251
chr7	25030311	25030579	17.87348865039313
chr7	25061614	25062063	11.386024435803726
chr7	25076584	25077223	22.179070921944152
chr7	25084384	25085093	34.7454407023442
chr7	25087748	25088087	23.954059173223897
chr7	25094498	25095187	14.727700367029243
chr7	25103857	25104374	35.25529184101629
chr7	25105964	25106650	31.667304461620986
chr7	25118214	25119133	17.301853680117734
chr7	25128327	25128833	18.077903240565725
chr7	25132812	25133573	26.666913246826493
chr7	25155410	25156568	32.87469100293306
chr7	25166183	25167346	27.909786294886292
chr7	25179809	25180163	19.8836087049064
chr7	25181320	25182082	18.263492059832796
chr7	25187479	25188384	27.13299571400848
chr7	25188624	25188877	26.16036677454771
chr7	25195391	25196578	48.85420993364651
chr7	25206439	25206910	23.178009377416785
chr7	25207821	25208224	21.714812678675496
chr7	25217205	25217646	46.73493205825218
chr7	25219122	25219832	33.025316353918804
chr7	25220052	25220475	41.86325583221219
chr7	25221058	25221310	34.350063021220855
chr7	25237898	25238731	36.78653334197448
chr7	25249680	25250206	17.89446172786756
chr7	25254626	25255000	22.185995996954606
chr7	25263984	25264686	36.51815426927007
chr7	25267122	25268255	55.80628075393448
chr7	25275927	25276537	35.19055661373451
chr7	25278475	25279178	34.857029775128424
chr7	25281574	25282396	42.5070811849441
chr7	25289954	25290365	14.422478037739031
