Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Pi15	Pi15	chr1	+	17601901	17630939	0.022541	0.002431	0.006349
Gm16070	Gm16070	chr1	-	17676027	17727646	0.000000	0.000000	0.000000
Crispld1	Crispld1	chr1	+	17727045	17766344	0.000000	0.000000	0.000000
Crisp4	Crisp4	chr1	-	18115191	18145902	0.0	0.0	0.0
Defb44-ps	Defb44-ps	chr1	-	18210053	18223564	0.000000	0.000000	0.000000
Defb18	Defb18	chr1	-	18236402	18237476	0.000000	0.000000	0.000000
Defb41	Defb41	chr1	-	18250978	18265138	0.000000	0.000000	0.000000
Gm15825	Gm15825	chr1	-	19063300	19104840	0.000000	0.000000	0.000000
Tfap2d	Tfap2d	chr1	+	19103022	19168587	0.000000	0.000000	0.000000
Tfap2b	Tfap2b	chr1	+	19208914	19238845	0.279717	0.039275	0.102570
Pkhd1	Pkhd1	chr1	-	20057779	20618057	0.463565	0.049994	0.130564
4930486I03Rik	4930486I03Rik	chr1	+	20356454	20392300	0.000000	0.000000	0.000000
Lincmd1	Lincmd1	chr1	+	20669882	20682958	0.000000	0.000000	0.000000
Mir206	Mir206	chr1	+	20679010	20679082	0.000000	0.000000	0.000000
Mir133b	Mir133b	chr1	+	20682769	20682887	0.000000	0.000000	0.000000
Il17a	Il17a	chr1	+	20730905	20734496	0.000000	0.000000	0.000000
Il17f	Il17f	chr1	-	20777146	20784270	0.467023	0.050367	0.131538
Mcm3	Mcm3	chr1	-	20802968	20820312	657.596802	70.919502	185.213226
6720483E21Rik	6720483E21Rik	chr1	-	20888650	20890473	0.000000	0.000000	0.000000
Paqr8	Paqr8	chr1	+	20890548	20939650	0.731058	0.286922	0.749324
Efhc1	Efhc1	chr1	+	20951626	20990841	0.135870	0.014653	0.038268
Tram2	Tram2	chr1	-	21001397	21079225	14.379857	1.550817	4.050111
Tmem14a	Tmem14a	chr1	+	21218575	21230167	2.719467	0.327259	0.854668
Gsta3	Gsta3	chr1	+	21240585	21265575	6.716153	0.770256	2.011599
Gm4956	Gm4956	chr1	-	21285246	21298312	13.189897	1.422484	3.714956
Khdc1a	Khdc1a	chr1	+	21349677	21352199	194.545029	20.980997	54.793930
Khdc1c	Khdc1c	chr1	+	21368331	21369743	433.335693	46.733730	122.049713
Khdc1b	Khdc1b	chr1	+	21383556	21386384	13.842902	1.492908	3.898876
Kcnq5	Kcnq5	chr1	-	21398399	21962650	0.757410	0.082586	0.215681
Rims1	Rims1	chr1	-	22285973	22806003	0.472009	0.050920	0.132981
Gm7759	Gm7759	chr1	+	22898387	22905081	0.000000	0.000000	0.000000
4933415F23Rik	4933415F23Rik	chr1	-	23100474	23102253	0.168539	0.018176	0.047469
Mir30a	Mir30a	chr1	+	23272269	23272339	0.225352	0.024303	0.063471
Mir30c-2	Mir30c-2	chr1	+	23291701	23291784	3.059524	0.329959	0.861720
Ogfrl1	Ogfrl1	chr1	-	23366424	23383175	40.037987	4.317956	11.276766
Gm28822	Gm28822	chr1	+	23574587	23596650	0.0	0.0	0.0
B3gat2	B3gat2	chr1	+	23761926	23847858	16.113478	1.737782	4.538388
Smap1	Smap1	chr1	-	23844825	23922381	363.626068	50.924461	132.994232
Sdhaf4	Sdhaf4	chr1	-	23995939	24005640	44.797600	4.831264	12.617318
Fam135a	Fam135a	chr1	-	24010758	24100341	43.880783	4.732388	12.359096
Col9a1	Col9a1	chr1	+	24177610	24252738	0.020547	0.002395	0.006254
Col19a1	Col19a1	chr1	-	24257683	24587437	0.000000	0.000000	0.000000
Lmbrd1	Lmbrd1	chr1	+	24678544	24766301	24.142153	5.758440	15.038732
Adgrb3	Adgrb3	chr1	-	25067476	25829707	0.428994	0.046265	0.120827
Gm20172	Gm20172	chr1	-	25276404	25277954	0.000000	0.000000	0.000000
4931408C20Rik	4931408C20Rik	chr1	-	26681801	26687460	0.177990	0.019196	0.050131
Gm5524	Gm5524	chr1	+	27884046	27902187	0.328687	0.035448	0.092575
Gm597	Gm597	chr1	-	28776122	28780252	0.415337	0.044793	0.116980
Mir6342	Mir6342	chr1	+	29421488	29421612	0.0	0.0	0.0
Gm31465	Gm31465	chr1	-	30121013	30138836	0.511617	0.055176	0.144098
Phf3	Phf3	chr1	-	30802342	30863256	437.654297	47.199478	123.266060
Ptp4a1	Ptp4a1	chr1	-	30940303	30949755	381.925781	41.189354	107.570030
Gm13363	Gm13363	chr1	-	30941592	30949710	0.000000	0.000000	0.000000
Gm29669	Gm29669	chr1	-	31019188	31096454	0.000000	0.000000	0.000000
4931428L18Rik	4931428L18Rik	chr1	-	31141078	31222656	0.000000	0.000000	0.000000
Lgsn	Lgsn	chr1	+	31176435	31204725	0.207978	0.022430	0.058577
Pih1d3	Pih1d3	chr1	+	31222839	31224287	0.189786	0.020468	0.053454
Gm4850	Gm4850	chr1	+	31264847	31268061	0.328228	0.035398	0.092446
Khdrbs2	Khdrbs2	chr1	+	32172722	32658569	0.0	0.0	0.0
Gm9839	Gm9839	chr1	-	32519563	32520999	0.0	0.0	0.0
Gm5415	Gm5415	chr1	-	32543546	32547293	0.0	0.0	0.0
Prim2	Prim2	chr1	-	33453808	33669794	137.615646	14.841363	38.759674
1700001G17Rik	1700001G17Rik	chr1	+	33669824	33670712	1.665917	0.179663	0.469208
Gm32229	Gm32229	chr1	-	33714181	33719846	0.000000	0.000000	0.000000
Rab23	Rab23	chr1	+	33719896	33742564	36.970959	5.094257	13.304152
Bag2	Bag2	chr1	-	33745484	33757750	8.265014	0.891353	2.327855
Zfp451	Zfp451	chr1	-	33761541	33814595	81.878540	20.707561	54.079823
Gm15455	Gm15455	chr1	-	33835899	33838914	27.502544	2.966053	7.746137
Bend6	Bend6	chr1	-	33852052	33907767	0.270812	0.031067	0.081133
Dst	Dst	chr1	+	33908225	34308662	51.495731	30.248028	78.995689
Mir6896	Mir6896	chr1	+	34117359	34117431	1.753425	0.189101	0.493855
Mir5103	Mir5103	chr1	-	34433121	34433199	2.000000	0.215693	0.563303
Ccdc115	Ccdc115	chr1	-	34436670	34439672	163.537842	17.636982	46.060703
Imp4	Imp4	chr1	+	34439829	34445747	190.957336	20.594078	53.783455
Ptpn18	Ptpn18	chr1	+	34459746	34473779	22.479975	2.424386	6.331522
Prss39	Prss39	chr1	+	34498412	34503062	0.122860	0.013250	0.034604
Cfc1	Cfc1	chr1	+	34535648	34544311	3.840105	0.414142	1.081572
Prss40	Prss40	chr1	-	34552331	34560943	0.848104	0.091465	0.238870
Amer3	Amer3	chr1	+	34579693	34590944	0.755050	0.081429	0.212661
AA619741	AA619741	chr1	-	34633535	34636210	0.424514	0.045782	0.119565
Arhgef4	Arhgef4	chr1	+	34678182	34812738	15.333007	2.807741	7.332691
Fam168b	Fam168b	chr1	-	34813218	34843050	119.480522	13.017669	33.996918
Plekhb2	Plekhb2	chr1	+	34849959	34879585	65.464134	12.086967	31.566299
Hs6st1	Hs6st1	chr1	+	36068400	36106446	237.077408	25.567966	66.773247
Uggt1	Uggt1	chr1	-	36140028	36244302	244.297119	26.346588	68.806694
Mir6897	Mir6897	chr1	-	36144252	36144313	1.185484	0.127850	0.333894
Neurl3	Neurl3	chr1	-	36264602	36273425	0.249209	0.026876	0.070190
Arid5a	Arid5a	chr1	+	36307733	36324029	9.946211	1.100966	2.875281
Kansl3	Kansl3	chr1	-	36335730	36369181	119.994171	13.157128	34.361130
Mir6898	Mir6898	chr1	-	36348682	36348758	8.662337	0.934203	2.439762
Fer1l5	Fer1l5	chr1	+	36372190	36422110	2.159906	0.232938	0.608341
Lman2l	Lman2l	chr1	-	36423186	36445271	22.242359	2.433810	6.356134
Cnnm4	Cnnm4	chr1	+	36471597	36508776	56.683758	6.113144	15.965074
Cnnm3	Cnnm3	chr1	+	36511867	36528236	29.577284	3.250727	8.489592
Ankrd23	Ankrd23	chr1	-	36530193	36536556	12.994554	1.436661	3.751982
Ankrd39	Ankrd39	chr1	-	36538171	36547252	9.309268	1.071197	2.797536
Sema4c	Sema4c	chr1	-	36548639	36558381	7.335961	0.975886	2.548622
Fam178b	Fam178b	chr1	-	36562696	36683183	2.696409	0.448955	1.172489
Cox5b	Cox5b	chr1	+	36691487	36693388	1409.182129	151.975327	396.898468
Actr1b	Actr1b	chr1	-	36699202	36709925	222.962921	24.045769	62.797878
4933424G06Rik	4933424G06Rik	chr1	+	36714538	36757960	0.930081	0.100306	0.261959
Zap70	Zap70	chr1	+	36761798	36782820	2.483747	1.574050	4.110786
Tmem131	Tmem131	chr1	-	36792189	36939527	275.794312	29.743446	77.677925
Vwa3b	Vwa3b	chr1	+	37029313	37187607	5.538744	0.858870	2.243022
Cnga3	Cnga3	chr1	+	37218278	37263384	28.964323	3.316714	8.661923
Inpp4a	Inpp4a	chr1	+	37299838	37410740	18.775322	2.677341	6.992138
Coa5	Coa5	chr1	-	37417085	37430103	173.187592	18.677673	48.778572
Unc50	Unc50	chr1	+	37430139	37438986	81.648056	9.496850	24.801952
Mgat4a	Mgat4a	chr1	-	37439340	37541016	29.968832	3.246983	8.479813
4930594C11Rik	4930594C11Rik	chr1	-	37485851	37488605	12.223594	1.318272	3.442795
2010300C02Rik	2010300C02Rik	chr1	-	37611676	37719811	34.996674	3.774268	9.856871
Tsga10	Tsga10	chr1	-	37754572	37865298	6.578893	0.993488	2.594593
Lipt1	Lipt1	chr1	+	37872206	37876298	27.252161	2.939049	7.675616
Mitd1	Mitd1	chr1	-	37874801	37890411	78.117882	10.651824	27.818281
Mrpl30	Mrpl30	chr1	+	37890477	37898338	404.433929	44.483578	116.173225
Lyg2	Lyg2	chr1	-	37905923	37916493	0.000000	0.000000	0.000000
Lyg1	Lyg1	chr1	-	37946738	37957759	0.000000	0.000000	0.000000
Txndc9	Txndc9	chr1	-	37983867	37997208	149.466415	16.119427	42.097466
Eif5b	Eif5b	chr1	+	37998010	38055579	712.224304	76.810883	200.599167
Rev1	Rev1	chr1	-	38052786	38129666	67.438766	10.255856	26.784172
Gm5099	Gm5099	chr1	+	38132083	38159892	0.000000	0.000000	0.000000
Aff3	Aff3	chr1	-	38175991	38627244	5.725454	0.617470	1.612584
Lonrf2	Lonrf2	chr1	-	38793669	38836687	0.435067	0.046920	0.122537
Chst10	Chst10	chr1	-	38863873	38898160	0.185931	0.020052	0.052368
Nms	Nms	chr1	+	38939149	38950276	0.0	0.0	0.0
Pdcl3	Pdcl3	chr1	+	38987814	38997236	184.092621	19.853743	51.849995
Mir6349	Mir6349	chr1	-	39186896	39186992	0.0	0.0	0.0
Npas2	Npas2	chr1	+	39194272	39363240	4.078469	0.439849	1.148708
Rpl31	Rpl31	chr1	+	39367851	39371910	1977.072876	253.202225	661.262451
Tbc1d8	Tbc1d8	chr1	-	39371496	39478755	28.811407	3.583037	9.357451
Cnot11	Cnot11	chr1	+	39535701	39546877	122.751595	13.238329	34.573193
Snord89	Snord89	chr1	-	39548747	39548840	9.489362	1.023394	2.672695
Rnf149	Rnf149	chr1	-	39551296	39577347	478.391907	51.592880	134.739868
Creg2	Creg2	chr1	-	39618406	39651182	0.326147	0.035174	0.091860
Rfx8	Rfx8	chr1	-	39665301	39720989	0.000000	0.000000	0.000000
Gm3646	Gm3646	chr1	-	39804141	39805332	0.000000	0.000000	0.000000
1700066B17Rik	1700066B17Rik	chr1	-	39842428	39847330	0.000000	0.000000	0.000000
Map4k4	Map4k4	chr1	+	39900913	40026310	309.502289	35.516418	92.754608
Gm16894	Gm16894	chr1	-	40076212	40085851	0.000000	0.000000	0.000000
Il1r2	Il1r2	chr1	+	40084714	40125230	0.130429	0.151243	0.394985
Il1r1	Il1r1	chr1	+	40225080	40316177	0.486965	0.222675	0.581537
Il1rl2	Il1rl2	chr1	+	40324589	40367553	0.147912	0.015952	0.041660
Il1rl1	Il1rl1	chr1	+	40429570	40465414	0.000000	0.000000	0.000000
Il18r1	Il18r1	chr1	+	40465552	40500854	0.125497	0.015562	0.040642
Il18rap	Il18rap	chr1	+	40515362	40551705	0.115427	0.012448	0.032510
Slc9a4	Slc9a4	chr1	+	40580227	40630731	0.265377	0.028620	0.074744
Slc9a2	Slc9a2	chr1	+	40681712	40768885	0.175161	0.018890	0.049334
Mfsd9	Mfsd9	chr1	-	40772040	40790657	9.011420	0.971850	2.538081
Tmem182	Tmem182	chr1	+	40805601	40855267	0.0	0.0	0.0
4930448I06Rik	4930448I06Rik	chr1	-	41167560	41181252	0.0	0.0	0.0
Pantr1	Pantr1	chr1	-	42648200	42694825	0.000000	0.000000	0.000000
Pou3f3	Pou3f3	chr1	+	42695768	42700209	2.047847	0.220853	0.576779
2900092D14Rik	2900092D14Rik	chr1	+	42700336	42703176	0.000000	0.000000	0.000000
Pantr2	Pantr2	chr1	-	42707063	42713454	0.000000	0.000000	0.000000
Dalir	Dalir	chr1	+	42750712	42752886	0.000000	0.000000	0.000000
Mrps9	Mrps9	chr1	+	42851233	42905683	312.196472	33.669292	87.930656
Gpr45	Gpr45	chr1	+	42952872	43035449	0.0	0.0	0.0
Tgfbrap1	Tgfbrap1	chr1	-	43047200	43098628	41.124496	4.831251	12.617286
AI597479	AI597479	chr1	+	43098710	43115946	106.861130	11.524598	30.097614
Fhl2	Fhl2	chr1	-	43123071	43196761	61.529247	7.107118	18.560934
Nck2	Nck2	chr1	+	43445751	43570518	369.016266	39.797108	103.934044
Ecrg4	Ecrg4	chr1	+	43730602	43742564	1.035078	0.111630	0.291531
Uxs1	Uxs1	chr1	-	43746961	43827839	28.733244	3.291417	8.595859
Tpp2	Tpp2	chr1	+	43933994	44003000	255.015610	27.678585	72.285339
Mettl21c	Mettl21c	chr1	-	44009408	44020006	4.173239	0.450069	1.175400
Tex30	Tex30	chr1	-	44086613	44102441	52.903862	6.219656	16.243240
Poglut2	Poglut2	chr1	-	44106546	44118773	5.965142	0.643320	1.680092
Bivm	Bivm	chr1	+	44118957	44144771	4.446438	0.596400	1.557558
Ercc5	Ercc5	chr1	+	44147744	44181260	90.526802	9.762998	25.497025
Mettl21e	Mettl21e	chr1	-	44204070	44218931	0.000000	0.000000	0.000000
Gulp1	Gulp1	chr1	+	44551671	44796836	3.831963	0.413264	1.079279
4930521E06Rik	4930521E06Rik	chr1	-	44739675	44744949	0.000000	0.000000	0.000000
Col3a1	Col3a1	chr1	+	45311538	45349706	0.0	0.0	0.0
Col5a2	Col5a2	chr1	-	45374331	45503282	1.035072	0.111629	0.291530
Wdr75	Wdr75	chr1	+	45795166	45823638	271.096771	29.236834	76.354858
Slc40a1	Slc40a1	chr1	-	45908070	45925594	4.274852	0.461028	1.204019
Stk-ps2	Stk-ps2	chr1	-	46020415	46030437	0.172265	0.018578	0.048519
Dnah7b	Dnah7b	chr1	+	46066853	46373546	0.140631	0.015167	0.039609
Dnah7c	Dnah7c	chr1	+	46425518	46807477	0.424648	0.045797	0.119603
Slc39a10	Slc39a10	chr1	-	46807544	46925776	83.407433	9.527536	24.882095
Mir6350	Mir6350	chr1	-	47467021	47467125	0.000000	0.000000	0.000000
C230029F24Rik	C230029F24Rik	chr1	+	49244616	49340431	0.0	0.0	0.0
Tmeff2	Tmeff2	chr1	+	50927523	51187270	0.000000	0.000000	0.000000
9330175M20Rik	9330175M20Rik	chr1	-	51218386	51333779	0.000000	0.000000	0.000000
Cavin2	Cavin2	chr1	+	51289126	51302960	0.000000	0.000000	0.000000
Nabp1	Nabp1	chr1	-	51469488	51478399	497.168610	55.499069	144.941254
Gm17767	Gm17767	chr1	-	51509505	51596718	0.934752	0.100810	0.263274
Myo1b	Myo1b	chr1	-	51749758	51915978	613.201294	66.909317	174.740234
Stat4	Stat4	chr1	+	51987148	52107189	0.000000	0.000000	0.000000
Stat1	Stat1	chr1	+	52119438	52161865	6.906834	0.771975	2.016087
Gls	Gls	chr1	-	52163450	52233232	64.876015	12.925057	33.755054
Nab1	Nab1	chr1	-	52455849	52500448	77.342674	8.341135	21.783691
Gm28178	Gm28178	chr1	-	52570014	52580292	0.000000	0.000000	0.000000
Nemp2	Nemp2	chr1	+	52630705	52651919	6.581281	0.709768	1.853629
Mfsd6	Mfsd6	chr1	-	52656286	52727358	1.796440	0.226515	0.591567
Inpp1	Inpp1	chr1	-	52789420	52817688	9.704623	1.046610	2.733323
Hibch	Hibch	chr1	+	52845038	52920986	182.785629	19.712788	51.481876
1700019D03Rik	1700019D03Rik	chr1	-	52922324	52992657	10.551293	1.706576	4.456890
Mstn	Mstn	chr1	+	53061640	53068079	0.083416	0.008996	0.023494
1700019A02Rik	1700019A02Rik	chr1	-	53158577	53187617	1.880762	0.225083	0.587826
Pms1	Pms1	chr1	-	53189189	53297028	59.453297	6.411829	16.745119
Ormdl1	Ormdl1	chr1	+	53297095	53310245	56.481045	6.091282	15.907980
Osgepl1	Osgepl1	chr1	+	53313624	53326342	64.008026	7.346022	19.184856
Asnsd1	Asnsd1	chr1	-	53344617	53352752	256.582397	29.143501	76.111115
Asdurf	Asdurf	chr1	-	53348329	53352752	0.216244	0.023321	0.060905
Dnah7a	Dnah7a	chr1	-	53397002	53706784	0.712313	0.076820	0.200624
Stk17b	Stk17b	chr1	-	53755512	53785215	62.627968	6.754207	17.639273
Hecw2	Hecw2	chr1	-	53806874	54195034	3.430263	0.375071	0.979535
Mir7681	Mir7681	chr1	+	53849424	53849495	2.000000	0.215693	0.563303
Ccdc150	Ccdc150	chr1	+	54250683	54368727	17.137218	1.848189	4.826726
Gtf3c3	Gtf3c3	chr1	-	54395877	54439026	111.154076	11.987576	31.306726
Pgap1	Pgap1	chr1	-	54473000	54557684	105.215935	11.347169	29.634243
Ankrd44	Ankrd44	chr1	-	54645340	54926387	15.855458	1.709955	4.465716
Sf3b1	Sf3b1	chr1	-	54985170	55027478	822.973572	88.754807	231.791870
Coq10b	Coq10b	chr1	+	55052770	55072702	58.469994	6.350493	16.584936
Hspd1	Hspd1	chr1	-	55077833	55088243	1880.375244	222.342224	580.668518
Hspe1	Hspe1	chr1	+	55088148	55091317	2139.014893	230.685242	602.457092
Mob4	Mob4	chr1	+	55131245	55154899	100.283974	10.821568	28.261585
Rftn2	Rftn2	chr1	-	55170160	55226782	3.804854	0.419700	1.096088
Mars2	Mars2	chr1	+	55237177	55240058	44.178001	4.764442	12.442807
Boll	Boll	chr1	-	55248711	55363753	0.088252	0.116564	0.304418
Plcl1	Plcl1	chr1	+	55405946	55754285	0.132601	0.014301	0.037347
9130227L01Rik	9130227L01Rik	chr1	+	55931241	55972098	0.516686	0.055723	0.145525
1700003I22Rik	1700003I22Rik	chr1	+	56018978	56020203	0.0	0.0	0.0
Hsfy2	Hsfy2	chr1	-	56636051	56637451	0.0	0.0	0.0
Satb2	Satb2	chr1	-	56793981	56980248	289.541260	34.438972	89.940758
9130024F11Rik	9130024F11Rik	chr1	+	56971469	56975196	34.688438	4.456572	11.638775
BC055402	BC055402	chr1	-	57200645	57214996	0.722458	0.077915	0.203481
4930558J18Rik	4930558J18Rik	chr1	-	57359222	57377544	22.519005	2.428596	6.342515
1700066M21Rik	1700066M21Rik	chr1	+	57377620	57385422	21.984035	2.370901	6.191840
Tyw5	Tyw5	chr1	-	57388244	57406674	77.670418	8.577690	22.401478
Maip1	Maip1	chr1	+	57406266	57417952	77.652039	8.374499	21.870827
Spats2l	Spats2l	chr1	+	57774861	57948397	1.058549	0.411782	1.075408
Kctd18	Kctd18	chr1	-	57955101	57970084	63.384193	7.285322	19.026333
Sgo2a	Sgo2a	chr1	+	57985340	58026277	107.423798	25.440094	66.439301
Aox1	Aox1	chr1	+	58029969	58106410	0.553345	0.059676	0.155851
Aox3	Aox3	chr1	+	58113136	58200452	0.101918	0.010991	0.028705
Aox4	Aox4	chr1	+	58210397	58268596	1.085516	0.117069	0.305737
Aox2	Aox2	chr1	+	58278326	58379264	1.961407	0.211531	0.552434
Bzw1	Bzw1	chr1	+	58392898	58407354	993.578003	107.153893	279.842896
Clk1	Clk1	chr1	-	58411988	58424088	178.647385	28.516685	74.474121
Ppil3	Ppil3	chr1	-	58430993	58445486	71.151367	13.701872	35.783779
Nif3l1	Nif3l1	chr1	+	58445151	58462276	78.381378	8.453156	22.076244
Orc2	Orc2	chr1	-	58462771	58505109	178.660736	19.411129	50.694065
Fam126b	Fam126b	chr1	-	58522806	58586333	17.911860	1.949876	5.092292
Ndufb3	Ndufb3	chr1	+	58586397	58595964	118.571991	12.787573	33.396000
Gm20257	Gm20257	chr1	+	58652641	58655831	0.000000	0.000000	0.000000
Flacc1	Flacc1	chr1	-	58658121	58695989	0.000000	0.000000	0.000000
Cflar	Cflar	chr1	+	58711491	58758882	4.741940	1.372248	3.583760
Casp8	Casp8	chr1	+	58795374	58847503	0.083424	0.083524	0.218130
Trak2	Trak2	chr1	-	58900450	58973482	140.667221	15.170465	39.619156
Stradb	Stradb	chr1	+	58973522	58995121	37.126793	4.107766	10.727833
C2cd6	C2cd6	chr1	-	58997116	59094900	0.000000	0.000000	0.000000
Tmem237	Tmem237	chr1	-	59100584	59120408	4.394361	0.537250	1.403080
Mpp4	Mpp4	chr1	-	59120935	59163389	2.403088	0.268290	0.700666
Als2	Als2	chr1	-	59162756	59237231	132.726578	20.370733	53.200165
Cdk15	Cdk15	chr1	+	59256906	59352496	0.000000	0.000000	0.000000
Fzd7	Fzd7	chr1	+	59482147	59486955	8.966937	0.967053	2.525553
Gm973	Gm973	chr1	+	59516264	59636416	9.125173	1.765187	4.609960
Sumo1	Sumo1	chr1	-	59639434	59670834	1458.648804	157.310150	410.830872
Nop58	Nop58	chr1	+	59685006	59711510	1990.351318	214.652390	560.585754
Snord70	Snord70	chr1	+	59691958	59692010	23.094337	2.490643	6.504559
Snord11	Snord11	chr1	+	59704808	59704870	14.206348	1.532105	4.001242
Bmpr2	Bmpr2	chr1	+	59764279	59878081	89.464417	9.648422	25.197802
Fam117b	Fam117b	chr1	+	59913006	59985348	124.328674	13.408410	35.017376
Ica1l	Ica1l	chr1	-	59989068	60043122	5.606462	0.960056	2.507280
Wdr12	Wdr12	chr1	-	60076868	60098500	244.085907	28.852871	75.352097
Carf	Carf	chr1	+	60098247	60153953	18.010710	2.014138	5.260119
Nbeal1	Nbeal1	chr1	+	60180599	60334705	43.012928	4.638793	12.114662
Cyp20a1	Cyp20a1	chr1	+	60343300	60388060	102.397606	11.050703	28.859995
Abi2	Abi2	chr1	+	60409619	60481163	27.713150	3.096450	8.086683
Raph1	Raph1	chr1	-	60483185	60566765	101.321823	10.927203	28.537460
Cd28	Cd28	chr1	+	60746388	60773359	4.545399	0.490205	1.280219
Ctla4	Ctla4	chr1	+	60909025	60915832	0.0	0.0	0.0
