Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Xkr9	Xkr9	chr1	+	13668771	13701723	19.530109	3.007107	7.528530
Gm5523	Gm5523	chr1	-	13785685	13786929	2.457028	0.378316	0.947143
Eya1	Eya1	chr1	-	14168958	14310199	3.481754	0.536623	1.343478
Msc	Msc	chr1	-	14753346	14755966	4.322964	0.665619	1.666430
Trpa1	Trpa1	chr1	-	14872644	14918862	2.983035	0.459678	1.150840
Kcnb2	Kcnb2	chr1	+	15286925	15723750	1.335204	0.205585	0.514699
Terf1	Terf1	chr1	+	15805646	15844052	238.542114	37.056255	92.773239
Sbspon	Sbspon	chr1	-	15853862	15892722	3.857654	0.593974	1.487061
4930444P10Rik	4930444P10Rik	chr1	-	16065979	16093325	10.310467	1.587532	3.974512
Rpl7	Rpl7	chr1	-	16101296	16104433	7588.778320	1168.466064	2925.346680
Rdh10	Rdh10	chr1	+	16105882	16132550	288.554657	44.429592	111.232979
Stau2	Stau2	chr1	-	16228810	16519302	17.241484	4.079858	10.214244
Ube2w	Ube2w	chr1	-	16540788	16619291	7.778061	5.861483	14.674685
Eloc	Eloc	chr1	-	16641725	16657119	560.792114	157.357254	393.956207
D030040B21Rik	D030040B21Rik	chr1	+	16657552	16662278	1.540355	0.237173	0.593781
Tmem70	Tmem70	chr1	+	16665191	16678275	175.083740	26.993324	67.579910
Ly96	Ly96	chr1	+	16688456	16709605	16.266998	2.504677	6.270655
Jph1	Jph1	chr1	-	16994940	17097889	29.019762	4.468257	11.186632
Gdap1	Gdap1	chr1	+	17145373	17164270	2.131064	0.328126	0.821489
Pi15	Pi15	chr1	+	17601901	17630939	0.622709	0.095880	0.240044
Gm16070	Gm16070	chr1	-	17676027	17727646	0.829492	0.127719	0.319755
Crispld1	Crispld1	chr1	+	17727045	17766344	0.633117	0.124173	0.310877
Crisp4	Crisp4	chr1	-	18115191	18145902	0.000000	0.000000	0.000000
Defb44-ps	Defb44-ps	chr1	-	18210053	18223564	0.271504	0.041804	0.104660
Defb18	Defb18	chr1	-	18236402	18237476	0.874301	0.134619	0.337028
Defb41	Defb41	chr1	-	18250978	18265138	0.040499	0.067862	0.169898
Gm15825	Gm15825	chr1	-	19063300	19104840	0.000000	0.000000	0.000000
Tfap2d	Tfap2d	chr1	+	19103022	19168587	1.225995	0.188770	0.472600
Tfap2b	Tfap2b	chr1	+	19208914	19238845	1.802750	0.362308	0.907066
Pkhd1	Pkhd1	chr1	-	20057779	20618057	1.641888	0.252806	0.632920
4930486I03Rik	4930486I03Rik	chr1	+	20356454	20392300	1.875819	0.288825	0.723097
Lincmd1	Lincmd1	chr1	+	20669882	20682958	3.974015	0.611891	1.531916
Mir206	Mir206	chr1	+	20679010	20679082	0.000000	0.000000	0.000000
Mir133b	Mir133b	chr1	+	20682769	20682887	0.268908	0.041405	0.103660
Il17a	Il17a	chr1	+	20730905	20734496	0.576110	0.088705	0.222081
Il17f	Il17f	chr1	-	20777146	20784270	2.880323	0.443492	1.110316
Mcm3	Mcm3	chr1	-	20802968	20820312	312.705170	48.148117	120.542603
6720483E21Rik	6720483E21Rik	chr1	-	20888650	20890473	2.547686	0.392275	0.982090
Paqr8	Paqr8	chr1	+	20890548	20939650	0.860650	0.482255	1.207362
Efhc1	Efhc1	chr1	+	20951626	20990841	1.846705	0.284342	0.711874
Tram2	Tram2	chr1	-	21001397	21079225	10.563669	1.626519	4.072117
Tmem14a	Tmem14a	chr1	+	21218575	21230167	5.718727	0.932525	2.334650
Gsta3	Gsta3	chr1	+	21240585	21265575	4.952309	0.832768	2.084901
Gm4956	Gm4956	chr1	-	21285246	21298312	6.693674	1.030644	2.580299
Khdc1a	Khdc1a	chr1	+	21349677	21352199	212.536850	32.724915	81.929390
Khdc1c	Khdc1c	chr1	+	21368331	21369743	529.663696	81.553848	204.176468
Khdc1b	Khdc1b	chr1	+	21383556	21386384	22.670893	3.490703	8.739248
Kcnq5	Kcnq5	chr1	-	21398399	21962650	5.832628	0.908879	2.275449
Rims1	Rims1	chr1	-	22285973	22806003	2.272347	0.349983	0.876209
Gm7759	Gm7759	chr1	+	22898387	22905081	2.081195	0.320448	0.802266
4933415F23Rik	4933415F23Rik	chr1	-	23100474	23102253	1.307865	0.201376	0.504160
Mir30a	Mir30a	chr1	+	23272269	23272339	1.225352	0.188671	0.472353
Mir30c-2	Mir30c-2	chr1	+	23291701	23291784	4.345238	0.669049	1.675016
Ogfrl1	Ogfrl1	chr1	-	23366424	23383175	18.369223	2.828362	7.081027
Gm28822	Gm28822	chr1	+	23574587	23596650	2.352710	0.362254	0.906930
B3gat2	B3gat2	chr1	+	23761926	23847858	5.547017	0.854090	2.138282
Smap1	Smap1	chr1	-	23844825	23922381	102.023277	20.532291	51.404202
Sdhaf4	Sdhaf4	chr1	-	23995939	24005640	21.250376	3.271982	8.191663
Fam135a	Fam135a	chr1	-	24010758	24100341	66.097580	10.177235	25.479507
Col9a1	Col9a1	chr1	+	24177610	24252738	1.169223	0.194568	0.487116
Col19a1	Col19a1	chr1	-	24257683	24587437	1.200417	0.184832	0.462741
Lmbrd1	Lmbrd1	chr1	+	24678544	24766301	15.233846	5.164348	12.929350
Adgrb3	Adgrb3	chr1	-	25067476	25829707	1.648080	0.253760	0.635307
Gm20172	Gm20172	chr1	-	25276404	25277954	0.560928	0.086368	0.216228
4931408C20Rik	4931408C20Rik	chr1	-	26681801	26687460	2.752136	0.423754	1.060902
Gm5524	Gm5524	chr1	+	27884046	27902187	0.650745	0.100197	0.250851
Gm597	Gm597	chr1	-	28776122	28780252	1.450009	0.223262	0.558954
Mir6342	Mir6342	chr1	+	29421488	29421612	0.240000	0.036953	0.092516
Gm31465	Gm31465	chr1	-	30121013	30138836	0.317259	0.048849	0.122298
Phf3	Phf3	chr1	-	30802342	30863256	248.261063	38.225475	95.700470
Ptp4a1	Ptp4a1	chr1	-	30940303	30949755	116.587112	17.951254	44.942375
Gm13363	Gm13363	chr1	-	30941592	30949710	333.177826	51.300350	128.434464
Gm29669	Gm29669	chr1	-	31019188	31096454	2.543155	0.391577	0.980344
4931428L18Rik	4931428L18Rik	chr1	-	31141078	31222656	1.761642	0.271245	0.679083
Lgsn	Lgsn	chr1	+	31176435	31204725	2.478838	0.381674	0.955550
Pih1d3	Pih1d3	chr1	+	31222839	31224287	1.019324	0.156948	0.392932
Gm4850	Gm4850	chr1	+	31264847	31268061	5.343544	0.822761	2.059846
Khdrbs2	Khdrbs2	chr1	+	32172722	32658569	0.305257	0.047001	0.117671
Gm9839	Gm9839	chr1	-	32519563	32520999	0.738344	0.113685	0.284619
Gm5415	Gm5415	chr1	-	32543546	32547293	0.699840	0.107756	0.269777
Prim2	Prim2	chr1	-	33453808	33669794	106.815041	16.446619	41.175404
1700001G17Rik	1700001G17Rik	chr1	+	33669824	33670712	2.017998	0.310717	0.777904
Gm32229	Gm32229	chr1	-	33714181	33719846	1.249622	0.192408	0.481708
Rab23	Rab23	chr1	+	33719896	33742564	55.639515	10.926163	27.354506
Bag2	Bag2	chr1	-	33745484	33757750	18.232508	2.807312	7.028326
Zfp451	Zfp451	chr1	-	33761541	33814595	43.427326	16.870270	42.236046
Gm15455	Gm15455	chr1	-	33835899	33838914	52.576752	8.095394	20.267456
Bend6	Bend6	chr1	-	33852052	33907767	1.538365	0.251955	0.630789
Dst	Dst	chr1	+	33908225	34308662	42.726692	40.349140	101.017235
Mir6896	Mir6896	chr1	+	34117359	34117431	10.616438	1.634644	4.092459
Mir5103	Mir5103	chr1	-	34433121	34433199	0.0	0.0	0.0
Ccdc115	Ccdc115	chr1	-	34436670	34439672	113.920815	17.540716	43.914562
Imp4	Imp4	chr1	+	34439829	34445747	116.823036	17.987581	45.033321
Ptpn18	Ptpn18	chr1	+	34459746	34473779	16.888111	2.600311	6.510084
Prss39	Prss39	chr1	+	34498412	34503062	2.147924	0.347991	0.871222
Cfc1	Cfc1	chr1	+	34535648	34544311	4.003339	0.616406	1.543220
Prss40	Prss40	chr1	-	34552331	34560943	1.248598	0.192250	0.481314
Amer3	Amer3	chr1	+	34579693	34590944	0.923290	0.142162	0.355913
AA619741	AA619741	chr1	-	34633535	34636210	3.821002	0.588331	1.472932
Arhgef4	Arhgef4	chr1	+	34678182	34812738	18.392950	4.776212	11.957622
Fam168b	Fam168b	chr1	-	34813218	34843050	95.007935	14.773934	36.987705
Plekhb2	Plekhb2	chr1	+	34849959	34879585	43.972252	11.821624	29.596361
Hs6st1	Hs6st1	chr1	+	36068400	36106446	103.385315	15.918537	39.853306
Uggt1	Uggt1	chr1	-	36140028	36244302	149.183899	22.970278	57.507893
Mir6897	Mir6897	chr1	-	36144252	36144313	0.741935	0.114238	0.286004
Neurl3	Neurl3	chr1	-	36264602	36273425	1.795973	0.276531	0.692317
Arid5a	Arid5a	chr1	+	36307733	36324029	5.709990	0.893956	2.238088
Kansl3	Kansl3	chr1	-	36335730	36369181	44.004181	6.884877	17.236832
Mir6898	Mir6898	chr1	-	36348682	36348758	0.324675	0.049991	0.125157
Fer1l5	Fer1l5	chr1	+	36372190	36422110	3.557959	0.547829	1.371534
Lman2l	Lman2l	chr1	-	36423186	36445271	13.081877	2.043640	5.116414
Cnnm4	Cnnm4	chr1	+	36471597	36508776	49.553692	7.629925	19.102116
Cnnm3	Cnnm3	chr1	+	36511867	36528236	15.406886	2.417963	6.053560
Ankrd23	Ankrd23	chr1	-	36530193	36536556	16.582420	2.617448	6.552986
Ankrd39	Ankrd39	chr1	-	36538171	36547252	12.287315	2.042540	5.113659
Sema4c	Sema4c	chr1	-	36548639	36558381	6.297957	1.168685	2.925895
Fam178b	Fam178b	chr1	-	36562696	36683183	5.156604	0.893833	2.237782
Cox5b	Cox5b	chr1	+	36691487	36693388	1203.898560	185.367737	464.082672
Actr1b	Actr1b	chr1	-	36699202	36709925	154.128708	23.731644	59.414028
4933424G06Rik	4933424G06Rik	chr1	+	36714538	36757960	1.430855	0.220313	0.551571
Zap70	Zap70	chr1	+	36761798	36782820	4.599630	3.765917	9.428267
Tmem131	Tmem131	chr1	-	36792189	36939527	127.728455	19.666719	49.237175
Vwa3b	Vwa3b	chr1	+	37029313	37187607	7.345647	1.163587	2.913132
Cnga3	Cnga3	chr1	+	37218278	37263384	95.700554	15.645785	39.170448
Inpp4a	Inpp4a	chr1	+	37299838	37410740	34.448467	6.893389	17.258141
Coa5	Coa5	chr1	-	37417085	37430103	107.177765	16.502470	41.315231
Unc50	Unc50	chr1	+	37430139	37438986	53.359219	8.795959	22.021376
Mgat4a	Mgat4a	chr1	-	37439340	37541016	32.078335	4.955523	12.406541
4930594C11Rik	4930594C11Rik	chr1	-	37485851	37488605	6.748820	1.039135	2.601557
2010300C02Rik	2010300C02Rik	chr1	-	37611676	37719811	78.771988	12.128750	30.365278
Tsga10	Tsga10	chr1	-	37754572	37865298	4.013891	0.928918	2.325619
Lipt1	Lipt1	chr1	+	37872206	37876298	14.241293	2.192773	5.489779
Mitd1	Mitd1	chr1	-	37874801	37890411	33.880550	6.601436	16.527214
Mrpl30	Mrpl30	chr1	+	37890477	37898338	277.097168	43.658390	109.302208
Lyg2	Lyg2	chr1	-	37905923	37916493	3.503996	0.539520	1.350732
Lyg1	Lyg1	chr1	-	37946738	37957759	4.990626	0.768421	1.923802
Txndc9	Txndc9	chr1	-	37983867	37997208	132.998474	20.478159	51.268677
Eif5b	Eif5b	chr1	+	37998010	38055579	428.126312	65.919846	165.035507
Rev1	Rev1	chr1	-	38052786	38129666	100.412712	21.896238	54.818951
Gm5099	Gm5099	chr1	+	38132083	38159892	2.602556	0.400723	1.003242
Aff3	Aff3	chr1	-	38175991	38627244	15.638186	2.407857	6.028258
Lonrf2	Lonrf2	chr1	-	38793669	38836687	1.801414	0.277369	0.694415
Chst10	Chst10	chr1	-	38863873	38898160	2.195336	0.338022	0.846265
Nms	Nms	chr1	+	38939149	38950276	1.019352	0.160808	0.402596
Pdcl3	Pdcl3	chr1	+	38987814	38997236	187.600800	28.885437	72.316956
Mir6349	Mir6349	chr1	-	39186896	39186992	0.000000	0.000000	0.000000
Npas2	Npas2	chr1	+	39194272	39363240	6.768373	1.042146	2.609094
Rpl31	Rpl31	chr1	+	39367851	39371910	1970.219482	357.163025	894.185730
Tbc1d8	Tbc1d8	chr1	-	39371496	39478755	33.256184	5.886341	14.736916
Cnot11	Cnot11	chr1	+	39535701	39546877	81.926384	12.614442	31.581245
Snord89	Snord89	chr1	-	39548747	39548840	2.797872	0.430796	1.078533
Rnf149	Rnf149	chr1	-	39551296	39577347	185.502472	28.562351	71.508087
Creg2	Creg2	chr1	-	39618406	39651182	0.908590	0.139898	0.350246
Rfx8	Rfx8	chr1	-	39665301	39720989	1.418627	0.218430	0.546857
Gm3646	Gm3646	chr1	-	39804141	39805332	0.000000	0.000000	0.000000
1700066B17Rik	1700066B17Rik	chr1	-	39842428	39847330	0.393517	0.060591	0.151694
Map4k4	Map4k4	chr1	+	39900913	40026310	270.909515	44.223396	110.716751
Gm16894	Gm16894	chr1	-	40076212	40085851	3.454212	0.531855	1.331541
Il1r2	Il1r2	chr1	+	40084714	40125230	0.221231	0.371788	0.930802
Il1r1	Il1r1	chr1	+	40225080	40316177	1.062503	0.693652	1.736613
Il1rl2	Il1rl2	chr1	+	40324589	40367553	1.580306	0.243324	0.609181
Il1rl1	Il1rl1	chr1	+	40429570	40465414	1.194098	0.272960	0.683377
Il18r1	Il18r1	chr1	+	40465552	40500854	1.230699	0.217887	0.545496
Il18rap	Il18rap	chr1	+	40515362	40551705	2.042471	0.314485	0.787338
Slc9a4	Slc9a4	chr1	+	40580227	40630731	2.195316	0.338019	0.846257
Slc9a2	Slc9a2	chr1	+	40681712	40768885	2.529999	0.389551	0.975272
Mfsd9	Mfsd9	chr1	-	40772040	40790657	13.938136	2.146095	5.372917
Tmem182	Tmem182	chr1	+	40805601	40855267	1.161563	0.178849	0.447763
4930448I06Rik	4930448I06Rik	chr1	-	41167560	41181252	0.000000	0.000000	0.000000
Pantr1	Pantr1	chr1	-	42648200	42694825	0.000000	0.000000	0.000000
Pou3f3	Pou3f3	chr1	+	42695768	42700209	11.303291	1.740400	4.357229
2900092D14Rik	2900092D14Rik	chr1	+	42700336	42703176	1.861316	0.286592	0.717506
Pantr2	Pantr2	chr1	-	42707063	42713454	2.517107	0.387566	0.970303
Dalir	Dalir	chr1	+	42750712	42752886	2.062989	0.317644	0.795248
Mrps9	Mrps9	chr1	+	42851233	42905683	211.287170	32.532494	81.447655
Gpr45	Gpr45	chr1	+	42952872	43035449	1.709586	0.263230	0.659017
Tgfbrap1	Tgfbrap1	chr1	-	43047200	43098628	24.595034	4.118292	10.310467
AI597479	AI597479	chr1	+	43098710	43115946	73.147812	11.262779	28.197252
Fhl2	Fhl2	chr1	-	43123071	43196761	91.082352	15.023767	37.613178
Nck2	Nck2	chr1	+	43445751	43570518	132.169373	20.350500	50.949078
Ecrg4	Ecrg4	chr1	+	43730602	43742564	0.880857	0.135628	0.339556
Uxs1	Uxs1	chr1	-	43746961	43827839	15.534973	2.508741	6.280831
Tpp2	Tpp2	chr1	+	43933994	44003000	197.151794	30.573603	76.543411
Mettl21c	Mettl21c	chr1	-	44009408	44020006	3.537799	0.544725	1.363762
Tex30	Tex30	chr1	-	44086613	44102441	39.946125	6.681163	16.726816
Poglut2	Poglut2	chr1	-	44106546	44118773	7.946213	1.223501	3.063132
Bivm	Bivm	chr1	+	44118957	44144771	2.113707	0.429890	1.076264
Ercc5	Ercc5	chr1	+	44147744	44181260	143.919708	22.159733	55.478634
Mettl21e	Mettl21e	chr1	-	44204070	44218931	1.107111	0.170465	0.426773
Gulp1	Gulp1	chr1	+	44551671	44796836	1.150385	0.177128	0.443454
4930521E06Rik	4930521E06Rik	chr1	-	44739675	44744949	0.330022	0.050814	0.127218
Col3a1	Col3a1	chr1	+	45311538	45349706	0.504416	0.077666	0.194444
Col5a2	Col5a2	chr1	-	45374331	45503282	0.482482	0.074289	0.185989
Wdr75	Wdr75	chr1	+	45795166	45823638	150.991135	23.248539	58.204548
Slc40a1	Slc40a1	chr1	-	45908070	45925594	9.970614	1.535204	3.843504
Stk-ps2	Stk-ps2	chr1	-	46020415	46030437	1.945453	0.299547	0.749940
Dnah7b	Dnah7b	chr1	+	46066853	46373546	0.945380	0.145563	0.364428
Dnah7c	Dnah7c	chr1	+	46425518	46807477	1.875576	0.288788	0.723003
Slc39a10	Slc39a10	chr1	-	46807544	46925776	48.940342	7.921176	19.831287
Mir6350	Mir6350	chr1	-	47467021	47467125	0.000000	0.000000	0.000000
C230029F24Rik	C230029F24Rik	chr1	+	49244616	49340431	2.488000	0.383085	0.959082
Tmeff2	Tmeff2	chr1	+	50927523	51187270	1.601536	0.246593	0.617365
9330175M20Rik	9330175M20Rik	chr1	-	51218386	51333779	2.551030	0.392789	0.983379
Cavin2	Cavin2	chr1	+	51289126	51302960	1.331301	0.204984	0.513194
Nabp1	Nabp1	chr1	-	51469488	51478399	505.659698	80.424355	201.348679
Gm17767	Gm17767	chr1	-	51509505	51596718	4.922565	0.757942	1.897566
Myo1b	Myo1b	chr1	-	51749758	51915978	549.088989	85.429962	213.880600
Stat4	Stat4	chr1	+	51987148	52107189	0.723449	0.231165	0.578741
Stat1	Stat1	chr1	+	52119438	52161865	11.142707	1.780701	4.458125
Gls	Gls	chr1	-	52163450	52233232	93.689499	26.601004	66.597702
Nab1	Nab1	chr1	-	52455849	52500448	63.694378	9.807207	24.553112
Gm28178	Gm28178	chr1	-	52570014	52580292	0.595114	0.091631	0.229406
Nemp2	Nemp2	chr1	+	52630705	52651919	5.548910	0.860386	2.154043
Mfsd6	Mfsd6	chr1	-	52656286	52727358	2.883859	0.519155	1.299746
Inpp1	Inpp1	chr1	-	52789420	52817688	4.754792	0.732109	1.832893
Hibch	Hibch	chr1	+	52845038	52920986	50.735580	7.811904	19.557716
1700019D03Rik	1700019D03Rik	chr1	-	52922324	52992657	0.877564	0.205013	0.513265
Mstn	Mstn	chr1	+	53061640	53068079	0.166359	0.025615	0.064129
1700019A02Rik	1700019A02Rik	chr1	-	53158577	53187617	1.893918	0.291612	0.730074
Pms1	Pms1	chr1	-	53189189	53297028	26.988571	4.155508	10.403642
Ormdl1	Ormdl1	chr1	+	53297095	53310245	17.104008	2.633554	6.593308
Osgepl1	Osgepl1	chr1	+	53313624	53326342	42.037357	6.838041	17.119574
Asnsd1	Asnsd1	chr1	-	53344617	53352752	108.528778	18.279699	45.764664
Asdurf	Asdurf	chr1	-	53348329	53352752	0.213532	0.032878	0.082313
Dnah7a	Dnah7a	chr1	-	53397002	53706784	1.747228	0.269026	0.673527
Stk17b	Stk17b	chr1	-	53755512	53785215	33.996033	5.234467	13.104899
Hecw2	Hecw2	chr1	-	53806874	54195034	1.625036	0.253681	0.635110
Mir7681	Mir7681	chr1	+	53849424	53849495	0.000000	0.000000	0.000000
Ccdc150	Ccdc150	chr1	+	54250683	54368727	11.145010	1.716029	4.296214
Gtf3c3	Gtf3c3	chr1	-	54395877	54439026	68.104332	10.486220	26.253075
Pgap1	Pgap1	chr1	-	54473000	54557684	20.121796	3.098211	7.756615
Ankrd44	Ankrd44	chr1	-	54645340	54926387	20.007898	3.080674	7.712709
Sf3b1	Sf3b1	chr1	-	54985170	55027478	639.615051	98.483376	246.560867
Coq10b	Coq10b	chr1	+	55052770	55072702	40.003464	6.212608	15.553751
Hspd1	Hspd1	chr1	-	55077833	55088243	953.093872	162.108109	405.850403
Hspe1	Hspe1	chr1	+	55088148	55091317	1104.961426	170.134109	425.944061
Mob4	Mob4	chr1	+	55131245	55154899	68.175049	10.508674	26.309288
Rftn2	Rftn2	chr1	-	55170160	55226782	11.037499	1.788189	4.476872
Mars2	Mars2	chr1	+	55237177	55240058	35.303955	5.435852	13.609082
Boll	Boll	chr1	-	55248711	55363753	0.120297	0.302158	0.756476
Plcl1	Plcl1	chr1	+	55405946	55754285	1.407258	0.216680	0.542474
9130227L01Rik	9130227L01Rik	chr1	+	55931241	55972098	1.783182	0.274562	0.687387
1700003I22Rik	1700003I22Rik	chr1	+	56018978	56020203	2.095332	0.322624	0.807715
Hsfy2	Hsfy2	chr1	-	56636051	56637451	1.478230	0.227607	0.569833
Satb2	Satb2	chr1	-	56793981	56980248	107.401268	18.223194	45.623196
9130024F11Rik	9130024F11Rik	chr1	+	56971469	56975196	18.686108	3.266787	8.178657
BC055402	BC055402	chr1	-	57200645	57214996	2.275904	0.350428	0.877323
4930558J18Rik	4930558J18Rik	chr1	-	57359222	57377544	10.520983	1.619946	4.055662
1700066M21Rik	1700066M21Rik	chr1	+	57377620	57385422	12.452776	1.917390	4.800336
Tyw5	Tyw5	chr1	-	57388244	57406674	61.045387	9.649600	24.158531
Maip1	Maip1	chr1	+	57406266	57417952	49.848804	7.675364	19.215878
Spats2l	Spats2l	chr1	+	57774861	57948397	2.006594	1.087048	2.721510
Kctd18	Kctd18	chr1	-	57955101	57970084	48.800953	7.987217	19.996626
Sgo2a	Sgo2a	chr1	+	57985340	58026277	41.317539	13.909186	34.822739
Aox1	Aox1	chr1	+	58029969	58106410	2.038471	0.313869	0.785796
Aox3	Aox3	chr1	+	58113136	58200452	2.302707	0.354554	0.887655
Aox4	Aox4	chr1	+	58210397	58268596	10.467483	1.611709	4.035039
Aox2	Aox2	chr1	+	58278326	58379264	2.127002	0.327501	0.819924
Bzw1	Bzw1	chr1	+	58392898	58407354	622.385864	95.830551	239.919296
Clk1	Clk1	chr1	-	58411988	58424088	168.105362	40.156067	100.533859
Ppil3	Ppil3	chr1	-	58430993	58445486	47.444057	13.171630	32.976212
Nif3l1	Nif3l1	chr1	+	58445151	58462276	49.898163	7.682964	19.234905
Orc2	Orc2	chr1	-	58462771	58505109	160.106537	24.736097	61.928768
Fam126b	Fam126b	chr1	-	58522806	58586333	26.217386	4.112815	10.296756
Ndufb3	Ndufb3	chr1	+	58586397	58595964	93.086670	14.332824	35.883350
Gm20257	Gm20257	chr1	+	58652641	58655831	0.000000	0.000000	0.000000
Flacc1	Flacc1	chr1	-	58658121	58695989	1.226728	0.198279	0.496407
Cflar	Cflar	chr1	+	58711491	58758882	6.226869	2.165578	5.421694
Casp8	Casp8	chr1	+	58795374	58847503	0.178717	0.255461	0.639567
Trak2	Trak2	chr1	-	58900450	58973482	111.490463	17.166510	42.977703
Stradb	Stradb	chr1	+	58973522	58995121	24.234573	3.869493	9.687578
C2cd6	C2cd6	chr1	-	58997116	59094900	0.811556	0.133828	0.335050
Tmem237	Tmem237	chr1	-	59100584	59120408	4.905447	0.861272	2.156262
Mpp4	Mpp4	chr1	-	59120935	59163389	4.414496	0.730919	1.829914
Als2	Als2	chr1	-	59162756	59237231	128.225662	26.951208	67.474472
Cdk15	Cdk15	chr1	+	59256906	59352496	1.676991	0.258211	0.646452
Fzd7	Fzd7	chr1	+	59482147	59486955	34.800896	5.358394	13.415161
Gm973	Gm973	chr1	+	59516264	59636416	9.718058	2.668609	6.681072
Sumo1	Sumo1	chr1	-	59639434	59670834	1063.853271	163.804565	410.097565
Nop58	Nop58	chr1	+	59685006	59711510	1803.968262	277.762207	695.399475
Snord70	Snord70	chr1	+	59691958	59692010	22.830191	3.515230	8.800655
Snord11	Snord11	chr1	+	59704808	59704870	15.857142	2.441570	6.112662
Bmpr2	Bmpr2	chr1	+	59764279	59878081	59.390186	9.144479	22.893921
Fam117b	Fam117b	chr1	+	59913006	59985348	81.438377	12.539302	31.393127
Ica1l	Ica1l	chr1	-	59989068	60043122	4.743822	1.509470	3.779076
Wdr12	Wdr12	chr1	-	60076868	60098500	128.402847	21.894754	54.815239
Carf	Carf	chr1	+	60098247	60153953	10.306443	1.684140	4.216376
Nbeal1	Nbeal1	chr1	+	60180599	60334705	37.948086	5.842976	14.628349
Cyp20a1	Cyp20a1	chr1	+	60343300	60388060	71.973724	11.120456	27.840933
Abi2	Abi2	chr1	+	60409619	60481163	21.564920	3.436872	8.604481
Raph1	Raph1	chr1	-	60483185	60566765	83.471512	12.852350	32.176868
Cd28	Cd28	chr1	+	60746388	60773359	3.972044	0.611587	1.531156
