Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Cox5b	Cox5b	chr1	+	36691487	36693388	229.187454	33.286243	113.606552
Actr1b	Actr1b	chr1	-	36699202	36709925	10.098486	1.466663	5.005746
4933424G06Rik	4933424G06Rik	chr1	+	36714538	36757960	2.802742	0.407059	1.389299
Zap70	Zap70	chr1	+	36761798	36782820	0.242183	0.133122	0.454349
Tmem131	Tmem131	chr1	-	36792189	36939527	94.530312	13.729195	46.857990
Vwa3b	Vwa3b	chr1	+	37029313	37187607	0.953184	0.142421	0.486087
Cnga3	Cnga3	chr1	+	37218278	37263384	1.815240	0.279928	0.955400
Inpp4a	Inpp4a	chr1	+	37299838	37410740	82.355904	14.795856	50.498528
Coa5	Coa5	chr1	-	37417085	37430103	10.025892	1.456119	4.969761
Unc50	Unc50	chr1	+	37430139	37438986	509.723022	77.130272	263.247009
Mgat4a	Mgat4a	chr1	-	37439340	37541016	63.184456	9.229821	31.501549
4930594C11Rik	4930594C11Rik	chr1	-	37485851	37488605	6.371688	0.925398	3.158399
2010300C02Rik	2010300C02Rik	chr1	-	37611676	37719811	7.125582	1.034890	3.532099
Tsga10	Tsga10	chr1	-	37754572	37865298	30.234434	6.493536	22.162556
Lipt1	Lipt1	chr1	+	37872206	37876298	55.666439	8.084764	27.593449
Mitd1	Mitd1	chr1	-	37874801	37890411	10.333427	1.901621	6.490267
Mrpl30	Mrpl30	chr1	+	37890477	37898338	19.174870	2.818974	9.621207
Lyg2	Lyg2	chr1	-	37905923	37916493	0.117005	0.016993	0.057999
Lyg1	Lyg1	chr1	-	37946738	37957759	0.000000	0.000000	0.000000
Txndc9	Txndc9	chr1	-	37983867	37997208	111.737686	16.228321	55.387558
Eif5b	Eif5b	chr1	+	37998010	38055579	495.723999	71.996910	245.726776
Rev1	Rev1	chr1	-	38052786	38129666	132.295364	27.441492	93.658310
Gm5099	Gm5099	chr1	+	38132083	38159892	1.402486	0.203691	0.695202
Aff3	Aff3	chr1	-	38175991	38627244	32.061989	4.656551	15.892894
Lonrf2	Lonrf2	chr1	-	38793669	38836687	24.348490	3.536274	12.069368
Chst10	Chst10	chr1	-	38863873	38898160	0.640843	0.093073	0.317661
Nms	Nms	chr1	+	38939149	38950276	0.112833	0.016387	0.055930
Pdcl3	Pdcl3	chr1	+	38987814	38997236	27.504105	3.994583	13.633584
Mir6349	Mir6349	chr1	-	39186896	39186992	0.000000	0.000000	0.000000
Npas2	Npas2	chr1	+	39194272	39363240	5.321186	0.772827	2.637673
Rpl31	Rpl31	chr1	+	39367851	39371910	237.832199	40.361687	137.755157
Tbc1d8	Tbc1d8	chr1	-	39371496	39478755	133.689789	22.135775	75.549797
Cnot11	Cnot11	chr1	+	39535701	39546877	82.577301	11.993186	40.932964
Snord89	Snord89	chr1	-	39548747	39548840	18.542553	2.693044	9.191408
Rnf149	Rnf149	chr1	-	39551296	39577347	281.681000	40.910191	139.627213
Creg2	Creg2	chr1	-	39618406	39651182	2.807208	0.407707	1.391513
Rfx8	Rfx8	chr1	-	39665301	39720989	0.220997	0.032097	0.109547
Gm3646	Gm3646	chr1	-	39804141	39805332	0.0	0.0	0.0
1700066B17Rik	1700066B17Rik	chr1	-	39842428	39847330	0.000000	0.000000	0.000000
Map4k4	Map4k4	chr1	+	39900913	40026310	123.876289	19.153379	65.370827
Gm16894	Gm16894	chr1	-	40076212	40085851	0.000000	0.000000	0.000000
Il1r2	Il1r2	chr1	+	40084714	40125230	0.059385	0.092736	0.316509
Il1r1	Il1r1	chr1	+	40225080	40316177	4.048146	2.492859	8.508173
Il1rl2	Il1rl2	chr1	+	40324589	40367553	2.614432	0.380850	1.299850
Il1rl1	Il1rl1	chr1	+	40429570	40465414	0.000000	0.000000	0.000000
Il18r1	Il18r1	chr1	+	40465552	40500854	1.045856	0.378434	1.291601
Il18rap	Il18rap	chr1	+	40515362	40551705	4.800368	0.697186	2.379507
Slc9a4	Slc9a4	chr1	+	40580227	40630731	6.224751	0.904057	3.085564
Slc9a2	Slc9a2	chr1	+	40681712	40768885	0.561528	0.081554	0.278345
Mfsd9	Mfsd9	chr1	-	40772040	40790657	20.031090	2.909233	9.929265
Tmem182	Tmem182	chr1	+	40805601	40855267	7.803672	1.133373	3.868223
4930448I06Rik	4930448I06Rik	chr1	-	41167560	41181252	0.000000	0.000000	0.000000
Pantr1	Pantr1	chr1	-	42648200	42694825	0.000000	0.000000	0.000000
Pou3f3	Pou3f3	chr1	+	42695768	42700209	5.006957	0.727190	2.481912
2900092D14Rik	2900092D14Rik	chr1	+	42700336	42703176	0.422386	0.061346	0.209374
Pantr2	Pantr2	chr1	-	42707063	42713454	0.000000	0.000000	0.000000
Dalir	Dalir	chr1	+	42750712	42752886	0.000000	0.000000	0.000000
Mrps9	Mrps9	chr1	+	42851233	42905683	47.189571	6.853619	23.391527
Gpr45	Gpr45	chr1	+	42952872	43035449	0.464249	0.067426	0.230125
Tgfbrap1	Tgfbrap1	chr1	-	43047200	43098628	142.768906	22.479668	76.723518
AI597479	AI597479	chr1	+	43098710	43115946	60.715359	8.818048	30.096161
Fhl2	Fhl2	chr1	-	43123071	43196761	4.519257	0.702882	2.398948
Nck2	Nck2	chr1	+	43445751	43570518	7.669909	1.113946	3.801918
Ecrg4	Ecrg4	chr1	+	43730602	43742564	0.618252	0.089792	0.306463
Uxs1	Uxs1	chr1	-	43746961	43827839	61.697483	9.497730	32.415924
Tpp2	Tpp2	chr1	+	43933994	44003000	120.788078	17.660337	60.275055
Mettl21c	Mettl21c	chr1	-	44009408	44020006	2.593591	0.376682	1.285624
Tex30	Tex30	chr1	-	44086613	44102441	270.592957	42.997135	146.750000
Poglut2	Poglut2	chr1	-	44106546	44118773	5.669536	0.823420	2.810348
Bivm	Bivm	chr1	+	44118957	44144771	11.081038	2.002551	6.834743
Ercc5	Ercc5	chr1	+	44147744	44181260	19.345139	2.809608	9.589244
Mettl21e	Mettl21e	chr1	-	44204070	44218931	0.000000	0.000000	0.000000
Gulp1	Gulp1	chr1	+	44551671	44796836	0.547379	0.079499	0.271332
4930521E06Rik	4930521E06Rik	chr1	-	44739675	44744949	0.993378	0.144274	0.492410
Col3a1	Col3a1	chr1	+	45311538	45349706	0.149173	0.021665	0.073944
Col5a2	Col5a2	chr1	-	45374331	45503282	0.488537	0.070953	0.242164
Wdr75	Wdr75	chr1	+	45795166	45823638	203.342545	29.532635	100.795418
Slc40a1	Slc40a1	chr1	-	45908070	45925594	54.126629	7.861128	26.830173
Stk-ps2	Stk-ps2	chr1	-	46020415	46030437	0.000000	0.000000	0.000000
Dnah7b	Dnah7b	chr1	+	46066853	46373546	14.297637	2.076530	7.087234
Dnah7c	Dnah7c	chr1	+	46425518	46807477	23.462000	3.407524	11.629942
Slc39a10	Slc39a10	chr1	-	46807544	46925776	462.220367	70.997154	242.314560
Mir6350	Mir6350	chr1	-	47467021	47467125	0.0	0.0	0.0
C230029F24Rik	C230029F24Rik	chr1	+	49244616	49340431	0.000000	0.000000	0.000000
Tmeff2	Tmeff2	chr1	+	50927523	51187270	7.424677	1.078329	3.680358
9330175M20Rik	9330175M20Rik	chr1	-	51218386	51333779	0.000000	0.000000	0.000000
Cavin2	Cavin2	chr1	+	51289126	51302960	0.000000	0.000000	0.000000
Nabp1	Nabp1	chr1	-	51469488	51478399	152.682861	22.536291	76.916771
Gm17767	Gm17767	chr1	-	51509505	51596718	2.508718	0.364356	1.243553
Myo1b	Myo1b	chr1	-	51749758	51915978	214.318619	31.525949	107.598640
Stat4	Stat4	chr1	+	51987148	52107189	7.440076	2.518750	8.596539
Stat1	Stat1	chr1	+	52119438	52161865	5.082997	0.768054	2.621384
Gls	Gls	chr1	-	52163450	52233232	76.742027	20.550880	70.140526
Nab1	Nab1	chr1	-	52455849	52500448	201.571350	29.275393	99.917442
Gm28178	Gm28178	chr1	-	52570014	52580292	0.100883	0.014652	0.050007
Nemp2	Nemp2	chr1	+	52630705	52651919	1.745630	0.253528	0.865296
Mfsd6	Mfsd6	chr1	-	52656286	52727358	46.355305	8.044126	27.454746
Inpp1	Inpp1	chr1	-	52789420	52817688	12.405956	1.801790	6.149542
Hibch	Hibch	chr1	+	52845038	52920986	7.366704	1.069910	3.651621
1700019D03Rik	1700019D03Rik	chr1	-	52922324	52992657	3.023669	0.652982	2.228641
Mstn	Mstn	chr1	+	53061640	53068079	4.034750	0.585990	1.999996
1700019A02Rik	1700019A02Rik	chr1	-	53158577	53187617	1.110538	0.161290	0.550486
Pms1	Pms1	chr1	-	53189189	53297028	22.370836	3.249048	11.089060
Ormdl1	Ormdl1	chr1	+	53297095	53310245	1.475664	0.214319	0.731476
Osgepl1	Osgepl1	chr1	+	53313624	53326342	29.674883	4.548306	15.523450
Asnsd1	Asnsd1	chr1	-	53344617	53352752	79.110275	11.489651	39.214386
Asdurf	Asdurf	chr1	-	53348329	53352752	0.580075	0.084248	0.287539
Dnah7a	Dnah7a	chr1	-	53397002	53706784	17.537495	2.547074	8.693208
Stk17b	Stk17b	chr1	-	53755512	53785215	79.463387	11.540935	39.389420
Hecw2	Hecw2	chr1	-	53806874	54195034	14.770226	2.206150	7.529629
Mir7681	Mir7681	chr1	+	53849424	53849495	0.000000	0.000000	0.000000
Ccdc150	Ccdc150	chr1	+	54250683	54368727	5.253427	0.762986	2.604085
Gtf3c3	Gtf3c3	chr1	-	54395877	54439026	60.477959	8.783570	29.978485
Pgap1	Pgap1	chr1	-	54473000	54557684	7.476797	1.085899	3.706194
Ankrd44	Ankrd44	chr1	-	54645340	54926387	742.920776	107.898750	368.260406
Sf3b1	Sf3b1	chr1	-	54985170	55027478	580.114624	84.253464	287.558594
Coq10b	Coq10b	chr1	+	55052770	55072702	160.801498	23.442623	80.010094
Hspd1	Hspd1	chr1	-	55077833	55088243	527.791321	84.416458	288.114899
Hspe1	Hspe1	chr1	+	55088148	55091317	199.744797	29.010113	99.012039
Mob4	Mob4	chr1	+	55131245	55154899	59.507973	8.670135	29.591330
Rftn2	Rftn2	chr1	-	55170160	55226782	4.164358	0.634753	2.166425
Mars2	Mars2	chr1	+	55237177	55240058	66.746948	9.694052	33.085976
Boll	Boll	chr1	-	55248711	55363753	0.606361	1.715951	5.856572
Plcl1	Plcl1	chr1	+	55405946	55754285	10.672463	1.550025	5.290262
9130227L01Rik	9130227L01Rik	chr1	+	55931241	55972098	22.481636	3.265140	11.143983
1700003I22Rik	1700003I22Rik	chr1	+	56018978	56020203	0.000000	0.000000	0.000000
Hsfy2	Hsfy2	chr1	-	56636051	56637451	0.855817	0.124295	0.424222
Satb2	Satb2	chr1	-	56793981	56980248	72.650108	11.539638	39.384995
9130024F11Rik	9130024F11Rik	chr1	+	56971469	56975196	12.902093	2.115936	7.221726
BC055402	BC055402	chr1	-	57200645	57214996	0.000000	0.000000	0.000000
4930558J18Rik	4930558J18Rik	chr1	-	57359222	57377544	5.317252	0.772256	2.635723
1700066M21Rik	1700066M21Rik	chr1	+	57377620	57385422	82.005981	11.910212	40.649769
Tyw5	Tyw5	chr1	-	57388244	57406674	23.717117	3.540631	12.084239
Maip1	Maip1	chr1	+	57406266	57417952	16.232655	2.357564	8.046409
Spats2l	Spats2l	chr1	+	57774861	57948397	0.868959	0.443736	1.514480
Kctd18	Kctd18	chr1	-	57955101	57970084	69.600075	10.656911	36.372231
Sgo2a	Sgo2a	chr1	+	57985340	58026277	185.728806	59.188332	202.010864
Aox1	Aox1	chr1	+	58029969	58106410	0.553255	0.080352	0.274244
Aox3	Aox3	chr1	+	58113136	58200452	0.133918	0.019450	0.066382
Aox4	Aox4	chr1	+	58210397	58268596	2.466814	0.358270	1.222782
Aox2	Aox2	chr1	+	58278326	58379264	0.935725	0.135901	0.463832
Bzw1	Bzw1	chr1	+	58392898	58407354	780.288452	113.325882	386.783295
Clk1	Clk1	chr1	-	58411988	58424088	126.475266	29.194857	99.642578
Ppil3	Ppil3	chr1	-	58430993	58445486	1.295165	0.317690	1.084281
Nif3l1	Nif3l1	chr1	+	58445151	58462276	16.121862	2.341473	7.991489
Orc2	Orc2	chr1	-	58462771	58505109	203.530579	29.902702	102.058464
Fam126b	Fam126b	chr1	-	58522806	58586333	82.296173	12.060947	41.164234
Ndufb3	Ndufb3	chr1	+	58586397	58595964	13.902667	2.019166	6.891450
Gm20257	Gm20257	chr1	+	58652641	58655831	0.0	0.0	0.0
Flacc1	Flacc1	chr1	-	58658121	58695989	0.205261	0.029887	0.102005
Cflar	Cflar	chr1	+	58711491	58758882	12.519054	2.753236	9.396845
Casp8	Casp8	chr1	+	58795374	58847503	0.341528	0.460485	1.571643
Trak2	Trak2	chr1	-	58900450	58973482	294.636047	42.791729	146.048935
Stradb	Stradb	chr1	+	58973522	58995121	475.419220	69.106407	235.861420
C2cd6	C2cd6	chr1	-	58997116	59094900	2.664297	0.414422	1.414429
Tmem237	Tmem237	chr1	-	59100584	59120408	1.641743	0.269920	0.921242
Mpp4	Mpp4	chr1	-	59120935	59163389	2.190064	0.329276	1.123824
Als2	Als2	chr1	-	59162756	59237231	196.697479	53.905231	183.979538
Cdk15	Cdk15	chr1	+	59256906	59352496	6.023972	0.874897	2.986039
Fzd7	Fzd7	chr1	+	59482147	59486955	700.045410	101.671707	347.007416
Gm973	Gm973	chr1	+	59516264	59636416	15.113438	3.954917	13.498204
Sumo1	Sumo1	chr1	-	59639434	59670834	442.454010	64.260201	219.321228
Nop58	Nop58	chr1	+	59685006	59711510	1036.240356	150.499283	513.656799
Snord70	Snord70	chr1	+	59691958	59692010	9.018867	1.309863	4.470587
Snord11	Snord11	chr1	+	59704808	59704870	59.126984	8.587359	29.308815
Bmpr2	Bmpr2	chr1	+	59764279	59878081	152.507492	22.149561	75.596848
Fam117b	Fam117b	chr1	+	59913006	59985348	605.844055	87.990303	300.312469
Ica1l	Ica1l	chr1	-	59989068	60043122	14.206038	3.767825	12.859655
Wdr12	Wdr12	chr1	-	60076868	60098500	65.001335	10.375566	35.411995
Carf	Carf	chr1	+	60098247	60153953	10.925999	1.629243	5.560637
Nbeal1	Nbeal1	chr1	+	60180599	60334705	37.920216	5.507376	18.796774
Cyp20a1	Cyp20a1	chr1	+	60343300	60388060	75.251335	10.974078	37.454727
Abi2	Abi2	chr1	+	60409619	60481163	58.631126	8.909901	30.409653
Raph1	Raph1	chr1	-	60483185	60566765	39.884174	5.792613	19.770294
Cd28	Cd28	chr1	+	60746388	60773359	0.126477	0.018369	0.062694
