Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Mcmdc2	Mcmdc2	chr1	+	9908638	9940954	2.928483	0.253902	0.866491
Snhg6	Snhg6	chr1	-	9942025	9944118	107.039299	9.280418	31.671223
Snord87	Snord87	chr1	-	9942470	9942543	21.405403	1.855870	6.333518
Tcf24	Tcf24	chr1	-	9960163	9967810	5.460802	0.473457	1.615764
Ppp1r42	Ppp1r42	chr1	-	9968622	10009136	1.090818	0.095569	0.326148
Cops5	Cops5	chr1	-	10024600	10038159	79.793991	7.000363	23.890095
Cspp1	Cspp1	chr1	+	10038218	10136768	35.755783	3.806076	12.988971
Arfgef1	Arfgef1	chr1	-	10137507	10232670	1966.834961	170.526611	581.955078
Cpa6	Cpa6	chr1	-	10324719	10719945	0.203093	0.017608	0.060092
Mir467e	Mir467e	chr1	-	10708387	10865874	0.000000	0.000000	0.000000
Prex2	Prex2	chr1	+	10993465	11303682	35.898582	5.517287	18.828812
A830018L16Rik	A830018L16Rik	chr1	+	11414105	11975902	7.659230	0.808082	2.757735
Mir6341	Mir6341	chr1	+	12425986	12426106	0.000000	0.000000	0.000000
Gm17644	Gm17644	chr1	+	12667563	12673090	0.000000	0.000000	0.000000
Sulf1	Sulf1	chr1	+	12692430	12860372	1.695743	0.466686	1.592655
Slco5a1	Slco5a1	chr1	-	12866550	12991135	15.934182	1.381510	4.714671
Prdm14	Prdm14	chr1	-	13113428	13127163	5.464664	0.473792	1.616907
Ncoa2	Ncoa2	chr1	-	13139105	13374083	796.723328	71.179008	242.912140
Tram1	Tram1	chr1	-	13564693	13589910	437.056519	37.893250	129.318054
Lactb2	Lactb2	chr1	-	13625900	13660509	114.368309	9.915850	33.839760
Xkr9	Xkr9	chr1	+	13668771	13701723	5.501361	0.476974	1.627765
Gm5523	Gm5523	chr1	-	13785685	13786929	0.225312	0.019535	0.066666
Eya1	Eya1	chr1	-	14168958	14310199	153.787994	13.376918	45.651325
Msc	Msc	chr1	-	14753346	14755966	0.000000	0.000000	0.000000
Trpa1	Trpa1	chr1	-	14872644	14918862	7.893898	0.684409	2.335678
Kcnb2	Kcnb2	chr1	+	15286925	15723750	2.111975	0.183110	0.624900
Terf1	Terf1	chr1	+	15805646	15844052	370.868225	32.372601	110.477768
Sbspon	Sbspon	chr1	-	15853862	15892722	14.214366	1.232400	4.205804
4930444P10Rik	4930444P10Rik	chr1	-	16065979	16093325	4.358956	0.482448	1.646449
Rpl7	Rpl7	chr1	-	16101296	16104433	897.436829	77.808693	265.537231
Rdh10	Rdh10	chr1	+	16105882	16132550	425.231140	36.867977	125.819107
Stau2	Stau2	chr1	-	16228810	16519302	70.898949	9.379261	32.008545
Ube2w	Ube2w	chr1	-	16540788	16619291	31.487690	13.719532	46.820557
Eloc	Eloc	chr1	-	16641725	16657119	374.571045	56.076431	191.371689
D030040B21Rik	D030040B21Rik	chr1	+	16657552	16662278	5.968436	0.517470	1.765965
Tmem70	Tmem70	chr1	+	16665191	16678275	98.994225	8.593663	29.327541
Ly96	Ly96	chr1	+	16688456	16709605	29.553379	2.568901	8.766871
Jph1	Jph1	chr1	-	16994940	17097889	36.025379	3.123437	10.659335
Gdap1	Gdap1	chr1	+	17145373	17164270	1465.162109	127.031059	433.518097
Pi15	Pi15	chr1	+	17601901	17630939	3.277623	0.284173	0.969796
Gm16070	Gm16070	chr1	-	17676027	17727646	0.183860	0.015941	0.054401
Crispld1	Crispld1	chr1	+	17727045	17766344	0.843176	0.092393	0.315309
Crisp4	Crisp4	chr1	-	18115191	18145902	0.0	0.0	0.0
Defb44-ps	Defb44-ps	chr1	-	18210053	18223564	0.000000	0.000000	0.000000
Defb18	Defb18	chr1	-	18236402	18237476	0.000000	0.000000	0.000000
Defb41	Defb41	chr1	-	18250978	18265138	0.586958	0.553820	1.890020
Gm15825	Gm15825	chr1	-	19063300	19104840	0.000000	0.000000	0.000000
Tfap2d	Tfap2d	chr1	+	19103022	19168587	1.695599	0.147010	0.501701
Tfap2b	Tfap2b	chr1	+	19208914	19238845	12.581019	1.428234	4.874125
Pkhd1	Pkhd1	chr1	-	20057779	20618057	10.336875	0.896218	3.058517
4930486I03Rik	4930486I03Rik	chr1	+	20356454	20392300	0.530472	0.045992	0.156958
Lincmd1	Lincmd1	chr1	+	20669882	20682958	0.000000	0.000000	0.000000
Mir206	Mir206	chr1	+	20679010	20679082	0.000000	0.000000	0.000000
Mir133b	Mir133b	chr1	+	20682769	20682887	0.000000	0.000000	0.000000
Il17a	Il17a	chr1	+	20730905	20734496	0.000000	0.000000	0.000000
Il17f	Il17f	chr1	-	20777146	20784270	28.417658	2.463840	8.408331
Mcm3	Mcm3	chr1	-	20802968	20820312	252.817368	21.919525	74.804619
6720483E21Rik	6720483E21Rik	chr1	-	20888650	20890473	0.000000	0.000000	0.000000
Paqr8	Paqr8	chr1	+	20890548	20939650	2.620614	0.826862	2.821826
Efhc1	Efhc1	chr1	+	20951626	20990841	1.497107	0.129801	0.442970
Tram2	Tram2	chr1	-	21001397	21079225	29.511553	2.558682	8.731997
Tmem14a	Tmem14a	chr1	+	21218575	21230167	11.322724	1.081557	3.691023
Gsta3	Gsta3	chr1	+	21240585	21265575	4.875525	0.453036	1.546072
Gm4956	Gm4956	chr1	-	21285246	21298312	5.990853	0.519413	1.772598
Khdc1a	Khdc1a	chr1	+	21349677	21352199	1419.656006	123.085640	420.053589
Khdc1c	Khdc1c	chr1	+	21368331	21369743	4284.951172	371.509674	1267.848755
Khdc1b	Khdc1b	chr1	+	21383556	21386384	11760.329102	1019.632629	3479.693604
Kcnq5	Kcnq5	chr1	-	21398399	21962650	3.195932	0.280150	0.956066
Rims1	Rims1	chr1	-	22285973	22806003	153.858734	14.366664	49.029022
Gm7759	Gm7759	chr1	+	22898387	22905081	9.756739	0.845919	2.886863
4933415F23Rik	4933415F23Rik	chr1	-	23100474	23102253	1.063483	0.092205	0.314668
Mir30a	Mir30a	chr1	+	23272269	23272339	0.084507	0.007327	0.025004
Mir30c-2	Mir30c-2	chr1	+	23291701	23291784	3.142857	0.272489	0.929921
Ogfrl1	Ogfrl1	chr1	-	23366424	23383175	30.236372	2.621525	8.946460
Gm28822	Gm28822	chr1	+	23574587	23596650	0.000000	0.000000	0.000000
B3gat2	B3gat2	chr1	+	23761926	23847858	20.365837	1.765739	6.025927
Smap1	Smap1	chr1	-	23844825	23922381	187.606705	21.063087	71.881859
Sdhaf4	Sdhaf4	chr1	-	23995939	24005640	10.643178	0.922774	3.149147
Fam135a	Fam135a	chr1	-	24010758	24100341	252.297485	21.874451	74.650803
Col9a1	Col9a1	chr1	+	24177610	24252738	0.000000	0.000000	0.000000
Col19a1	Col19a1	chr1	-	24257683	24587437	4.834661	0.419170	1.430499
Lmbrd1	Lmbrd1	chr1	+	24678544	24766301	5.095273	0.985039	3.361635
Adgrb3	Adgrb3	chr1	-	25067476	25829707	10.384404	0.900339	3.072579
Gm20172	Gm20172	chr1	-	25276404	25277954	0.000000	0.000000	0.000000
4931408C20Rik	4931408C20Rik	chr1	-	26681801	26687460	0.484876	0.042039	0.143467
Gm5524	Gm5524	chr1	+	27884046	27902187	0.0	0.0	0.0
Gm597	Gm597	chr1	-	28776122	28780252	2.554135	0.221446	0.755728
Mir6342	Mir6342	chr1	+	29421488	29421612	0.000000	0.000000	0.000000
Gm31465	Gm31465	chr1	-	30121013	30138836	0.675113	0.058533	0.199755
Phf3	Phf3	chr1	-	30802342	30863256	1726.101440	149.654770	510.725891
Ptp4a1	Ptp4a1	chr1	-	30940303	30949755	212.469757	18.421347	62.866413
Gm13363	Gm13363	chr1	-	30941592	30949710	865.368652	75.028351	256.048767
Gm29669	Gm29669	chr1	-	31019188	31096454	1.294647	0.112247	0.383065
4931428L18Rik	4931428L18Rik	chr1	-	31141078	31222656	140.521301	12.183342	41.578011
Lgsn	Lgsn	chr1	+	31176435	31204725	9.732027	0.843777	2.879551
Pih1d3	Pih1d3	chr1	+	31222839	31224287	0.000000	0.000000	0.000000
Gm4850	Gm4850	chr1	+	31264847	31268061	454.307434	39.388924	134.422318
Khdrbs2	Khdrbs2	chr1	+	32172722	32658569	1.719299	0.149065	0.508713
Gm9839	Gm9839	chr1	-	32519563	32520999	0.202505	0.017557	0.059918
Gm5415	Gm5415	chr1	-	32543546	32547293	0.000000	0.000000	0.000000
Prim2	Prim2	chr1	-	33453808	33669794	145.951920	12.654181	43.184845
1700001G17Rik	1700001G17Rik	chr1	+	33669824	33670712	19.845894	1.720659	5.872083
Gm32229	Gm32229	chr1	-	33714181	33719846	5.259830	0.456033	1.556300
Rab23	Rab23	chr1	+	33719896	33742564	125.946465	13.926381	47.526470
Bag2	Bag2	chr1	-	33745484	33757750	14.872176	1.289433	4.400440
Zfp451	Zfp451	chr1	-	33761541	33814595	196.421326	42.382477	144.638412
Gm15455	Gm15455	chr1	-	33835899	33838914	851.898071	73.860435	252.063034
Bend6	Bend6	chr1	-	33852052	33907767	31.534660	2.914177	9.945191
Dst	Dst	chr1	+	33908225	34308662	92.589882	53.290531	181.864273
Mir6896	Mir6896	chr1	+	34117359	34117431	2.726027	0.236349	0.806588
Mir5103	Mir5103	chr1	-	34433121	34433199	6.341772	0.549838	1.876429
Ccdc115	Ccdc115	chr1	-	34436670	34439672	454.657227	39.419247	134.525818
Imp4	Imp4	chr1	+	34439829	34445747	316.596924	27.449278	93.675980
Ptpn18	Ptpn18	chr1	+	34459746	34473779	44.694534	3.875062	13.224400
Prss39	Prss39	chr1	+	34498412	34503062	0.000000	0.000000	0.000000
Cfc1	Cfc1	chr1	+	34535648	34544311	0.553602	0.047998	0.163802
Prss40	Prss40	chr1	-	34552331	34560943	0.682552	0.059178	0.201956
Amer3	Amer3	chr1	+	34579693	34590944	1.429293	0.123921	0.422905
AA619741	AA619741	chr1	-	34633535	34636210	274.329773	23.784674	81.169800
Arhgef4	Arhgef4	chr1	+	34678182	34812738	53.420685	6.900863	23.550531
Fam168b	Fam168b	chr1	-	34813218	34843050	127.876671	11.204079	38.236088
Plekhb2	Plekhb2	chr1	+	34849959	34879585	35.055866	5.121849	17.479301
Hs6st1	Hs6st1	chr1	+	36068400	36106446	329.752686	28.589895	97.568550
Uggt1	Uggt1	chr1	-	36140028	36244302	122.110878	10.587138	36.130661
Mir6897	Mir6897	chr1	-	36144252	36144313	6.145161	0.532792	1.818255
Neurl3	Neurl3	chr1	-	36264602	36273425	2.971987	0.257674	0.879364
Arid5a	Arid5a	chr1	+	36307733	36324029	73.842979	6.528887	22.281088
Kansl3	Kansl3	chr1	-	36335730	36369181	352.576416	31.055590	105.983223
Mir6898	Mir6898	chr1	-	36348682	36348758	12.857143	1.114727	3.804224
Fer1l5	Fer1l5	chr1	+	36372190	36422110	10.109268	0.876484	2.991171
Lman2l	Lman2l	chr1	-	36423186	36445271	53.638416	4.698463	16.034416
Cnnm4	Cnnm4	chr1	+	36471597	36508776	164.788025	14.287292	48.758148
Cnnm3	Cnnm3	chr1	+	36511867	36528236	64.822113	5.713809	19.499481
Ankrd23	Ankrd23	chr1	-	36530193	36536556	28.509455	2.533963	8.647638
Ankrd39	Ankrd39	chr1	-	36538171	36547252	18.429756	1.718813	5.865782
Sema4c	Sema4c	chr1	-	36548639	36558381	10.075253	1.044598	3.564892
Fam178b	Fam178b	chr1	-	36562696	36683183	10.169819	1.082800	3.695264
Cox5b	Cox5b	chr1	+	36691487	36693388	298.238983	25.857624	88.244156
Actr1b	Actr1b	chr1	-	36699202	36709925	16.423447	1.423930	4.859436
4933424G06Rik	4933424G06Rik	chr1	+	36714538	36757960	6.970477	0.604348	2.062453
Zap70	Zap70	chr1	+	36761798	36782820	2.289659	1.225991	4.183934
Tmem131	Tmem131	chr1	-	36792189	36939527	126.348434	10.954539	37.384483
Vwa3b	Vwa3b	chr1	+	37029313	37187607	1.374800	0.122628	0.418490
Cnga3	Cnga3	chr1	+	37218278	37263384	2.770877	0.255082	0.870517
Inpp4a	Inpp4a	chr1	+	37299838	37410740	145.338135	15.499092	52.893650
Coa5	Coa5	chr1	-	37417085	37430103	28.166754	2.442086	8.334093
Unc50	Unc50	chr1	+	37430139	37438986	956.568298	84.631119	288.820099
Mgat4a	Mgat4a	chr1	-	37439340	37541016	122.489105	10.680961	36.450844
4930594C11Rik	4930594C11Rik	chr1	-	37485851	37488605	14.741200	1.278077	4.361686
2010300C02Rik	2010300C02Rik	chr1	-	37611676	37719811	20.364594	1.765631	6.025558
Tsga10	Tsga10	chr1	-	37754572	37865298	59.287914	7.995013	27.284531
Lipt1	Lipt1	chr1	+	37872206	37876298	57.067520	4.947813	16.885368
Mitd1	Mitd1	chr1	-	37874801	37890411	16.610220	1.820334	6.212243
Mrpl30	Mrpl30	chr1	+	37890477	37898338	43.576431	3.787438	12.925365
Lyg2	Lyg2	chr1	-	37905923	37916493	1.747233	0.151487	0.516978
Lyg1	Lyg1	chr1	-	37946738	37957759	0.000000	0.000000	0.000000
Txndc9	Txndc9	chr1	-	37983867	37997208	240.125443	20.819122	71.049286
Eif5b	Eif5b	chr1	+	37998010	38055579	801.611938	69.500572	237.184189
Rev1	Rev1	chr1	-	38052786	38129666	198.672928	24.705677	84.312904
Gm5099	Gm5099	chr1	+	38132083	38159892	0.375257	0.032535	0.111033
Aff3	Aff3	chr1	-	38175991	38627244	52.538845	4.555171	15.545405
Lonrf2	Lonrf2	chr1	-	38793669	38836687	35.553165	3.082496	10.519614
Chst10	Chst10	chr1	-	38863873	38898160	2.025411	0.175605	0.599287
Nms	Nms	chr1	+	38939149	38950276	1.158167	0.100414	0.342683
Pdcl3	Pdcl3	chr1	+	38987814	38997236	34.783703	3.015783	10.291943
Mir6349	Mir6349	chr1	-	39186896	39186992	0.000000	0.000000	0.000000
Npas2	Npas2	chr1	+	39194272	39363240	12.733139	1.103976	3.767533
Rpl31	Rpl31	chr1	+	39367851	39371910	262.706390	26.341814	89.896538
Tbc1d8	Tbc1d8	chr1	-	39371496	39478755	231.252777	22.439163	76.577988
Cnot11	Cnot11	chr1	+	39535701	39546877	97.947197	8.492123	28.981014
Snord89	Snord89	chr1	-	39548747	39548840	19.574469	1.697127	5.791773
Rnf149	Rnf149	chr1	-	39551296	39577347	406.564331	35.249546	120.295891
Creg2	Creg2	chr1	-	39618406	39651182	2.195551	0.190357	0.649629
Rfx8	Rfx8	chr1	-	39665301	39720989	1.258872	0.109145	0.372480
Gm3646	Gm3646	chr1	-	39804141	39805332	0.000000	0.000000	0.000000
1700066B17Rik	1700066B17Rik	chr1	-	39842428	39847330	0.000000	0.000000	0.000000
Map4k4	Map4k4	chr1	+	39900913	40026310	206.182922	19.040354	64.978889
Gm16894	Gm16894	chr1	-	40076212	40085851	0.139181	0.012067	0.041181
Il1r2	Il1r2	chr1	+	40084714	40125230	0.131617	0.122696	0.418724
Il1r1	Il1r1	chr1	+	40225080	40316177	5.799127	2.162879	7.381243
Il1rl2	Il1rl2	chr1	+	40324589	40367553	1.355266	0.117503	0.401002
Il1rl1	Il1rl1	chr1	+	40429570	40465414	0.000000	0.000000	0.000000
Il18r1	Il18r1	chr1	+	40465552	40500854	2.164741	0.366932	1.252228
Il18rap	Il18rap	chr1	+	40515362	40551705	6.124658	0.531014	1.812189
Slc9a4	Slc9a4	chr1	+	40580227	40630731	18.760595	1.626563	5.550961
Slc9a2	Slc9a2	chr1	+	40681712	40768885	4.249929	0.368473	1.257486
Mfsd9	Mfsd9	chr1	-	40772040	40790657	48.135147	4.173367	14.242422
Tmem182	Tmem182	chr1	+	40805601	40855267	27.594831	2.392500	8.164870
4930448I06Rik	4930448I06Rik	chr1	-	41167560	41181252	0.0	0.0	0.0
Pantr1	Pantr1	chr1	-	42648200	42694825	0.000000	0.000000	0.000000
Pou3f3	Pou3f3	chr1	+	42695768	42700209	6.619178	0.573890	1.958509
2900092D14Rik	2900092D14Rik	chr1	+	42700336	42703176	0.368532	0.031952	0.109043
Pantr2	Pantr2	chr1	-	42707063	42713454	0.000000	0.000000	0.000000
Dalir	Dalir	chr1	+	42750712	42752886	0.000000	0.000000	0.000000
Mrps9	Mrps9	chr1	+	42851233	42905683	76.894295	6.666815	22.751795
Gpr45	Gpr45	chr1	+	42952872	43035449	2.020207	0.175154	0.597747
Tgfbrap1	Tgfbrap1	chr1	-	43047200	43098628	272.020905	25.573290	87.273804
AI597479	AI597479	chr1	+	43098710	43115946	107.484535	9.319019	31.802959
Fhl2	Fhl2	chr1	-	43123071	43196761	13.697675	1.271781	4.340199
Nck2	Nck2	chr1	+	43445751	43570518	14.891532	1.291111	4.406167
Ecrg4	Ecrg4	chr1	+	43730602	43742564	0.000000	0.000000	0.000000
Uxs1	Uxs1	chr1	-	43746961	43827839	98.565170	9.035843	30.836567
Tpp2	Tpp2	chr1	+	43933994	44003000	128.967178	11.250805	38.395550
Mettl21c	Mettl21c	chr1	-	44009408	44020006	5.507327	0.477491	1.629530
Tex30	Tex30	chr1	-	44086613	44102441	219.985580	20.890974	71.294495
Poglut2	Poglut2	chr1	-	44106546	44118773	18.834337	1.632956	5.572780
Bivm	Bivm	chr1	+	44118957	44144771	39.512878	4.496785	15.346147
Ercc5	Ercc5	chr1	+	44147744	44181260	16.051624	1.391692	4.749419
Mettl21e	Mettl21e	chr1	-	44204070	44218931	0.0	0.0	0.0
Gulp1	Gulp1	chr1	+	44551671	44796836	1.718362	0.148984	0.508436
4930521E06Rik	4930521E06Rik	chr1	-	44739675	44744949	0.000000	0.000000	0.000000
Col3a1	Col3a1	chr1	+	45311538	45349706	0.000000	0.000000	0.000000
Col5a2	Col5a2	chr1	-	45374331	45503282	0.000000	0.000000	0.000000
Wdr75	Wdr75	chr1	+	45795166	45823638	354.759918	30.758051	104.967796
Slc40a1	Slc40a1	chr1	-	45908070	45925594	15.084911	1.307877	4.463385
Stk-ps2	Stk-ps2	chr1	-	46020415	46030437	0.858742	0.074454	0.254088
Dnah7b	Dnah7b	chr1	+	46066853	46373546	32.433342	2.812004	9.596508
Dnah7c	Dnah7c	chr1	+	46425518	46807477	49.254795	4.270441	14.573709
Slc39a10	Slc39a10	chr1	-	46807544	46925776	761.932739	69.972641	238.795181
Mir6350	Mir6350	chr1	-	47467021	47467125	0.0	0.0	0.0
C230029F24Rik	C230029F24Rik	chr1	+	49244616	49340431	0.0	0.0	0.0
Tmeff2	Tmeff2	chr1	+	50927523	51187270	13.498652	1.170347	3.994036
9330175M20Rik	9330175M20Rik	chr1	-	51218386	51333779	0.000000	0.000000	0.000000
Cavin2	Cavin2	chr1	+	51289126	51302960	0.000000	0.000000	0.000000
Nabp1	Nabp1	chr1	-	51469488	51478399	231.381454	20.275530	69.194168
Gm17767	Gm17767	chr1	-	51509505	51596718	7.635605	0.662015	2.259253
Myo1b	Myo1b	chr1	-	51749758	51915978	362.395996	31.887920	108.823708
Stat4	Stat4	chr1	+	51987148	52107189	23.462610	4.741703	16.181978
Stat1	Stat1	chr1	+	52119438	52161865	8.698281	0.785055	2.679153
Gls	Gls	chr1	-	52163450	52233232	114.829529	17.898172	61.080982
Nab1	Nab1	chr1	-	52455849	52500448	402.895966	34.931492	119.210487
Gm28178	Gm28178	chr1	-	52570014	52580292	0.000000	0.000000	0.000000
Nemp2	Nemp2	chr1	+	52630705	52651919	3.066883	0.265902	0.907442
Mfsd6	Mfsd6	chr1	-	52656286	52727358	78.601402	8.480077	28.939901
Inpp1	Inpp1	chr1	-	52789420	52817688	7.272830	0.630562	2.151914
Hibch	Hibch	chr1	+	52845038	52920986	18.455933	1.600148	5.460816
1700019D03Rik	1700019D03Rik	chr1	-	52922324	52992657	5.268399	0.679198	2.317894
Mstn	Mstn	chr1	+	53061640	53068079	0.000000	0.000000	0.000000
1700019A02Rik	1700019A02Rik	chr1	-	53158577	53187617	0.893949	0.077506	0.264505
Pms1	Pms1	chr1	-	53189189	53297028	35.569996	3.083955	10.524594
Ormdl1	Ormdl1	chr1	+	53297095	53310245	4.186325	0.362959	1.238667
Osgepl1	Osgepl1	chr1	+	53313624	53326342	44.405506	4.045256	13.805218
Asnsd1	Asnsd1	chr1	-	53344617	53352752	197.135147	17.256969	58.892750
Asdurf	Asdurf	chr1	-	53348329	53352752	0.217367	0.018846	0.064315
Dnah7a	Dnah7a	chr1	-	53397002	53706784	14.215479	1.232497	4.206133
Stk17b	Stk17b	chr1	-	53755512	53785215	70.444786	6.107635	20.843487
Hecw2	Hecw2	chr1	-	53806874	54195034	22.916203	2.014407	6.874553
Mir7681	Mir7681	chr1	+	53849424	53849495	0.000000	0.000000	0.000000
Ccdc150	Ccdc150	chr1	+	54250683	54368727	6.637765	0.575501	1.964009
Gtf3c3	Gtf3c3	chr1	-	54395877	54439026	83.197945	7.213347	24.616943
Pgap1	Pgap1	chr1	-	54473000	54557684	15.422960	1.337187	4.563408
Ankrd44	Ankrd44	chr1	-	54645340	54926387	1230.149536	106.655228	363.981598
Sf3b1	Sf3b1	chr1	-	54985170	55027478	676.699036	58.670502	200.224442
Coq10b	Coq10b	chr1	+	55052770	55072702	214.074997	18.587736	63.434250
Hspd1	Hspd1	chr1	-	55077833	55088243	612.447510	58.423409	199.381195
Hspe1	Hspe1	chr1	+	55088148	55091317	315.494141	27.353666	93.349686
Mob4	Mob4	chr1	+	55131245	55154899	80.249825	6.959071	23.749178
Rftn2	Rftn2	chr1	-	55170160	55226782	6.763033	0.599427	2.045660
Mars2	Mars2	chr1	+	55237177	55240058	109.090019	9.458217	32.277996
Boll	Boll	chr1	-	55248711	55363753	0.547254	1.013535	3.458883
Plcl1	Plcl1	chr1	+	55405946	55754285	16.813578	1.457754	4.974869
9130227L01Rik	9130227L01Rik	chr1	+	55931241	55972098	18.885624	1.637403	5.587955
1700003I22Rik	1700003I22Rik	chr1	+	56018978	56020203	0.000000	0.000000	0.000000
Hsfy2	Hsfy2	chr1	-	56636051	56637451	0.394004	0.034161	0.116579
Satb2	Satb2	chr1	-	56793981	56980248	120.430855	11.488453	39.206566
9130024F11Rik	9130024F11Rik	chr1	+	56971469	56975196	25.118563	2.177805	7.432182
BC055402	BC055402	chr1	-	57200645	57214996	0.000000	0.000000	0.000000
4930558J18Rik	4930558J18Rik	chr1	-	57359222	57377544	5.393763	0.467645	1.595928
1700066M21Rik	1700066M21Rik	chr1	+	57377620	57385422	105.065506	9.109286	31.087204
Tyw5	Tyw5	chr1	-	57388244	57406674	51.379562	4.563889	15.575155
Maip1	Maip1	chr1	+	57406266	57417952	23.033976	1.997069	6.815386
Spats2l	Spats2l	chr1	+	57774861	57948397	0.958002	0.304621	1.039579
Kctd18	Kctd18	chr1	-	57955101	57970084	152.924545	13.982710	47.718704
Sgo2a	Sgo2a	chr1	+	57985340	58026277	213.817719	41.051456	140.096039
Aox1	Aox1	chr1	+	58029969	58106410	0.869189	0.075360	0.257179
Aox3	Aox3	chr1	+	58113136	58200452	0.000000	0.000000	0.000000
Aox4	Aox4	chr1	+	58210397	58268596	7.048270	0.611092	2.085471
Aox2	Aox2	chr1	+	58278326	58379264	3.203984	0.277789	0.948008
Bzw1	Bzw1	chr1	+	58392898	58407354	1131.019043	98.060516	334.650482
Clk1	Clk1	chr1	-	58411988	58424088	152.954224	20.701252	70.647034
Ppil3	Ppil3	chr1	-	58430993	58445486	11.266318	1.690480	5.769090
Nif3l1	Nif3l1	chr1	+	58445151	58462276	37.539825	3.254741	11.107435
Orc2	Orc2	chr1	-	58462771	58505109	612.980713	53.374432	182.150589
Fam126b	Fam126b	chr1	-	58522806	58586333	357.721832	31.602047	107.848099
Ndufb3	Ndufb3	chr1	+	58586397	58595964	23.805334	2.063947	7.043618
Gm20257	Gm20257	chr1	+	58652641	58655831	0.000000	0.000000	0.000000
Flacc1	Flacc1	chr1	-	58658121	58695989	0.284991	0.024772	0.084538
Cflar	Cflar	chr1	+	58711491	58758882	29.980236	4.141374	14.133241
Casp8	Casp8	chr1	+	58795374	58847503	1.232418	0.991966	3.385276
Trak2	Trak2	chr1	-	58900450	58973482	359.262970	31.148472	106.300194
Stradb	Stradb	chr1	+	58973522	58995121	936.302917	81.277405	277.374878
C2cd6	C2cd6	chr1	-	58997116	59094900	1.432076	0.132977	0.453810
Tmem237	Tmem237	chr1	-	59100584	59120408	5.079390	0.512107	1.747666
Mpp4	Mpp4	chr1	-	59120935	59163389	10.193730	0.939846	3.207407
Als2	Als2	chr1	-	59162756	59237231	479.163452	56.281292	192.070801
Cdk15	Cdk15	chr1	+	59256906	59352496	12.986732	1.125963	3.842567
Fzd7	Fzd7	chr1	+	59482147	59486955	783.862244	67.961662	231.932343
Gm973	Gm973	chr1	+	59516264	59636416	17.942595	2.785539	9.506191
Sumo1	Sumo1	chr1	-	59639434	59670834	1083.156494	93.910774	320.488708
Nop58	Nop58	chr1	+	59685006	59711510	1355.988281	117.565582	401.215271
Snord70	Snord70	chr1	+	59691958	59692010	9.207547	0.798304	2.724366
Snord11	Snord11	chr1	+	59704808	59704870	81.349197	7.053059	24.069931
Bmpr2	Bmpr2	chr1	+	59764279	59878081	268.297546	23.261673	79.384964
Fam117b	Fam117b	chr1	+	59913006	59985348	1027.819336	89.112991	304.115326
Ica1l	Ica1l	chr1	-	59989068	60043122	30.563393	4.659369	15.901000
Wdr12	Wdr12	chr1	-	60076868	60098500	93.605438	9.064709	30.935074
Carf	Carf	chr1	+	60098247	60153953	7.168470	0.639395	2.182060
Nbeal1	Nbeal1	chr1	+	60180599	60334705	52.809345	4.578625	15.625443
Cyp20a1	Cyp20a1	chr1	+	60343300	60388060	93.928329	8.205280	28.002108
Abi2	Abi2	chr1	+	60409619	60481163	44.431454	3.987050	13.606579
Raph1	Raph1	chr1	-	60483185	60566765	55.467098	4.809054	16.411829
Cd28	Cd28	chr1	+	60746388	60773359	0.000000	0.000000	0.000000
