chr	start	end	TE_Tead4_ds
chr10	81175312	81175642	12.151020295692213
chr10	81320565	81321150	22.147120769207294
chr10	81464753	81465368	20.88121395421222
chr10	82625950	82626352	42.23500517944792
chr10	82858728	82859370	18.809311218350846
chr10	84303100	84303436	13.79114185628437
chr10	84441851	84442299	16.809710023658617
chr10	84446969	84447269	22.610743751525877
chr10	84742800	84743258	23.401052012714235
chr10	85025933	85026486	55.908929394554704
chr10	85071431	85071905	13.513221230687975
chr10	86705774	86706072	25.320128952896834
chr10	86778441	86778977	43.62247504049272
chr10	88410311	88411067	26.251424100663925
chr10	88423105	88423984	22.03488074661793
chr10	88501675	88501987	22.41556621209169
chr10	88700081	88700511	10.907802537430165
chr10	93098189	93098834	15.762758955844612
chr10	93441449	93442171	16.456901451887518
chr10	93666665	93667004	22.165168424623204
chr10	93907301	93907594	16.833471451196246
chr10	94035404	94035856	23.785799142533698
chr10	94198752	94199270	15.724525950590156
chr10	95336493	95336796	16.64416766088001
chr10	96077524	96078075	26.17386914035153
chr10	96515323	96515734	23.027917560289666
chr10	96616493	96616783	11.621207256974845
chr10	99244042	99244648	30.482630232379776
chr10	99289526	99290177	29.81972865208686
chr10	105522739	105523752	21.941611527219813
chr10	105544079	105544496	31.51410207588324
chr10	105544823	105545154	21.356614634349626
chr10	106006393	106006682	16.88169878659364
chr10	108291951	108292248	50.87072891338104
chr10	108350395	108350756	25.541640189215748
chr10	108446303	108446634	22.033487613827802
chr10	108495954	108496466	25.018548019230366
chr10	108531000	108531812	29.313442886756558
chr10	109808315	109808625	48.90292767555483
chr10	111007585	111008130	30.46734699634237
chr10	111464061	111464654	15.808480830457922
chr10	111576214	111576548	48.63952165021154
chr10	111597090	111597404	15.5876314958949
chr10	113213630	113214255	24.071590339660645
chr10	115212016	115212419	21.68989377932868
chr10	115251920	115252342	16.359297487973038
chr10	115814656	115814963	23.40472424535099
chr10	116260492	116260995	21.08896190840492
chr10	116994159	116994457	25.59066680933805
chr10	117412021	117412703	17.592532240400566
chr10	117643414	117643711	15.743094836019909
chr10	119136040	119136503	14.44255338940713
chr10	119240185	119240549	37.819820089654606
chr10	120334491	120334807	19.146672849413715
chr10	120990985	120991316	16.207244599333702
chr10	121455046	121455683	18.42936796520718
chr10	121475921	121476286	14.413555253695135
chr10	121733570	121733975	17.061478084988064
chr10	123076505	123077252	37.433893443749774
chr10	126978313	126978936	27.21746843316582
chr10	127069926	127070231	11.856328967360199
chr10	127211177	127211509	16.41699859033148
chr10	127213685	127214249	28.04316359377922
chr10	127289526	127290417	16.771255189722236
chr10	127322675	127323196	39.621518817835714
chr10	127694932	127695875	20.704842278206463
chr10	127878557	127879244	34.890872991414746
chr10	127924856	127925201	15.306790951715
chr10	127972034	127972501	41.3737722229396
chr10	128493309	128494185	32.76275317309654
chr10	128506363	128506725	29.61262727705813
chr10	128566077	128566708	17.814832365456173
chr10	128589875	128590358	13.088015854482078
chr10	128845191	128845659	17.945871805533386
chr10	129212686	129213068	10.381839046927647
chr10	130542017	130542533	17.193599939346313
chr15	6237185	6237801	20.850723159777655
chr15	6444568	6445169	29.943600719661365
chr15	7015523	7016404	14.176076733159423
chr15	8568904	8569319	16.519187554968408
chr15	23948580	23948982	15.399620096481854
chr15	27441553	27441980	49.937537405474124
chr15	27491025	27491907	36.22202496517813
chr15	28003952	28004679	18.96615862288862
chr15	28060803	28061124	15.352085832494813
chr15	28076224	28076644	24.23701313790821
chr15	34146755	34147091	20.789522772743588
chr15	34191741	34192216	23.379056002968237
chr15	36128069	36128483	19.581083647870788
chr15	37072233	37073039	20.129843237382307
chr15	37080535	37081117	20.7052454079959
chr15	37102428	37103503	19.71781365328057
chr15	37232617	37233031	29.55497575842816
chr15	37401378	37402132	12.831443519111653
chr15	38551992	38552825	27.978704331158735
chr15	39248172	39248942	16.866861145217698
chr15	41693340	41693810	30.662402903780023
chr15	51952768	51953094	29.851045713834235
chr15	51999927	52000520	22.38506236245218
chr15	52011123	52011689	19.215138403349968
chr15	52021839	52022478	26.545800164271967
chr15	55208532	55208869	13.240725426716338
chr15	55264951	55265611	24.322660410042964
chr15	59605967	59606443	23.547699856157063
chr15	60840036	60840388	14.889361416751688
chr15	62059793	62061038	21.517657505939283
chr15	63988717	63989087	16.720149488706845
chr15	63998211	63998515	23.670125929932844
chr15	66979711	66980420	32.55304997259874
chr15	73060720	73061083	14.011308044769876
chr15	73090410	73090710	13.90705002148946
chr15	73185080	73185705	16.407875316619872
chr15	73193993	73194387	18.56086093883224
chr15	75085483	75086094	643.7504219891787
chr15	75086671	75087090	387.4056762203681
chr15	75215959	75216259	20.27255997975667
chr15	75270370	75270700	29.409925836505312
chr15	75748484	75748986	21.34995855278228
chr15	75842354	75842710	18.20995270804073
chr15	76162358	76162867	24.976766164738443
chr15	76193085	76193402	47.9551667234499
chr15	76195953	76196874	28.000645506006627
chr15	76274112	76274444	15.38583252803389
chr15	76350730	76351695	19.924698001980165
chr15	76639572	76639942	18.259451569737614
chr15	76659743	76660240	27.928623406699966
chr15	77058969	77059312	19.153467317364306
chr15	77222457	77222771	15.490924209546131
chr15	77302325	77303065	20.86835276113974
chr15	77800339	77800648	28.128866683318005
chr15	77848097	77848448	29.180503991933968
chr15	77875863	77876553	23.837180922687917
chr15	77882690	77883052	30.86202597222934
chr15	77908008	77908349	26.705029999405756
chr15	77929170	77929590	21.076203754970006
chr15	77939213	77939702	14.152087859093289
chr15	77956983	77957582	22.04023348469169
chr15	77977533	77978396	24.309248040200384
chr15	78173759	78174054	13.887229279340323
chr15	78815566	78816072	19.699718965372078
chr15	78858144	78858629	16.28067855834961
chr15	78876390	78877274	26.48890675678512
chr15	78897150	78897538	19.65468455098339
chr15	79347617	79347975	11.732904362278944
chr15	79459983	79460355	26.984425401174892
chr15	79609600	79609971	23.59457492057204
chr15	80710776	80711119	25.32837589141579
chr15	81190429	81190727	16.291025376159872
chr15	81197049	81197695	45.244338301313185
chr15	81517905	81518909	22.03819813861315
chr15	81811012	81811312	29.419436639149982
chr15	81871973	81872321	24.39886354029864
chr15	82345998	82346301	17.331758300856787
chr15	82354386	82354680	16.82606196890072
chr15	82751758	82752080	20.69525040158574
chr15	82898329	82899151	18.885929574061485
chr15	83009063	83009710	13.7010299212413
chr15	83149943	83150593	19.57000394967886
chr15	83440671	83441257	14.739548068811462
chr15	83464766	83465170	24.359821359709937
chr15	83473872	83474602	16.37122552035606
chr15	84192054	84192450	13.610425607122556
chr15	84686657	84687210	20.265109581283376
chr15	84714530	84714831	16.78258752347623
chr15	84743459	84743903	14.275362504495156
chr15	85530124	85530660	18.110755585912447
chr15	85542390	85542923	34.64968354617006
chr15	88708501	88709292	26.011070015156164
chr15	88745692	88746320	44.768999367003225
chr15	88867313	88868205	29.195014604003976
chr15	89196181	89196541	22.454269938998753
chr15	89208827	89209119	29.81313158714608
chr15	89471014	89471354	11.68894927782171
chr15	90589186	90589481	29.804509340706517
chr15	93710732	93711235	17.40900852476389
chr15	95790997	95791369	21.912869276538974
chr15	95794404	95794741	22.511095714852082
chr15	95817756	95818348	22.355668576988013
chr15	95931022	95931382	16.89086812602149
chr15	96634485	96635094	18.797035185182818
chr15	96709318	96709684	12.64069744928287
chr15	97059244	97059539	18.72450942993164
chr15	97060752	97061074	17.076424459492937
chr15	97973073	97973395	21.043141862620477
chr15	98623492	98624390	28.631534898201448
chr15	98987205	98987822	16.362713393361293
chr15	99029846	99030189	28.295251318039075
chr15	99093527	99093877	21.462556975228445
chr15	99156230	99156553	13.522903259324584
chr15	99251914	99252233	9.058296100472955
chr15	99393112	99393454	16.90432650025128
chr15	99678400	99679142	21.997344649384285
chr15	99803649	99804033	20.69098724424839
chr15	99811775	99812107	16.60621330824243
chr15	99834969	99835656	32.43274252279357
chr15	99847745	99848052	17.87326645928796
chr15	99875018	99875334	12.752305595180657
chr15	100540538	100540949	18.068253104124047
chr15	100627521	100627896	30.86421548461914
chr15	100664697	100665233	16.845036421249162
chr15	101176861	101177365	15.438422988331507
chr15	101622037	101623090	25.047364951764983
chr15	101990817	101991491	21.58994633932142
chr15	102005916	102006322	25.78190981108567
chr15	102013881	102014308	45.56582688503578
chr15	102017750	102018351	27.43509916854579
chr15	102025370	102025727	44.755126301313986
chr15	102035001	102035349	23.911475028114758
chr15	102246655	102246972	13.124909136197545
chr15	102393189	102393720	19.168540898913943
chr15	102399836	102400171	22.811110840982465
chr15	102404949	102406148	22.32223080037732
chr15	102518208	102518696	23.59725553090455
chr15	103239544	103240297	39.17530174812631
chr15	103305437	103305907	15.829079337830239
chr16	3113461	3113991	16.806591653374007
chr16	3114446	3115037	53.80922944573985
chr16	3116391	3116946	13.0331700127404
chr16	3242695	3243019	27.850943871486333
chr16	3247627	3248034	32.90319207493737
chr16	3351039	3351885	12.656270507943264
chr16	3743621	3743913	18.253590727505618
chr16	4420251	4420567	18.606634927701347
chr16	4586103	4586715	20.330075846778023
chr16	4879893	4880479	15.307690708303614
chr16	8494645	8495138	18.314282177427962
chr16	8532584	8532882	16.733710295401963
chr16	8864166	8864550	20.257484085857868
chr16	9204618	9204935	22.071931658483077
chr16	10316630	10317334	16.49250916865739
chr16	10811946	10812606	25.65833068038478
chr16	10835041	10835339	17.179900303783032
chr16	11008315	11009019	33.614091431552716
chr16	11143937	11144313	191.29205789464586
chr16	11350312	11350660	12.641664267956525
chr16	12452427	12453643	20.828030408213014
chr16	13109335	13109751	45.60545259255629
chr16	13818784	13819145	15.34470381697129
chr16	15637582	15638032	15.78110663731893
chr16	15862995	15863347	14.059539198875427
chr16	16224162	16224784	21.577039566070702
chr16	16245870	16246847	28.089892817861347
chr16	16485185	16485759	26.369034049402963
chr16	16866062	16866763	16.44660234111182
chr16	17219916	17220611	28.65493271779671
chr16	17248903	17249247	19.74909343830375
chr16	19843627	19844460	24.176739382429
chr16	20097625	20098056	16.46463435985096
chr16	20425550	20425840	15.090588175017258
chr16	20478398	20479630	29.704795722063487
chr16	20497120	20497774	18.590649281073055
chr16	20498110	20498509	24.048472292142403
chr16	20547815	20548435	18.152845251944758
chr16	20672250	20672705	37.3912538591322
chr16	20705595	20706228	17.563377574721784
chr16	21136538	21136876	18.600487528468026
chr16	21140512	21140815	17.245378960083812
chr16	21256116	21257059	22.27915562501262
chr16	21333151	21333731	16.200713963344178
chr16	21697646	21698064	44.417938068152615
chr16	21700693	21701011	27.559925883071227
chr16	22502233	22502556	16.128941305650645
chr16	23030946	23031428	16.77300044510869
chr16	24036311	24036772	13.167552490813613
chr16	24367310	24367852	19.84385110531346
chr16	25025997	25026300	17.05534821689719
chr16	26946764	26947056	14.158996908632043
chr16	29945740	29946713	24.90203374017792
chr16	29954485	29954873	37.51228181111444
chr16	30055690	30056080	25.059788214854706
chr16	30179429	30179731	27.81710909218188
chr16	30693984	30694277	34.54593948129908
chr16	30775206	30775724	13.901457584962882
chr16	31085102	31085393	21.601083542473127
chr16	31459594	31459887	14.460849433221915
chr16	31533070	31533509	32.54145760851189
chr16	31925567	31926865	21.900551764733617
chr16	32115728	32116061	19.10928051178162
chr16	32608390	32608813	27.693568678330585
chr16	33877819	33878139	20.415614008903503
chr16	34054762	34055105	22.14172897116436
chr16	35421730	35422188	28.167198878708884
chr16	35966775	35967245	18.23260896763903
chr16	36487696	36488192	27.609210150857127
chr16	36815876	36816198	21.017129533779546
chr16	36909195	36909512	13.854806487868636
chr16	37982088	37982519	34.72440281932149
chr16	38161804	38162117	19.179682161861333
chr16	38790300	38790746	29.55652591038178
chr16	42875352	42875647	21.8902189675024
chr16	43699144	43699562	17.18709845063789
chr16	43889638	43890170	24.467657860060385
chr16	43925400	43926693	23.449198485342734
chr16	50942855	50943700	21.39752502554267
chr16	51367234	51367781	15.576079708566613
chr16	55888325	55888998	18.932306264874484
chr16	57383193	57384052	30.622522531760307
chr16	58514401	58514766	34.308575632800796
chr16	58586682	58587212	20.395853884714953
chr16	62846677	62846976	16.719763258229133
chr16	62938011	62938299	25.523169603612686
chr16	65764893	65765274	24.343763794485977
chr16	65765734	65766025	17.38088808354643
chr16	78308008	78308307	42.73257714210944
chr16	85021566	85022076	11.401543617248535
chr16	87709902	87710267	14.536889199034809
chr16	88599367	88600465	15.961773457640072
chr16	89952389	89952700	15.993832260082772
chr16	89976710	89977144	14.575350460368917
chr16	90810126	90810443	9.812307096054125
chr16	90995318	90995637	21.03756016100462
chr16	91188761	91189117	16.54835123694345
chr16	91196122	91196470	13.613424947892112
chr16	91380606	91380908	13.8114961567304
chr16	91702331	91702788	13.674560940239571
chr16	91728768	91729147	31.731837486528786
chr16	92127487	92127814	12.022365062608632
chr16	92129039	92129393	16.07991615931193
chr16	92400208	92400520	34.90184911703452
chr16	92662138	92663101	39.111319397345014
chr16	93711079	93711435	11.18419440676657
chr16	95918242	95918556	18.971884976526734
chr16	96082846	96084120	25.73340190486219
chr16	98022842	98023292	14.529406013488769
chr16	98081994	98082485	25.07573907001441
chr6	4653073	4653568	22.935716033704352
chr6	4685239	4685533	20.40849272085696
chr6	4862095	4862462	18.890844721885077
chr6	5019249	5020130	35.46931215041612
chr6	5032991	5033570	30.318292189550316
chr6	5300307	5300650	16.336153655983615
chr6	16627626	16628111	27.02870406121323
chr6	17065538	17065907	15.593663908278716
chr6	22385079	22385495	20.926505457896454
chr6	22416835	22417577	22.3966521792656
chr6	24706197	24707173	29.833926461759162
chr6	29622522	29622942	17.54647717930022
chr6	30026723	30027525	17.994048062702664
chr6	30390629	30391346	22.873853833771815
chr6	30643803	30644225	24.11717278810474
chr6	30804758	30805049	16.08569353306826
chr6	31049168	31049570	19.644742168597322
chr6	31372979	31373344	20.79568335128157
chr6	31698396	31698891	18.371411437217635
chr6	33440315	33440619	19.134479736026965
chr6	34350590	34350901	37.82167366616596
chr6	34913633	34914205	26.92064743442135
chr6	36671229	36671681	24.85359433266969
chr6	37482821	37483180	16.631713986728847
chr6	37597942	37598266	25.382188891187127
chr6	37622189	37622673	15.695670202743909
chr6	37661511	37661803	13.52436715282806
chr6	37856923	37857638	23.091584732482485
chr6	37925344	37925751	19.938449761205575
chr6	38772885	38773173	14.886392325162888
chr6	39168674	39169234	14.423667177983694
chr6	39400623	39401024	25.910179547240908
chr6	39424965	39425321	26.76206075475457
chr6	39455135	39455998	19.932176037431454
chr6	41680692	41681681	29.710657383964083
chr6	41701283	41701853	27.206123051727026
chr6	42349260	42349894	25.52324542638255
chr6	47375819	47376511	46.04787372578086
chr6	47426385	47426809	38.34224740064369
chr6	47753514	47753992	6.421911075524206
chr6	47813393	47813701	18.525672184956537
chr6	47975258	47975642	20.211151363948982
chr6	48021567	48021972	16.11276811905849
chr6	48048701	48049042	13.284976223696711
chr6	48079262	48079611	19.892139339173763
chr6	49225935	49226229	22.39912528732196
chr6	49276829	49277127	23.082194366711096
chr6	50453376	50453814	23.331801366588298
chr6	51485615	51486349	21.562421576528525
chr6	52012359	52013034	18.66991744218049
chr6	52158469	52158851	18.593055043545068
chr6	52482367	52482665	17.432856364538207
chr6	52640117	52640405	10.825799622469479
chr6	54490191	54491000	33.224316690112516
chr6	54768178	54768491	18.373564436793707
chr6	54906426	54906869	39.97809040680965
chr6	57538877	57539209	22.50638286751437
chr6	58752655	58753288	24.38595579246774
chr6	61075045	61075407	19.90372535010069
chr6	65024416	65024776	25.176360241572063
chr6	65092591	65092993	20.38956363402789
chr6	65597103	65597397	13.72080475294671
chr6	67250716	67251010	10.661846936154527
chr6	67531499	67531868	19.75594723967679
chr6	67694140	67694497	14.510730404145912
chr6	70225625	70226038	19.2533251760081
chr6	70781594	70782134	55.197811126708984
chr6	70793355	70793718	39.0084456136404
chr6	70824452	70824992	17.251487369890565
chr6	71259913	71260203	21.397602568001584
chr6	71633082	71633483	30.15020225410747
chr6	71831307	71831739	29.59586621213842
chr6	72452228	72453106	18.592391878705904
chr6	72558580	72558877	14.385938204498805
chr6	72677313	72677723	25.601880773683874
chr6	72854792	72855257	23.656678612001482
chr6	72901337	72901633	17.497583025210613
chr6	72960246	72961552	29.828598402178123
chr6	73003823	73004158	39.82179236910236
chr6	73303398	73303820	15.00966615360495
chr6	82652598	82652909	21.006436099576796
chr6	82723644	82724165	37.13977811158047
chr6	82756363	82756800	22.314270189752296
chr6	82768539	82768942	32.41144191183464
chr6	82879325	82879986	21.4681223957333
chr6	83014745	83015099	14.34683331527279
chr6	83794788	83795142	15.781222297646906
chr6	83824978	83825293	16.641596960642982
chr6	83837154	83837446	16.170433090157704
chr6	83837980	83838432	18.358766574775224
chr6	83860166	83860462	43.43093744484154
chr6	84042932	84043248	17.98044972178302
chr6	85377176	85378031	46.39540647763258
chr6	85451470	85451941	33.58258553928124
chr6	86438388	86438707	29.11454175034287
chr6	86496568	86497562	14.8848742795902
chr6	86526268	86526860	20.737482145025922
chr6	87811839	87812231	33.59603858967217
chr6	88012828	88013140	31.71065466831892
chr6	88053352	88053646	17.730585837850764
chr6	88124300	88125068	19.907133253912132
chr6	88203634	88204415	25.17250277046663
chr6	88233916	88234474	24.23005949553623
chr6	88437465	88437816	15.250927264873798
chr6	88747975	88748318	27.620688630262546
chr6	88842025	88842410	27.64233348895977
chr6	88901807	88902160	16.51993717485379
chr6	90507897	90508607	18.86140417851193
chr6	90550320	90550715	13.756193330016318
chr6	90560527	90561623	32.89598108034064
chr6	90988851	90989215	35.380744231926215
chr6	91011078	91012008	25.775352781562393
chr6	91014412	91014741	32.05145619053246
chr6	93605103	93605424	13.597368920703543
chr6	94061036	94061641	32.4642605584515
chr6	94203724	94204027	15.51429305060862
chr6	94718394	94719073	27.786712462491245
chr6	97294210	97295015	16.822816662166428
chr6	97319052	97320029	19.677823867134087
chr6	97341851	97342282	18.002272849293153
chr6	100159586	100159909	13.036700532163259
chr6	100288135	100288503	17.991690744524416
chr6	100305942	100306366	13.237559063254663
chr6	100452220	100452799	24.73634244164449
chr6	108688662	108688972	12.114285785921158
chr6	108695587	108696147	22.380530667304992
chr6	108704508	108704926	36.45558115397914
chr6	112950147	112950628	15.65642999660944
chr6	113076119	113076461	20.669703143381934
chr6	113306672	113307144	17.831504062070685
chr6	113326886	113327194	22.597925873545858
chr6	113350351	113350980	16.67804125875282
chr6	113377175	113377487	24.043058603237835
chr6	113638534	113638876	18.802342476203428
chr6	113690268	113690599	37.598659336747
chr6	113772145	113772595	17.84475894504123
chr6	114963974	114964272	24.195899707358954
chr6	115685807	115686212	14.254096115960015
chr6	116338039	116338428	17.453721509801085
chr6	118769917	118770587	25.322241939715486
chr6	119382334	119383155	37.51184965080233
chr6	120363837	120364344	23.479047227893357
chr6	121177180	121177537	33.300201020654846
chr6	122581060	122581389	19.62164430125506
chr6	122702670	122703078	58.67053141780928
chr6	122732195	122732696	24.9869083587281
chr6	122762763	122763299	40.06555211366113
chr6	122786132	122786633	15.438928798287215
chr6	124449504	124449805	18.3686603881988
chr6	124805572	124806114	31.6984034499559
chr6	124828715	124830034	25.03960481243119
chr6	124930733	124931249	23.542279487432435
chr6	125067178	125067622	25.049111525217693
chr6	125090137	125090431	16.26340594908007
chr6	125160978	125162033	14.710957830890095
chr6	125191394	125192100	15.46407739974284
chr6	125323246	125323538	12.559858080458968
chr6	125411317	125411652	20.029647664881463
chr6	125490928	125491244	16.17148281954512
chr6	127355424	127355726	12.920521859301637
chr6	128300302	128300858	29.66309454286699
chr6	128460576	128461263	39.30120061682822
chr6	134577819	134578123	14.802019235334898
chr6	134633790	134634168	14.139420439957311
chr6	134897990	134898310	23.867306381464005
chr6	135065015	135065600	26.281248720283184
chr6	135351856	135352336	20.1451688905557
chr6	136407672	136408046	19.98731455828417
chr6	136470573	136470934	23.998761274808
chr6	136827760	136828641	16.0596408102488
chr6	137741219	137741584	14.273007703807256
chr6	140458850	140459240	16.95260727711213
chr6	140608092	140608462	16.55886082520356
chr6	141363526	141364102	14.013917387359673
chr6	143099859	143100148	20.544214519249937
chr6	143157031	143157459	42.59980898705599
chr6	143164647	143164961	29.931569293805747
chr6	143219049	143219389	18.4818260641659
chr6	145713199	145713696	20.873804518394547
chr6	146992432	146992865	16.224174138304818
chr6	148972707	148973107	18.88183084964752
chr6	148992196	148992531	20.232799077389846
chr6	149134573	149135293	34.61640168825785
chr6	149147882	149148282	16.136190350055696
chr6	149238178	149238749	21.089443941667493
chr6	149466849	149467175	13.440208064997854
chr6	149566917	149567771	17.86811976187123
chr3	5860341	5860891	52.526690063476565
chr3	6049605	6050210	155.58959629614492
chr3	8244919	8246526	40.047487170338705
chr3	9037480	9038405	28.65261813498832
chr3	9049297	9049673	30.60671729229866
chr3	9694972	9695827	23.312196878801313
chr3	10399715	10400032	16.024686452342134
chr3	19187592	19188040	16.304915587816918
chr3	19628095	19628595	16.196393146514893
chr3	20057314	20057615	21.133883251304248
chr3	20141539	20142117	16.1046326861662
chr3	21834585	21834908	23.094595596148135
chr3	21935609	21936032	20.98118525024847
chr3	21995419	21995742	18.835472375615833
chr3	21999161	21999517	20.189173462685574
chr3	26608675	26608966	18.3127020871926
chr3	27153502	27155043	29.12994805595304
chr3	28229705	28230484	18.05627692862867
chr3	30602119	30602633	19.038698667682098
chr3	30995435	30995729	37.879108493830884
chr3	31119185	31119878	14.155801565272123
chr3	31129915	31130246	25.816448597749556
chr3	32736461	32736826	27.499061242195026
chr3	36284481	36284924	17.670617529823872
chr3	37419921	37420225	30.757745447911713
chr3	37667481	37667852	12.54652700912599
chr3	37673638	37674323	24.238919291531083
chr3	39568890	39569237	22.215364098892433
chr3	51220623	51220953	44.69546573523319
chr3	51231808	51232107	19.10079599782376
chr3	51739456	51739825	20.102098351248557
chr3	51908491	51908895	18.985138959223683
chr3	52043763	52044416	40.50738267475029
chr3	52102273	52102659	14.087772956166242
chr3	52316502	52316989	17.174780941597
chr3	54704588	54705338	37.633145840962726
chr3	55105908	55106621	19.11390065277442
chr3	56575457	56575778	25.413929227356597
chr3	57599149	57599486	46.712214812326856
chr3	58298815	58299511	16.2939922631472
chr3	58694708	58695108	13.919265370368958
chr3	58861596	58862085	16.348770609662576
chr3	61363455	61364382	17.928117992808517
chr3	62159145	62159569	18.69210609849894
chr3	63961106	63961842	39.267923793067105
chr3	65476677	65477696	23.05869447447952
chr3	65904435	65904814	14.93360796075383
chr3	68429203	68429522	27.421035802476457
chr3	68463416	68464342	20.419006113872157
chr3	68492366	68493155	20.280941755297217
chr3	69221858	69222188	15.01270026293668
chr3	69230646	69231152	19.246589901890207
chr3	69657250	69658352	28.43879014048083
chr3	70838833	70839303	8.440241099418477
chr3	76009568	76009913	20.55673835312111
chr3	79181920	79182232	15.664068998434605
chr3	79842417	79842735	26.200213546273094
chr3	79845343	79845889	23.635101407438842
chr3	79851728	79852690	29.177609745033564
chr3	79883339	79883659	22.7974464982748
chr3	79966989	79967373	17.231132949392002
chr3	80053095	80053560	41.42789662268854
chr3	81021444	81022031	43.36748619664467
chr3	81535656	81535980	21.76309632077629
chr3	83867418	83868154	19.637517723052397
chr3	84189304	84190173	22.820968528062757
chr3	85274752	85275226	24.967893169902045
chr3	85574108	85574430	13.67218774001791
chr3	85632645	85633310	15.680701349014626
chr3	85650733	85651155	17.919789526699844
chr3	86002869	86003163	16.37382072656333
chr3	86208603	86209349	20.397380325174204
chr3	86223792	86224759	13.555201292284519
chr3	86884365	86884829	23.62641850833235
chr3	87193573	87193946	44.16018186369786
chr3	87501469	87503260	27.935755360665635
chr3	87561740	87562502	17.81060129763886
chr3	88141699	88142265	21.55506500338497
chr3	88296648	88297430	17.326959324614776
chr3	88425855	88426152	21.68993508695352
chr3	88492560	88492944	15.36352794120709
chr3	88509572	88510127	24.400653254878414
chr3	88553087	88553431	30.060392363126887
chr3	88849051	88849594	16.64715470705682
chr3	89196191	89196645	27.458351059632154
chr3	89202648	89203141	19.985584597558567
chr3	89374047	89374625	51.289920338297385
chr3	89382605	89383089	34.3656459721652
chr3	90079659	90080104	23.7929281641928
chr3	90217142	90217498	15.624914656864123
chr3	93505962	93506314	26.108438741077077
chr3	93596849	93597235	21.074718371574125
chr3	93695531	93696052	11.914381171828726
chr3	94476505	94476912	13.708175312389027
chr3	95015773	95016094	22.240445680707413
chr3	95054714	95055039	31.353876530573917
chr3	95403988	95404431	24.448634347851065
chr3	95624940	95625312	27.876580028123755
chr3	96197239	96197949	12.098973824944295
chr3	96311751	96312549	19.574644505828246
chr3	96328800	96329159	25.797671134757465
