chr	start	end	Morula_Tead4_ds
chr12	21341496	21342027	31.412792861349388
chr12	21364224	21364533	25.568773214099476
chr12	21371021	21371516	23.800689415979868
chr12	21417810	21418088	20.402135457923944
chr12	21440730	21441085	28.51951972531601
chr12	21462366	21462977	29.708770853407838
chr12	21470549	21471767	24.37271792078253
chr12	21582384	21582952	18.97514362234465
chr12	21919533	21919845	14.274644876137758
chr12	24377764	24378088	28.689618134204252
chr12	24379465	24379770	32.22410824259774
chr12	24391201	24391507	19.112337190341325
chr12	24592175	24592804	13.87876587186974
chr12	24639340	24639610	13.060606444323504
chr12	24651398	24652504	24.010012682695717
chr12	24712083	24712455	45.76583371111142
chr12	24724172	24724908	26.289428405139756
chr12	24727588	24727979	23.275902384687264
chr12	24750581	24751001	31.32617467244466
chr12	24755566	24755834	15.975135369087333
chr12	24967244	24967676	28.069548850810087
chr12	24974945	24975537	21.08152801764978
chr12	25108383	25109640	27.699686986639467
chr12	25144615	25145669	22.288276740224358
chr12	27502904	27503156	16.431371124963913
chr12	28567109	28567428	34.44941499165981
chr12	28653589	28653991	21.239690467492856
chr12	28659888	28660150	17.01898754280032
chr12	28668613	28668862	25.610686482195874
chr12	28675123	28675448	27.267428547785833
chr12	28732538	28733814	27.633604982056212
chr12	28797416	28798248	28.919117201406223
chr12	30911383	30911957	12.771473281474893
chr12	31210351	31210701	18.65523556300572
chr12	31217546	31217969	28.12183454301622
chr12	31271102	31271590	33.29018341517839
chr12	31457287	31457984	26.79558973435521
chr12	31499332	31499848	21.10050155580506
chr12	31644458	31644853	21.768664398676233
chr12	31726242	31726620	22.537869811688783
chr12	31849277	31849606	13.553118323120303
chr12	32292113	32292608	14.38465830485026
chr12	32953614	32953969	14.183804671865113
chr12	32994872	32995709	21.74137525433138
chr12	33147192	33147507	15.739874197944761
chr12	33406694	33406959	24.806561531210846
chr12	36156787	36157093	26.721339761821273
chr12	36198649	36198959	17.12958044236706
chr12	36229915	36232000	31.92175577584502
chr12	38901151	38901716	15.16078691398148
chr12	39548036	39548369	11.22476057390551
chr12	39998357	39998614	24.36912663530283
chr12	40000319	40000672	28.1059732356085
chr12	40038103	40038599	19.143715304713094
chr12	40222367	40222918	13.22206123511285
chr12	40223567	40223889	12.849492970460691
chr12	40291710	40291977	22.03470782304971
chr12	40309777	40310373	26.69532163991224
chr12	40445357	40445760	21.57267377867592
chr12	40446019	40446359	18.55393054625567
chr12	40517910	40518201	25.44618012405343
chr12	40888760	40889143	22.555614991847904
chr12	40947640	40948123	13.371606711275088
chr12	41531085	41531464	13.500454578047377
chr12	41559204	41559630	16.267782987003596
chr12	43212352	43212615	14.574173347125035
chr12	44268811	44269420	18.097023747824682
chr12	44274008	44274384	30.26191054252868
chr12	44286568	44287264	34.419570558372584
chr12	45061114	45061371	13.449743797806914
chr12	46024743	46025697	19.372015727141118
chr12	46455574	46456607	20.365594404595402
chr12	46630274	46630545	32.790519010536784
chr12	46635761	46636046	21.544597468459816
chr12	48019570	48020906	25.181649443632114
chr12	49111379	49112002	15.04434731913608
chr12	51577636	51577935	25.05534071268445
chr12	51578249	51578603	23.390827157403116
chr12	51641826	51642313	24.254632408369247
chr12	51708914	51709190	27.292689776075058
chr12	51735112	51735382	24.100438393486872
chr12	51858454	51858797	20.290623650954
chr12	51869968	51870595	18.139057994459236
chr12	51973013	51973285	29.688313645475052
chr12	52006288	52006768	19.59900299112002
chr12	52381203	52381812	20.05726475238017
chr12	52492669	52493081	41.02998243257837
chr12	52503157	52503639	41.53400550145826
chr12	52602861	52603358	22.098618693514847
chr12	52603979	52604231	30.768941621931774
chr12	52895424	52895746	17.97547701723087
chr12	54265330	54265843	14.747695085365638
chr12	54313087	54313399	19.337867046013855
chr12	54317095	54317350	19.219449155470905
chr12	54395138	54395634	32.60614184891024
chr12	54397308	54398156	32.95088950530538
chr12	54474705	54474981	13.95283910157024
chr12	54568158	54568676	20.457664975788603
chr12	54575452	54576009	27.624797764543572
chr12	54594022	54594311	13.738632548639107
chr12	54655850	54656899	18.452258785527814
chr12	54683517	54683787	29.24637774714717
chr12	54686273	54687326	40.750850162161946
chr12	54695989	54696328	30.012167123215036
chr12	54728381	54728811	16.632843829310218
chr12	54747785	54748056	17.245845826349576
chr12	54785404	54785874	33.084774869553584
chr12	54819829	54820118	25.04054715641642
chr12	54830995	54831294	17.16919869961946
chr12	55302324	55302988	21.74956710654569
chr12	55333472	55333866	23.33752052917093
chr12	55455977	55456595	23.243559596607987
chr12	55492186	55492586	23.249172625541686
chr12	55507240	55507877	18.475119894677466
chr12	55564412	55564704	18.486076782827507
chr12	55748888	55749822	18.66266126244686
chr12	55836350	55836684	35.87182368775328
chr12	57196793	57197813	32.24702144510606
chr12	57537054	57537327	14.094539226629795
chr12	59011654	59011932	24.141006473157045
chr12	59013438	59013688	29.02299030303955
chr12	59041076	59042415	25.771978984402576
chr12	59066528	59066800	22.360498880638797
chr12	59219493	59219789	38.522960479195056
chr12	63922917	63923387	19.143098711460194
chr12	65041724	65042238	21.97047982419975
chr12	65114790	65115081	33.381994050802646
chr12	65115484	65115849	43.61913759414464
chr12	65172684	65173082	27.098713975455894
chr12	65347204	65347835	18.4865745768872
chr12	65502294	65502546	29.447212582542782
chr12	66009674	66009961	16.435463127774227
chr12	66367707	66368384	23.368594100591526
chr12	67059208	67059667	22.82700419062363
chr12	67656344	67656613	22.63738949148185
chr12	68137670	68138467	18.287249384440923
chr12	69198088	69198388	12.780219354629516
chr12	69402156	69402955	18.638495463155238
chr12	69590485	69590795	20.94297415210355
chr12	69689516	69689931	28.709812605524636
chr12	69724623	69725306	28.433174123526666
chr12	69757740	69758056	29.559826555131355
chr12	69771522	69771866	21.75315316887789
chr12	69879235	69879501	38.58647342194292
chr12	69922962	69923342	17.238095943551315
chr12	69932296	69933166	20.124273029415086
chr12	70103172	70103754	24.499627213297842
chr12	70140679	70141586	28.552784483382826
chr12	70284766	70285575	39.07996958413142
chr12	70477843	70478091	12.961452222639515
chr12	70633117	70634065	21.61497092423057
chr12	70712315	70713147	21.002746485460264
chr12	70768188	70768993	27.049254313166838
chr12	70774762	70775753	28.501277344258114
chr12	70812453	70813692	30.162240781930304
chr12	70910137	70910643	22.27395587664819
chr12	70968382	70968980	18.212418568971565
chr12	71015217	71015599	25.16954483661352
chr12	71096132	71096497	17.201990041340867
chr12	71116312	71117016	24.123015915128317
chr12	71281448	71281766	23.887498513707573
chr12	71530687	71530994	17.637940863444673
chr12	71704740	71705005	13.72601687233403
chr12	71830437	71830831	16.695346713671224
chr12	71983715	71984115	11.512240552902222
chr12	72039822	72040191	24.60632402270144
chr12	72052478	72053086	26.886706994552362
chr12	72085008	72085530	18.30970817324759
chr12	72536218	72536562	21.590245280154917
chr12	72669699	72670453	23.4699366921139
chr12	72732795	72733534	26.108296119473138
chr12	72760459	72761001	23.36772969903981
chr12	72835321	72835609	14.97224247455597
chr12	72855227	72855483	11.296634927392006
chr12	73046540	73046955	17.22385409941156
chr12	73119589	73119842	16.441667360750582
chr12	73489668	73490550	20.235299640231663
chr12	73516731	73517443	15.985453043091162
chr12	73534389	73534716	16.53329748042862
chr12	75596400	75596824	15.865705202210624
chr12	75726693	75727030	36.81380481323786
chr12	75730248	75730579	35.9988690229341
chr12	75772345	75772781	22.58575776738858
chr12	75818036	75818688	17.023508144302603
chr12	75866919	75867389	20.88440576715672
chr12	75886028	75886686	20.95318687143297
chr12	76072364	76072708	23.563619178394937
chr12	76117337	76117680	22.389957111013874
chr12	76126390	76126947	27.20524979836209
chr12	76177084	76177506	16.958185991404747
chr12	76196263	76196513	20.394786251068115
chr12	76230037	76230417	18.71843114652132
chr12	76255395	76256030	15.560997625035563
chr12	76310552	76311011	16.21778472368494
chr12	76403798	76404110	39.86528870386955
chr12	76410600	76410862	22.870914692187128
chr12	76458896	76459818	21.496258991142156
chr12	76474769	76475020	29.73726999047268
chr12	76532645	76533459	32.50212884007859
chr12	76570274	76571039	19.571907878701204
chr12	76584562	76585198	15.985416715250075
chr12	76692593	76692941	34.28891799641752
chr12	76710245	76710874	21.714140801058285
chr12	76724896	76725437	18.526647047723287
chr12	76765517	76765770	19.66811774936118
chr12	76827614	76828040	23.657051999804
chr12	76837380	76837662	35.05480683779886
chr12	76837914	76838179	17.10562937394628
chr12	76883800	76884260	25.73344584133314
chr12	76889619	76889957	19.533389173315825
chr12	76901543	76902081	20.041120079813393
chr12	76962037	76962792	17.797617889555873
chr12	77059961	77060222	12.542736696557524
chr12	77719302	77719594	17.631472296910744
chr12	78748848	78749325	16.594450846658063
chr12	78778002	78778873	21.26658866983057
chr12	78842094	78842382	19.24947914150026
chr12	78861237	78862287	27.960177826200212
chr12	79105416	79105930	20.581907086799117
chr12	79171801	79172685	18.130980505662805
chr12	79191084	79191405	14.391594393602412
chr12	79297297	79297679	22.7530775120121
chr12	79313102	79314348	18.98533553717416
chr12	79612502	79612807	10.48021523522549
chr12	79820355	79821152	18.80334165494146
chr12	79965854	79966508	18.98758299051804
chr12	80132602	80133136	18.331909892264378
chr12	80198925	80199224	14.810405890678481
chr12	80260529	80261112	18.722736235957203
chr12	80284532	80284798	23.878501088995684
chr12	80408107	80408462	14.246359588730503
chr12	80415707	80416046	15.193230260438272
chr12	80474611	80475033	25.677823204564824
chr12	80492711	80493418	12.274302693033825
chr12	80524261	80524700	14.856328924044389
chr12	80557341	80557859	19.19616381081835
chr12	80615677	80616062	24.734477833339145
chr12	80789763	80790338	36.153248566337254
chr12	80857092	80857358	28.879234098850336
chr12	80884847	80886014	37.04639036551233
chr12	80904792	80905471	24.35090145762785
chr12	81459536	81459846	22.331202180923952
chr12	81631306	81631579	17.97549019628392
chr12	81659004	81659344	20.099559382831348
chr12	81683653	81683972	16.235280655768225
chr12	81712332	81712591	21.261936371851153
chr12	81807061	81807336	18.317694910222833
chr12	82187428	82187919	18.546167437753464
chr12	82247544	82248166	22.86289102854836
chr12	82256262	82256540	17.020805046712752
chr12	82256918	82257455	25.52679194817996
chr12	82500811	82501588	24.00540688108447
chr12	82903135	82903647	20.79446668922901
chr12	83146541	83146830	15.85706329015712
chr12	83387559	83387994	36.011711822158986
chr12	83390997	83391243	32.16416997832011
chr12	83424851	83425893	31.992381040514545
chr12	83468271	83468635	21.470066426874517
chr12	83487960	83488315	28.951395975032323
chr12	83497808	83498093	23.462725518879136
chr12	83578407	83579577	28.18960023782192
chr12	83606625	83606939	25.33673859250014
chr12	83687749	83688038	21.87936916813306
chr12	83705508	83705790	33.26252153410134
chr12	83772200	83772530	23.422598231922496
chr12	83948725	83949098	22.193653740767818
chr12	83987392	83987815	28.769258909473464
chr12	84030897	84031506	20.682311906015933
chr12	84114379	84114841	23.438603605542863
chr12	84175334	84175621	19.56338401289352
chr12	84235862	84236480	27.859777092547866
chr12	84277077	84277443	29.36399142468562
chr12	84293703	84294196	23.678480070938203
chr12	84313406	84313709	22.68308179370641
chr12	84347340	84347643	22.393445213242334
chr12	84364421	84364929	26.003671283797015
chr12	84442465	84443173	36.67529339978924
chr12	84448686	84449282	27.75624595232458
chr12	84484155	84484503	28.409516008420923
chr12	84536257	84536649	13.063528474496335
chr12	84555459	84555766	18.843422597704958
chr12	84564337	84564961	22.471034480975224
chr12	84617573	84617875	18.74927605382654
chr12	84626437	84626871	19.78325528483237
chr12	84810682	84811081	11.530495935215388
chr12	84857948	84858317	17.21037153952167
chr12	84994528	84995066	12.720022687238389
chr12	85084636	85084904	15.126860736021355
chr12	85151019	85151559	29.1014714523598
chr12	85218759	85219715	15.243541626750675
chr12	85253472	85253723	20.701079022836876
chr12	85270671	85271917	31.72143186918231
chr12	85389404	85389893	28.24873159560689
chr12	85397483	85398310	21.674389675421754
chr12	85398655	85398999	21.206015683883845
chr12	85451573	85452184	19.354749930860955
chr12	85509947	85510415	14.091647832821577
chr12	85539162	85540057	16.99843261974484
chr12	85705204	85705641	22.669561390473042
chr12	85712084	85712330	20.180514979168652
chr12	85731938	85732252	47.3800982700032
chr12	85745670	85746135	28.685730513706
chr12	85752873	85753549	40.316567001963506
chr12	85754097	85755057	30.774199368556342
chr12	85793123	85793774	20.392349314946
chr12	85818775	85819656	26.40572647501743
chr12	85824338	85824905	23.654010444721848
chr12	86066567	86066898	12.624694124089267
chr12	86129171	86130198	23.543457195612564
chr12	86146049	86147179	28.501571741357314
chr12	86247021	86247331	20.53706418006651
chr12	86435643	86436030	15.964550922699368
chr12	86455240	86455760	23.953738377644466
chr12	86725805	86726317	11.366857200860977
chr12	86749682	86750006	16.519950640054397
chr12	86795590	86795961	35.2811920083758
chr12	86801103	86801830	25.257885723035304
chr12	86825305	86825894	26.43812786581561
chr12	86905455	86905785	23.935255975434274
chr12	86919102	86919448	27.326886932284847
chr12	86947396	86947714	19.927311111546164
chr12	86974181	86974441	20.59044503432054
chr12	87026215	87026709	17.43822219207702
chr12	87141487	87141951	21.571476391163365
chr12	87147151	87147917	18.099714223772054
chr12	87266032	87266914	18.036613546531488
chr12	87488656	87488919	12.033239738116245
chr12	88256044	88256339	13.989697870157533
chr12	89395352	89395656	21.025869454208173
chr12	89541423	89541781	18.917673494562756
chr12	91645256	91645989	15.619820133563115
chr12	91736518	91737036	24.199331605756605
chr12	91848875	91849126	19.315114659617148
chr12	92104227	92104699	23.6656299849688
chr12	96066608	96067309	14.008416402356941
chr12	97061427	97061940	18.42687428160253
chr12	98683469	98684228	25.130562915161192
chr12	98723412	98724147	22.345989898110734
chr12	99200695	99201896	32.07975886068574
chr12	99409165	99409607	12.655078384131867
chr12	99430835	99431105	15.29284629115352
chr12	99572472	99572756	12.141268753669632
chr12	99583069	99583476	17.889752629348042
chr12	99719514	99719944	15.287762524360835
chr12	100127100	100127732	25.03083266185809
chr12	100142805	100143146	53.58224019137296
chr12	100159412	100159690	20.565677598225985
chr12	100160888	100161175	31.146684958959707
chr12	100199099	100199407	15.778329409562149
chr12	100242609	100242884	16.42978265242143
chr12	100249614	100250429	15.660919855269917
chr12	100465594	100465875	15.300052384888998
chr12	100479259	100480007	16.540654230882776
chr12	100515627	100515986	40.63111877972701
chr12	100516246	100516805	28.104763083892987
chr12	100683240	100683991	24.98572373675919
chr12	100725524	100726285	28.057416518633687
chr12	100817045	100817584	30.399219865038134
chr12	100964923	100965225	17.705881605085157
chr12	101015443	101015742	18.718124896786286
chr12	101029179	101029550	23.783940860203334
chr12	101534860	101535243	14.786775402238412
chr12	101784508	101784908	35.924521389007566
chr12	101785242	101785506	45.27513467181813
chr12	102403435	102403910	13.345268590826738
chr12	102413127	102413752	14.68321648864746
chr12	102439345	102440009	34.20245246499418
chr12	102450887	102451367	22.66761275132497
chr12	102499776	102500041	15.457723977430812
chr12	102535771	102536253	17.78461837818019
chr12	102546316	102546796	15.29017005165418
chr12	102743423	102743984	18.09233099721545
chr12	102878593	102878912	22.40721260118634
chr12	102961228	102961691	41.18988968950111
chr12	104539703	104540005	21.322683286982656
chr12	104788182	104789027	27.32923420787563
chr12	104874389	104874716	18.43464624772378
chr12	104888485	104888869	24.12149331967036
chr12	104995944	104996192	17.32740601416557
chr12	105336367	105336702	20.79726282091283
chr12	105543137	105543621	14.991216097981477
chr12	105727204	105727587	22.84828123037871
chr12	105735507	105736005	45.66909389993752
chr12	105752865	105753613	30.82520961378985
chr12	105783990	105784397	20.181161892209065
chr12	105863820	105864966	19.306892960899578
chr12	105899346	105899702	14.292474277903525
chr12	106098653	106099001	16.893792256541637
chr12	106169833	106170279	14.781996654288116
chr12	108032878	108033300	22.70613165263316
chr12	108094761	108095401	14.844635874032974
chr12	108126871	108127553	28.73378588517041
chr12	108179506	108180100	27.81054613485882
chr12	108275788	108276088	16.51630077679952
chr12	108292712	108293076	14.919547919388656
chr12	108334348	108334617	14.146909259952134
chr12	108772147	108772507	18.656904289457533
chr12	108781786	108782344	22.547989547893565
chr12	108835486	108835815	15.041187037088227
chr12	109790025	109790359	13.739630839068019
chr12	109813298	109813741	30.241582594929646
chr12	109900943	109901415	12.973081114938704
chr12	110299870	110300500	14.29143378469679
chr12	110350072	110350851	15.225468964876658
chr12	110389670	110390675	23.325513545553484
chr12	110408793	110409039	18.02705006870797
chr12	110417352	110417819	40.9118192047838
chr12	110446299	110446884	24.61438077290853
chr12	110471269	110472558	24.455110612814515
chr12	110481052	110481343	19.23633478433406
chr12	110741163	110741501	20.083987930117274
chr12	110888889	110889571	18.697977367384343
chr12	110953778	110954059	12.827799871722998
chr12	110991683	110992333	31.563638191223145
chr12	111028341	111028629	15.871743854549196
chr12	111088072	111088416	17.505195570546526
chr12	111383638	111384002	13.385754914074154
chr12	111512846	111513329	38.40723234772929
chr12	111522504	111523038	46.435667841622
chr12	111534715	111536155	28.05364559425248
chr12	111556326	111557039	33.28896895832634
chr12	111579718	111580238	24.92776369865124
chr12	111673374	111673620	35.48675537109375
chr12	111697972	111698267	21.63508762424275
chr12	111728276	111728685	20.63315232517084
chr12	111774124	111774477	16.022476690686798
chr12	111938578	111938972	18.670573842101895
chr12	111957949	111958259	19.159065483462427
chr12	111958803	111959078	13.938218290155584
chr12	112104888	112105162	27.553654496687173
chr12	112106690	112107158	33.77972113780486
chr12	112145438	112145892	17.509677773530264
chr12	112399102	112399361	13.770457013693555
chr12	112516848	112517136	31.247804661591847
chr12	112543365	112544153	18.05733231118488
chr12	112577008	112577370	19.593689454853205
chr12	112588224	112589222	20.987632661639807
chr12	112644903	112645318	25.433194466096808
chr12	112675070	112675819	19.525550360991577
chr12	112721496	112721881	35.61588839246081
chr12	112875783	112876491	29.991977772470246
chr12	112976558	112977176	12.695416764534022
chr12	113000592	113001073	17.458895976726826
chr12	113013922	113014316	19.913122077883802
chr12	113108511	113108911	25.73665345668793
chr12	113140173	113141220	31.681035750461056
chr12	113155325	113155742	24.766048669243315
chr12	113156333	113156716	40.467604813936795
chr12	116269433	116269780	17.28073483997532
chr12	116280473	116281019	25.768344971723174
chr12	116404851	116405191	16.177931889365702
chr12	117472430	117472677	15.8692809309554
chr12	118263817	118264652	40.21214248748596
chr12	118301501	118301993	20.75217360791152
chr14	7791652	7791958	22.730246475319458
chr14	7808442	7809757	40.36702901455839
chr14	7817446	7818242	27.113320053522312
chr14	7850915	7851901	27.43721803448505
chr14	7912070	7912440	15.689245223999023
chr14	7937487	7938208	19.519770456914596
chr14	7997334	7997585	32.97259362285356
chr14	8067371	8067618	12.410329710616757
chr14	8074912	8075232	12.278836543858052
chr14	8123537	8124082	24.612726633264383
chr14	8124353	8124607	27.067296230886864
chr14	8168117	8168448	33.62855947557893
chr14	8173324	8173609	32.97174513298169
chr14	8550688	8551399	29.944256384161456
chr14	10783783	10784061	24.840848864411278
chr14	10907072	10907330	20.471399558606997
chr14	10907802	10908110	23.80481059210641
chr14	11120795	11121058	17.10303809887556
chr14	11492129	11492618	19.076113319591997
chr14	11619993	11620314	14.902154571913485
chr14	11663464	11663919	15.897905995295599
chr14	11677504	11677816	18.856629243263832
chr14	11702626	11702916	11.419726916017204
chr14	11828753	11829158	17.63346570332845
chr14	11963718	11964261	20.11360416271849
chr14	12915389	12915845	33.45126108119362
chr14	13598779	13599037	24.319760980532152
chr14	13599319	13599580	23.282639273281756
chr14	13634751	13635218	20.86006122074495
chr14	13906913	13907245	26.32941406893443
chr14	13917696	13918051	14.70206103660691
chr14	14001705	14002737	31.02983131565789
chr14	14080499	14080929	20.09515419449917
chr14	14345799	14346080	17.13259247613547
chr14	14347422	14347723	13.117164057354595
chr14	14542521	14542816	14.53094569060762
chr14	14702400	14702699	13.473645543573692
chr14	16243176	16243843	17.293825366865214
chr14	16481483	16481849	16.05428615424151
chr14	16755281	16755673	27.475725650787354
chr14	16756306	16756588	22.527458447936578
chr14	16790520	16790801	21.313187388762884
chr14	18238660	18239099	25.48312374888357
chr14	18355489	18356254	38.4057435652789
chr14	18399055	18399691	13.192326841114452
chr14	18420094	18420474	59.97299719358745
chr14	18504756	18505156	40.138182191848756
chr14	18606971	18607363	29.393584246538122
chr14	18607654	18607980	44.432720863014644
chr14	18893913	18894260	14.270075789789646
chr14	18942659	18943068	14.301803714780178
chr14	19737687	19738116	26.441929039143737
chr14	19746018	19746864	42.61021021128264
chr14	19750836	19751446	28.930645236030955
chr14	19773944	19774202	40.09850159726402
chr14	19803382	19803786	22.498141581469245
chr14	19929804	19930471	20.182186322591114
chr14	19977132	19977505	19.565791994253367
chr14	19988696	19989003	18.08913613608295
chr14	20082726	20083161	32.01556549291501
chr14	20111992	20112266	19.318432720908284
chr14	20147255	20148404	31.674497122552935
chr14	20154074	20154398	19.858539398805593
chr14	20181934	20182235	28.80923917523254
chr14	20347861	20348403	15.923149571207617
chr14	20370572	20371210	18.60692300916092
chr14	20378525	20378856	18.036181426840606
chr14	20393074	20393552	15.652784224833404
chr14	20479005	20479937	26.559326192340116
chr14	20540605	20541078	19.989657207472884
chr14	20640533	20640901	16.050365236790284
chr14	20662794	20663736	36.500963565397164
chr14	20703056	20703453	20.780077175169207
chr14	21052215	21053294	36.67906600308706
chr14	21235281	21235622	25.088764777980593
chr14	21375515	21375974	14.720400971265141
chr14	21500605	21501118	32.37275608798914
chr14	21606466	21607138	21.350613395373028
chr14	21831300	21831558	21.393519656602727
chr14	21853603	21854005	24.69589821972064
chr14	21958565	21959502	19.167154609330055
chr14	25341925	25342655	27.875752560079913
chr14	25414888	25415465	19.065838704695942
chr14	25576864	25577114	25.52940124511719
chr14	25590809	25591070	24.903141467507314
chr14	25630259	25631687	34.778800055092454
chr14	25768452	25768970	16.485360613200655
chr14	25825791	25826289	33.10154777358335
chr14	25842212	25842837	28.562827058410644
chr14	25855349	25855710	20.23669854954009
chr14	25864558	25864862	26.385815927856846
chr14	26297822	26298159	24.8531581640951
chr14	26311054	26311412	16.126536332029204
chr14	26378890	26379572	28.76013894794274
chr14	26535093	26535403	26.397025948186073
chr14	26594371	26594866	18.037433502890845
chr14	26669694	26670143	24.698924795290942
chr14	26674846	26675223	18.802880385826374
chr14	26725590	26725877	16.685987801501977
chr14	26970809	26971172	23.958575361687945
chr14	27013564	27014383	17.30799519186055
chr14	27149712	27150431	44.33795274249039
chr14	27350110	27351388	29.665416088462436
chr14	27428287	27429047	35.95236150904706
chr14	27508594	27509218	22.25413605800042
chr14	27622383	27622730	19.712396371605074
chr14	29410480	29410847	19.450632186286782
chr14	29906797	29907140	18.77698764578594
chr14	29961627	29962157	26.470430683639815
chr14	29978404	29978696	15.784662599432957
chr14	29995540	29995801	14.256430339082447
chr14	30009141	30009509	19.797169799390048
chr14	30332454	30332782	15.538344796110945
chr14	30473187	30474042	31.91806035962021
chr14	30530890	30531362	32.288207308720736
chr14	30852166	30852445	10.376730696702088
chr14	31001398	31002181	16.87353291395828
chr14	31128504	31128937	22.236747957542367
chr14	31250948	31251317	14.210163019536957
chr14	31336650	31337028	12.76691216135782
chr14	31464129	31464635	21.034784493710212
chr14	31550151	31550577	16.908159655584416
chr14	31790769	31791220	13.602939381039063
chr14	31842483	31843000	17.768917337377022
chr14	31857530	31857787	13.305720566775548
chr14	31930614	31930931	21.067568138194762
chr14	31964612	31965001	18.206535503612997
chr14	31984988	31985511	27.508078556899587
chr14	32085348	32085964	26.106673465146645
chr14	32111440	32111847	25.047206588107773
chr14	32122201	32122603	30.906050212347687
chr14	32159378	32159787	28.944833163235764
chr14	32164709	32165750	30.949475745531828
chr14	32196495	32196833	39.07930647268803
chr14	32490327	32491750	23.101133123050673
chr14	32513113	32513762	22.134948731938202
chr14	33214645	33215410	26.572744244843527
chr14	33303334	33303589	45.53373232822792
chr14	33351018	33351720	19.195530626508926
chr14	33352137	33352512	19.17385991414388
chr14	33411850	33412920	26.335699593909432
chr14	33537536	33537810	19.723637486896376
chr14	33573859	33574326	18.530210139664643
chr14	33818127	33818848	19.792533900304576
chr14	34188243	34189165	12.536054518114202
chr14	34234770	34235131	11.947540404723952
chr14	34382798	34383269	18.036089736185257
chr14	34484671	34485234	14.258677277641228
chr14	34509690	34510810	24.442495759044373
chr14	34517873	34518307	35.60012337908767
chr14	34622506	34623463	39.663395520910825
chr14	34774037	34774446	23.87250140127168
chr14	36462182	36462966	18.131939657488648
chr14	36932540	36933141	15.931089924893245
chr14	37135537	37135848	16.969112086526067
chr14	37833961	37834347	18.213805668094615
chr14	37911701	37912125	17.42185543168266
chr14	38289761	38290134	14.454666853590242
