chr	start	end	TSC_Tead4_1k_ds
chr1	55196407	55196816	20.848573430534678
chr1	55201778	55202303	14.332515137082055
chr1	56922317	56922615	18.670269620498555
chr1	56953255	56954362	28.872920519614283
chr1	57429927	57430476	19.224353433306753
chr1	58708562	58708964	37.100702670083116
chr1	58961106	58961758	28.928513512289598
chr1	59119819	59120382	20.601691000414995
chr1	59236895	59237693	17.00117668591645
chr1	59432824	59433202	15.417388255003267
chr1	59614088	59614752	14.196513265730387
chr1	59912538	59912848	19.01306980194584
chr1	60097740	60098444	20.887999672781337
chr1	60180521	60181086	19.703970968195822
chr1	60342994	60343505	17.574283127682083
chr1	60566863	60567277	18.561492362460076
chr1	60621400	60621881	15.822931277776707
chr1	62397968	62398335	17.252485090770254
chr1	63138493	63139125	16.962629801110378
chr1	64225964	64226263	14.20653813977704
chr1	64301379	64302171	31.206400902584345
chr1	64617322	64617769	17.558303651660346
chr1	64942294	64942617	15.580522749815193
chr1	65178556	65179164	15.798211791013417
chr1	65420849	65421888	47.2575512074644
chr1	66700300	66701013	15.340995947742863
chr1	66817126	66817975	16.609336871000004
chr1	71893436	71894222	15.168896407571458
chr1	72121833	72122365	16.742158224708156
chr1	72307441	72307797	17.21231173129564
chr1	72490727	72491124	17.037808156433876
chr1	72583242	72583550	27.30960648400443
chr1	72710814	72711159	16.739657719930012
chr1	73222226	73222538	13.341500114171932
chr1	74235916	74236346	23.314060852139495
chr1	74284319	74284707	18.01864263691853
chr1	74303984	74304327	13.365531525180916
chr1	74386691	74387125	17.740076240855977
chr1	74390810	74391331	32.36803210033336
chr1	74506079	74506548	15.130971673709244
chr1	74587801	74588086	15.978494821515
chr1	74661170	74662120	14.55560299220838
chr1	74749025	74749444	16.436970555981475
chr1	74773015	74773873	17.457640118810126
chr1	74806789	74807211	43.202060654265054
chr1	74858220	74858530	22.701669293065226
chr1	75124716	75125166	26.261234215630424
chr1	75168355	75168971	28.03538008943781
chr1	75191686	75191969	19.526045839693857
chr1	75219426	75219772	11.559238548223682
chr1	75236463	75236839	18.137677897798255
chr1	75251599	75252017	13.864028198296944
chr1	75317074	75317965	26.63158729287778
chr1	75521530	75522020	27.393533297947474
chr1	75683402	75684128	16.460198173838215
chr1	75733596	75734259	14.097332346673106
chr1	78189240	78189836	13.216379970512135
chr1	78488856	78489586	21.71762778922303
chr1	78736209	78736517	17.118019729465633
chr1	79439745	79440280	20.321230389247432
chr1	79581142	79581605	20.843522168647652
chr1	79867825	79868192	26.381760365956485
chr1	82283223	82283806	11.502836842479674
chr1	82428897	82429528	16.3376604169371
chr1	82696174	82696586	13.261645842524407
chr1	82795395	82795800	21.792157914903427
chr1	84332629	84333228	38.156291837485284
chr1	84839614	84840313	21.47533473572847
chr1	84869254	84870019	19.109658160240823
chr1	84881087	84882168	30.010135503304877
chr1	85277706	85278041	33.546088904765114
chr1	85591064	85593391	26.687723766653633
chr1	86154248	86154586	14.472018267276018
chr1	86359109	86359400	20.890719810302315
chr1	86359702	86360039	22.790074362599178
chr1	86439790	86440626	21.883239173432855
chr1	86501237	86501683	22.777213498615897
chr1	86525053	86526223	17.767098600028927
chr1	87840374	87841032	19.302714850040193
chr1	88277249	88277668	51.38467063084423
chr1	88639486	88639850	16.773331854369616
chr1	88780009	88780445	13.455716117806391
chr1	88801057	88801344	19.514129761619436
chr1	89069658	89070009	25.18075856048497
chr1	89074299	89074652	18.464183772251896
chr1	89102398	89102717	16.63656466433247
chr1	89109715	89110244	15.470951193897847
chr1	89116173	89116634	16.555005061135116
chr1	89133203	89133493	11.513351696935194
chr1	89191252	89191680	45.28036432622749
chr1	89513529	89514069	14.450628344217936
chr1	89837462	89838584	35.2392413076445
chr1	90225512	90226135	14.028192501772272
chr1	90603045	90603339	31.332942982109227
chr1	90628564	90629257	25.797717182495205
chr1	90650630	90651111	15.282725923026673
chr1	91024197	91024727	21.521225733127235
chr1	91052823	91053669	27.371730546297474
chr1	91248433	91248819	16.452323449090354
chr1	91299304	91299687	16.00715081685517
chr1	91366536	91367011	11.781774246818141
chr1	91412962	91413243	17.471280060628978
chr1	91459447	91459744	22.10149250608502
chr1	91537577	91537955	22.341324384881077
chr1	91816589	91817282	14.715088869070078
chr1	92180594	92181098	31.264081830070133
chr1	92437444	92437833	17.76137896000879
chr1	92592491	92593087	19.736333805442655
chr1	92907039	92907383	17.26537995005763
chr1	92934335	92934668	38.814582549773895
chr1	93343000	93343890	19.44326700789205
chr1	93478091	93478839	31.64416839094723
chr1	93511667	93511968	40.38982795005621
chr1	93635973	93636352	26.801032577152302
chr1	93668203	93668657	14.164187378820344
chr1	93803579	93804330	23.334696747491584
chr1	93825016	93825512	23.81934747772832
chr1	95720399	95721102	29.78068443992908
chr1	102811303	102811848	17.60899102622216
chr1	105356077	105356367	12.779323663382694
chr1	105866802	105867310	20.916741630223793
chr1	106058432	106058822	18.29575384824704
chr1	106170961	106171386	16.39796458973604
chr1	106407300	106407965	14.228947470958968
chr1	110457230	110457647	38.616753781728036
chr1	118388695	118389260	32.18208853966367
chr1	118459296	118459707	12.23430452787673
chr1	118689978	118690327	20.95452073925204
chr1	118756407	118756782	16.56183159128825
chr1	119538077	119538409	15.215180014989462
chr1	120073902	120074476	17.5623506884957
chr1	120120873	120121416	14.099554448277033
chr1	120266232	120266664	21.379829159489386
chr1	121360828	121361187	16.212852181830446
chr1	122539360	122539677	16.605468542417892
chr1	124912474	124912937	16.28585161658137
chr1	125560520	125560882	34.42942100598667
chr1	126443225	126443920	15.605122195730964
chr1	126601349	126602209	23.1342505920765
chr1	128102492	128103099	29.061091544011475
chr1	130462497	130462996	21.070544122455114
chr1	130947205	130947516	18.907977239111997
chr1	131527571	131528555	15.133472530337853
chr1	131910205	131910698	16.06296698703727
chr1	132206648	132207026	22.24114146560588
chr1	132291430	132291808	19.188264791296902
chr1	132333886	132334330	20.377896459252984
chr1	132335270	132335972	23.674767350199556
chr1	132655865	132656241	17.38507877765818
chr1	132790893	132791466	8.444935430822989
chr1	133307026	133307458	10.142011863213998
chr1	133660988	133661310	23.560975667112363
chr1	133670585	133671021	51.45606740899042
chr1	133693981	133694612	32.17520448107349
chr1	133696012	133696426	38.78478156656459
chr1	134382091	134382670	13.391864961910741
chr1	134405619	134406195	12.983134354154268
chr1	134962263	134962683	13.905708060945784
chr1	135260129	135261042	27.608680490073866
chr1	135688238	135688635	16.6482880637988
chr1	135731627	135731974	36.88175551004987
chr1	135780943	135781242	19.237598307555334
chr1	135811359	135811663	11.51258345967845
chr1	136007787	136008301	15.926540424851591
chr1	136018068	136018465	14.263522981696525
chr1	136140262	136140555	13.230081060233783
chr1	136234082	136234393	45.0138197405162
chr1	136414992	136415608	17.444189957209996
chr1	136695693	136696887	70.98787461573156
chr1	136754474	136754792	10.57899566116573
chr1	138571415	138572255	29.967927944092523
chr1	138619778	138620185	14.592832973020961
chr1	138956798	138957141	14.261053671989774
chr1	142358457	142358781	10.782441716135285
chr1	150392853	150393376	17.106684425820813
chr1	151153392	151154365	19.33180061665738
chr1	151571054	151571369	15.077876908438546
chr1	151677704	151678194	22.451522996474285
chr1	152090155	152090835	14.062045567175922
chr1	152201684	152202198	36.44562081140303
chr1	152585207	152585539	25.9881219289389
chr1	152669697	152669988	18.989248442895633
chr1	152790500	152790881	21.07480959253987
chr1	152902815	152903648	28.980925982453527
chr1	153009236	153009792	21.62165370948023
chr1	153092077	153092432	49.36144835781044
chr1	153129991	153130460	18.83185136953651
chr1	153333130	153333664	18.757729546407635
chr1	153424525	153424948	15.935865133930324
chr1	153565598	153566336	38.642617723159994
chr1	153641762	153642063	21.709923741033307
chr1	153899419	153899753	17.256327297873124
chr1	153969713	153970509	22.290414441770046
chr1	153986406	153987103	16.966960135286133
chr1	154069774	154070130	19.65011831079976
chr1	155040574	155040905	19.605604696129745
chr1	155083174	155084058	11.50595051994151
chr1	155416996	155417405	16.04151361787232
chr1	155972935	155973676	18.019367298455695
chr1	156263585	156263902	21.410564943066905
chr1	156718598	156719107	22.686076649514067
chr1	156956676	156957049	16.46168614712222
chr1	159535458	159536124	15.115786492287576
chr1	160060164	160060624	26.45186704967333
chr1	161034536	161034949	37.750324780369496
chr1	161766968	161767252	21.19080287302044
chr1	161876937	161877325	40.9608164865946
chr1	161962396	161963160	15.089364245924026
chr1	161968887	161969230	22.22579734735517
chr1	162953325	162953625	23.58110809326172
chr1	164307326	164307744	16.88399209017959
chr1	164457871	164458728	17.48660228911748
chr1	165086056	165086669	19.952650473129495
chr1	165236589	165236902	17.321818211588997
chr1	165460641	165461056	42.98275916317859
chr1	165634739	165635023	19.353578815997487
chr1	165652751	165653290	28.818241582951874
chr1	165844610	165844924	11.70204899417367
chr1	166002802	166003391	21.192503610167318
chr1	167270662	167271021	16.461924273987666
chr1	167349430	167349795	11.845186723421698
chr1	167393890	167394405	27.605916328800536
chr1	171102571	171102902	11.580936506795739
chr1	171222520	171223030	26.783370205000335
chr1	171270047	171270502	12.732002407115894
chr1	171281384	171281811	21.810015919616127
chr1	171328877	171329258	19.97039419709854
chr1	171439047	171439659	26.03221534124387
chr1	171501898	171502239	17.682556065646086
chr1	171503261	171503740	19.78492473411162
chr1	171517878	171518449	12.335935965937198
chr1	171526344	171526859	15.813908462154055
chr1	172289152	172289637	19.739722181103893
chr1	172309891	172310235	17.669011229692504
chr1	172311739	172312183	13.969060994483328
chr1	172481741	172482108	20.64910161852512
chr1	172490154	172490502	13.726676694278058
chr1	172501595	172501946	23.070892339418418
chr1	172520636	172521285	23.02447839069807
chr1	172632546	172632951	16.220745693018408
chr1	175692381	175693284	18.30828131340931
chr1	176814308	176814707	22.578601318493224
chr1	177258524	177258894	16.95623429530376
chr1	177271924	177272361	14.236162083099854
chr1	177441594	177441914	17.948815286159515
chr1	177708751	177709254	17.330971506433507
chr1	178291412	178291729	19.170626192062812
chr1	178301178	178301871	15.270666577943304
chr1	178318335	178319077	23.65034736905779
chr1	178343765	178344103	19.482781336857723
chr1	178406131	178406812	13.982686007775575
chr1	178597886	178598448	20.62711550247627
chr1	179042173	179042553	30.603317059968646
chr1	179476759	179477191	27.111954984841525
chr1	179477485	179477789	20.62368268715708
chr1	179518076	179518464	37.935116173065815
chr1	179546004	179546731	21.056269732269328
chr1	179651145	179651577	38.27182932253237
chr1	179668284	179668618	14.431180744114036
chr1	179734696	179735224	18.49471890745741
chr1	179803469	179804166	22.86360031631448
chr1	179847619	179848484	21.390364875131947
chr1	179863305	179863781	17.89854393886919
chr1	179969999	179970462	29.904342869702994
chr1	180250303	180250675	14.51512981742941
chr1	180255776	180256181	16.129831349408185
chr1	180290361	180290881	17.50073782664079
chr1	180313274	180313952	20.297269005339405
chr1	180610152	180610516	14.825467893055507
chr1	180793804	180794338	13.11582362785768
chr1	181038423	181039205	23.64322441252296
chr1	181425766	181426150	11.664530916760365
chr1	181623021	181623836	21.970821538585827
chr1	181741879	181742202	16.61943459584617
chr1	182124814	182125197	13.3072382501149
chr1	182514662	182515324	28.89832223218013
chr1	183299139	183299438	56.82267647682624
chr1	183345049	183345435	14.509206220893661
chr1	184033590	184034337	16.49315583306942
chr1	184051724	184052263	13.107354104850641
chr1	184057318	184057790	19.686081067990447
chr1	184076492	184077048	12.241170171353456
chr1	184140351	184140880	20.430413544516032
chr1	184824857	184825259	19.05540556931377
chr1	185203611	185203913	14.197769828190077
chr1	186586873	186587254	16.46392110389049
chr1	188055872	188056402	15.209543895721435
chr1	189006251	189006736	17.538205927426052
chr1	189727526	189728286	32.008218470372654
chr1	189761322	189761757	20.083699110184593
chr1	189784765	189785063	16.382808419682036
chr1	189799138	189799663	22.237135298592705
chr1	189867330	189868176	14.512115490915646
chr1	189875090	189875465	13.899700444539388
chr1	190723256	190723545	10.366574929247266
chr1	191397276	191397650	51.40472138246751
chr1	191432439	191433007	16.910762689482997
chr1	191575284	191576072	32.60232000605104
chr1	191802284	191803522	19.405757230395068
chr1	192855034	192855373	14.53484635929794
chr1	193173065	193173401	17.325789099647885
chr1	193449801	193450367	12.721846969725808
chr7	3200876	3201261	32.40812198093959
chr7	3201623	3201912	22.607731690456298
chr7	3206735	3207029	36.005898884364534
chr7	3289958	3290274	20.060214537608474
chr7	3446933	3447227	13.775460888739346
chr7	3570412	3571062	16.568960481790395
chr7	3644682	3645367	18.34992218017578
chr7	3692998	3693604	30.049887713819448
chr7	4136623	4137271	24.639563216103447
chr7	4477898	4478384	16.898222360100768
chr7	4501741	4502182	22.253067606971378
chr7	4659127	4659462	18.847099486393716
chr7	4671967	4672395	15.216337726494976
chr7	4684672	4684968	20.082925268121667
chr7	4812663	4812994	13.576758906200213
chr7	4866410	4866717	10.690792305850051
chr7	5014404	5015363	22.286111608908996
chr7	5061212	5062699	26.491773783639523
chr7	6155492	6156204	17.374826020069335
chr7	6362657	6363265	25.783053187947523
chr7	6777400	6777811	30.885233203860096
chr7	6793501	6793932	24.263096280551565
chr7	6914049	6914382	25.32567606172762
chr7	7298226	7298739	19.62606720059936
chr7	12921678	12922117	20.284089227472187
chr7	12977829	12978701	22.207871000701136
chr7	13009293	13009809	24.502588626950285
chr7	13014092	13014736	24.286230413069635
chr7	13037987	13038341	25.52305110026214
chr7	13278424	13278891	19.61528649830461
chr7	13297466	13298205	17.65816124592163
chr7	16098038	16098626	16.294426100594656
chr7	16129771	16130099	16.40455835912286
chr7	16209069	16209382	22.309314880127342
chr7	16273008	16273919	19.00545531962758
chr7	16285551	16287070	21.074928188261193
chr7	16364685	16365375	34.04340070226918
chr7	16387617	16388016	12.00377767486381
chr7	16399561	16400198	26.67020695624958
chr7	16614780	16615301	24.28158232529653
