chr	start	end	8Cell_Tead4	8Cell_Tfap2c	EPI_E65_Tfap2c	EXE_E65_Tead4	EXE_E65_Tfap2c	ICM_Tfap2c_rep1	Morula_Tead4	Morula_Tfap2c	TE_Tead4	TE_Tfap2c
chr8	12500892	12501971	4.5317072400458995	4.989668232075476	4.83115959476828	3.6724079888766292	2.78603998503274	3.809109180475187	4.212667745832385	4.253080799139905	2.6550526214596073	4.0322514448705045
chr8	12562961	12564088	2.744399188150848	8.837747564121168	3.8474381954244734	1.8470460639765756	3.0688218191437944	6.121434243040584	3.1312153003019048	10.180154477481622	1.7009962853226073	7.077353546655379
chr8	12756681	12758148	2.971861676082533	4.986110509250837	4.328314793540575	4.391806259796691	8.400751206723703	3.8474551326333053	3.6451067652682827	6.100213000667563	3.6066237821331946	8.049802779338762
chr8	12756710	12758262	3.0799604246834504	5.096134587996678	4.341590321976014	4.493949985394909	8.602391260678006	4.019495983713681	4.224089912737359	6.166501228454075	3.596062485935147	8.599256578026358
chr8	13200993	13203410	7.08360218532627	6.192915687269771	4.109158938430969	3.56260327211288	9.152777035215642	6.876909135045914	7.009947281083705	8.712970055987515	4.024550493398266	9.39661958861383
chr8	13200993	13203410	7.08360218532627	6.192915687269771	4.109158938430969	3.56260327211288	9.152777035215642	6.876909135045914	7.009947281083705	8.712970055987515	4.024550493398266	9.39661958861383
chr8	13224117	13225185	2.1484653230909996	10.453554222646277	2.9020762543999745	1.6457083605871665	2.88025917430942	5.365863648246736	3.22483306464631	8.874172350887056	3.0585953097664906	5.118687182106775
chr8	13434871	13435877	2.138776109303916	4.2233011434613825	4.252318797718223	1.0637721275951468	2.0895617534341677	2.443039482677907	2.7485502637167336	3.155167323457555	1.160590589283475	1.3928700568187782
chr8	13492835	13494464	6.282890555684445	8.016567557216908	4.737552189880117	4.146852755327032	6.63916445334606	6.294313382194992	7.317357786306213	9.663179479863297	3.5667926171134776	5.241822723159767
chr8	13626674	13627809	2.9864105617422365	3.278384508540452	1.92761402902099	3.2457218275196227	2.9910320937370938	4.258906704318681	3.83489490101516	3.0022910714674627	1.797925788505487	1.8942572592638662
chr8	14095308	14097194	3.431670497760793	5.799761212620248	11.915973491512212	3.651153321916228	6.946907185446293	4.009961198268741	5.0844944579393125	5.965505376198156	3.4423611197658364	4.6681952758049015
chr8	14095493	14097545	3.872566269322445	5.820167281917915	12.041058376066083	3.427642618682907	6.768232938234802	3.56312168202205	5.323391059840787	5.8203629068337115	3.168364173615821	4.914768988134984
chr8	15010090	15011516	2.1951110947349464	5.195087366834915	4.621393221897895	3.714598362317092	6.5813940264901145	2.718843900471884	1.2706129679255198	5.116969635455292	2.1233629487339947	3.9317681127310133
chr8	15010773	15012166	1.3186580515643802	3.8727003682541143	5.15881036017665	2.7175051462966935	6.320196038086639	3.814131195221714	1.5397246577974197	3.397362266439204	2.0337666789148665	2.3775958459495388
chr8	15027342	15029452	1.8234226794491446	3.5374096478844756	5.956659790023838	3.1773403998159497	9.640946877646785	5.400439382616377	3.0032741468287947	4.270590227382648	2.471844697002493	8.501945337737107
chr8	15027404	15029791	1.8148747718788665	3.505210091500479	5.699518423223644	3.1705944446069547	8.840514402225718	5.606778756913951	2.975603178482684	4.245788473537591	2.5518528074609472	7.848508204986096
chr8	16050270	16051336	1.9012560242224366	1.2273600499021626	2.5262722487633047	2.7614096329874216	1.8521057764036795	2.8346959931765445	2.6009893235077777	1.3791026311173449	2.212279469278024	1.039010160971314
chr8	16050270	16051336	1.9012560242224366	1.2273600499021626	2.5262722487633047	2.7614096329874216	1.8521057764036795	2.8346959931765445	2.6009893235077777	1.3791026311173449	2.212279469278024	1.039010160971314
chr8	17532325	17533602	1.8278089280976106	3.5722308322238847	6.149384371285014	1.644376845871366	2.319864939084348	0.8495810216725946	1.9422990991533409	2.830249135393413	2.410109815041162	1.8156878964081349
chr8	17534139	17535806	2.076056688808723	4.796531538072157	8.1652790787764	2.0020352839629014	3.5314356995544256	3.26806805415574	1.7107923889465273	3.434449695296536	1.8570716390369464	2.158282921710412
chr8	17534230	17535806	2.2055992711770354	4.938356031511145	8.091610996410422	1.9584488836978022	3.5986727172348103	3.456769953221839	1.667054373701615	3.469498106670864	1.9207225002461883	2.2787303951791094
chr8	18835412	18836435	3.8071412119581085	4.709788092653306	2.2522022594221642	2.499056480497209	1.9617723997387368	3.3035597675357047	2.8318673564541723	4.418002933001588	2.1156099678134637	1.7450389817779481
chr8	18950202	18951246	3.642344159241837	5.720647121983013	5.351931072286263	4.300494472642511	5.856568980491025	3.8093009716706256	4.091379886157668	4.664124461426132	5.366431052999935	2.7817254297121274
chr8	19535135	19537044	2.9101270880481844	4.141207944019005	2.4414247998344387	2.4286265784485033	3.816780283814516	2.5931582081186764	2.6661851838639588	3.5357744741101476	1.8023463230757	2.212687400836647
chr8	19535151	19536390	3.777310543622193	4.925419066008105	2.6397697666194624	1.890241950437655	5.415139744799401	3.3977949282543807	2.696194183066355	4.586997052466706	1.7343147623625563	3.507198061261858
chr8	22258066	22259401	2.7620544100522104	5.205773954534352	2.830878673473007	2.915730711047569	3.408215124580297	3.4014986341812192	3.132260556703203	6.063223869255866	1.5993118090576	3.5331877625390384
chr8	22258348	22259384	2.902016614739959	5.088702474091504	3.1554119789462294	3.009885392651595	4.009670304975915	3.5833384489000535	3.2068666899756577	6.516389257544256	2.0111693647837545	3.332559470849608
chr8	22857447	22858810	3.383922399314816	7.335991508149086	4.2145388231602645	6.7942259407883085	11.429440375906706	12.70752701126121	6.057631407646423	8.548343858557944	5.474100815488937	8.753090939973088
chr8	22857447	22858810	3.383922399314816	7.335991508149086	4.2145388231602645	6.7942259407883085	11.429440375906706	12.70752701126121	6.057631407646423	8.548343858557944	5.474100815488937	8.753090939973088
chr8	22973682	22976402	2.809037146063412	4.787656002121175	4.173278354491242	3.219360890107996	6.989511842657537	4.060232754840571	3.7221002120013327	5.515417943408782	2.13578662591822	4.2531142390396175
chr8	22973876	22976402	2.8050899931484046	4.890284201843661	4.2299664607022	3.2264725331487427	7.313769156802578	4.372063774016766	3.8429096108786696	5.610900722260112	2.1089797232294045	4.355250137113233
chr8	23057385	23059792	3.9106790200436716	11.060465920487887	4.029985662745639	3.276961332894437	10.492761060257497	6.180295803163574	4.839189576963988	14.90285811935905	2.708362756355351	9.535634868661985
chr8	23086989	23088174	4.048142017694465	3.2940515366536154	1.719884897837659	2.382142854390768	3.202445440252119	3.1791123253383717	2.660159651941388	3.776910675728874	2.6269268693803234	2.726291626716968
chr8	23086989	23088174	4.048142017694465	3.2940515366536154	1.719884897837659	2.382142854390768	3.202445440252119	3.1791123253383717	2.660159651941388	3.776910675728874	2.6269268693803234	2.726291626716968
chr8	23155920	23157919	2.818995572539077	8.59542413286777	3.4851858057131717	3.0541507008726256	10.51457836175931	11.352349379350091	4.316488173756576	8.225074520680971	2.414632688106033	10.580850992380357
chr8	23411423	23412589	3.4095229597995456	5.9727829995327095	5.669252836274856	2.76397205702641	6.451104210539502	4.6836857865237045	3.690280541598695	8.553085179414799	1.5874088877879122	5.594265665648119
chr8	25036361	25038870	3.2928194924054655	4.75015925466118	4.899241658204933	4.792091879336385	8.383351685336597	2.9512590789946964	4.401964466489769	4.364112762088486	2.7778984279849883	2.7792741482088785
chr8	25036634	25039112	3.5560220449907924	4.994423202149665	5.3037002921271545	4.972018205740026	8.808620173321124	3.4642746348454163	4.646354697807072	4.631895086999527	2.5219615620325415	2.793383304137547
chr8	25200200	25201527	5.827359489507035	9.069906175271317	4.9521255998502145	6.440051010163457	12.121831700455092	5.911076080376884	6.89931722071805	7.564288727214845	2.3917571800313864	11.544537410937311
chr8	25200294	25201550	6.176565843213136	9.523192117738116	5.024955841586208	6.592857505105863	13.128723724063034	5.6940966950859995	7.18628469204447	7.96076304783487	2.5672874201065414	11.970485873662742
chr8	26869744	26871570	2.6831265739282144	2.46360181914636	2.464856231385104	2.019443366097261	2.839795461698534	4.011410171335394	1.7001309927557018	4.433057560360932	2.5689070872383075	2.867776551883523
chr8	26978321	26980224	8.28706023544496	15.489722783148775	14.15690966821183	4.663781455681385	18.62746985871981	14.85951631368616	9.792671890512702	17.185837292770294	4.77239557938423	13.504965436500076
chr8	26978427	26980040	8.766234416926196	16.018514421943852	14.301879157886834	4.640589282850494	19.584217288637486	15.73919867966682	9.547524554888604	17.17459373815967	4.21956673765212	13.941237955158421
chr8	27085504	27087680	6.770411875107709	9.68435399831935	10.668014192728803	4.849304694132088	9.104137926943162	9.252825266078991	7.037441660376155	10.205033798268774	1.8909589544271115	6.234798279242562
chr8	27085733	27088102	7.17751987919419	9.405682640817865	10.352855022591699	4.614216434637459	8.31347211948071	6.816766674280066	6.700013065029503	9.443679906185693	2.113200888769281	6.009703249867419
chr8	27226465	27228833	5.481983505970723	7.600629624922093	7.377962749509689	4.818951098410574	10.06664543312949	6.714238436842287	7.572899432466912	8.664634347987116	2.7684387116374416	8.557731913766467
chr8	27227212	27229105	6.19700084897871	8.38305198157583	7.335444038092657	5.180711058710512	10.529676036965702	7.454061601379846	7.180487264481034	8.491206565885879	2.3602772120024738	8.68425005404704
chr8	27265764	27266995	1.7446427001011846	3.3619445707863855	2.562795372943828	3.722526419366113	4.6903773804780045	3.4090615957370143	2.851834070333904	4.32590011655558	1.9833979009129379	4.648841564099446
chr8	27281423	27282434	1.6671268313857852	1.366845905161753	1.2466447777257592	1.4087449286858948	2.168834670479055	4.006057922729281	1.3895677931820485	1.4220210934310238	1.6711369795332323	2.543034294710433
chr8	28460928	28461935	1.1199478724862282	0.16565144781204535	1.7806705223413068	1.702303539676723	0.8867087789183222	1.0195388921796387	0.2237783942700853	0.637062419431567	0.5967695906003632	1.3309090606268965
chr8	29218110	29219494	2.531990308680631	6.322739025373335	5.015058522098218	4.192204578246685	10.125663337542141	4.05174622714864	2.4214180831533634	5.888150793925531	1.8112791187501367	6.121352304354568
chr8	29218191	29219563	2.9227185188941984	7.647173901210721	5.179342526864178	4.099471083014074	10.879864152179863	4.834276756809334	2.66196069508009	6.529850738171933	1.70698158177968	6.665275072651771
chr8	31088376	31090705	4.657143931407282	4.479570647286254	4.062583160762456	3.3473582038681027	4.369590160374787	3.472279660841998	4.63657142008018	5.410967855543948	3.240470253544563	4.420300563737252
chr8	31089267	31090899	4.373283269358616	5.118186488296046	4.710650380058801	3.5799003345514433	4.936604702122071	4.203790480891864	4.879052682250154	5.75882638499486	3.5455063699799427	4.336948597986324
chr8	32883073	32885120	1.9242139834733374	3.4461858625463235	4.7460905435082665	2.4923753976213656	3.3850592946330686	1.9834455118333065	2.3744478606183836	3.2058313590582252	1.7758424490077245	2.126546078858887
chr8	32883327	32885105	1.7716366130884638	2.86213505888585	4.728209713425505	2.5422339619733205	3.279467599652079	2.18526123076912	2.0911460932962984	3.127572745703422	1.7416185206315649	1.9850016694184585
chr8	33517025	33518411	3.452512447495137	5.797466002157412	5.003418590481627	5.079248048698403	11.885202510222728	6.076045034251687	4.017789499670224	5.127951633018505	2.1970322092546186	4.711463282720695
chr8	35588066	35590457	3.5237672413467407	7.709299737231133	3.885347424650542	3.250106086130008	7.395619556645577	6.182677642314916	5.4702298077815055	9.401263855196289	3.138635817283655	7.666327788206812
chr8	35588129	35590336	3.4745925380635923	7.746649583619405	3.9261082249480554	3.261795224011776	7.464244901642412	6.610675379222045	5.503685163778222	9.44471370519305	3.217230590874669	7.767599901168245
chr8	35620319	35621438	2.815523442942932	2.400151304094998	1.6748683161241227	1.8016366743956218	1.84073699841657	1.9063649411921633	2.304537572479333	1.3530848342409296	2.67215664329222	1.563262029030794
chr8	35765178	35766782	3.2940282259439297	3.8548415358497348	3.4029320873195914	3.694496503593718	4.713862441959524	3.3684181813289995	2.6202974945727924	3.1393408048885316	1.8716716755209422	2.2799656346551793
chr8	35765523	35766659	3.5920764875768776	3.725546812507468	3.6726920006560606	3.4716457893521016	4.64734624515117	3.3880155514663373	2.2075018861239224	2.7166749726928456	2.11827911520508	2.7538646260197734
chr8	36732635	36734464	3.2513360635748056	3.587685927688687	4.3423697272464254	3.2052123137257906	2.642854005199368	5.6742664744386	4.228509010980966	3.167183748858901	3.970488951726322	3.111405482875033
chr8	38659828	38660850	0.5805035028788909	1.0224087962082453	2.797741411483451	3.141835567652596	2.601182691505044	1.1755318641662598	1.151635123442297	0.9723045832082017	1.443987088310742	0.7736013249408475
chr8	38659850	38661381	1.1499756884138854	1.4279551033480746	3.1016088066925933	2.899199503040321	2.4851170800855003	1.3379225269943027	1.3031456912365869	1.365664688271402	1.8072723114436005	1.3500033166188963
chr8	40285764	40287533	2.8420456921117596	6.422416379624632	4.916804478880743	2.8396454610729345	5.057238526287692	3.937488975330825	2.6315907932437472	4.091861783076707	1.5646081769985287	2.895297306001022
chr8	40286086	40287469	2.7903905587186006	6.8391827553489115	4.995474641923831	2.711836732045861	5.055846690235152	4.278460559169193	1.7912284623688748	4.424858782227627	1.4568984348189546	3.290346215103988
chr8	40423564	40424598	5.993948024522866	9.986321614835433	4.367657449766561	4.388825078766858	22.508862037031516	9.636275541390395	5.231914766176065	12.35283014944951	2.3695827999244115	16.302310494205248
chr8	40861992	40863146	6.2039985277107315	11.288499612742115	4.299470989708264	5.199532743394891	12.921199863456977	9.924764328234323	9.64753378140038	12.927494190801161	5.2305834251012095	9.74238399099849
chr8	40862035	40863058	6.631157115990349	11.456190591683486	4.391441423289354	5.315314700526576	13.497760132727151	10.157927055396176	10.025646655557209	13.521836726896224	5.430435134868119	10.102515159114715
chr8	41133097	41134335	12.552830010893272	25.38852196363717	5.677192107074855	5.9095348360465305	27.675531700084974	32.41935372622217	12.143899663777267	27.521380178762755	10.315133746298141	45.08307075346421
chr8	41133097	41134335	12.552830010893272	25.38852196363717	5.677192107074855	5.9095348360465305	27.675531700084974	32.41935372622217	12.143899663777267	27.521380178762755	10.315133746298141	45.08307075346421
chr8	41444635	41445825	5.968353597055964	4.390339451677659	3.67754995422203	1.5354221180206586	2.223472430926411	2.118427276611328	4.412128001701932	4.08572828669508	1.266101307227832	2.256500282207457
chr8	43556839	43557884	1.5755770809342415	1.4023672123274735	1.4539646966605666	1.2373794733622427	1.323746678275925	0.3901197146000474	0.8251675115247663	0.932199785213151	3.2902193776728432	1.6276061459591513
chr8	45265207	45266540	2.4402404757969736	3.7208700690695156	2.465723727097441	2.47689203266264	2.6430702346836097	1.7888097151364943	1.4830032116205998	1.6435669083078375	2.2966228049228894	3.0445273091537293
chr8	45357663	45358738	2.271657106155573	4.245906065286592	3.9056663249259773	3.47412924411685	7.630754558873731	3.8882932454486228	2.8856224357804585	4.006239506366641	1.838380253370418	3.054218569467234
chr8	45381089	45382231	1.228011182175	4.064446326312584	5.588906515709365	2.47702078810924	4.963047519456693	3.939929443148932	2.1910153551193545	3.087191838046924	1.6861716139337437	2.9996672154725537
chr8	46150778	46152231	1.5799654844868865	10.094881763373523	4.879698360895097	4.78310158596752	16.055654820063488	5.313738717921257	3.3763372009159855	10.298476252054337	2.195576587875219	13.891346402440659
chr8	46292168	46294211	3.65497746210383	4.622125714981513	23.26995413587817	2.744646231909136	3.42787705756144	5.172752467662869	3.4738606588158563	4.118945470295691	3.585424578227878	3.6002502321623373
chr8	46292935	46295212	3.396529669780505	4.479425559830331	25.206870864654075	2.4076900262711183	3.542235381738313	5.663522351557715	3.0550937133239557	4.001450670794935	3.6148571521447708	3.299191185076773
chr8	46940010	46941071	1.9650675564526838	1.8293156755015494	1.738701547855032	4.486766382167072	3.5115284823112956	3.320118449747731	2.1234135021026352	1.6971315992091984	1.4297478498994574	1.1786236047295329
chr8	46973850	46975022	2.0841261776539244	1.2688729634870848	1.2846301419743091	2.6761839540846926	1.765595302087455	2.018923266348985	1.5879905443549562	1.5533725713401931	2.744698088628847	0.9552440677893447
chr8	47287608	47289532	3.190058104897735	5.076299760004136	5.703622283084034	4.4742157549912065	8.28358332501132	6.673215346128182	3.5068739912861844	4.376563665209409	2.2576363954811387	4.200410228560607
chr8	47412407	47413693	2.6542032005998246	9.340786506747754	8.859871951044898	4.547719901679649	13.494290110705244	5.805810223471136	5.676404967417428	9.281110360129254	1.3738613719146693	5.592168844877098
chr8	48096612	48097629	4.386848230511975	4.559974633955791	3.6638586193528266	3.192679832525544	2.561163618911567	1.0095139276547653	3.17495282842698	3.9821240838943095	2.1525731936551358	1.5883259897503998
chr8	48554942	48556199	2.374266623407484	5.519307337588702	6.302069147572627	4.273255508478995	8.313667431841223	2.5879706934319664	3.639543110355083	6.464729134014132	2.0919455332517054	5.186890450942678
chr8	48554980	48556023	2.57537952051181	6.059953785354088	6.533227684628129	4.531100789058243	8.616180683028093	2.0963266807914582	3.958078920098302	6.8079657360325605	2.1729931986800546	5.306172841347304
chr8	48842680	48843813	1.1345353227532868	1.7005491444786776	6.360246430638608	3.1587400044999288	2.9833843712246955	0.6902653163024417	1.806603876237625	1.1117891606144008	2.093579289351326	0.9923488001642454
chr8	48842680	48843813	1.1345353227532868	1.7005491444786776	6.360246430638608	3.1587400044999288	2.9833843712246955	0.6902653163024417	1.806603876237625	1.1117891606144008	2.093579289351326	0.9923488001642454
chr8	50915238	50917126	2.7128247529369287	4.784086326237636	3.652454764581386	2.429899490126558	3.05933393805714	2.40254727182752	2.487559214655289	3.4231272442682497	2.0588889030041853	1.9516408451075442
chr8	50915369	50916770	2.559341875167509	5.185616369676284	3.659670669519551	2.056761645487936	3.2178978324361904	2.4419290823735653	2.0862849627027846	3.4676493545841267	1.7592736170344656	1.7685319496681655
chr8	54076759	54078356	1.9222116946576906	2.5500862419947943	4.243507177314372	3.3255800808130433	3.4906030572498303	2.5204556276444428	2.7551928523984692	2.9283266084334105	1.1439451186001561	0.9676612600656174
chr8	54077239	54078465	2.2582501304285754	2.189458238358988	4.057224609232199	3.829017948559797	3.566144429548335	2.307313223647449	1.6670777143311928	2.878519120457511	1.393480985433009	1.2053637947966185
chr8	54651444	54652505	10.183735706354513	3.656168632609568	0.9344183876197591	1.092757338571953	0.952785157741633	0.7433800310823403	5.414008004164269	2.4251323126881443	1.5203726000655495	0.8268951761846156
chr8	56294489	56295493	4.040704477771345	3.3080598397618273	4.964543176599708	6.260265244905693	6.310347868389343	3.4390002607824317	4.956033093877048	3.019267340639673	1.525456034685986	2.570297076170188
chr8	56619558	56620922	3.6519398342304563	3.2825517422380335	5.36751249701654	2.132801907677804	2.5941297609435496	3.079094104403275	4.5346840488945634	2.4378507326512744	3.286707738977024	2.4325309396664068
chr8	57320897	57322417	1.8058446582602827	2.0663858874562826	26.712407498346472	3.5741699267827975	5.69346141363445	2.3755492520959756	2.907631508378606	2.4406782617979643	1.5351274653484948	2.6384934207326487
chr8	57321422	57322512	1.2036550543177018	1.9929122386448974	24.602382822649194	3.5914612639934647	5.570840737579066	1.9448708691728225	2.029201610482067	2.096434040709373	0.817540621320042	2.704384153917295
chr8	58912201	58913374	3.4233770987871663	2.095273442534636	3.377978429465038	1.9827243122196767	2.475601166207264	0.35322337748144594	3.0893340937011993	1.9608875731830402	1.8816658048068775	1.5779695724282423
chr8	62950978	62952845	2.5081416637091696	1.8051728162548644	4.344465687448809	3.0386842812681905	2.33805594273155	0.31194054767545304	2.8384848064959973	1.2801091009844834	1.2075890298584846	1.3686430266340284
chr8	62951110	62952167	2.6262617869656832	1.663947741745098	4.411763996083216	3.3867906814153845	2.2953916644305696	0.4171756877014969	2.415225097957149	0.9546381815379819	1.214240381710915	1.8778814016475696
chr8	64203992	64205951	6.519409969966591	5.672195569639876	4.906866697605183	2.8925917885874295	4.727076168556856	3.773895142941283	5.872733149740268	5.3222117593290745	2.146410975634429	4.195271893518118
