chr	start	end	Morula_Tfap2c
chr7	16923591	16924584	21.435075191332615
chr7	16930774	16931000	16.792135723924215
chr7	16944327	16945046	16.304992826989697
chr7	16949981	16951251	29.195564432219257
chr7	16973104	16973552	9.120799520186015
chr7	16989750	16990043	11.079685712430257
chr7	16999591	16999822	14.600428643164697
chr7	17002507	17002810	13.751641880954454
chr7	17020186	17020439	11.015903514364492
chr7	17025570	17025808	28.736476385292885
chr7	17026034	17026351	25.392358936345914
chr7	17027592	17028381	28.494997311001043
chr7	17047215	17047840	16.133660232543946
chr7	17055728	17056674	22.676751664022564
chr7	17074052	17074698	9.903117387287388
chr7	17133362	17133622	14.415027460685144
chr7	17237634	17238551	12.858237617018439
chr7	17943403	17943687	9.278847590298719
chr7	18747350	18747832	17.692742767175698
chr7	18748495	18750269	15.241835607958949
chr7	18828342	18829049	14.567524584887558
chr7	18864267	18864696	11.725536175263233
chr7	18873070	18873375	7.884695529937744
chr7	18909982	18910968	17.48559358589064
chr7	18950940	18951525	13.821072553976988
chr7	18957339	18958623	30.76973747092987
chr7	18986508	18986765	18.87625459752658
chr7	18990756	18991192	28.850391580424176
chr7	18992589	18992845	25.919726066291332
chr7	18993138	18994250	19.30316661330436
chr7	19003027	19003324	32.89129916746608
chr7	19003783	19004675	27.71636115809727
chr7	19020123	19020653	22.6357260398145
chr7	19023830	19024776	26.347124429384195
chr7	19037225	19038249	18.7407116307877
chr7	19073118	19073644	18.99173094201904
chr7	19085993	19086431	16.088158069680272
chr7	19092474	19094620	21.30824012371743
chr7	19118129	19118829	26.359903319222585
chr7	19119261	19119603	21.271560022008348
chr7	19119882	19120248	18.765727361043293
chr7	19131218	19131921	19.74538401146532
chr7	19148910	19150088	23.476998870765414
chr7	19155991	19156456	13.726339208951561
chr7	19157338	19157869	16.01867846221349
chr7	19164041	19165449	18.98533795589258
chr7	19166195	19166442	15.525569506502345
chr7	19171876	19173199	23.258252892814976
chr7	19178369	19180057	26.418345704873744
chr7	19181172	19181497	25.70810445345365
chr7	19184510	19184897	28.181407430683304
chr7	19202093	19202607	24.85937375131748
chr7	19208674	19209892	20.985768095808858
chr7	19212285	19212730	29.27555922176061
chr7	19227847	19228688	33.18752120309437
chr7	19231720	19232394	31.64954789385244
chr7	19239730	19240052	21.620488726574443
chr7	19240465	19241255	28.667021340961696
chr7	19246692	19247516	28.898500542038853
chr7	19253066	19253888	21.617908245745657
chr7	19264931	19265862	27.651516507698823
chr7	19266417	19266735	23.68149424498936
chr7	19271941	19272885	26.161517462487947
chr7	19281899	19282511	31.49045385410583
chr7	19282778	19283076	19.441564556736274
chr7	19300399	19301024	22.088988232421876
chr7	19308064	19308905	20.942770353537252
chr7	19310065	19310645	26.6467997616735
chr7	19317137	19317821	15.877389532780787
chr7	19319664	19320073	15.081785873562316
chr7	19325782	19326184	18.436169909007514
chr7	19326620	19326864	15.54338134312239
chr7	19328679	19328911	21.233775652688124
chr7	19345024	19345743	36.89158009753274
chr7	19349058	19349801	22.290138912072575
chr7	19359509	19359928	25.308579929688666
chr7	19361749	19362228	24.083941260558827
chr7	19363789	19364355	22.820911297949802
chr7	19375770	19376019	15.933534254510718
chr7	19381571	19381810	36.360686812939505
chr7	19403552	19404428	31.247541606154073
chr7	19405557	19406043	27.405483705026132
chr7	19416489	19416754	19.989673096278928
chr7	19417026	19417444	15.09688486208756
chr7	19421484	19421715	21.946698490159335
chr7	19426559	19427019	18.294600484682167
chr7	19435415	19435881	16.089185199000806
chr7	19443692	19444152	12.99841460559679
chr7	19456098	19457138	18.948087047613583
chr7	19468261	19468597	14.796475458712806
chr7	19496295	19496724	26.901513728784238
chr7	19496976	19497251	21.317622715343127
chr7	19503776	19504082	24.518943817786923
chr7	19508151	19509087	26.828856764695583
chr7	19509518	19510007	21.171045769455485
chr7	19523927	19524634	18.081051406968264
chr7	19531155	19531760	17.347763085168257
chr7	19543507	19544216	17.130635689276733
chr7	19569432	19570085	28.539931783632333
chr7	19572872	19573902	32.14110807770664
chr7	19586330	19586561	19.766399065653484
chr7	19604130	19604433	12.712618966307184
chr7	19610661	19611404	19.461240288386595
chr7	19619008	19620196	28.807492450431543
chr7	19628319	19629869	28.103331689023552
chr7	19651330	19651777	13.972211588149102
chr7	19664939	19665623	25.273184259035435
chr7	19668844	19670110	20.659896859625505
chr7	19675428	19675820	14.716328363029325
chr7	19686738	19687021	30.33865485174496
chr7	19696005	19697059	31.38308821140702
chr7	19715414	19716337	27.073991806509692
chr7	19734899	19735424	15.899246951511929
chr7	19736124	19736659	20.300619403446944
chr7	19748187	19748483	19.62717337866087
chr7	19749573	19749798	28.77577781677246
chr7	19768587	19769397	17.957052400377062
chr7	19770494	19770996	18.542508423565867
chr7	19782016	19782341	12.337486557593712
chr7	19789815	19790582	28.146006139036572
chr7	19796462	19797660	25.083690614652554
chr7	19803193	19803842	11.507851793145178
chr7	19809107	19809797	15.46515866500744
chr7	19816036	19816662	23.30876451559341
chr7	19817666	19818122	19.760128263841594
chr7	19823590	19824767	25.125574431180347
chr7	19843608	19844181	16.20045617820913
chr7	19876156	19877991	15.252262564322013
chr7	19890156	19890549	8.804838582152932
chr7	19910499	19911117	12.018450247045473
chr7	19920840	19921323	9.52431010805055
chr7	19935065	19935637	10.36234330964255
chr7	19956317	19956688	8.364543847960602
chr7	19963191	19963426	6.061277022260301
chr7	19973148	19973386	14.005304284456397
chr7	19973703	19974277	9.84769322564793
chr7	19989920	19990298	13.151496647526978
chr7	19991432	19991826	9.06155163987639
chr7	23470614	23471319	8.109922796614626
chr7	24081537	24082977	13.230513589069096
chr7	24112013	24112683	10.340208904067083
chr7	24117143	24117648	8.423768702592
chr7	24133890	24134399	11.982980900522769
chr7	24175038	24175417	12.481359460423048
chr7	24191420	24192009	7.431596936515717
chr7	24252578	24253028	14.677954519059924
chr7	24254268	24254663	15.637528784063798
chr7	24268933	24269162	8.715134656064896
chr7	24270172	24270555	10.060884216746835
chr7	24299126	24299510	9.858345066507658
chr7	24316398	24317107	10.991803876771913
chr7	24327011	24327361	13.891463211604528
chr7	24348408	24349267	8.55677321237513
chr7	24364757	24365221	21.797200579067756
chr7	24369841	24370503	18.420151186133438
chr7	24371751	24372024	10.424935464893942
chr7	24376930	24377619	13.331611384155096
chr7	24399070	24399952	26.29375574540119
chr7	24406539	24408098	18.632618745677817
chr7	24412619	24413510	16.208644583570436
chr7	24440517	24440793	23.36491350505663
chr7	24441689	24442271	19.94639483022526
chr7	24448874	24449711	28.279113834476814
chr7	24450405	24450857	30.968099927480242
chr7	24453894	24454574	25.294567381634433
chr7	24461459	24462257	28.54977552036295
chr7	24469153	24469578	20.47791021010455
chr7	24481618	24481942	25.556918067696653
chr7	24488137	24488476	14.445208926468121
chr7	24496814	24497040	18.123428184374244
chr7	24500174	24500838	23.6474415724536
chr7	24506601	24508077	32.050129012892356
chr7	24516583	24516923	14.332884510825663
chr7	24530464	24531951	19.156542107347185
chr7	24563408	24563923	16.294030659870035
chr7	24564638	24565047	14.491218958623834
chr7	24575732	24576081	9.337860662137881
chr7	24577693	24578073	11.832189086863869
chr7	24586781	24588434	18.097719546743257
chr7	24593579	24594014	14.61441272867137
chr7	24594876	24595244	12.898069542387258
chr7	24599614	24599890	16.74721318051435
chr7	24600769	24601011	14.652137421379404
chr7	24610854	24611643	30.483031448151525
chr7	24612321	24613578	31.632255412324042
chr7	24614254	24614893	30.95024474536496
chr7	24619636	24620105	14.03570687287906
chr7	24628899	24629312	13.557314556389686
chr7	24633543	24633777	16.255365314646664
chr7	24636220	24636809	16.21191554239529
chr7	24646191	24646467	18.797157885371774
chr7	24654808	24655437	14.825261191836601
chr7	24662397	24662926	18.165510276765588
chr7	24734703	24734963	9.77961463194627
chr7	24751630	24752174	8.558339980156983
chr7	24760935	24761172	10.998205201032292
chr7	24769721	24770205	17.483337138309953
chr7	24770657	24771502	19.56893036972136
chr7	24798165	24798449	16.43771000647209
chr7	24839725	24840783	13.161612174461379
chr7	24849835	24850494	16.321886142215526
chr7	24853562	24854117	11.87274992487452
chr7	24861554	24861899	8.552799509573674
chr7	24883867	24884443	23.513613237275017
chr7	24890031	24890467	19.239201924122803
chr7	24891658	24892253	25.61719047802837
chr7	24903863	24904143	15.059496651376996
chr7	24904399	24904698	18.545390381063505
chr7	24919445	24920191	12.977346642087676
chr7	24921100	24921500	13.874024748802185
chr7	24922637	24922936	12.434412155661695
chr7	24945718	24946969	26.103190572999363
chr7	24947302	24947838	21.612634509357054
chr7	24963185	24963449	12.447492014278065
chr7	24965410	24965840	19.314463781756025
chr7	24971830	24972570	24.15396554405625
chr7	24975016	24975386	23.15780065381849
chr7	24983459	24983881	13.85374997577396
chr7	25001907	25002274	11.384923441208675
chr7	25030333	25030658	16.265956153869627
chr7	25071005	25071275	13.70273874424122
chr7	25077083	25077622	25.02864429636656
chr7	25084148	25085782	25.667047626465223
chr7	25086854	25088058	25.008842539549665
chr7	25094477	25094808	17.216446061148744
chr7	25099350	25100071	19.202091395606942
chr7	25103708	25104429	22.785849477315576
chr7	25114134	25114650	17.089037028394003
chr7	25128484	25128967	16.678387377326285
chr7	25138295	25138943	13.453889556872992
chr7	25145356	25145699	11.444798017729823
chr7	25155410	25156387	23.789193899140997
chr7	25166118	25166504	12.998284735210202
chr7	25187480	25187788	18.476040567670548
chr7	25195404	25196570	25.596095437660022
chr7	25208542	25209774	24.89007268865387
chr7	25218610	25219321	37.91293878729669
chr7	25220010	25220257	36.124115716107944
chr7	25220534	25221792	31.47476091672961
chr7	25237504	25238724	38.211289323744225
chr7	25243241	25243492	22.125303473605577
chr7	25249132	25249440	20.283527417616412
chr7	25254310	25254810	19.252618865966795
chr7	25264391	25264881	27.78651490892683
chr7	25267214	25268289	44.686504482003144
chr7	25275615	25276459	33.89787671012336
chr7	25278448	25278765	33.08538469982448
chr7	25281566	25282410	43.557881743987025
chr7	25290840	25291332	21.51726676390423
chr7	25297216	25298372	23.651150455111864
chr7	25310150	25310379	22.23594416905699
chr7	25316379	25317146	24.236115208194338
chr7	25326680	25327005	11.54491974757268
chr7	25345421	25346502	14.46336309078333
chr7	25356106	25356885	12.61085169795848
chr7	25358852	25359224	13.456523800408968
chr7	25376173	25376494	19.752385290983682
chr7	25376818	25377061	20.63453956886574
chr7	25380291	25381036	16.91095698951875
chr7	25395461	25396666	23.76604650426208
chr7	25402515	25402946	12.252570689969163
chr7	25409275	25409581	21.186020751404605
chr7	25419504	25420007	12.647734594629489
chr7	25422370	25422805	13.002445188061944
chr7	25441057	25441286	10.522789634471376
chr7	25452645	25453195	12.301793731342663
chr7	25479432	25479889	10.383901016456553
chr7	25487517	25488067	10.227282146107067
chr7	25530750	25532709	17.94489917580758
chr7	25536114	25536566	14.92112782571168
chr7	25541453	25541880	10.189778404995206
chr7	25575584	25576444	10.083371888759524
chr7	25582059	25582642	10.370979993666424
chr7	25600420	25601489	14.164699331413818
chr7	25619054	25619686	20.347134813477723
chr7	25626100	25627983	28.497572596504913
chr7	25635993	25636646	26.704968512332094
chr7	25649666	25650369	20.75425067700838
chr7	25658508	25659374	22.228822551753726
chr7	25668749	25669714	24.049222050800225
chr7	25680534	25681527	31.057186593461974
chr7	25687350	25687659	19.38200780257438
chr7	25688858	25689695	28.068100691126524
chr7	25704714	25705453	31.107317394106893
chr7	25708016	25708597	19.40521729054016
chr7	25718824	25719064	22.756896054744722
chr7	25754919	25756253	19.535071095605304
chr7	25761048	25761399	10.740441520669181
chr7	25780474	25781471	12.57460929924172
chr7	25805767	25806086	13.141776010160536
chr7	25816597	25817754	26.495673669239725
chr7	25847993	25848514	11.739137676993167
chr7	25864981	25865260	12.836621188775613
chr7	25871971	25872704	9.552433196063907
chr7	25904052	25904481	10.134954653141937
chr7	25963143	25963444	14.061007654944131
chr7	25963779	25964194	11.850280541109752
chr7	26417241	26418295	17.304901526594072
chr7	26784421	26784936	9.933524927120764
chr7	27130834	27131213	16.503960372904675
chr7	27136607	27137017	19.411289733793677
chr7	27145359	27146360	18.78392697523881
chr7	27166013	27167093	23.446234863775747
chr7	27173710	27174166	14.91424238263515
chr7	27178570	27179325	25.266689982635295
chr7	27181584	27181872	16.4529816309611
chr7	27189247	27189679	17.47503046636228
chr7	27195819	27196559	18.867070820524887
chr7	27218595	27219472	18.4748221705142
chr7	27223093	27223464	15.78924059289485
chr7	27225213	27225548	20.579351926205764
chr7	27232784	27233244	20.492732388040295
chr7	27240355	27241373	14.73820766437733
chr7	27248890	27249582	16.590119144130995
chr7	27258339	27258570	18.915720402936397
chr7	27259461	27259866	18.07296592335642
chr7	27267453	27267827	25.24977057247876
chr7	27268227	27268842	20.672346999005573
chr7	27269959	27270384	28.68222932254567
chr7	27275982	27276409	16.109421788110666
chr7	27284907	27285733	18.377425678705766
chr7	27300617	27300933	18.008293082442464
chr7	27302018	27302656	23.770840369795557
chr7	27308872	27309150	24.54273695911435
chr7	27322217	27322454	20.520728227961417
chr7	27325737	27326869	40.1895691767177
chr7	27331086	27331369	21.397021418325473
chr7	27332583	27333027	27.472140879244417
chr7	27337339	27337982	18.42758338670152
chr7	27345175	27346087	15.053547542346152
chr7	27354070	27354728	18.062682554714584
chr7	27355791	27356274	21.54098025809657
chr7	27361519	27361920	27.926925121697405
chr7	27395705	27396554	18.98832759812246
chr7	27408269	27409227	26.19927606602551
chr7	27419067	27419545	14.158451820517184
chr7	27433568	27433983	13.822506065828254
chr7	27447094	27447765	25.05072539112074
chr7	27447999	27448226	18.423361942106407
chr7	27473360	27475122	35.126619072302915
chr7	27481524	27481761	19.39557076707671
chr7	27483775	27484378	30.0248674610954
chr7	27486874	27487205	32.28706417487107
chr7	27490659	27491376	25.1074310712402
chr7	27501791	27502123	15.897780409778457
chr7	27507821	27508735	28.764595001479467
chr7	27520331	27520786	20.964942890209155
chr7	27525445	27525822	17.84044355043366
chr7	27526451	27527017	16.25527939442611
chr7	27537536	27537963	13.689913597821631
chr7	27540483	27541214	16.534386256488013
chr7	27552806	27553674	13.16230084654373
chr7	27562204	27562432	9.587673737291704
chr7	27562922	27563292	15.709267948769234
chr7	27572385	27572718	16.660271455575753
chr7	27646765	27647939	21.760693191872747
chr7	27649739	27650160	17.74841242221642
chr7	27658156	27659291	15.286376106161377
chr7	27674658	27674944	21.02735135605285
chr7	27689426	27690005	13.531480802361418
chr7	27694825	27695202	12.118913673279456
chr7	27707764	27708041	10.197543343912393
chr7	27723272	27723582	9.302266936148367
chr7	27731121	27732351	16.091798630381017
chr7	27742203	27742602	9.671424404421545
chr7	27763454	27763746	11.283772311798513
chr7	27774375	27774824	9.929147554665207
chr7	27782684	27783324	13.95146357268095
chr7	27804300	27805107	14.204784290498074
chr7	27838423	27838811	12.288088837849726
chr7	27846479	27846935	10.079080636041207
chr7	27860844	27861142	7.88016560253681
chr7	27876287	27876729	13.03737742436957
chr7	27881563	27882059	15.44888488900277
chr7	27922422	27922783	11.289875329036132
chr7	27924166	27924424	22.768254439036053
chr7	27928913	27929642	16.14406216520668
chr7	27968685	27969390	12.037899139079641
chr7	27978992	27979397	13.949229953907155
chr7	27982098	27982680	14.43026543155159
chr7	28009276	28009999	11.034825312481217
chr7	28042903	28044259	25.556049048021478
chr7	28104467	28105146	13.019053609100814
chr7	28124759	28125104	8.865412506158801
chr7	28148372	28148720	14.024470677320984
chr7	28151630	28152629	16.432807780123568
chr7	28158281	28158828	9.583386674005762
chr7	28168642	28169370	16.156629951445613
chr7	28169854	28170107	13.547416457074434
chr7	28179013	28179907	21.190241838194915
chr7	28203658	28204110	17.057015816722295
chr7	28208876	28209383	15.356029939369337
chr7	28213681	28215515	15.758596426906228
chr7	28239170	28239952	12.541948755683801
chr7	28241567	28241837	10.748898205933747
chr7	28248959	28249919	12.593527156611284
chr7	28251821	28252085	14.256095705610333
chr7	28267365	28269480	28.258961381549454
chr7	28277020	28277455	14.43066190303057
chr7	28277703	28278287	18.708478465472183
chr7	28290631	28291181	19.424588345614346
chr7	28297142	28297868	21.200569560048336
chr7	28298599	28299320	24.344138070052274
chr7	28311808	28312034	16.983659313843315
chr7	28312269	28312594	20.851717693622295
chr7	28313246	28313474	22.474294461702044
chr7	28325222	28326444	26.511586630207816
chr7	28338338	28339223	32.56804334134032
chr7	28348906	28349248	21.694089560480844
chr7	28349660	28350541	31.51509946591467
chr7	28354344	28354658	36.18373362425786
chr7	28356840	28357433	27.29983980780307
chr7	28357770	28358695	29.430012326627164
chr7	28372179	28372626	33.23847620919247
chr7	28379024	28379897	43.851301763475554
chr7	28386352	28386663	32.61709706959617
chr7	28386915	28387395	24.039590656757355
