chr	start	end	Morula_Tead4
chrX	17378307	17379009	10.29887788384049
chrX	17551248	17551497	10.319839952461212
chrX	17571681	17572583	14.561481620414295
chrX	17788807	17789102	8.084406425993322
chrX	17789870	17790630	9.189029499104148
chrX	17818005	17818474	10.402808230060504
chrX	17825575	17825880	13.611888541549932
chrX	18010867	18011209	9.812307201630889
chrX	18162001	18162839	12.469084104091854
chrX	18172945	18173373	19.254261246351437
chrX	18174653	18175268	14.064030675965595
chrX	18387954	18388351	11.555651477362106
chrX	18388610	18389199	14.929586039739068
chrX	18433838	18434515	11.362894526612635
chrX	20161947	20162375	8.609095472041691
chrX	20357441	20357732	17.957251312806434
chrX	20364144	20364959	10.494419752015657
chrX	20411987	20412748	19.1808907656726
chrX	20425425	20426234	13.64380971757679
chrX	20545153	20545821	18.319822121523096
chrX	20602227	20602633	12.13953930051456
chrX	20617371	20617629	16.364996444347295
chrX	20662021	20662756	11.792734187638679
chrX	20687183	20687653	19.992494660235465
chrX	20687996	20688276	22.12846612930298
chrX	20724478	20724800	20.821465826923063
chrX	20743592	20744869	17.35509183505782
chrX	20758850	20759739	13.736508699852651
chrX	20773069	20773784	23.568000657408387
chrX	20791516	20792296	31.779392171517397
chrX	20824232	20825741	22.614326336116804
chrX	20842808	20843368	16.99421751839774
chrX	20848000	20848799	21.69624834991665
chrX	20856115	20856640	12.959015732719784
chrX	20920687	20921004	16.153006803350117
chrX	20950803	20951168	11.447996471352774
chrX	20961683	20962387	14.557703814723276
chrX	20970395	20970713	11.212032381093726
chrX	21095221	21095529	8.936211406410514
chrX	21648623	21649356	17.671568601225765
chrX	21667852	21668097	18.48250969867317
chrX	21670480	21670881	22.577006190197725
chrX	21714595	21715448	11.9320910013295
chrX	21789707	21790229	11.781183642902594
chrX	23692626	23693279	8.524700413801769
chrX	31224770	31225406	13.91168416071238
chrX	36206916	36207647	9.854205875161897
chrX	36328052	36328515	8.926231266870355
chrX	36329684	36330288	11.297651949307776
chrX	36561432	36561771	15.724548671801182
chrX	36597783	36598491	11.427388867415951
chrX	36599328	36599753	11.018845120598288
chrX	36644826	36645392	11.719902537315557
chrX	36743592	36744374	13.900704048478694
chrX	36795801	36796320	13.2300981042013
chrX	36804025	36805375	31.937007232948584
chrX	36805648	36806387	31.235617762812097
chrX	36833619	36834186	19.532424405348575
chrX	36874054	36874702	7.81977265668504
chrX	37104091	37104505	9.347688247616164
chrX	37110077	37110328	20.7643850790077
chrX	37166038	37166417	12.412472253109975
chrX	37211296	37211541	8.586635141956563
chrX	38084245	38084803	8.462524703326618
chrX	38214235	38214896	9.658485748403551
chrX	38473069	38473958	17.408573057305556
chrX	38565200	38565662	8.971906618638473
chrX	38575827	38576207	13.095701907810412
chrX	38576452	38576704	10.00968545013004
chrX	38589242	38590708	19.997021354074207
chrX	38600586	38601066	8.173400938510895
chrX	38634660	38635077	11.742647954314162
chrX	41688755	41689677	14.627083271030749
chrX	41924698	41925174	12.11682141578498
chrX	41932079	41932332	15.145766043380315
chrX	42039819	42040402	13.348210678296882
chrX	42050377	42051341	30.888453260002294
chrX	42058231	42058560	19.827728984566082
chrX	42059358	42060017	19.87235867235476
chrX	42074487	42074973	14.36758369869656
chrX	42129081	42129779	18.37445560772303
chrX	42138900	42139172	34.27528454275692
chrX	43394339	43394764	14.541727824491613
chrX	43395141	43395410	14.837334615147247
chrX	44790015	44790268	12.04638822653548
chrX	44809202	44809913	14.535015951899704
chrX	44810384	44811070	15.709859963408713
chrX	45129689	45130069	10.862552635293257
chrX	47908472	47909038	17.707175296945202
chrX	47909362	47910031	17.12033339680043
chrX	47944347	47945343	14.425974279522418
chrX	47950007	47950436	24.679839440992662
chrX	47970676	47971959	27.28456059230647
chrX	47976827	47977215	24.97246625251377
chrX	47977557	47977883	19.81092643737793
chrX	48138085	48138931	11.005561689958505
chrX	48181468	48181807	19.17696835228124
chrX	48208377	48208987	10.713116698577755
chrX	48210272	48210841	15.066332443317755
chrX	48234198	48234967	9.647759254639109
chrX	48256084	48256607	12.761121737113646
chrX	48291339	48291882	13.784716682539461
chrX	48293083	48293667	15.875190687506166
chrX	48314431	48314944	14.98954527931139
chrX	48318091	48319063	15.530417517379478
chrX	48319624	48320002	13.570474750781186
chrX	48340468	48340848	11.495631609464947
chrX	48409821	48410504	10.73697309089091
chrX	48435520	48436148	18.18552861547774
chrX	48438918	48439537	12.794923318607164
chrX	48513113	48513860	8.916150474803674
chrX	48535810	48536357	10.415110461672656
chrX	48583623	48583872	11.182046396186553
chrX	48595894	48596804	13.336416155951364
chrX	48608889	48609238	12.618520042616181
chrX	48623449	48623928	10.16444428429972
chrX	48633718	48634360	18.227725575646136
chrX	48694444	48695159	11.700949090010637
chrX	48765911	48766491	9.125971410192292
chrX	50334938	50335303	11.098989259380184
chrX	50619248	50620097	15.758637992175926
chrX	50632499	50632985	13.083076770413559
chrX	50634988	50635339	16.154312530474105
chrX	51740002	51740556	14.36850662265874
chrX	52145780	52146277	13.729949899362607
chrX	52168148	52168447	11.646099009242743
chrX	52251140	52251552	13.735433689598898
chrX	52261041	52261866	13.878118096553917
chrX	52276366	52277662	26.501385027979627
chrX	52320866	52321423	21.25809349833956
chrX	52322851	52323309	13.114976168199398
chrX	52342192	52342730	10.953474905411108
chrX	52372220	52372936	11.323806576888655
chrX	52441808	52442254	13.35972488461054
chrX	52613813	52614248	11.353578768105342
chrX	52775043	52775434	18.195915214850775
chrX	52775731	52776112	16.668667525444132
chrX	52796948	52797424	11.93662291815301
chrX	52909799	52910583	12.322576837880272
chrX	52917715	52918558	15.833470389794908
chrX	52965049	52965527	16.27715499630533
chrX	52987401	52987950	19.03111643000813
chrX	53043752	53044056	11.703312572680021
chrX	53056884	53057191	7.533647117863261
chrX	53064204	53064563	13.419239001685863
chrX	53087175	53087550	9.947653484344482
chrX	53201473	53202008	10.79955186219973
chrX	53208392	53209918	13.045205922770469
chrX	53266464	53266771	11.484806719354387
chrX	53284374	53285629	12.361162441755196
chrX	53350589	53351166	15.920892783219522
chrX	53362593	53363740	10.563062907304573
chrX	53458068	53458868	13.60379809141159
chrX	53459832	53460470	14.269009032593251
chrX	53968424	53968895	10.421135791041543
chrX	53973252	53974892	11.465139683669177
chrX	55522650	55523276	11.381390557121545
chrX	56342738	56343577	15.106232383964457
chrX	56374363	56374733	7.7213719599955795
chrX	56609841	56610133	8.659355031300898
chrX	57053225	57053764	12.880429821686754
chrX	57359688	57359951	19.614322118432803
chrX	57360683	57361147	21.110756709657867
chrX	57484765	57485221	12.748438590451292
chrX	57539187	57539476	9.328780946434575
chrX	57764439	57765191	15.385282146169784
chrX	57828942	57829812	14.877731574266807
chrX	57830234	57830818	10.082008338954351
chrX	58013955	58014276	10.114299723663805
chrX	58080596	58081230	8.910652805390042
chrX	59133778	59134168	9.04190792059287
chrX	60404416	60404772	10.595470425787937
chrX	60945522	60945846	9.058851236178551
chrX	61632787	61633769	26.15244153366555
chrX	61722746	61723282	7.965244098385768
chrX	63255086	63255580	10.780464315221376
chrX	63259526	63259912	17.36526511987874
chrX	63260163	63260449	13.620000125644925
chrX	63490908	63491720	14.442206803507405
chrX	63719358	63719611	15.382483881923992
chrX	66443474	66443776	10.18764073011891
chrX	67209995	67210872	11.07314159552075
chrX	67271566	67271923	10.621229866305653
chrX	68678660	68678998	9.554541961681208
chrX	68808703	68809672	14.505818189359179
chrX	68820107	68821078	23.10138949380476
chrX	70354101	70354354	15.246057216357809
chrX	70361505	70361940	11.655760370451828
chrX	70365138	70365404	10.564707300716773
chrX	70378017	70378586	13.325194097361372
chrX	70381729	70382108	17.905615441717384
chrX	70385208	70385803	18.871713263247194
chrX	70481779	70482463	14.0588219165802
chrX	70552380	70552962	14.786485813737325
chrX	71034126	71034637	13.120383822521351
chrX	71214990	71215246	9.849321715533733
chrX	71218828	71219512	12.925783352719414
chrX	71448721	71449187	10.669087097880155
chrX	71492698	71493419	12.57288747356272
chrX	71517111	71517374	13.251820625914368
chrX	71560595	71561042	11.943502685367662
chrX	71816386	71816701	10.17323625958155
chrX	71962147	71962901	13.959853683289545
chrX	72240998	72241429	19.180277324331332
chrX	72796981	72797652	10.714925835633597
chrX	72918073	72918350	13.406575254584908
chrX	72918627	72919267	8.367958840727805
chrX	72986690	72987571	23.784930645945934
chrX	73039872	73040200	11.247751265037351
chrX	73052099	73052727	21.7835207076589
chrX	73053040	73054021	29.98016354699869
chrX	73342829	73343169	8.604182505607605
chrX	73458896	73459650	10.832538573748238
chrX	73525570	73526765	10.307807107350817
chrX	73638993	73639695	15.76028027289953
chrX	73666951	73667477	13.73813594339465
chrX	73672335	73673030	14.875475938371617
chrX	73684318	73684601	23.81461253351542
chrX	73693891	73694256	16.597037678548734
chrX	73715955	73717132	18.80244843880808
chrX	73738972	73739341	24.91314868875312
chrX	73745059	73745738	33.404510906764436
chrX	73786235	73786935	13.982550971848624
chrX	73814992	73815348	9.31380125244012
chrX	73880342	73881195	11.041977579121294
chrX	73895784	73896120	8.472488827648617
chrX	73915261	73915504	15.111124387984413
chrX	73922020	73922352	15.826784860656922
chrX	73928548	73929042	20.506814651643698
chrX	73930457	73930743	21.32172856630979
chrX	73935088	73935520	17.32897440592448
chrX	73948675	73948965	8.846825213267886
chrX	73967434	73967855	17.408045136730347
chrX	74054639	74055023	19.746230012426775
chrX	74085385	74085696	11.487230610617488
chrX	74177262	74177544	9.968908096881623
chrX	74245838	74247044	13.730329032363386
chrX	74269567	74270629	18.834648355925825
chrX	74281612	74282006	11.956661461573567
chrX	74282347	74282656	16.592581356999172
chrX	74290701	74291240	16.82770501704738
chrX	74293762	74294020	15.275187569995259
chrX	74296559	74296903	12.947990952536117
chrX	74312594	74313376	8.775396193994586
chrX	74339220	74339604	9.081410393118858
chrX	74368195	74368809	11.945224918837656
chrX	74382089	74383293	13.901948295954455
chrX	74392646	74393050	10.679562097728843
chrX	74428544	74429994	13.453835345054495
chrX	74501198	74502017	11.482393852520339
chrX	75095564	75096173	16.389408817040707
chrX	75130567	75131263	15.748123303227041
chrX	75157775	75159255	25.75902679804209
chrX	75230938	75232716	12.951273904206111
chrX	75265942	75266369	16.43363574740479
chrX	75416122	75416936	11.587850417493309
chrX	75513506	75513930	10.387679405932156
chrX	75514304	75514812	16.427899136317997
chrX	75673537	75674505	9.565529545476615
chrX	75764405	75764855	14.374473736021255
chrX	75778567	75778946	15.130920850507188
chrX	75861606	75862335	20.187855551762837
chrX	75874754	75875126	15.333791791751821
chrX	76423344	76423613	13.252464173894833
chrX	76598582	76599188	24.464609395552785
chrX	76656344	76656872	10.635133835402401
chrX	77431736	77432462	17.238658958230136
chrX	77494141	77494623	9.351460961385387
chrX	77527978	77529079	20.13169556081999
chrX	77607803	77608201	10.044814940073982
chrX	77666816	77667746	12.146967391044862
chrX	77796123	77797098	30.24534786224365
chrX	79671171	79671459	13.567704409360886
chrX	79920301	79920638	14.509130206235438
chrX	81249901	81250383	9.697891023396457
chrX	81297668	81298161	11.67635998909662
chrX	82282738	82283044	7.276305491628211
chrX	85287334	85288011	16.40450354622597
chrX	85468887	85469332	11.318567042404347
chrX	85497453	85497883	14.842406798517981
chrX	85525829	85526131	9.749022823295846
chrX	85776313	85777339	13.888403421256974
chrX	88461798	88462059	10.393738560292913
chrX	88462427	88463207	16.26904629988548
chrX	89008041	89008778	11.780006485684108
chrX	89009817	89010285	10.648439300875378
chrX	91108281	91109144	11.448605567251407
chrX	93636675	93637731	30.986446075818755
chrX	93654793	93655462	15.64022267773547
chrX	93673753	93674074	16.380198496524418
chrX	93674512	93675269	14.346361336021474
chrX	94083578	94083856	9.009620553297962
chrX	94084517	94085178	10.371037300704286
chrX	94108347	94108597	10.26029730796814
chrX	94142713	94142982	13.748683330294812
chrX	94212734	94213577	13.189856200597182
chrX	94217705	94217957	8.94628404057215
chrX	94225988	94226323	10.371860423016903
chrX	94258068	94258355	10.221403907815754
chrX	94366469	94366794	9.644692131922795
chrX	95026410	95026691	15.69922105103625
chrX	95443925	95444876	9.429658636309748
chrX	95626497	95626786	30.62410462108863
chrX	95792332	95792706	9.065040463432272
chrX	95956611	95956859	15.373334634688593
chrX	95968286	95968781	20.20905762489396
chrX	96052656	96052912	16.867551006376743
chrX	96053288	96054322	14.869151677107673
chrX	96135100	96135545	9.888341716166293
chrX	96172173	96172440	14.44663237096665
chrX	96914229	96915191	13.651167615783438
chrX	97376744	97377522	17.90391904529385
chrX	98423519	98423933	12.840344525765682
chrX	98546097	98546574	36.25617225614984
chrX	98547067	98547350	18.482804969005787
chrX	98558539	98559183	14.263740369992227
chrX	98936722	98938248	11.986900791740668
chrX	99008349	99008847	9.780714444846035
chrX	99057709	99058188	13.939696469237262
chrX	99135139	99136368	12.70113216637595
chrX	99294218	99295348	14.967285770230589
chrX	99340115	99340594	10.608402013280944
chrX	99461955	99462710	10.698533124481605
chrX	100385345	100385783	11.499459810997253
chrX	100493918	100494498	10.257424790283729
chrX	100496722	100497086	9.234604735950848
chrX	100594391	100594742	8.503720576946552
chrX	100613915	100614293	9.459186807511346
chrX	100621819	100622143	13.37287699881895
chrX	100625735	100626279	13.058732481563792
chrX	100735787	100736327	11.386601573449594
chrX	100780042	100781252	29.96460207119461
chrX	100794963	100795345	12.23527405274476
chrX	100797344	100797781	9.374854902380937
chrX	100822229	100822972	12.091315744382054
chrX	100823403	100823896	17.700860249826924
chrX	101130245	101131147	10.57774010518702
chrX	101208343	101208661	10.409231883174968
chrX	101419911	101420156	11.687771147124622
chrX	101429196	101430079	14.819633941283177
chrX	101478244	101479028	16.765426273248632
chrX	101499912	101500804	14.221741912610863
chrX	101501236	101501694	14.341688843273179
chrX	101508105	101508580	19.815166493466027
chrX	101515702	101516123	15.931246243293382
chrX	101532675	101533092	12.005537085681796
chrX	101587162	101587541	14.92068243404177
chrX	101610423	101610727	11.80181907666357
chrX	101646207	101646726	22.489879407864315
chrX	101659685	101659933	13.394385441657036
chrX	101688263	101688518	9.700856900682636
chrX	101691909	101692402	11.690761950146596
chrX	101698048	101698708	18.103568561871846
chrX	101706118	101707293	12.146677705074879
chrX	101954025	101954329	8.496174050004859
chrX	102004116	102004368	10.184913756355407
chrX	102117954	102118214	16.477271718245287
chrX	102157339	102157589	14.403795673370361
chrX	102181488	102181795	17.814911892049086
chrX	102215127	102215391	11.392588656960111
chrX	102254224	102255133	11.724076110013117
chrX	102266411	102267208	9.718916268390574
chrX	102571514	102572078	10.710396487662132
chrX	103254795	103255219	15.990889097722071
chrX	103267363	103267824	15.906381749796505
chrX	103268874	103269288	17.90220262002254
chrX	103287309	103287915	14.855818416419202
chrX	103365874	103366365	14.210933409494684
chrX	103405295	103405650	11.38733871889786
chrX	103441887	103442725	15.588178415002572
chrX	103443497	103443818	13.49627830232044
chrX	103460035	103460471	8.62923517905244
chrX	103622089	103622433	14.773061707962391
chrX	103652117	103653235	18.877698914949285
chrX	103671286	103671730	9.469385801134882
chrX	103981477	103982247	19.614511575946562
chrX	104114780	104116106	39.76175756512005
chrX	104129746	104130131	18.334459156185
chrX	104130379	104130672	12.07859408733381
chrX	104164507	104165145	10.813321368821363
chrX	104253055	104253463	18.17791686338537
chrX	104413100	104413835	14.535475555731326
chrX	104433391	104433925	12.263488047131885
chrX	104755976	104756886	12.742994345413459
chrX	104916701	104917146	9.18464125301061
chrX	105076909	105077454	9.423359666176893
chrX	105800358	105800881	12.220593239107734
chrX	105896270	105896686	11.131576213699121
chrX	105929102	105929788	11.010368036285433
chrX	105937715	105939038	15.502218558224241
chrX	105963248	105963987	19.200417441186143
chrX	105965549	105965843	16.1150607122045
chrX	105981438	105982182	9.04828801414659
chrX	106011448	106011849	17.864926361978203
chrX	106026665	106027466	11.752472347683376
chrX	106186699	106187518	11.870334762938876
chrX	106768730	106769949	15.638189257120285
chrX	108793004	108794252	13.622065429886183
chrX	108826354	108826730	13.25795405722679
chrX	109012834	109013826	11.208707736865167
chrX	109818920	109819456	10.561616981207434
chrX	110267960	110268342	15.348239631552971
chrX	111696616	111696913	7.850533820964672
chrX	111709336	111710312	16.532276411036975
chrX	111740204	111741045	10.713119736466197
chrX	112370856	112371172	40.303925816016864
chrX	113054862	113055192	8.864909046346492
chrX	113076685	113077186	11.764435332216426
chrX	113081364	113081725	9.915873382230215
chrX	113220297	113220898	8.506458098301277
chrX	113887866	113889330	20.480565910782317
chrX	113927387	113927930	11.396597020533862
chrX	113963556	113964626	10.284907420773372
chrX	114897233	114897954	12.957238975080472
chrX	114954746	114956203	20.513474401089127
chrX	114975730	114976586	13.551612929763081
chrX	115016821	115017173	9.360530284318058
chrX	115030409	115031603	19.7338582872346
chrX	115032352	115032680	18.167523913267182
chrX	115062545	115062827	11.948613119463548
chrX	116672525	116672827	11.036320209503174
chrX	116674553	116674896	14.011179962936712
chrX	116736183	116736530	7.38482977952325
chrX	117216242	117216883	13.22754451823123
chrX	119023191	119023739	10.758221971292565
chrX	121232352	121232877	15.132221424466088
chrX	121460454	121460722	11.417603047926034
chrX	121971313	121971590	11.1419202945723
chrX	123103318	123103688	13.247993674149384
chrX	126551047	126551725	12.644171247088453
chrX	127090508	127090765	10.437025921817883
chrX	127091087	127091389	16.12174441167061
chrX	129538291	129538690	20.37637924968748
chrX	129539106	129539499	12.554033056166942
chrX	130256318	130256910	25.87391647293761
chrX	130263552	130264227	12.61013160917494
chrX	130543817	130544452	18.24083066249457
chrX	130549544	130550010	29.80615075770366
chrX	130556339	130557736	27.8245966501038
chrX	130577091	130577508	15.666601590401262
chrX	130585347	130586064	18.768108461026202
chrX	130586824	130587997	17.144504229227703
chrX	130684574	130685608	14.459299191746075
chrX	130695381	130696017	14.322657578396347
chrX	130932246	130932904	9.534374725130192
chrX	131402512	131402834	12.384127720542576
chrX	131423554	131423798	14.52293149369662
chrX	131426027	131426523	9.050675077063422
chrX	131437480	131437834	10.705519501098806
chrX	131516442	131517114	9.778324714728765
chrX	131591639	131592040	11.806162865084604
chrX	131697017	131697522	12.33557758897838
chrX	134307811	134308409	10.416319356714205
chrX	134545384	134545666	13.937376864412999
chrX	134589026	134591202	18.21166490573509
chrX	134600096	134600461	9.878133798625372
chrX	134600769	134601022	19.33641863057736
chrX	134621962	134622463	12.503968210277444
chrX	134691211	134691536	12.936623899019681
chrX	135742216	135743082	11.303456444663208
chrX	135862379	135862732	15.02614312266493
chrX	136304283	136305021	15.86281653923717
chrX	136305935	136306220	19.77598089920847
chrX	136306513	136307039	15.943883018348608
chrX	136741166	136742101	11.54841677160824
chrX	138590363	138590623	8.774474749198326
chrX	139327712	139328708	11.283951857961325
chrX	139357501	139358236	18.50113888565375
chrX	139441382	139441802	14.247188111713955
chrX	139442239	139442706	16.84859632373622
chrX	139653606	139653867	8.65918235669191
chrX	139654870	139655179	12.931436551041587
chrX	139997808	139998529	34.698098510710444
chrX	140003370	140003770	13.652645039558411
chrX	140004190	140004686	14.224242391124848
chrX	140192132	140192876	10.50948934032712
chrX	140263628	140263910	8.593873074714173
chrX	140278119	140278413	8.382931915270229
chrX	140321841	140323177	12.68567875009811
chrX	140323425	140323898	12.84928842225992
chrX	140445919	140446385	10.392448313758097
chrX	140455935	140456248	18.321465742092926
chrX	140460280	140461032	19.304495728396354
chrX	140480367	140480759	20.52920375308212
chrX	140510097	140510399	11.177511332050853
chrX	140956387	140956733	14.306283730302932
chrX	142366501	142367114	8.840022461254874
chrX	142390495	142390921	18.63575997598854
chrX	142401416	142402152	12.651094710697299
chrX	142734078	142734349	10.291127894637329
chrX	143344622	143344956	8.954777520573781
chrX	144159633	144160159	11.487041772545064
chrX	144271082	144272361	16.51050813464656
chrX	144279633	144279899	16.53107105341173
chrX	144282879	144283644	32.38726182202109
chrX	144283921	144284388	26.956873581292033
chrX	144303423	144304282	17.698088319531976
chrX	144310669	144311128	15.196140393192731
chrX	144317358	144317815	14.973892466505456
chrX	144341466	144341751	18.201745488350852
chrX	145088846	145089323	14.81210657435643
chrX	145089580	145089877	17.11088265634145
chrX	145484586	145485487	11.93576400949476
chrX	145505242	145505905	11.274434382379685
chrX	145510510	145510840	13.088215119910963
chrX	146297078	146297429	11.045711074459586
chrX	150146711	150147446	8.55141687847319
chrX	150476353	150476597	10.346191423838256
chrX	150478019	150478529	17.20537986194386
chrX	150490007	150490896	13.340303419411384
chrX	150588223	150588555	14.125333214380655
chrX	151008043	151008301	8.97823138384856
chrX	151017011	151017605	13.531662123773234
chrX	151094458	151094971	13.172126614791841
chrX	151123475	151123934	27.511846137202642
chrX	151124314	151125061	22.81929719304464
chrX	151229424	151229963	12.501895439204569
chrX	151289785	151291089	12.207651916274264
chrX	151343819	151344625	10.343983137282189
chrX	151414716	151415440	10.809620246702796
chrX	151517979	151518311	11.907170106129474
chrX	151518560	151518930	13.326168859327161
chrX	151520664	151521075	17.2437806373095
chrX	151750342	151750985	11.391484259075918
chrX	151762918	151763422	10.667271841140021
chrX	151790034	151790717	31.69742626807002
chrX	151792429	151793244	25.104532203791333
chrX	152016496	152016869	15.175661483335112
chrX	152115215	152115639	13.899708723122219
chrX	152230518	152231207	17.154480861475577
chrX	152288661	152289150	21.170063863258907
chrX	152307507	152308317	9.19324310326282
chrX	152308583	152308844	9.269778489153047
chrX	152327093	152327800	13.375337470201657
chrX	152330794	152331412	14.343167801505153
chrX	152342108	152342425	7.800328072689309
chrX	152518688	152519123	11.901961583104628
chrX	152519645	152520282	18.947638698799455
chrX	152769659	152769972	14.202835826447215
chrX	152788577	152789083	16.121700946521383
chrX	153210813	153211878	16.420730789614396
chrX	153220014	153220595	21.513823842427815
chrX	153237963	153238386	11.595277133562886
chrX	153282083	153282334	19.411643309422224
chrX	153326979	153327270	10.888424698020176
chrX	153329294	153329579	15.245580090974507
chrX	153359377	153360338	14.018694962968935
chrX	153452993	153453433	9.84498918056488
chrX	153453693	153454215	8.676680685459882
chrX	153836255	153836971	10.057105206910459
chrX	154867522	154867911	13.468550260391824
chrX	154868960	154869259	7.76237655403622
chrX	155193675	155194137	21.02198788201138
chrX	155216639	155216933	13.15097443262736
chrX	155262489	155263334	17.15282349219689
chrX	155318008	155318408	9.451532682180405
chrX	155338064	155338733	10.142321275845058
chrX	157378563	157379592	23.867883316166083
chrX	157489778	157490466	20.55067753514578
chrX	157512570	157513655	20.862659322501326
chrX	157519199	157519490	13.253423209042893
chrX	157539553	157540663	13.3239000410647
chrX	157568358	157568993	9.503265275729923
chrX	157578966	157579235	15.854273477008352
chrX	157579488	157579798	26.439217395167198
chrX	157594835	157595091	13.834247261285782
chrX	158423493	158424290	11.798722175612504
chrX	158923616	158924186	11.953752542796888
chrX	158924495	158924957	13.148635433865833
chrX	158943761	158944411	9.155122738618116
chrX	158955392	158955721	12.433797975441605
chrX	159486625	159487323	12.168438919635761
chrX	159532690	159533011	16.07822119632614
chrX	159692903	159693158	10.53678611680573
chrX	160096543	160097255	20.21009210857113
chrX	160101906	160102283	17.709829856609478
chrX	160114162	160114800	16.488468808440206
chrX	160133805	160134205	17.655808794498444
chrX	160138548	160139094	13.062947855764257
chrX	160584081	160584468	11.710007231364878
chrX	160745671	160746010	11.6672745848124
