chr	start	end	TSC_Tfap2c_1k
chr18	8966326	8967240	12.534262500132721
chr18	9211684	9213545	13.017268690714744
chr18	9374812	9375127	10.755388916863335
chr18	9449098	9450650	31.828294798598666
chr18	9707113	9708528	17.769584742704467
chr18	9810047	9810897	9.80064284100252
chr18	9948393	9948898	9.562992606776776
chr18	9957508	9958763	27.359384054206757
chr18	10013616	10013870	8.325172814797229
chr18	10029441	10030624	16.84926883708796
chr18	10180920	10182656	45.120362792281206
chr18	10209623	10210142	12.256277814765886
chr18	10275742	10276559	16.034453342419067
chr18	10324595	10325829	34.37236911473823
chr18	10330299	10331133	21.658783462121903
chr18	10345700	10346510	9.287159475279443
chr18	10376664	10376977	7.341606086816269
chr18	10391158	10391875	11.400831385470168
chr18	10392825	10393809	15.593604040339711
chr18	10503325	10503904	19.719618589766903
chr18	10516543	10517658	28.810271186144362
chr18	10518549	10519072	13.634188847149764
chr18	10531837	10533954	23.671227368075648
chr18	10609378	10610761	80.10968084328431
chr18	10617272	10618692	50.25325133766926
chr18	10634950	10635341	9.674995361386662
chr18	10665318	10666293	19.872226517506135
chr18	10706124	10707218	35.83721826891576
chr18	10725168	10726893	16.72185895669787
chr18	10841669	10842781	11.233125365037711
chr18	10860912	10861293	6.208092610667071
chr18	11035321	11035834	10.757526293600279
chr18	11051832	11052790	19.8081815168106
chr18	11205100	11205490	9.332776760443663
chr18	11239576	11240442	14.584028825473565
chr18	11352027	11352416	7.596590379209935
chr18	11400726	11401882	13.66380794320552
chr18	11470441	11471008	8.872363659860385
chr18	11620912	11621772	11.323977251385534
chr18	11656876	11658225	35.60485380326844
chr18	11839003	11840084	41.870729513459466
chr18	11854978	11855485	15.892063052461463
chr18	11856050	11857052	18.350889302061464
chr18	11887915	11888257	6.452727828109474
chr18	11911673	11912043	10.600643717276084
chr18	11966598	11967535	13.057408738416186
chr18	12018762	12019573	8.692876248412597
chr18	12072651	12072901	10.368984249114991
chr18	12098301	12099040	10.59738827848628
chr18	12101958	12102648	12.327300397900567
chr18	12121034	12121783	22.45037769220859
chr18	12128313	12129352	24.59061951449103
chr18	12167956	12169008	16.970455279368412
chr18	12235985	12237108	78.27093698462522
chr18	12305224	12306322	12.236966283377837
chr18	12319040	12319484	8.418378324122042
chr18	12320715	12321515	11.53458738029003
chr18	12333959	12334310	11.862510962364
chr18	12503229	12503843	13.414324075468977
chr18	12504155	12504512	9.94567634945824
chr18	12596627	12597385	9.826317226666573
chr18	12643083	12644289	34.725472555429384
chr18	12726067	12726497	8.499323233892751
chr18	12740500	12741749	28.384981884586036
chr18	12861486	12862860	34.56787807625628
chr18	12941245	12942331	22.04726386026344
chr18	12946971	12947295	14.832036715966684
chr18	12947963	12948302	10.457951796090006
chr18	12948941	12949594	28.524366904546437
chr18	12955197	12955452	10.796045638065712
chr18	12972737	12973149	10.440598168419402
chr18	12973452	12973873	9.804672132478474
chr18	13139257	13139574	11.082333125526597
chr18	13970366	13971019	9.215458933463688
chr18	13972229	13972476	11.345603242094217
chr18	14193163	14194229	16.976287578776002
chr18	14252089	14253193	12.281743468149848
chr18	14415758	14416525	11.647128980504798
chr18	14511046	14512286	19.311301104484066
chr18	14681933	14683487	32.33308605672497
chr18	14782695	14784220	32.86583973702186
chr18	14844224	14845468	12.594774056094252
chr18	14888493	14888770	10.433249363400016
chr18	14889854	14890592	16.24691733693689
chr18	14988718	14989328	9.040632222128696
chr18	14997763	14998027	9.14932041457205
chr18	15014851	15015851	31.150555453300477
chr18	15020885	15022377	31.081540554252307
chr18	15025885	15026134	19.574659742025965
chr18	15042945	15043289	17.101680567098217
chr18	15045821	15047092	14.388138098007671
chr18	15062713	15065553	40.495043762875646
chr18	15107454	15108556	27.717153589002884
chr18	15121858	15122224	9.439678636404986
chr18	15136105	15136707	11.963239937525652
chr18	15140250	15140666	13.243820465528048
chr18	15149796	15151393	25.09648869200688
chr18	15174143	15175529	19.89405628028198
chr18	15208082	15208792	12.76654481350536
chr18	15281347	15281621	10.363095360080692
chr18	15992970	15993245	10.055423138358377
chr18	16038089	16038794	11.966750415504402
chr18	16303816	16304062	9.588523847300833
chr18	16807904	16809766	17.90336475838965
chr18	16823923	16824223	21.26330246925354
chr18	16947527	16947971	12.125018476365923
chr18	17418679	17419344	8.8414047865043
chr18	19472764	19473108	8.960821434508922
chr18	20042641	20042937	9.742851373311636
chr18	20058066	20060144	20.57200071310158
chr18	20187920	20189044	26.27060728989462
chr18	20459089	20459704	18.162648115700822
chr18	20462870	20463728	27.97021709344326
chr18	20488157	20488769	15.895884990692139
chr18	20489180	20490175	37.559650723059576
chr18	20557641	20558839	35.040093706923855
chr18	20566756	20567198	9.131018201689914
chr18	20605539	20605842	28.884261071485263
chr18	20606467	20607334	30.909911627587974
chr18	20612182	20614758	28.644875938041693
chr18	20629853	20632134	34.324806125300256
chr18	20639578	20640534	14.92014477442498
chr18	20740632	20741680	29.78224173301959
chr18	20745912	20746882	30.02354103756934
chr18	20761921	20762419	10.800270755606961
chr18	20773065	20774157	33.87808909346332
chr18	20782685	20783011	11.778989569541135
chr18	20811916	20812512	18.171415825018148
chr18	20814533	20815757	18.085644887942895
chr18	20850916	20851574	10.814798273214091
chr18	20895966	20897237	31.81703575758555
chr18	20961171	20961942	24.719232968628482
chr18	20969543	20970422	15.048462069210881
chr18	21000987	21002472	52.54474915989321
chr18	21042953	21043434	10.731609010399007
chr18	21121793	21122382	15.324875588732786
chr18	21299555	21300922	48.84775109978252
chr18	21408368	21409037	14.280653953552246
chr18	21475292	21475581	9.965611650869509
chr18	22343580	22344016	12.946177097635532
chr18	22984862	22985770	17.93824352776952
chr18	23041251	23042271	15.795576277901144
chr18	23751780	23752543	12.301094435770578
chr18	23753248	23753830	8.548340801520856
chr18	23787817	23788243	10.737170193676658
chr18	23803354	23804460	40.53116638449174
chr18	23877398	23878347	11.163756381096151
chr18	23898274	23898571	8.353092733055654
chr18	23954099	23955480	59.60255131869969
chr18	23987007	23987504	12.64019313712475
chr18	23989140	23989864	11.572365947849843
chr18	24020101	24021162	26.025773656019954
chr18	24051645	24052136	11.623044441285298
chr18	24053585	24054410	21.349490131031384
chr18	24070385	24071121	13.390415511701418
chr18	24094819	24095715	21.41078054692064
chr18	24101929	24102334	8.450350404668738
chr18	24111706	24112953	18.2446883789711
chr18	24121172	24122411	34.441547493861506
chr18	24153131	24153678	11.500859313734706
chr18	24168115	24168850	9.287111781892323
chr18	24205031	24206687	30.229134522876752
chr18	24305040	24305717	8.66602809460864
chr18	24361682	24362575	13.954930418683059
chr18	24429016	24429356	9.738281038228203
chr18	24466726	24466989	10.732520832308344
chr18	24467249	24467922	12.499936475087772
chr18	24470592	24471110	11.024608566033795
chr18	24499952	24500617	10.008589394648272
chr18	24529375	24530806	17.282583272015607
chr18	24589003	24589441	7.991056221260872
chr18	24602809	24604350	16.28961147842226
chr18	24629562	24630179	12.305110243576273
chr18	24653565	24654438	17.27291432388323
chr18	24670035	24670392	10.478499530076313
chr18	24690939	24691861	16.545893044378648
chr18	24708632	24710220	11.11334048168952
chr18	25168275	25169501	48.043158889789176
chr18	25486187	25487737	53.37415933982276
chr18	25504892	25505671	12.14769541957106
chr18	25510726	25511046	13.524802953004837
chr18	25540410	25541312	12.73156889262062
chr18	25548276	25548838	8.678890756016525
chr18	25556378	25557291	11.836611708048792
chr18	25557933	25558572	10.59312000110489
chr18	25645522	25646773	21.949116811287297
chr18	25651260	25651499	11.156885657849172
chr18	25656438	25657348	9.160329284248771
chr18	25667985	25668345	8.755004200670454
chr18	25678942	25679717	9.494221733462426
chr18	25754130	25755704	15.461913231808333
chr18	30272356	30273371	24.948469784929248
chr18	30312070	30312445	8.052680390675862
chr18	30529898	30530581	14.407653803706692
chr18	31171979	31172394	10.595684532946851
chr18	31609207	31610188	19.115922737802084
chr18	31633743	31635627	51.489985649899
chr18	31685507	31686225	9.607756100657259
chr18	31704680	31705033	10.779386428530426
chr18	31738982	31739770	19.271621564923205
chr18	31759345	31761097	26.79235360171213
chr18	31788606	31789461	15.196484247843424
chr18	31803534	31803852	8.755898970477986
chr18	31804091	31804682	13.632639902699013
chr18	31805056	31805499	12.32518861632853
chr18	31862705	31863112	7.361242011958317
chr18	31910173	31911695	65.62946973575922
chr18	31918304	31918758	15.482951187352253
chr18	31931048	31931713	11.87563438128708
chr18	31938867	31939217	12.78762083053589
chr18	31939482	31939854	9.085769837902438
chr18	31957982	31958304	8.540148157510698
chr18	31998959	31999613	8.944458589641327
chr18	32041826	32042264	13.967103402908535
chr18	32051486	32052675	24.999257265769504
chr18	32054881	32056081	26.575946013132732
chr18	32060257	32060519	13.79149844628254
chr18	32067024	32068229	24.231861344808365
chr18	32115799	32116738	23.125326929508816
chr18	32135763	32136948	40.42681024044375
chr18	32147187	32148078	20.302412274978245
chr18	32152810	32154033	19.7218017125851
chr18	32162532	32163827	25.53634807041713
chr18	32168882	32169360	11.781417920499665
chr18	32239885	32240392	17.906877242131582
chr18	32280130	32281076	17.394888930290495
chr18	32335755	32336535	12.794536685332274
chr18	32342913	32343620	10.732200016226761
chr18	32376392	32378254	35.26182864278267
chr18	32414605	32414925	9.083903536200523
chr18	32551734	32552798	12.32333073804253
chr18	32559616	32560084	8.074170595560318
chr18	32619392	32620257	14.955298864772555
chr18	32836822	32837944	17.7895282832059
chr18	32938491	32939920	10.771403313684162
chr18	33213421	33214410	14.18237213177194
chr18	33463329	33464652	28.824372976365094
chr18	33794135	33795426	16.65076684619363
chr18	33889065	33889924	18.384947371566117
chr18	33890275	33891191	25.161278757986544
chr18	33907219	33908514	63.111179633122156
chr18	33930038	33930784	8.884412265015671
chr18	33950109	33951098	23.064542462779972
chr18	33959962	33960445	8.725976517481833
chr18	33996318	33996818	11.880021850585937
chr18	34006148	34007639	34.69045000116803
chr18	34017384	34018255	17.43694115451502
chr18	34031508	34032326	9.866347653941595
chr18	34042795	34043742	16.402517382169602
chr18	34092874	34093842	17.75473044430914
chr18	34108775	34109439	10.223676856741848
chr18	34113629	34114057	11.526682939484855
chr18	34220405	34222040	14.133132699181587
chr18	34247096	34248052	10.76853935638731
chr18	34330134	34331420	15.350653847120412
chr18	34346937	34347173	7.977371787620803
chr18	34372592	34374067	12.492233503266243
chr18	34405441	34406226	11.74329676172536
chr18	34409082	34409831	10.003671443669278
chr18	34467135	34467925	11.435936613927913
chr18	34498442	34498747	9.528157621915224
chr18	34506313	34507345	22.461023767789204
chr18	34511557	34512245	17.261877510436747
chr18	34535502	34536141	11.373551346326657
chr18	34538108	34538777	10.899003224878925
chr18	34572536	34573323	9.198212061934125
chr18	34578683	34579557	13.69427396285452
chr18	34593046	34593315	12.805158320855917
chr18	34597502	34598099	18.123681236152073
chr18	34624136	34625231	38.333314246782976
chr18	34651319	34652321	14.93609766569918
chr18	34662989	34664504	14.41836719922806
chr18	34670596	34671653	41.42702411951157
chr18	34679515	34680166	11.251500337720833
chr18	34720193	34720429	9.574783854565379
chr18	34742894	34743506	15.121044545391806
chr18	34750862	34752432	50.154082275736194
chr18	34758624	34760150	39.523073758199885
chr18	34776431	34777783	52.06174840588542
chr18	34779019	34779344	25.92214841402494
chr18	34783335	34784148	18.568381758780205
chr18	34820810	34821049	10.176837833356657
chr18	34842924	34843874	21.926521150689375
chr18	34850114	34850580	12.441254910481334
chr18	34859604	34861522	75.38203956056837
chr18	34886766	34888019	40.78248102000877
chr18	34897927	34898776	10.756179032252732
chr18	34918623	34919318	14.573564340742372
chr18	34931436	34932540	33.33200443050136
chr18	34953971	34955675	47.67241966156022
chr18	35021785	35023692	40.52527444732013
chr18	35045035	35045302	12.687494620848238
chr18	35047834	35048707	20.25805380145026
chr18	35056798	35057061	10.457466586007818
chr18	35065967	35066304	14.006635934733495
chr18	35086741	35087665	22.27134474428185
chr18	35094003	35094659	16.8367122353577
chr18	35098373	35098941	28.12540921358995
chr18	35101018	35101872	21.425822295963904
chr18	35102891	35103941	35.20114028930664
chr18	35107254	35107545	20.208514891948898
chr18	35118193	35119664	67.12821179264684
chr18	35124235	35124477	15.92764730295859
chr18	35180469	35180952	12.53823012693575
chr18	35276894	35277147	8.433716947382147
chr18	35296214	35296959	12.415935339703656
chr18	35344838	35345507	8.81828374035868
chr18	35431908	35432274	8.358405785482438
chr18	35467447	35468619	16.335022089831252
chr18	35474849	35475123	9.677256232630597
chr18	35482593	35483414	10.19623521474915
chr18	35498202	35499526	45.32917072189539
chr18	35532157	35533093	10.060204279218983
chr18	35540250	35540492	12.903769351234121
chr18	35542270	35542662	10.527085603499899
chr18	35552921	35553895	27.389305313509837
chr18	35561683	35563221	26.83449157617837
chr18	35598082	35599137	12.596784390092461
chr18	35640125	35640854	21.848268136075493
chr18	35643089	35643969	29.1398286819458
chr18	35654256	35655691	19.14540307114764
chr18	35661776	35662485	12.147016310052912
chr18	35664415	35665120	11.693692863410247
chr18	35671477	35672865	18.437038562483334
chr18	35702479	35703619	21.9419635831264
chr18	35721532	35722696	12.289515039355484
chr18	35729931	35730989	12.983585914276498
chr18	35739894	35740683	9.354384147924465
chr18	35751592	35752722	15.734014667240919
chr18	35757607	35758032	14.330380971571978
chr18	35770898	35772590	23.42325788637707
chr18	35780738	35780971	10.521029853002196
chr18	35810488	35810889	11.307287891606737
chr18	35822553	35824133	46.20051232103222
chr18	35829239	35832366	50.7594657010659
chr18	35847814	35848579	13.520701270009956
chr18	35854609	35854928	10.865270629571897
chr18	35873473	35874205	13.685809425968941
chr18	35878637	35879591	13.777954303493539
chr18	35888759	35889972	11.967559783397778
chr18	35918408	35920891	14.441039521218242
chr18	35930187	35930876	11.7324836963493
chr18	35939249	35940096	29.39037894414476
chr18	35942418	35942785	15.405229911492372
chr18	35959004	35959746	19.3836781753684
chr18	35964833	35965251	8.16556084441226
chr18	36017753	36019073	37.697070092865914
chr18	36030844	36031087	12.67741749021742
chr18	36068090	36068835	15.039562679777209
chr18	36122011	36122726	10.885656995706626
chr18	36138805	36139322	8.29277538192572
chr18	36196691	36197849	11.426108229345608
chr18	36239740	36240481	11.412241303808132
chr18	36255119	36256000	20.439022623856683
chr18	36280511	36281883	34.833638402532905
chr18	36286446	36288145	22.717076972520857
chr18	36319675	36321009	15.18705455009369
chr18	36327913	36329194	37.26871370096676
chr18	36342496	36343585	11.567008219474603
chr18	36348239	36349632	48.94106307786228
chr18	36383675	36384525	8.465132446850047
chr18	36400056	36400422	10.994661088849677
chr18	36411238	36411527	12.759939081528607
chr18	36415030	36416051	22.895315779294602
chr18	36454038	36454926	18.678007481334447
chr18	36487241	36487497	11.114194072782993
chr18	36492280	36493709	23.61126696838208
chr18	36514054	36514604	28.360436977039683
chr18	36515346	36516415	33.149453892007514
chr18	36521960	36522618	38.10800267135481
chr18	36525010	36526058	35.007554338178565
chr18	36541114	36541942	10.00881106266077
chr18	36559258	36560874	62.55685675928433
chr18	36669737	36670762	15.752505623887226
chr18	36678942	36680041	26.885262360021784
chr18	36687801	36688113	7.833738062626276
chr18	36720736	36721017	7.733636747475621
chr18	36725562	36726673	9.58207987150987
chr18	36734536	36735688	32.12024619595872
chr18	36744120	36745089	24.82543426647521
chr18	36760041	36760427	9.19747543458494
chr18	36764306	36765178	16.355202249430736
chr18	36782908	36783913	25.196331375748365
chr18	36793416	36794559	16.64097255713462
chr18	36801176	36802520	12.368735210881347
chr18	36930153	36930454	8.144179166749467
chr18	36992408	36992876	8.452002087209978
chr18	37143564	37144435	11.103625834604081
chr18	37643967	37644578	10.583696415303383
chr18	37655359	37656063	19.33775069429116
chr18	37668953	37669259	7.901038045197531
chr18	37801035	37801320	7.05704208842495
chr18	37805966	37806947	17.32359331657884
chr18	37814486	37815317	15.05734114870698
chr18	37819132	37819777	11.661754529051079
chr18	37822687	37822924	13.63300764108006
chr18	37841163	37841723	7.930070731469563
chr18	37851968	37852804	10.861166742429779
chr18	37877219	37877829	16.237879979805868
chr18	37879887	37880676	14.640838824901895
chr18	37883243	37884082	11.669457049705132
chr18	37908025	37908470	12.15711905447285
chr18	37923980	37924823	11.302637222398642
chr18	37932510	37933646	28.478161847087698
chr18	37934397	37935885	31.260117687375743
chr18	37944786	37945133	11.017617846772032
chr18	37949779	37950059	9.37556769507272
chr18	37954715	37956187	23.29179813550866
chr18	37969346	37970272	11.846919034006271
chr18	37984112	37984871	11.963029120122334
chr18	37998444	37999164	22.257988505893284
chr18	37999926	38000517	14.470634847728128
chr18	38004463	38004853	17.512441459068885
chr18	38005280	38006676	24.988613798146943
chr18	38013587	38014608	22.819970137458824
chr18	38025047	38025459	26.263590053447242
chr18	38039644	38040518	18.216124195256004
chr18	38046887	38047226	8.65380845590327
chr18	38052389	38052840	10.800511292501987
chr18	38056410	38056693	9.822555895828948
chr18	38067458	38068332	22.077149864737994
chr18	38070807	38071673	21.694622948318376
chr18	38080643	38081497	20.969137176138457
chr18	38104547	38104909	13.947512695143894
chr18	38111343	38111773	14.048049557486246
chr18	38122379	38122960	30.553345573543478
chr18	38126564	38127948	21.9957494349838
chr18	38134257	38134552	8.63936452057402
chr18	38143986	38145579	81.18383264152493
chr18	38150818	38151315	21.804933269738672
chr18	38153770	38154034	13.479707150748283
chr18	38159174	38159744	12.872554733878689
chr18	38174099	38175742	36.654508466843765
chr18	38185050	38186523	31.12483340952023
chr18	38190902	38191396	13.332868553848884
chr18	38200001	38200485	11.263704598442581
chr18	38203501	38203835	16.301640907447496
chr18	38205556	38206037	18.23984674505285
chr18	38209992	38210285	20.888285431845603
chr18	38211027	38212864	37.751269281689936
chr18	38216874	38217441	18.519635107992396
chr18	38230101	38230342	12.457059151898775
chr18	38239108	38239907	16.08575145950604
chr18	38249846	38250857	38.18423441916144
chr18	38276137	38277169	34.541939227155936
chr18	38277593	38277874	25.607625472588047
chr18	38279694	38280549	36.3752014650936
chr18	38283565	38284304	24.548195108509194
chr18	38291234	38292401	47.74640148198799
chr18	38296322	38297561	63.97276460094929
chr18	38337886	38339432	39.367173243987764
chr18	38349506	38350662	20.739379782990188
chr18	38357819	38358104	10.237075375674063
chr18	38366684	38367852	24.148485415602384
chr18	38371790	38372455	29.041586015457497
chr18	38374102	38374354	20.71762164433797
chr18	38377084	38377746	23.08013047192392
chr18	38379605	38380592	17.759615346411923
chr18	38384475	38385694	26.625776064014513
chr18	38409713	38410058	16.458580279695816
chr18	38418381	38419689	43.466122620696325
chr18	38459555	38460164	12.022427984059151
chr18	38464465	38464750	8.581252809156451
chr18	38494621	38496390	24.787866190235917
chr18	38517605	38518654	28.287138734350215
chr18	38524024	38524867	14.689554811796684
chr18	38531440	38532278	12.30406462434937
chr18	38570231	38571351	37.86142199380057
chr18	38573870	38574135	28.423243684588737
chr18	38575746	38576848	31.361450915327953
chr18	38584137	38585097	9.903195098042488
chr18	38600927	38602546	45.11007833812667
chr18	38604621	38605347	45.521373107742015
chr18	38628548	38629434	38.21487794234575
chr18	38631422	38632368	35.70451856415569
chr18	38636885	38637889	28.236400069468523
chr18	38657989	38658240	6.78548817615585
chr18	38690984	38691902	8.789083657441315
chr18	38746646	38746889	7.511311087588714
chr18	38761360	38761708	6.586729296322527
chr18	38802028	38802677	16.14257534773581
chr18	38804071	38805034	18.74431947310023
chr18	38845392	38845669	8.407667531863877
chr18	38890148	38890843	13.342202510422082
chr18	38910078	38910495	8.19339852710422
chr18	38930416	38930676	8.888222432136535
chr18	38940608	38941826	11.935394791350967
chr18	38992535	38994091	42.49784041194703
chr18	39110720	39111412	15.92541617465157
chr18	39137156	39137498	9.375819151861625
chr18	39186213	39187107	11.928053795624633
chr18	39318867	39319131	6.420909856304978
chr18	39321848	39322138	10.95669656950852
chr18	39378178	39378461	13.6863928683655
chr18	39378747	39378987	8.02780179977417
chr18	39387332	39387607	14.169427993080832
chr18	39390637	39391510	20.988881912974286
chr18	39397182	39397439	9.612983128440055
chr18	39488918	39491877	50.62289261838881
chr18	40218675	40219911	14.95565799563448
chr18	40308021	40308481	194.13914050848587
chr18	41950817	41951918	17.428046429622835
chr18	42010663	42011461	9.260390547582679
chr18	42052426	42053574	14.48947194145947
chr18	42069358	42070167	16.24174638024367
chr18	42079933	42080969	19.742829497716603
chr18	42090244	42091070	12.826154096940527
chr18	42110183	42110499	8.0058803392362
chr18	42235478	42235780	6.198483482891361
chr18	42261864	42262820	17.508790039118363
chr18	42274840	42275962	30.914986881555297
chr18	42401184	42401708	9.855350808332895
chr18	42467543	42467908	8.459952326996685
chr18	42511019	42512047	14.96452692510553
chr18	42512935	42513343	8.437927382833818
chr18	42545225	42545934	10.709484053263376
chr18	42589363	42590042	12.680889941455689
chr18	42590924	42591498	10.943870649105165
chr18	42766559	42766811	8.564383204021151
chr18	42877121	42877394	13.266649116963258
chr18	43393070	43393787	13.033175778355725
chr18	44040928	44041918	13.250644830742267
chr18	44367400	44368040	12.334137745201588
chr18	44380017	44381317	43.147136174715484
chr18	44586327	44586781	10.368334797510492
chr18	44661849	44662608	8.649542932925018
chr18	44811901	44812188	9.208236661106866
chr18	44828247	44829436	48.028844235021594
chr18	44897976	44899168	17.171574654595165
chr18	45268256	45268797	17.488240105387465
chr18	45558232	45559795	21.18368581255387
chr18	46003230	46003847	13.653674408527788
chr18	46197908	46199486	36.11293458131448
chr18	46226953	46227519	12.943243046952642
chr18	46280209	46281117	10.392364373816267
chr18	46311244	46312241	17.203361230006546
chr18	46333565	46334479	9.321245704751046
chr18	46389944	46390903	18.04747087639738
chr18	46427351	46428402	19.894421756210836
chr18	46460756	46461656	13.057966199980841
chr18	46469563	46470195	20.516730041443548
chr18	46483557	46484589	19.963625395020774
chr18	46525043	46526643	60.34166427612305
chr18	46541481	46542674	18.65570058926553
chr18	46564943	46565248	9.461643550435051
chr18	46597134	46598772	40.67370091915584
chr18	46674098	46674696	9.949759367716352
chr18	46728002	46728971	16.100815476770865
chr18	46741262	46742526	33.98078058716617
chr18	46811860	46812728	9.1000274403304
chr18	46859142	46860109	10.9235026646548
chr18	46952346	46953171	20.756603888309364
chr18	46958246	46959353	40.169219548570865
chr18	47040572	47040818	10.064602243221872
chr18	47148990	47149272	7.638353273378196
chr18	47169680	47170689	24.638983903247844
chr18	47194407	47195318	10.3089780708045
chr18	47273830	47274125	10.638664746688583
chr18	47290355	47291368	7.524292225192824
chr18	47302181	47302624	7.863720038136295
chr18	47329951	47330992	19.15939536630592
chr18	47352814	47353423	10.576347512368889
chr18	47358897	47359985	18.10026966035366
chr18	47368543	47369358	19.219236438259756
chr18	47369822	47370744	23.56915225693047
chr18	47375824	47376887	28.65700280341133
chr18	47377299	47378105	25.906115033786293
chr18	47431713	47431969	8.195845233276486
chr18	47443659	47443941	9.123139547118058
chr18	47453142	47453805	9.505380463636119
chr18	47569718	47570008	9.079984508711716
chr18	47758269	47759106	8.698120184411854
chr18	49269860	49270314	16.021635490367068
chr18	49526881	49528057	22.13630547328871
chr18	49543264	49544182	10.692320290214356
chr18	49550669	49551594	15.518637509732633
chr18	49558868	49559812	36.04206746614585
chr18	49745760	49747608	16.66569541905464
chr18	49754824	49756132	52.75294638409162
chr18	49831944	49833398	45.99988270485127
chr18	49979035	49980364	31.180994799479762
chr18	50000713	50000999	10.62283209654001
chr18	50023680	50024629	8.709673396151736
chr18	50038348	50038804	8.668543866851874
chr18	50052943	50053939	18.566340057246656
chr18	50062579	50063461	32.2922518723676
chr18	50064954	50066015	30.926614917751532
chr18	50112205	50113318	21.699834122704903
chr18	50125595	50126296	13.895193846861748
chr18	50128204	50128714	12.48382189320583
chr18	51117175	51118002	9.592832651219029
chr18	51574566	51575199	10.457717574603185
chr18	52768108	52768861	11.684265113921754
chr18	52874504	52874842	8.443888190229968
chr18	52956576	52956879	9.543033154490757
chr18	53175816	53177127	38.61709211001771
chr18	53198082	53198736	13.644929514747876
chr18	53244566	53245998	28.245728677211527
chr18	53249644	53250714	24.89975844588235
chr18	53264929	53265372	7.824838824519723
chr18	53336451	53336787	11.596999389784676
chr18	53417190	53418179	23.94609791203143
chr18	53463662	53465405	25.604837219973646
chr18	53598922	53599216	11.562677196904916
chr18	53628121	53628911	11.91460489442077
chr18	53649655	53650078	9.419914238841821
chr18	53671964	53672496	10.51002267608069
