seqnames	end	SYMBOL	start.x	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	GENENAME	zy	early2cell	mid2cell	late2cell	4cell	8cell	16cell	earlyblast	midblast	lateblast	start.y	GSM1386019_oocyte	GSM1386020_sperm	zygote	GSM1386021_2cell	GSM1386022_4cell
chr11	87475929	Tex14	87475801	129	*	Intron (ENSMUST00000060835.11/83560, intron 3 of 30)	11	87427591	87484766	57176	1	83560	ENSMUST00000156483.1	48210	ENSMUSG00000010342	testis expressed gene 14	1.09729607397228	1.33684132321642	1.32780553068242	0.452923626449564	0.331511663266599	0.406479737768466	0.637758497454852	0.526386829420577	0.676715625035947	0.122828159632577	87475800	0.9333333333	0.9714285714	0.95238095235	0.1176470588	0.5517241379
chr11	87584768	Septin4	87584651	118	*	Promoter (<=1kb)	11	87585225	87589864	4640	1	18952	ENSMUST00000148216.7	-457	ENSMUSG00000020486	septin 4	0	0.0432443874572476	0.0619391874714354	0.140845190262543	0	0.143138148870211	0.0178003759459474	0	0.00668005550066835	0	87584650	0.7	0.9743589744	0.8371794872	0.2272727273	0
chr11	87699523	Rnf43	87699400	124	*	Promoter (<=1kb)	11	87699897	87735539	35643	1	207742	ENSMUST00000040089.4	-374	ENSMUSG00000034177	ring finger protein 43	0.191445777519611	0.137584730585725	0.141030373560159	0.360342164357762	0.245874006557634	0.00445498835632178	0	0.0217646834163665	0	0.0165460939105942	87699399	0.75	0.8947368421	0.82236842105	0.2272727273	0
chr11	95664774	Phb	95664644	131	*	Distal Intergenic	11	95666957	95680773	13817	1	18673	ENSMUST00000125172.7	-2183	ENSMUSG00000038845	prohibitin	4.57204290103029	4.5402981024117	2.86195820373724	3.07563053831646	3.93916856064115	4.88592101035775	5.21473530217319	5.60781938209278	5.64754089643921	5.82290244762469	95664643	0.842962963	0.9516129032	0.8972879331	0.2375776398	0.209375
chr11	97580284	Srcin1	97580143	142	*	Distal Intergenic	11	97551890	97575226	23337	2	56013	ENSMUST00000142123.1	-4917	ENSMUSG00000038453	SRC kinase signaling inhibitor 1	0	0	0	0.00613761614036221	0	0.0133530746921441	0.0761102230501883	0.00439996280052435	0	0	97580142	0.6969924812	0.9583632233	0.82767785225	0.1765480163	0.04010008259
chr11	98522114	Ikzf3	98521968	147	*	Intron (ENSMUST00000103141.3/22780, intron 1 of 7)	11	98464902	98545800	80899	2	22780	ENSMUST00000103141.3	23686	ENSMUSG00000018168	IKAROS family zinc finger 3	0	0.00215927346159473	0	0	0	0.0305372976849735	0.146340283692789	0	0	0	98521967	0.7	0.9642857143	0.83214285715	0.1481481481	0.03333333333
chr12	31497745	Cbll1	31497602	144	*	Intron (ENSMUST00000064240.13/104836, intron 1 of 5)	12	31484829	31499555	14727	2	104836	ENSMUST00000064240.13	1810	ENSMUSG00000020659	Casitas B-lineage lymphoma-like 1	3.62073855932592	3.16831214793499	6.19114727953461	4.9457671566383	4.48884054993957	4.01849317171468	3.47700739430132	2.79213733006349	2.72796003558213	3.28028360881009	31497601	0.7052083333	0.9126526252	0.80893047925	0.07156084656	0.03397147147
chr12	4150192	Adcy3	4150047	146	*	Intron (ENSMUST00000152792.7/104111, intron 2 of 20)	12	4159600	4182945	23346	1	104111	ENSMUST00000134680.1	-9408	ENSMUSG00000020654	adenylate cyclase 3	0.0177246047311334	0.222928614336893	0.0710637780997765	0.219629935407566	0.593431682354415	0.266796676460824	0.109923077698766	0.0253659359658693	0.0141095757237067	0.0166542624424852	4150046	0.7079365079	0.967654321	0.83779541445	0.2451119724	0.09735449735
chr13	117082618	Gm6416	117082473	146	*	Distal Intergenic	13	117130027	117135884	5858	1	623312	ENSMUST00000224375.1	-47409	ENSMUSG00000114792	predicted gene 6416	0.163754362753743	0.28296482775239	0.0161120062220518	0	0	0	0	0	0	0	117082472	0.7142857143	0.9333333333	0.8238095238	0.2325581395	0.1470588235
chr13	51647590	Cks2	51647442	149	*	Intron (ENSMUST00000075853.5/66197, intron 1 of 2)	13	51645232	51650660	5429	1	66197	ENSMUST00000075853.5	2210	ENSMUSG00000062248	CDC28 protein kinase regulatory subunit 2	8.94809298941284	8.83514995585322	9.08726888435707	8.55515369390453	9.27396289758433	9.16931017075274	9.25157155303068	7.30473343182777	7.11746893757742	6.87192470038814	51647441	0.6974358974	0.9309807256	0.8142083115	0.1810654623	0.2438940488
chr14	121380837	Stk24	121380700	138	*	Promoter (<=1kb)	14	121337422	121380011	42590	2	223255	ENSMUST00000227917.1	-689	ENSMUSG00000063410	serine/threonine kinase 24	5.03482641239872	4.7462514487116	4.81083195971461	3.93635861154024	2.90343155610972	4.53457521433565	4.85176773240479	3.8897566535832	4.04439985965287	3.19449316555915	121380699	1	0.72	0.86	0.2142857143	0.32
chr14	20186723	Kcnk5	20186577	147	*	Distal Intergenic	14	20140057	20181809	41753	2	16529	ENSMUST00000024011.9	-4768	ENSMUSG00000023243	potassium channel, subfamily K, member 5	0.212436595793475	0.167932084464044	3.76099189220586	3.14775473202575	4.8645713987593	5.59052194676557	3.82867600149421	1.07433865840747	2.48364368205927	1.99338934118659	20186576	0.7515873016	0.9501727894	0.8508800455	0.2409455128	0.06439393939
chr14	54525647	Prmt5	54525503	145	*	Distal Intergenic	14	54507187	54517525	10339	2	27374	ENSMUST00000023873.11	-7978	ENSMUSG00000023110	protein arginine N-methyltransferase 5	2.66943813396508	2.31611642842429	4.41575398447123	5.32558036637774	6.48882492985216	6.67017507947924	6.27812149203811	5.30664939376539	6.20389479705181	5.16507000245725	54525502	0.7158201058	0.933311569	0.8245658374	0.2178793584	0.2157151814
chr14	55911153	Sdr39u1	55911032	122	*	Distal Intergenic	14	55897931	55900293	2363	2	654795	ENSMUST00000227499.1	-10739	ENSMUSG00000022223	short chain dehydrogenase/reductase family 39U, member 1	0.481298959172335	0.106540281336946	0.236626298111271	0.188143890769194	0.745864321794055	1.20584891603749	0.885463370316901	0.895766868373788	0.921079626799326	0.836306957762855	55911031	0.7	0.9090909091	0.80454545455	0.1666666667	0.04761904762
chr14	65832280	Esco2	65832141	140	*	Intron (ENSMUST00000022613.9/71988, intron 2 of 10)	14	65831426	65833908	2483	2	71988	ENSMUST00000225853.1	1628	ENSMUSG00000022034	establishment of sister chromatid cohesion N-acetyltransferase 2	5.32896265400879	5.52871038787536	6.264918185133	6.1689425349042	5.80249189754306	5.85082694739702	5.26330478923851	4.10548826819841	4.42314292748442	3.31346100671805	65832140	0.7996794872	0.9299414638	0.8648104755	0.2329312354	0.08741682306
chr14	99272210	Klf5	99272058	153	*	Distal Intergenic	14	99298691	99315036	16346	1	12224	ENSMUST00000005279.7	-26481	ENSMUSG00000005148	Kruppel-like factor 5	0.0110487467888371	0.165725872044832	4.79516116454058	4.91054710052391	6.79481767757111	7.02567850507047	7.10230438160965	6.66005475769571	6.53793578400469	7.59321879051049	99272057	0.7777777778	0.9756097561	0.87669376695	0.05882352941	0
chr15	76619236	Slc39a4	76619130	107	*	Promoter (1-2kb)	15	76612391	76617384	4994	2	72027	ENSMUST00000230977.1	-1746	ENSMUSG00000063354	solute carrier family 39 (zinc transporter), member 4	0.159705784043661	0.172969101416547	4.28562712206962	5.96711567278348	6.41495143015325	6.97633422879749	5.30761899964843	5.32383763300951	4.26726241515301	3.83071441301373	76619129	0.6745614035	0.9280663781	0.8013138908	0.1738927739	0.05733005733
chr15	79752376	Gm16576	79752255	122	*	Intron (ENSMUST00000128342.1/100504191, intron 3 of 3)	15	79742698	79757394	14697	1	100504191	ENSMUST00000128342.1	9557	ENSMUSG00000087543	predicted gene 16576	0	0	0	0.00137538066068789	0.0654550283587974	0.0117411549513505	0	0	0	0	79752254	0.7222222222	0.9543589744	0.8382905983	0.1876430206	0.5880952381
chr15	81576206	Ep300	81576057	150	*	Distal Intergenic	15	81585397	81652077	66681	1	328572	ENSMUST00000068387.10	-9191	ENSMUSG00000055024	E1A binding protein p300	2.89201417794578	2.86063370289434	4.47992446201238	4.90396017228879	4.1716577535262	2.76288875170299	2.59683513253717	1.91491250321347	2.14939194576524	1.9152744359187	81576056	0.625	1	0.8125	0.1470588235	0
chr15	97785822	Slc48a1	97785676	147	*	Intron (ENSMUST00000230531.1/67739, intron 1 of 2)	15	97784489	97791247	6759	1	67739	ENSMUST00000229084.1	1187	ENSMUSG00000081534	solute carrier family 48 (heme transporter), member 1	2.82386000239617	2.70078764244801	1.12179701482875	0.622668431262306	0.360102489566019	0.282150948279068	0.453402928511137	0.305081136521767	0.139449648356509	0	97785675	0.8383838384	0.9583333333	0.89835858585	0.2068627451	0.1204545455
chr15	98687326	Rnd1	98687193	134	*	Distal Intergenic	15	98669205	98677461	8257	2	223881	ENSMUST00000003451.10	-9732	ENSMUSG00000054855	Rho family GTPase 1	0.506815717680602	1.37561817347572	3.60262226713868	1.60705760514287	1.65322028043719	2.7379073818264	2.48734579412716	2.40124288832829	2.03883392822327	0.355554450853534	98687192	0.6478365385	0.956302521	0.80206952975	0.12	0.02228988604
chr16	91594121	Tmem50b	91593993	129	*	Intron (ENSMUST00000023686.14/77975, intron 1 of 6)	16	91575758	91597664	21907	2	77975	ENSMUST00000133180.7	3543	ENSMUSG00000022964	transmembrane protein 50B	2.54202117692816	2.45799028661901	6.30016656633002	6.87978326097222	7.60699634203703	6.99040347392223	6.67403370847653	3.6591308922613	2.63350132885382	4.40466360422341	91593992	0.6893575851	0.9720985155	0.8307280503	0.1948396926	0.1329025796
chr17	12994727	Wtap	12994590	138	*	Promoter (<=1kb)	17	12975417	12994169	18753	2	60532	ENSMUST00000233867.1	-421	ENSMUSG00000060475	Wilms tumour 1-associating protein	2.3796225594078	3.30163596777339	5.42826936243017	6.27649353593265	6.47357824386155	6.20771431271271	7.19650696148578	6.25599560008293	5.68340433944616	6.12943083373964	12994589	0.6428571429	0.9782608696	0.81055900625	0.16	0.05882352941
chr17	23780599	Flywch2	23780453	147	*	Promoter (<=1kb)	17	23776959	23779791	2833	2	76917	ENSMUST00000122991.1	-662	ENSMUSG00000023911	FLYWCH family member 2	0	0	0.621438901966634	1.52254586820286	2.37710006454615	2.08905818877763	1.20794672373263	0.17964514792982	0.0625399114872257	0	23780452	0.7102396514	0.9705882353	0.84041394335	0.1777231777	0.0785480859
chr17	24735007	Msrb1	24734881	127	*	Promoter (1-2kb)	17	24736642	24742778	6137	1	27361	ENSMUST00000115262.7	-1635	ENSMUSG00000075705	methionine sulfoxide reductase B1	2.28707197003518	1.87835915831392	6.67918396810691	7.19631784880637	5.42006247680071	2.88366164289951	3.03898921013009	3.16298365097402	2.86464093815622	3.26093743981025	24734880	0.7058823529	0.9038461538	0.80486425335	0.1176470588	0
chr17	25708375	Gng13	25708229	147	*	Distal Intergenic	17	25717171	25719406	2236	1	64337	ENSMUST00000172002.7	-8796	ENSMUSG00000025739	guanine nucleotide binding protein (G protein), gamma 13	0	0	0.335139796189359	0.245060247871728	0	0	0.0985867275569748	0.380098254651416	0.181443111248115	0.0862774757867248	25708228	0.659375	0.9649122807	0.81214364035	0.152394775	0.1760466712
chr17	29413010	Fgd2	29412842	169	*	Distal Intergenic	17	29376501	29378452	1952	1	26382	ENSMUST00000144616.1	36341	ENSMUSG00000024013	FYVE, RhoGEF and PH domain containing 2	0	0	0	0.0435073455030768	0.350136194094881	0.273347850324036	0.0235619270176726	0	0	0	29412841	0.8421052632	1	0.9210526316	0.2307692308	0.03278688525
chr17	46195564	Polh	46195418	147	*	Exon (ENSMUST00000233924.1/ENSMUST00000233924.1, exon 1 of 1)	17	46172225	46202622	30398	2	80905	ENSMUST00000233438.1	7058	ENSMUSG00000023953	polymerase (DNA directed), eta (RAD 30 related)	0.0922120151072837	0.13650084846216	2.33082793011082	3.05035948407594	1.76292623250737	2.01106193928224	1.67366396777487	1.03434545950085	0.66506060988793	0.843311261483436	46195417	1	0.9565826331	0.97829131655	0.2361111111	0.4207459207
chr17	47801158	Tfeb	47801039	120	*	Distal Intergenic	17	47789441	47791613	2173	1	21425	ENSMUST00000140715.1	11598	ENSMUSG00000023990	transcription factor EB	0	0.0336607012674348	0.112093632638683	0.410903029998054	1.27270096939229	2.70096858946217	1.74010062243418	1.01805198589378	1.47501479422117	1.52006115691284	47801038	0.8333333333	0.96875	0.90104166665	0.21875	0.5
chr17	83709938	Mta3	83709792	147	*	Intron (ENSMUST00000112350.7/116871, intron 2 of 13)	17	83706191	83814905	108715	1	116871	ENSMUST00000067826.14	3601	ENSMUSG00000055817	metastasis associated 3	6.40613594741707	5.57913271741271	3.88496797588667	3.44628506849919	4.54021825742019	6.27201575993202	6.29685667179694	5.02137807797436	5.1534066105895	4.73986271029446	83709791	0.7083333333	0.9791666667	0.84375	0.05626780627	0.06785714286
chr18	38462567	Ndfip1	38462422	146	*	Exon (ENSMUST00000238135.1/65113, exon 4 of 4)	18	38451310	38464383	13074	1	65113	ENSMUST00000238135.1	11112	ENSMUSG00000024425	Nedd4 family interacting protein 1	2.82381397212297	1.97125241996805	1.13920390395738	1.42341275805351	1.41405228345778	1.66280376777013	1.99617213765727	3.41817014192181	3.11318882773641	3.13118455707835	38462421	0.8964285714	0.9126126126	0.904520592	0.205958042	0.2314814815
chr18	57960329	Fbn2	57960192	138	*	Distal Intergenic	18	58025101	58026880	1780	2	14119	ENSMUST00000236932.1	66551	ENSMUSG00000024598	fibrillin 2	0.417819615714927	0.462206611264556	0.319229577838656	0.144109964659338	0.0943945569980294	0	0	0	0.0352864070960222	0	57960191	0.6916699605	0.9664387432	0.82905435185	0.210811329	0.1177757011
chr18	67500572	Spire1	67500445	128	*	Intron (ENSMUST00000045105.12/68166, intron 10 of 14)	18	67496574	67497729	1156	2	68166	ENSMUST00000226000.1	-2716	ENSMUSG00000024533	spire type actin nucleation factor 1	4.86095652695558	4.70744522098483	4.96482484268748	3.88700746043409	2.21615269148356	0.382840063246206	0.521965735227562	0.373712081244084	0.608829781665681	0.1207274612631	67500444	0.6407407407	0.9793023592	0.81002154995	0.192680776	0.1764411028
chr19	23088362	Klf9	23088217	146	*	Distal Intergenic	19	23141226	23168134	26909	1	16601	ENSMUST00000036884.2	-52864	ENSMUSG00000033863	Kruppel-like factor 9	0.0993995179836595	0.156156398959262	3.61060038979897	5.46427563457973	5.75481079539454	3.93630300538966	3.14382364161821	3.99234345820647	4.78704485701226	4.7553770494983	23088216	1	0.8571428571	0.92857142855	0.1428571429	0.3076923077
chr19	23125000	Klf9	23124865	136	*	Distal Intergenic	19	23141226	23168134	26909	1	16601	ENSMUST00000036884.2	-16226	ENSMUSG00000033863	Kruppel-like factor 9	0.0993995179836595	0.156156398959262	3.61060038979897	5.46427563457973	5.75481079539454	3.93630300538966	3.14382364161821	3.99234345820647	4.78704485701226	4.7553770494983	23124864	0.7333333333	0.9444444444	0.83888888885	0.2162162162	0.05
chr19	4124004	Aip	4123868	137	*	Intron (ENSMUST00000117831.7/11632, intron 1 of 6)	19	4118256	4124564	6309	2	11632	ENSMUST00000127767.1	560	ENSMUSG00000024847	aryl-hydrocarbon receptor-interacting protein	4.14099893156006	3.42570964755105	4.78763946666906	5.30997023042412	4.15415583230879	4.54837740515374	4.13961463631258	2.70017611349108	1.69769207169056	2.58004301542953	4123867	0.7346230159	0.9665207928	0.85057190435	0.2250264971	0.04807692308
chr19	44393761	Scd1	44393611	151	*	Downstream (<1kb)	19	44397993	44406690	8698	2	20249	ENSMUST00000236824.1	12929	ENSMUSG00000037071	stearoyl-Coenzyme A desaturase 1	0	0.0328907461774554	3.549111894764	4.39215995545915	4.07853452386801	3.3543434026888	4.02134215483738	5.64065905400988	4.9181699059884	4.84159451064882	44393610	0.7815904139	0.969142646	0.87536652995	0.09157754011	0.02298850575
