Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Mir467e	Mir467e	chr1	-	10708387	10865874	0.000000	0.000000	0.000000
Prex2	Prex2	chr1	+	10993465	11303682	3.401478	0.589749	1.614203
A830018L16Rik	A830018L16Rik	chr1	+	11414105	11975902	0.108284	0.016852	0.046126
Mir6341	Mir6341	chr1	+	12425986	12426106	0.0	0.0	0.0
Gm17644	Gm17644	chr1	+	12667563	12673090	0.133605	0.017087	0.046769
Sulf1	Sulf1	chr1	+	12692430	12860372	0.131507	0.053362	0.146058
Slco5a1	Slco5a1	chr1	-	12866550	12991135	5.897655	0.754271	2.064516
Prdm14	Prdm14	chr1	-	13113428	13127163	16.119228	2.061542	5.642651
Ncoa2	Ncoa2	chr1	-	13139105	13374083	53.899921	7.111459	19.464794
Tram1	Tram1	chr1	-	13564693	13589910	66.514763	8.506793	23.283968
Lactb2	Lactb2	chr1	-	13625900	13660509	261.833313	33.486729	91.656616
Xkr9	Xkr9	chr1	+	13668771	13701723	74.725067	9.556836	26.158043
Gm5523	Gm5523	chr1	-	13785685	13786929	0.240964	0.030818	0.084351
Eya1	Eya1	chr1	-	14168958	14310199	10.619794	1.361585	3.726798
Msc	Msc	chr1	-	14753346	14755966	2.107754	0.271246	0.742429
Trpa1	Trpa1	chr1	-	14872644	14918862	3.629533	0.464988	1.272720
Kcnb2	Kcnb2	chr1	+	15286925	15723750	0.307627	0.039343	0.107687
Terf1	Terf1	chr1	+	15805646	15844052	427.466248	54.889603	150.238480
Sbspon	Sbspon	chr1	-	15853862	15892722	9.309401	1.190610	3.258822
4930444P10Rik	4930444P10Rik	chr1	-	16065979	16093325	20.866323	3.091964	8.463023
Rpl7	Rpl7	chr1	-	16101296	16104433	6445.634277	824.353516	2256.340332
Rdh10	Rdh10	chr1	+	16105882	16132550	238.484100	30.500519	83.483055
Stau2	Stau2	chr1	-	16228810	16519302	26.702789	5.294338	14.491149
Ube2w	Ube2w	chr1	-	16540788	16619291	8.569834	5.307182	14.526303
Eloc	Eloc	chr1	-	16641725	16657119	1250.966064	268.755005	735.610046
D030040B21Rik	D030040B21Rik	chr1	+	16657552	16662278	7.068511	0.904015	2.474383
Tmem70	Tmem70	chr1	+	16665191	16678275	271.150269	34.731571	95.063889
Ly96	Ly96	chr1	+	16688456	16709605	122.439545	15.731432	43.058548
Jph1	Jph1	chr1	-	16994940	17097889	12.491574	1.597589	4.372765
Gdap1	Gdap1	chr1	+	17145373	17164270	63.148457	8.076265	22.105568
Pi15	Pi15	chr1	+	17601901	17630939	0.086668	0.011084	0.030339
Gm16070	Gm16070	chr1	-	17676027	17727646	0.148135	0.018945	0.051856
Crispld1	Crispld1	chr1	+	17727045	17766344	0.000000	0.000000	0.000000
Crisp4	Crisp4	chr1	-	18115191	18145902	0.000000	0.000000	0.000000
Defb44-ps	Defb44-ps	chr1	-	18210053	18223564	0.000000	0.000000	0.000000
Defb18	Defb18	chr1	-	18236402	18237476	0.000000	0.000000	0.000000
Defb41	Defb41	chr1	-	18250978	18265138	0.000000	0.000000	0.000000
Gm15825	Gm15825	chr1	-	19063300	19104840	0.000000	0.000000	0.000000
Tfap2d	Tfap2d	chr1	+	19103022	19168587	0.000000	0.000000	0.000000
Tfap2b	Tfap2b	chr1	+	19208914	19238845	0.522730	0.087039	0.238234
Pkhd1	Pkhd1	chr1	-	20057779	20618057	3.688988	0.471797	1.291357
4930486I03Rik	4930486I03Rik	chr1	+	20356454	20392300	0.991027	0.126746	0.346916
Lincmd1	Lincmd1	chr1	+	20669882	20682958	0.000000	0.000000	0.000000
Mir206	Mir206	chr1	+	20679010	20679082	0.000000	0.000000	0.000000
Mir133b	Mir133b	chr1	+	20682769	20682887	0.000000	0.000000	0.000000
Il17a	Il17a	chr1	+	20730905	20734496	0.000000	0.000000	0.000000
Il17f	Il17f	chr1	-	20777146	20784270	2.216920	0.283529	0.776049
Mcm3	Mcm3	chr1	-	20802968	20820312	433.999329	55.505608	151.924561
6720483E21Rik	6720483E21Rik	chr1	-	20888650	20890473	0.000000	0.000000	0.000000
Paqr8	Paqr8	chr1	+	20890548	20939650	0.019074	0.008878	0.024299
Efhc1	Efhc1	chr1	+	20951626	20990841	0.192358	0.024601	0.067336
Tram2	Tram2	chr1	-	21001397	21079225	3.535354	0.452148	1.237576
Tmem14a	Tmem14a	chr1	+	21218575	21230167	0.407106	0.052066	0.142510
Gsta3	Gsta3	chr1	+	21240585	21265575	1.531553	0.208158	0.569750
Gm4956	Gm4956	chr1	-	21285246	21298312	6.033995	0.771708	2.112243
Khdc1a	Khdc1a	chr1	+	21349677	21352199	900.837463	115.211090	315.344574
Khdc1c	Khdc1c	chr1	+	21368331	21369743	1905.986694	243.762939	667.204224
Khdc1b	Khdc1b	chr1	+	21383556	21386384	561.282654	71.784302	196.480988
Kcnq5	Kcnq5	chr1	-	21398399	21962650	1.038037	0.134224	0.367384
Rims1	Rims1	chr1	-	22285973	22806003	2.007753	0.257890	0.705871
Gm7759	Gm7759	chr1	+	22898387	22905081	0.332549	0.042531	0.116411
4933415F23Rik	4933415F23Rik	chr1	-	23100474	23102253	0.337079	0.043110	0.117997
Mir30a	Mir30a	chr1	+	23272269	23272339	2.253521	0.288210	0.788861
Mir30c-2	Mir30c-2	chr1	+	23291701	23291784	6.773809	0.866325	2.371220
Ogfrl1	Ogfrl1	chr1	-	23366424	23383175	10.907516	1.394998	3.818254
Gm28822	Gm28822	chr1	+	23574587	23596650	0.000000	0.000000	0.000000
B3gat2	B3gat2	chr1	+	23761926	23847858	7.130894	0.911994	2.496220
Smap1	Smap1	chr1	-	23844825	23922381	124.391685	20.708549	56.681427
Sdhaf4	Sdhaf4	chr1	-	23995939	24005640	14.578712	1.864520	5.103382
Fam135a	Fam135a	chr1	-	24010758	24100341	38.055893	4.867094	13.321736
Col9a1	Col9a1	chr1	+	24177610	24252738	0.000000	0.000000	0.000000
Col19a1	Col19a1	chr1	-	24257683	24587437	0.716278	0.091607	0.250738
Lmbrd1	Lmbrd1	chr1	+	24678544	24766301	42.250484	11.930658	32.655437
Adgrb3	Adgrb3	chr1	-	25067476	25829707	0.887722	0.113534	0.310753
Gm20172	Gm20172	chr1	-	25276404	25277954	0.000000	0.000000	0.000000
4931408C20Rik	4931408C20Rik	chr1	-	26681801	26687460	0.275366	0.035217	0.096394
Gm5524	Gm5524	chr1	+	27884046	27902187	0.0	0.0	0.0
Gm597	Gm597	chr1	-	28776122	28780252	0.103747	0.013269	0.036317
Mir6342	Mir6342	chr1	+	29421488	29421612	0.0	0.0	0.0
Gm31465	Gm31465	chr1	-	30121013	30138836	0.000000	0.000000	0.000000
Phf3	Phf3	chr1	-	30802342	30863256	567.668274	72.600967	198.716339
Ptp4a1	Ptp4a1	chr1	-	30940303	30949755	171.148972	21.888807	59.911922
Gm13363	Gm13363	chr1	-	30941592	30949710	446.792938	57.141823	156.403046
Gm29669	Gm29669	chr1	-	31019188	31096454	0.000000	0.000000	0.000000
4931428L18Rik	4931428L18Rik	chr1	-	31141078	31222656	3.102376	0.396773	1.086009
Lgsn	Lgsn	chr1	+	31176435	31204725	0.155544	0.019893	0.054449
Pih1d3	Pih1d3	chr1	+	31222839	31224287	0.207039	0.026479	0.072475
Gm4850	Gm4850	chr1	+	31264847	31268061	38.156456	4.879955	13.356940
Khdrbs2	Khdrbs2	chr1	+	32172722	32658569	0.000000	0.000000	0.000000
Gm9839	Gm9839	chr1	-	32519563	32520999	0.057759	0.007387	0.020219
Gm5415	Gm5415	chr1	-	32543546	32547293	0.000000	0.000000	0.000000
Prim2	Prim2	chr1	-	33453808	33669794	98.423080	12.587653	34.453701
1700001G17Rik	1700001G17Rik	chr1	+	33669824	33670712	2.874016	0.367567	1.006070
Gm32229	Gm32229	chr1	-	33714181	33719846	0.900363	0.115150	0.315178
Rab23	Rab23	chr1	+	33719896	33742564	26.739927	4.360892	11.936211
Bag2	Bag2	chr1	-	33745484	33757750	5.892011	0.753549	2.062541
Zfp451	Zfp451	chr1	-	33761541	33814595	99.929665	32.626694	89.302612
Gm15455	Gm15455	chr1	-	33835899	33838914	217.751160	27.848917	76.225342
Bend6	Bend6	chr1	-	33852052	33907767	2.034705	0.276801	0.757634
Dst	Dst	chr1	+	33908225	34308662	25.263535	24.234257	66.331650
Mir6896	Mir6896	chr1	+	34117359	34117431	0.000000	0.000000	0.000000
Mir5103	Mir5103	chr1	-	34433121	34433199	0.000000	0.000000	0.000000
Ccdc115	Ccdc115	chr1	-	34436670	34439672	141.328156	18.074926	49.472931
Imp4	Imp4	chr1	+	34439829	34445747	222.598724	28.468887	77.922272
Ptpn18	Ptpn18	chr1	+	34459746	34473779	18.211697	2.329154	6.375134
Prss39	Prss39	chr1	+	34498412	34503062	0.133089	0.017021	0.046589
Cfc1	Cfc1	chr1	+	34535648	34544311	0.000000	0.000000	0.000000
Prss40	Prss40	chr1	-	34552331	34560943	0.691776	0.088474	0.242161
Amer3	Amer3	chr1	+	34579693	34590944	0.000000	0.000000	0.000000
AA619741	AA619741	chr1	-	34633535	34636210	10.948430	1.400231	3.832576
Arhgef4	Arhgef4	chr1	+	34678182	34812738	8.529273	1.642751	4.496379
Fam168b	Fam168b	chr1	-	34813218	34843050	160.217087	20.709658	56.684460
Plekhb2	Plekhb2	chr1	+	34849959	34879585	7.866870	1.712727	4.687909
Hs6st1	Hs6st1	chr1	+	36068400	36106446	138.535233	17.717730	48.495247
Uggt1	Uggt1	chr1	-	36140028	36244302	415.181793	53.098976	145.337357
Mir6897	Mir6897	chr1	-	36144252	36144313	28.750000	3.676933	10.064143
Neurl3	Neurl3	chr1	-	36264602	36273425	1.250286	0.159903	0.437672
Arid5a	Arid5a	chr1	+	36307733	36324029	6.040041	0.793574	2.172095
Kansl3	Kansl3	chr1	-	36335730	36369181	353.648834	45.966915	125.816170
Mir6898	Mir6898	chr1	-	36348682	36348758	3.792208	0.484998	1.327489
Fer1l5	Fer1l5	chr1	+	36372190	36422110	3.406219	0.435633	1.192371
Lman2l	Lman2l	chr1	-	36423186	36445271	11.167685	1.449155	3.966487
Cnnm4	Cnnm4	chr1	+	36471597	36508776	123.152100	15.750331	43.110271
Cnnm3	Cnnm3	chr1	+	36511867	36528236	29.448664	3.837907	10.504746
Ankrd23	Ankrd23	chr1	-	36530193	36536556	7.648696	1.002813	2.744802
Ankrd39	Ankrd39	chr1	-	36538171	36547252	6.038049	0.834109	2.283043
Sema4c	Sema4c	chr1	-	36548639	36558381	3.951324	0.589462	1.613418
Fam178b	Fam178b	chr1	-	36562696	36683183	1.286618	0.230273	0.630280
Cox5b	Cox5b	chr1	+	36691487	36693388	427.719666	54.702484	149.726334
Actr1b	Actr1b	chr1	-	36699202	36709925	58.484837	7.479820	20.473034
4933424G06Rik	4933424G06Rik	chr1	+	36714538	36757960	0.529725	0.067748	0.185434
Zap70	Zap70	chr1	+	36761798	36782820	5.380150	3.552307	9.723029
Tmem131	Tmem131	chr1	-	36792189	36939527	21.377974	2.734100	7.483512
Vwa3b	Vwa3b	chr1	+	37029313	37187607	2.576869	0.339051	0.928017
Cnga3	Cnga3	chr1	+	37218278	37263384	2.366107	0.322784	0.883493
Inpp4a	Inpp4a	chr1	+	37299838	37410740	7.579175	1.239935	3.393831
Coa5	Coa5	chr1	-	37417085	37430103	44.877266	5.739502	15.709606
Unc50	Unc50	chr1	+	37430139	37438986	90.631599	12.564956	34.391575
Mgat4a	Mgat4a	chr1	-	37439340	37541016	44.478416	5.717908	15.650501
4930594C11Rik	4930594C11Rik	chr1	-	37485851	37488605	6.090199	0.778896	2.131918
2010300C02Rik	2010300C02Rik	chr1	-	37611676	37719811	19.815792	2.534307	6.936659
Tsga10	Tsga10	chr1	-	37754572	37865298	10.006548	1.981843	5.424507
Lipt1	Lipt1	chr1	+	37872206	37876298	37.778732	4.831647	13.224715
Mitd1	Mitd1	chr1	-	37874801	37890411	27.895905	4.513267	12.353277
Mrpl30	Mrpl30	chr1	+	37890477	37898338	134.257767	17.450737	47.764462
Lyg2	Lyg2	chr1	-	37905923	37916493	0.000000	0.000000	0.000000
Lyg1	Lyg1	chr1	-	37946738	37957759	0.245178	0.031357	0.085826
Txndc9	Txndc9	chr1	-	37983867	37997208	154.398804	19.746574	54.048401
Eif5b	Eif5b	chr1	+	37998010	38055579	1604.781128	205.240753	561.765076
Rev1	Rev1	chr1	-	38052786	38129666	78.920692	14.171939	38.790054
Gm5099	Gm5099	chr1	+	38132083	38159892	0.000000	0.000000	0.000000
Aff3	Aff3	chr1	-	38175991	38627244	8.547346	1.093148	2.992059
Lonrf2	Lonrf2	chr1	-	38793669	38836687	2.683469	0.343198	0.939367
Chst10	Chst10	chr1	-	38863873	38898160	0.000000	0.000000	0.000000
Nms	Nms	chr1	+	38939149	38950276	0.000000	0.000000	0.000000
Pdcl3	Pdcl3	chr1	+	38987814	38997236	56.783703	7.262256	19.877541
Mir6349	Mir6349	chr1	-	39186896	39186992	0.0	0.0	0.0
Npas2	Npas2	chr1	+	39194272	39363240	8.299930	1.061505	2.905450
Rpl31	Rpl31	chr1	+	39367851	39371910	1889.546631	284.536682	778.806213
Tbc1d8	Tbc1d8	chr1	-	39371496	39478755	25.217209	3.957607	10.832377
Cnot11	Cnot11	chr1	+	39535701	39546877	66.534737	8.509348	23.290958
Snord89	Snord89	chr1	-	39548747	39548840	33.457447	4.278984	11.712019
Rnf149	Rnf149	chr1	-	39551296	39577347	288.989502	36.959824	101.162842
Creg2	Creg2	chr1	-	39618406	39651182	0.928781	0.118785	0.325126
Rfx8	Rfx8	chr1	-	39665301	39720989	0.300000	0.038368	0.105017
Gm3646	Gm3646	chr1	-	39804141	39805332	0.000000	0.000000	0.000000
1700066B17Rik	1700066B17Rik	chr1	-	39842428	39847330	0.000000	0.000000	0.000000
Map4k4	Map4k4	chr1	+	39900913	40026310	106.572144	14.427217	39.488773
Gm16894	Gm16894	chr1	-	40076212	40085851	0.000000	0.000000	0.000000
Il1r2	Il1r2	chr1	+	40084714	40125230	0.067635	0.093006	0.254568
Il1r1	Il1r1	chr1	+	40225080	40316177	1.006168	0.545614	1.493403
Il1rl2	Il1rl2	chr1	+	40324589	40367553	0.276658	0.035383	0.096846
Il1rl1	Il1rl1	chr1	+	40429570	40465414	0.185585	0.035238	0.096449
Il18r1	Il18r1	chr1	+	40465552	40500854	0.000000	0.000000	0.000000
Il18rap	Il18rap	chr1	+	40515362	40551705	0.237472	0.030371	0.083129
Slc9a4	Slc9a4	chr1	+	40580227	40630731	0.351648	0.044973	0.123097
Slc9a2	Slc9a2	chr1	+	40681712	40768885	0.081608	0.010437	0.028567
Mfsd9	Mfsd9	chr1	-	40772040	40790657	3.373414	0.431437	1.180888
Tmem182	Tmem182	chr1	+	40805601	40855267	1.094890	0.140029	0.383274
4930448I06Rik	4930448I06Rik	chr1	-	41167560	41181252	0.0	0.0	0.0
Pantr1	Pantr1	chr1	-	42648200	42694825	0.000000	0.000000	0.000000
Pou3f3	Pou3f3	chr1	+	42695768	42700209	3.599310	0.460328	1.259964
2900092D14Rik	2900092D14Rik	chr1	+	42700336	42703176	0.930658	0.119025	0.325783
Pantr2	Pantr2	chr1	-	42707063	42713454	0.000000	0.000000	0.000000
Dalir	Dalir	chr1	+	42750712	42752886	0.000000	0.000000	0.000000
Mrps9	Mrps9	chr1	+	42851233	42905683	172.186401	22.021488	60.275078
Gpr45	Gpr45	chr1	+	42952872	43035449	0.000000	0.000000	0.000000
Tgfbrap1	Tgfbrap1	chr1	-	43047200	43098628	64.592140	9.041427	24.747314
AI597479	AI597479	chr1	+	43098710	43115946	113.393837	14.502313	39.694324
Fhl2	Fhl2	chr1	-	43123071	43196761	1.020250	0.139732	0.382461
Nck2	Nck2	chr1	+	43445751	43570518	44.317837	5.667954	15.513775
Ecrg4	Ecrg4	chr1	+	43730602	43742564	0.000000	0.000000	0.000000
Uxs1	Uxs1	chr1	-	43746961	43827839	18.740545	2.513994	6.881059
Tpp2	Tpp2	chr1	+	43933994	44003000	182.401093	23.499908	64.321663
Mettl21c	Mettl21c	chr1	-	44009408	44020006	4.638625	0.593249	1.623784
Tex30	Tex30	chr1	-	44086613	44102441	31.731325	4.429950	12.125229
Poglut2	Poglut2	chr1	-	44106546	44118773	1.308286	0.167321	0.457975
Bivm	Bivm	chr1	+	44118957	44144771	0.701910	0.111238	0.304469
Ercc5	Ercc5	chr1	+	44147744	44181260	22.393766	2.864013	7.839097
Mettl21e	Mettl21e	chr1	-	44204070	44218931	0.000000	0.000000	0.000000
Gulp1	Gulp1	chr1	+	44551671	44796836	0.331215	0.042360	0.115944
4930521E06Rik	4930521E06Rik	chr1	-	44739675	44744949	0.000000	0.000000	0.000000
Col3a1	Col3a1	chr1	+	45311538	45349706	0.009590	0.001226	0.003357
Col5a2	Col5a2	chr1	-	45374331	45503282	0.090703	0.011600	0.031751
Wdr75	Wdr75	chr1	+	45795166	45823638	446.847443	57.148800	156.422134
Slc40a1	Slc40a1	chr1	-	45908070	45925594	1.327219	0.169742	0.464603
Stk-ps2	Stk-ps2	chr1	-	46020415	46030437	0.000000	0.000000	0.000000
Dnah7b	Dnah7b	chr1	+	46066853	46373546	2.871414	0.367235	1.005159
Dnah7c	Dnah7c	chr1	+	46425518	46807477	6.437133	0.823266	2.253364
Slc39a10	Slc39a10	chr1	-	46807544	46925776	167.117538	22.590557	61.832676
Mir6350	Mir6350	chr1	-	47467021	47467125	0.0	0.0	0.0
C230029F24Rik	C230029F24Rik	chr1	+	49244616	49340431	0.000000	0.000000	0.000000
Tmeff2	Tmeff2	chr1	+	50927523	51187270	0.267745	0.034243	0.093726
9330175M20Rik	9330175M20Rik	chr1	-	51218386	51333779	0.000000	0.000000	0.000000
Cavin2	Cavin2	chr1	+	51289126	51302960	0.095254	0.012182	0.033344
Nabp1	Nabp1	chr1	-	51469488	51478399	393.954163	51.810581	141.810883
Gm17767	Gm17767	chr1	-	51509505	51596718	1.071867	0.137085	0.375215
Myo1b	Myo1b	chr1	-	51749758	51915978	553.668823	71.743118	196.368301
Stat4	Stat4	chr1	+	51987148	52107189	0.606608	0.180838	0.494972
Stat1	Stat1	chr1	+	52119438	52161865	0.625195	0.082867	0.226815
Gls	Gls	chr1	-	52163450	52233232	53.076637	12.559840	34.377575
Nab1	Nab1	chr1	-	52455849	52500448	41.170109	5.265381	14.411890
Gm28178	Gm28178	chr1	-	52570014	52580292	0.0	0.0	0.0
Nemp2	Nemp2	chr1	+	52630705	52651919	1.459228	0.186626	0.510813
Mfsd6	Mfsd6	chr1	-	52656286	52727358	8.298555	1.271420	3.480008
Inpp1	Inpp1	chr1	-	52789420	52817688	0.616122	0.078798	0.215678
Hibch	Hibch	chr1	+	52845038	52920986	48.274754	6.174018	16.898922
1700019D03Rik	1700019D03Rik	chr1	-	52922324	52992657	0.946433	0.183653	0.502676
Mstn	Mstn	chr1	+	53061640	53068079	0.000000	0.000000	0.000000
1700019A02Rik	1700019A02Rik	chr1	-	53158577	53187617	0.000000	0.000000	0.000000
Pms1	Pms1	chr1	-	53189189	53297028	27.385164	3.502379	9.586372
Ormdl1	Ormdl1	chr1	+	53297095	53310245	17.524378	2.241251	6.134533
Osgepl1	Osgepl1	chr1	+	53313624	53326342	44.852592	6.063661	16.596865
Asnsd1	Asnsd1	chr1	-	53344617	53352752	105.084846	13.859871	37.935890
Asdurf	Asdurf	chr1	-	53348329	53352752	0.566888	0.072501	0.198443
Dnah7a	Dnah7a	chr1	-	53397002	53706784	2.729302	0.349059	0.955412
Stk17b	Stk17b	chr1	-	53755512	53785215	12.090604	1.546307	4.232402
Hecw2	Hecw2	chr1	-	53806874	54195034	7.894671	1.023675	2.801904
Mir7681	Mir7681	chr1	+	53849424	53849495	0.000000	0.000000	0.000000
Ccdc150	Ccdc150	chr1	+	54250683	54368727	5.733386	0.733262	2.007013
Gtf3c3	Gtf3c3	chr1	-	54395877	54439026	107.727341	13.777606	37.710728
Pgap1	Pgap1	chr1	-	54473000	54557684	2.243613	0.286943	0.785393
Ankrd44	Ankrd44	chr1	-	54645340	54926387	106.576775	13.630456	37.307961
Sf3b1	Sf3b1	chr1	-	54985170	55027478	1329.952271	170.092010	465.559296
Coq10b	Coq10b	chr1	+	55052770	55072702	29.357182	3.788343	10.369084
Hspd1	Hspd1	chr1	-	55077833	55088243	569.466431	80.332802	219.879150
Hspe1	Hspe1	chr1	+	55088148	55091317	397.255219	50.806286	139.062027
Mob4	Mob4	chr1	+	55131245	55154899	60.682236	7.764265	21.251593
Rftn2	Rftn2	chr1	-	55170160	55226782	24.764633	3.324115	9.098444
Mars2	Mars2	chr1	+	55237177	55240058	50.399029	6.445698	17.642540
Boll	Boll	chr1	-	55248711	55363753	0.099170	0.271074	0.741957
Plcl1	Plcl1	chr1	+	55405946	55754285	1.832952	0.234422	0.641638
9130227L01Rik	9130227L01Rik	chr1	+	55931241	55972098	2.370061	0.303115	0.829657
1700003I22Rik	1700003I22Rik	chr1	+	56018978	56020203	0.449639	0.057506	0.157399
Hsfy2	Hsfy2	chr1	-	56636051	56637451	0.640971	0.081976	0.224376
Satb2	Satb2	chr1	-	56793981	56980248	83.877945	11.830177	32.380413
9130024F11Rik	9130024F11Rik	chr1	+	56971469	56975196	14.134390	2.280220	6.241197
BC055402	BC055402	chr1	-	57200645	57214996	1.126409	0.144060	0.394308
4930558J18Rik	4930558J18Rik	chr1	-	57359222	57377544	3.193470	0.408423	1.117897
1700066M21Rik	1700066M21Rik	chr1	+	57377620	57385422	15.416029	1.971607	5.396491
Tyw5	Tyw5	chr1	-	57388244	57406674	45.387920	5.936404	16.248549
Maip1	Maip1	chr1	+	57406266	57417952	49.305157	6.305800	17.259623
Spats2l	Spats2l	chr1	+	57774861	57948397	0.601342	0.277191	0.758701
Kctd18	Kctd18	chr1	-	57955101	57970084	94.820839	12.751537	34.902267
Sgo2a	Sgo2a	chr1	+	57985340	58026277	77.729675	22.414993	61.352139
Aox1	Aox1	chr1	+	58029969	58106410	0.019376	0.002478	0.006783
Aox3	Aox3	chr1	+	58113136	58200452	0.025876	0.003309	0.009058
Aox4	Aox4	chr1	+	58210397	58268596	5.287107	0.676186	1.850790
Aox2	Aox2	chr1	+	58278326	58379264	1.195192	0.152857	0.418386
Bzw1	Bzw1	chr1	+	58392898	58407354	1390.250488	177.803726	486.667114
Clk1	Clk1	chr1	-	58411988	58424088	294.922699	60.461525	165.489410
Ppil3	Ppil3	chr1	-	58430993	58445486	32.630756	7.676722	21.011976
Nif3l1	Nif3l1	chr1	+	58445151	58462276	67.641640	8.650913	23.678438
Orc2	Orc2	chr1	-	58462771	58505109	213.175369	27.368103	74.909309
Fam126b	Fam126b	chr1	-	58522806	58586333	62.185524	8.110446	22.199125
Ndufb3	Ndufb3	chr1	+	58586397	58595964	52.170666	6.672279	18.262712
Gm20257	Gm20257	chr1	+	58652641	58655831	0.000000	0.000000	0.000000
Flacc1	Flacc1	chr1	-	58658121	58695989	0.000000	0.000000	0.000000
Cflar	Cflar	chr1	+	58711491	58758882	9.201299	2.535366	6.939556
Casp8	Casp8	chr1	+	58795374	58847503	0.024960	0.029636	0.081116
Trak2	Trak2	chr1	-	58900450	58973482	87.531975	11.194754	30.641190
Stradb	Stradb	chr1	+	58973522	58995121	19.080305	2.465849	6.749282
C2cd6	C2cd6	chr1	-	58997116	59094900	0.590418	0.080871	0.221352
Tmem237	Tmem237	chr1	-	59100584	59120408	3.711944	0.537410	1.470945
Mpp4	Mpp4	chr1	-	59120935	59163389	6.363692	0.842531	2.306094
Als2	Als2	chr1	-	59162756	59237231	316.582550	62.655849	171.495499
Cdk15	Cdk15	chr1	+	59256906	59352496	0.224922	0.028766	0.078736
Fzd7	Fzd7	chr1	+	59482147	59486955	15.628510	1.998782	5.470871
Gm973	Gm973	chr1	+	59516264	59636416	1.742520	0.401877	1.099978
Sumo1	Sumo1	chr1	-	59639434	59670834	1165.197876	149.021011	407.885803
Nop58	Nop58	chr1	+	59685006	59711510	2539.727539	324.814178	889.049805
Snord70	Snord70	chr1	+	59691958	59692010	51.509434	6.587712	18.031244
Snord11	Snord11	chr1	+	59704808	59704870	93.730156	11.987459	32.810909
Bmpr2	Bmpr2	chr1	+	59764279	59878081	46.826103	5.988745	16.391811
Fam117b	Fam117b	chr1	+	59913006	59985348	111.613670	14.274642	39.071163
Ica1l	Ica1l	chr1	-	59989068	60043122	14.932608	2.992234	8.190054
Wdr12	Wdr12	chr1	-	60076868	60098500	374.751587	53.174503	145.544083
Carf	Carf	chr1	+	60098247	60153953	11.423832	1.502872	4.113514
Nbeal1	Nbeal1	chr1	+	60180599	60334705	40.580647	5.189993	14.205545
Cyp20a1	Cyp20a1	chr1	+	60343300	60388060	39.028042	4.991426	13.662044
Abi2	Abi2	chr1	+	60409619	60481163	16.280752	2.156428	5.902365
Raph1	Raph1	chr1	-	60483185	60566765	20.267300	2.592052	7.094713
Cd28	Cd28	chr1	+	60746388	60773359	0.123234	0.015761	0.043139
