chr	start	end	TSC_ChIP_Sample1	TSC_ChIP_Sample2	TSC_Tfap2c_1k
chr17	17828811	17831311	2.1238076168060305	7.816422284317016	15.661887926432293
chr17	17828974	17831474	1.8452366542816163	6.161957752227783	13.685313377007379
chr17	17854688	17857188	0.8928565263748169	1.1029756164550781	2.5105699620903863
chr17	17883439	17885939	1.6964272499084472	1.1029748153686523	1.947362298719618
chr17	17885823	17888323	1.1928563873291016	0.0	1.7848923817274307
chr17	17968457	17970957	1.0333329990386964	0.4853096237182617	1.6242663403320312
chr17	18019732	18022232	1.5261885759353637	0.7353160095214843	1.5323615667215984
chr17	18047483	18049983	1.2499990367889404	0.367658805847168	1.4944076589626736
chr17	18083056	18085556	0.3571428108215332	0.6434029102325439	1.0448082509697807
chr17	18149929	18152429	0.8583329216003418	0.0	1.062209685872396
chr17	18277066	18279566	1.2499990367889404	0.0	1.669018921440972
chr17	18296280	18298780	1.7499985713958741	1.1765077781677247	1.7649105328030055
chr17	18422103	18424603	0.922618727684021	1.2978339824676515	1.414314894748264
chr17	18579726	18582226	0.23690453090667724	0.0	1.1016436802842882
chr17	18912321	18914821	0.8928566265106201	0.735317611694336	1.1274451762390136
chr17	19051492	19053992	0.7047616130828858	0.0	1.1119283876546224
chr17	19360134	19362634	0.8035708236694336	0.0	1.8481662264675565
chr17	19502810	19505310	1.517856044769287	0.367658805847168	1.4557853776719836
chr17	19575230	19577730	0.9107134866714478	0.0	1.692346287367079
chr17	19658398	19660898	0.9869038248062134	0.0	1.4174827467854818
chr17	19771362	19773862	1.3392846393585205	0.0	1.2291444160291882
chr17	20047705	20050205	0.8333332252502441	0.0	0.8962317857530383
chr17	20182597	20185097	1.2499985361099244	0.0	0.564925589328342
chr17	20234372	20236872	1.2726174926757812	0.367658805847168	1.0935757327948676
chr17	20284930	20287430	0.8928567266464233	0.367658805847168	1.208233009507921
chr17	20343424	20345924	1.4285701417922974	0.0	1.6751882786390517
chr17	20417162	20419662	1.0857135440826415	0.0	1.45588460808648
chr17	20480736	20483236	1.07142813205719	0.367658805847168	1.9350508236355253
chr17	20500298	20502798	1.1607135343551636	0.9264997901916504	1.7627956191677516
chr17	20564256	20566756	1.5178556442260742	0.367658805847168	1.2402505352105033
chr17	20595759	20598259	0.5547618328094482	0.0	1.3177724353027345
chr17	20624377	20626877	1.5107129962921142	0.0	2.0596880181206596
chr17	20685507	20688007	1.160713233947754	0.0	1.4039030510796442
chr17	20733099	20735599	0.921428151512146	0.0	1.2650644728597007
chr17	20777001	20779501	0.9511901525497437	0.735317211151123	1.7535678339301215
chr17	20812494	20814994	1.3535705280303956	0.367658805847168	1.4812283894856773
chr17	20844550	20847050	1.3392850399017333	0.735317611694336	2.117274015299479
chr17	20890151	20892651	0.5357139158248901	0.735317611694336	2.605293172539605
chr17	20913863	20916363	1.0714279317855835	0.0	1.9721680101860892
chr17	20943453	20945953	3.191660833358765	23.35735951042175	16.864801641777888
chr17	20994186	20996686	1.8321415620803834	0.0	2.5645514306640624
chr17	21006940	21009440	1.517856044769287	3.9155633544921873	6.370182411024305
chr17	21089207	21091707	0.5440473482131958	0.7353160095214843	1.2358007277425131
chr17	21226825	21229325	1.0119042301177978	0.367658805847168	2.0492113342285156
chr17	21258426	21260926	3.5392794513702395	1.1029756164550781	1.7044382598198784
chr17	21284532	21287032	1.5392843130111695	0.0	2.2343157436794705
chr17	21312016	21314516	1.201189719581604	0.735317611694336	2.103065362684462
chr17	21381747	21384247	1.1047610605239868	2.4816948318481447	9.116687117445204
chr17	21421226	21423726	2.053569960594177	8.18040885925293	9.991264884033203
chr17	21448373	21450873	1.7857128524780272	12.776141624450684	12.015903769395617
chr17	21486987	21489487	1.414284829902649	5.1472201251983645	5.5768875137668195
chr17	21533538	21536038	1.3249991271972656	6.893597364425659	6.1793691824001735
chr17	21535378	21537878	1.4880941438674926	2.1030067672729493	4.984310370822482
chr17	21565045	21567545	2.178568141937256	7.4450897693634035	11.019436443752712
chr17	21648610	21651110	1.761902470588684	4.319988441467285	6.718444721984863
chr17	21688211	21690711	0.9226177263259888	1.1029748153686523	1.9369038099161786
chr17	21705740	21708240	1.4880940437316894	2.9412702178955077	5.735388351779514
chr17	21731723	21734223	1.4559513990402222	5.967099996566772	4.461065378689236
chr17	21845259	21847759	1.1607133340835571	2.8162648315429686	5.195638298611112
chr17	21909426	21911926	1.369046540260315	4.584701393508911	6.218078250596788
chr17	21960558	21963058	0.8535709173202515	8.731895399093627	6.904629662543403
chr17	21961964	21964464	0.6583329916000367	8.220851261138916	7.252707046440971
chr17	22165477	22167977	1.5749988945007325	13.496761594390868	7.584140357326931
chr17	22225114	22227614	0.6845222187042236	1.470635223388672	3.8847240817599826
chr17	22359452	22361952	1.9369021980285646	5.422964420318603	6.136869581705729
chr17	22360900	22363400	2.142854151725769	4.319989204406738	6.885114900716147
chr17	22422201	22424701	2.379759393119812	4.967068531036377	9.440745043063693
chr17	22572773	22575273	1.3666652877807617	0.0	1.6152209842258027
chr17	22599147	22601647	2.083331561088562	0.367658805847168	1.1020677191840278
chr17	22817247	22819747	1.3988080406188965	2.4927248916625975	4.542145241631402
chr17	22866634	22869134	1.0119041299819946	0.4853093673706055	3.720593162163629
chr17	22941183	22943683	0.0892857027053833	0.0	0.0
chr17	23002970	23005470	0.0	0.0	0.05358248291015625
chr17	23192728	23195228	1.5476174449920654	5.617827125549317	5.459357316623263
chr17	23311813	23314313	0.521428303527832	0.0	1.3880850737169055
chr17	23341976	23344476	0.9249995756149292	0.0	1.845508560926649
chr17	23382802	23385302	1.574998293685913	0.0	2.267572174207899
chr17	23479097	23481597	0.9523799276351929	0.0	2.052639294772678
chr17	23548798	23551298	2.9761869287490845	18.416029654312133	21.289075378689237
chr17	23563726	23566226	3.453563761329651	47.33608861923218	33.379255521104604
chr17	23598825	23601325	2.440473370552063	5.606793737411499	12.205955055067275
chr17	23598987	23601487	2.514282536315918	6.110486301422119	11.711382502983941
chr17	23644769	23647269	1.5404749893188476	3.698645269393921	7.111515672743056
chr17	23658505	23661005	1.3095226383209229	6.158284540176392	8.292400073242188
chr17	23671607	23674107	2.8702326345443727	8.456149463653565	22.45021905436198
chr17	23673270	23675770	4.238087759017945	10.570184288024903	26.46488580729167
chr17	23676949	23679449	3.005946464538574	20.769055040359497	20.555098020290796
chr17	23677364	23679864	2.7380897569656373	22.486020121765137	23.595277880859374
chr17	23683526	23686026	1.874998655319214	4.1324797706604	8.457800142144098
chr17	23724335	23726835	4.976184440612793	37.685037900924684	36.94660219455295
chr17	23739830	23742330	4.732135710716247	36.67396485328674	17.072992290581595
chr17	23745329	23747829	1.9940458583831786	4.8567693920135495	7.834357974039714
chr17	23747235	23749735	3.720231628417969	14.706349000930786	11.764645526123047
chr17	23771091	23773591	1.171426216506958	6.34211612701416	14.311398363715277
chr17	23785577	23788077	1.9345207548141479	13.787211446762084	12.004322169325087
chr17	23801186	23803686	3.1345182519912718	22.875728768539428	34.36188956271701
chr17	23828609	23831109	2.3321402515411376	12.500399227142333	17.761168732367622
chr17	23835267	23837767	1.5178565454483033	2.5736100387573244	3.5586942032877604
chr17	23843656	23846156	0.8107137800216675	0.367658805847168	4.740918671332466
chr17	23851771	23854271	1.4035704294204712	4.319989242553711	6.049038566623263
chr17	23866071	23868571	0.982142629623413	1.1176820545196533	2.9431349098714197
chr17	23878875	23881375	0.3571428108215332	0.367658805847168	1.509293778652615
chr17	23896721	23899221	0.4464284133911133	0.0	1.4564680702039932
chr17	23915457	23917957	0.1785714054107666	0.0	0.8140811581759982
chr17	23939995	23942495	1.815474452972412	3.511140966415405	3.2646402465820312
chr17	23954773	23957273	2.0214268072128294	0.275744104385376	2.050161723361545
chr17	23974730	23977230	1.4285703420639038	2.2427158317565916	3.9750970811631947
chr17	23997600	24000100	1.4285703420639038	9.742957010269166	6.387181049262153
chr17	24036242	24038742	1.5071413278579713	2.084623826980591	3.9303428548177077
chr17	24072985	24075485	2.7976145792007445	10.294443159103393	11.608203708224826
chr17	24150422	24152922	1.8821407985687255	17.371876392364502	22.63908857747396
chr17	24163233	24165733	2.0154726165771484	7.662007162475586	9.591637931043836
chr17	24168895	24171395	1.8928552150726319	9.559128322601318	23.958649544270834
chr17	24168929	24171429	1.9690455612182618	9.559128322601318	23.728972092013887
chr17	24205062	24207562	3.4666595079422	18.066747637557985	28.182228504774308
chr17	24208887	24211387	2.2904728412628175	22.471293575668334	14.790781857910156
chr17	24220269	24222769	2.5738057613372805	10.136350365066528	21.149841966959634
chr17	24234104	24236604	1.4083320331573486	1.4706336212158204	3.9780781355794264
chr17	24240447	24242947	1.547618145942688	2.5736106300354002	3.7664680817328553
chr17	24250909	24253409	8.955939997291566	58.53496384735107	42.373449921875
chr17	24346752	24349252	1.16071373462677	1.3713673458099365	3.3735254452853733
chr17	24350022	24352522	4.082134716415405	26.59276261253357	26.804828315972223
chr17	24412674	24415174	1.7559511518478395	5.415608980941773	12.156903490668403
chr17	24414013	24416513	1.6523795364379883	6.893596162796021	10.502142107476129
chr17	24424682	24427182	2.9464221525192262	17.871907424545288	19.082452505967883
chr17	24442601	24445101	0.7428566459655762	4.963388843536377	3.8509857851833766
chr17	24454892	24457392	1.557141822052002	4.930301635360718	14.312656940104166
chr17	24468472	24470972	1.990472427558899	8.066429766082763	17.982422495659723
chr17	24471883	24474383	0.9821423292160034	3.9523313236236572	4.265420914577908
chr17	24478578	24481078	1.6630939208984374	3.6765837383270266	17.881809125976563
chr17	24486782	24489282	3.1118994045257566	17.331431732559203	14.828670982801649
chr17	24526250	24528750	3.0059471845626833	17.55570200920105	23.9740990125868
chr17	24527438	24529938	2.1999972232818603	15.44166410446167	21.202782074110246
chr17	24533247	24535747	2.109518529129028	7.088460622787475	10.68698346733941
chr17	24547949	24550449	3.8654692558288573	15.346083000183105	28.467886494411896
chr17	24630681	24633181	4.166661524772644	22.287477820587156	22.810820838623044
chr17	24632127	24634627	3.6607100105285646	22.978675966262816	23.362695903049044
chr17	24649805	24652305	4.696420905113221	24.7985866355896	17.08829082777235
chr17	24657925	24660425	2.589282364845276	9.375295257568359	10.249640152316623
chr17	24667686	24670186	7.0666577297210695	62.77773329734802	28.91748832465278
chr17	24689449	24691949	1.2499995374679564	4.6949991008758545	8.631887216389973
chr17	24694233	24696733	6.4678435117721556	55.81797382698059	36.790202199028855
chr17	24695656	24698156	7.396412172317505	61.80713769836426	43.490382437065975
chr17	24707153	24709653	1.6333307182312011	4.503818578720093	15.910719618598089
chr17	24717557	24720057	2.108328776550293	12.695257877731324	17.031000709092886
chr17	24718062	24720562	2.0535664463043215	16.268898487091064	20.762262392578126
chr17	24718788	24721288	2.2321376514434816	15.210041126251221	21.406065673828124
chr17	24719332	24721832	2.2321376514434816	14.1548619556427	19.157599857855903
chr17	24719465	24721965	2.2321376514434816	14.1548619556427	18.607277920871308
chr17	24723888	24726388	1.7559504508972168	7.353177309036255	13.124069284939237
chr17	24725828	24728328	1.1607131338119507	0.367658805847168	5.486118748914931
chr17	24734592	24737092	2.2726167821884156	7.996580533981323	10.216004087456598
chr17	24751002	24753502	2.13094833946228	6.893600902557373	8.413788880750868
chr17	24802381	24804881	2.6107092977523805	8.937786256790162	12.687253182237413
chr17	24848489	24850989	2.351188368797302	8.456149625778199	26.309257343071835
chr17	24849802	24852302	2.3785695178985597	6.786978469467163	28.580765078125005
chr17	24876769	24879269	1.9940445566177367	8.088484182357789	4.482895571017795
chr17	24884673	24887173	3.005947957038879	24.99345246887207	21.17543779812283
chr17	24885850	24888350	3.1845186614990233	28.493567867279054	28.673405913628468
chr17	24893119	24895619	1.2880943941116334	6.595797317504883	7.834841344807943
chr17	24894499	24896999	2.7690443559646605	16.912299947738646	12.600117656521268
chr17	24894587	24897087	2.7380919790267946	16.912299947738646	12.524711104871962
chr17	24936477	24938977	3.184516978263855	16.268900604248046	14.024995643988714
chr17	24960123	24962623	3.095233187675476	17.8314612865448	34.07542312866211
chr17	25014085	25016585	3.589279221534729	27.813378988265992	28.596456141493057
chr17	25014730	25017230	3.398804257392883	23.989727172851563	26.28977483181424
chr17	25080614	25083114	2.0071407943725585	2.2978635311126707	4.0312186984592016
chr17	25115467	25117967	7.886893105506897	56.71137001991272	27.408763431532115
chr17	25118759	25121259	2.3107110820770265	0.735317611694336	4.2799869099934895
chr17	25131390	25133890	1.1726180543899536	7.132581748962402	8.446810945638022
chr17	25160460	25162960	2.309521106719971	2.2059517192840574	3.2115470391167533
chr17	25182560	25185060	1.8214274940490722	13.327635183334351	11.157139777289498
chr17	25186399	25188899	2.2619024658203126	10.287095043945312	10.272720565185548
chr17	25238169	25240669	2.648804636001587	11.121685781478881	17.192627426215278
chr17	25239640	25242140	2.7202335987091066	12.702616804122925	14.518011618381076
chr17	25245138	25247638	1.6964268493652344	2.941268424987793	3.071241745062934
chr17	25255864	25258364	2.784520544433594	9.33484963684082	9.459994943576389
chr17	25272123	25274623	3.1249952602386473	16.996869369506836	31.748646538628474
chr17	25273810	25276310	2.410711669921875	10.993000621795654	20.037568476019967
chr17	25296393	25298893	1.1607128334045411	1.1029748153686523	2.5757046969943573
chr17	25306645	25309145	0.892857027053833	0.367658805847168	3.1355960700141057
chr17	25316653	25319153	2.3178542387008667	0.367658805847168	2.343008495144314
chr17	25345062	25347562	1.0714280319213867	1.1029751110076904	2.661021439887153
chr17	25364332	25366832	0.6464282873153686	0.735317611694336	1.7823884198676212
chr17	25368552	25371052	1.4285701417922974	1.470635223388672	3.011798731486002
chr17	25433283	25435783	2.4011868602752684	12.261421251678467	19.13234196424696
chr17	25469589	25472089	1.2630946737289428	1.3787205219268799	5.165343410508898
chr17	25496788	25499288	1.9345211458206177	2.937594257736206	5.782135275607639
chr17	25568810	25571310	2.791662139892578	24.76181517791748	25.403961273871527
chr17	25570186	25572686	4.5702285522460935	36.122473344802856	31.837669480251737
chr17	25577173	25579673	2.7678505754470826	16.07772215461731	15.39338550116645
chr17	25715171	25717671	4.136896996498108	22.901459444046022	12.383643808051215
chr17	25725750	25728250	2.5892829751968383	4.3199865436553955	12.89368800998264
chr17	25726915	25729415	1.9999981784820557	4.687645349502564	12.097116482883028
chr17	25734039	25736539	1.1607136344909668	2.7574385356903077	3.97942696750217
chr17	25753827	25756327	1.0416657304763794	1.4706348228454589	3.241768956434462
chr17	25771775	25774275	2.0535692596435546	3.8604150390625	6.78650226711697
chr17	25778807	25781307	1.6880938175201416	1.8382927227020263	3.220446528455946
chr17	25784579	25787079	0.748809426689148	5.775917694091797	9.7856977996148
chr17	25785086	25787586	0.9821424293518066	5.606794643402099	9.46329960232205
chr17	25791894	25794394	2.4773769260406495	8.154670104598999	10.131035683593751
chr17	25796545	25799045	1.095237452507019	7.279641790390015	7.949962081570094
chr17	25807084	25809584	2.0940460456848147	7.117872003555298	18.01600061767578
chr17	25821626	25824126	1.6964268493652344	3.952332353591919	6.867602130262585
chr17	25827042	25829542	1.3690459394454957	5.272223780059814	9.09228843641493
chr17	25830928	25833428	4.41903823337555	23.011773972320558	30.752329227023655
chr17	25832861	25835361	3.6178492349624634	20.835232736968994	26.559221049804687
chr17	25836627	25839127	1.0690466793060303	2.573608732223511	4.401928562011719
chr17	25844351	25846851	1.4595224185943603	3.213333957672119	4.975793501383463
chr17	25861015	25863515	2.8392808399200438	12.408481435775757	9.626408062065972
chr17	25868238	25870738	2.3952359340667724	7.856863521575928	9.83043475341797
chr17	25873499	25875999	2.1749968099594117	15.342396891403197	21.414295570203993
chr17	25880358	25882858	4.6821331184387205	22.794835767745973	7.763353402370877
chr17	25901727	25904227	1.755951051712036	1.4706339168548583	3.119999333496094
chr17	25919214	25921714	6.144038086509704	38.7144776184082	42.820073159450956
chr17	25941489	25943989	2.7214259153366087	20.508022785949706	13.676723858506946
chr17	25944431	25946931	3.3261842082977293	13.375432116317748	8.643217711046008
chr17	25985374	25987874	5.953563165283203	49.203757621765135	29.753306905924475
chr17	26068677	26071177	1.6345225961685181	5.422965974807739	12.725279262152778
chr17	26089664	26092164	1.4880944442749025	3.360401657104492	11.389173943684897
chr17	26094970	26097470	2.238092043876648	6.525945224761963	8.203731404622395
chr17	26111315	26113815	3.958324089050293	29.100203161239623	26.148279654947913
chr17	26121502	26124002	1.5178561449050902	4.970745586395264	7.633427653130425
chr17	26136685	26139185	2.7321355533599854	31.08556971168518	21.46900944010417
chr17	26198587	26201087	1.5166655206680297	8.037018269729614	6.414198681098091
chr17	26200850	26203350	2.4702348709106445	19.761658515930176	10.3706183851454
chr17	26200961	26203461	2.483330107307434	19.24326005897522	10.228653498263888
chr17	26243742	26246242	3.302374464797974	21.592595792388916	23.511313014051648
chr17	26250909	26253409	1.9666637720108031	14.154858989715576	16.34048962673611
chr17	26412964	26415464	1.9773789936065673	7.496553905487061	7.862340549994576
chr17	26507972	26510472	5.747612432289124	31.434828481674195	51.78102811848959
chr17	26559511	26562011	4.328559232330322	32.353993043899536	33.52541892578125
chr17	26674395	26676895	1.7499988718032837	2.5736108207702637	8.554036949327257
chr17	26713649	26716149	4.4023711347579955	21.022728911972045	39.228331679144965
chr17	26779078	26781578	2.473805359649658	14.048242163848878	15.759363412407769
chr17	26841065	26843565	2.2023777627944945	3.8052680110931396	4.84799271782769
chr17	26915090	26917590	1.6666647481918335	1.6176987457275391	10.999744206407335
chr17	26931126	26933626	3.3035655927658083	13.607055065155029	14.222543271213107
chr17	26933471	26935971	1.1107136249542235	1.4816647945404053	4.935783387044271
chr17	26939038	26941538	2.7083286476135253	14.426927476119996	23.088331742621527
chr17	26939451	26941951	2.440471739768982	11.581252794265747	17.398145794270835
chr17	26947619	26950119	2.5369008279800416	15.463726913452149	12.650863573676213
chr17	26971178	26973678	1.1869044076919555	5.882536325454712	9.361679440646702
chr17	27016034	27018534	1.9642836570739746	4.536906086730957	6.7927149816894525
chr17	27028126	27030626	2.7666602996826173	18.27999648666382	10.994922852105034
chr17	27055303	27057803	4.713086375045776	28.699455546188354	31.70377471788195
chr17	27089244	27091744	1.5178562450408934	0.367658805847168	4.474276351182726
chr17	27133391	27135891	2.370236185646057	19.761660556793213	22.84874347547743
chr17	27167264	27169764	1.2964275020599365	0.0	3.502597712944878
chr17	27203938	27206438	3.080948777008057	12.265103825759887	19.16088205851237
chr17	27247566	27250066	1.9642837572097778	0.735317611694336	2.17868506503635
chr17	27316595	27319095	2.6488072776794436	1.7463785266876222	2.4587880133734807
chr17	27326384	27328884	2.9571382678985594	3.0920087451934815	2.717358821343316
chr17	27353737	27356237	1.339284439086914	0.275744104385376	1.277258143174913
