chr	start	end	EPI_E65_Sox2
chr3	31596624	31597086	14.69190366340406
chr3	31979595	31979996	20.112078664308772
chr3	32508864	32509146	16.742085788266877
chr3	32510125	32510508	20.616004772036877
chr3	32708383	32708983	22.92138593673706
chr3	32736455	32737082	16.187505052800763
chr3	32805627	32806144	16.042809574931457
chr3	33580305	33581157	12.452087512038682
chr3	33799695	33800620	28.188724726599617
chr3	33954949	33955305	13.07414404729779
chr3	34647970	34648300	18.81852743842385
chr3	34649606	34649874	16.958831217751573
chr3	34653775	34654097	26.82491736086259
chr3	34795701	34795995	9.319690783818563
chr3	35405240	35405616	14.79590521467493
chr3	35693962	35694367	18.636034492210104
chr3	36449248	36449588	11.5544501136331
chr3	36475766	36476009	17.3150499249682
chr3	36572011	36572260	16.211751815305657
chr3	37419676	37420160	12.808199773150042
chr3	37570075	37570368	13.914163752220597
chr3	37656966	37657728	20.72582695427842
chr3	37757953	37758763	16.516479211972083
chr3	38397012	38397447	12.593455868205805
chr3	38484599	38485357	22.78575360240282
chr3	38564609	38565050	15.988422555988338
chr3	39219877	39220710	16.266966511221494
chr3	39978883	39979267	13.577348249653975
chr3	40070328	40070693	17.19222219022986
chr3	40528413	40528695	9.67315633922604
chr3	40745161	40745566	13.250100359504605
chr3	40949254	40949789	14.289445003616475
chr3	41083123	41083621	11.09675177417127
chr3	41799119	41799430	10.78068155184436
chr3	43611730	43612139	6.308313474678468
chr3	44028306	44028614	7.745322794109196
chr3	44298031	44298357	17.94357296586768
chr3	44311545	44311891	6.82439357628023
chr3	45377839	45378185	15.316251167672219
chr3	45681369	45682104	16.291165084579365
chr3	47608937	47609225	7.029316220018599
chr3	47662671	47663116	13.385625027002913
chr3	47924373	47924638	9.39210476785336
chr3	48592199	48592544	12.553537938214731
chr3	48874984	48875563	10.366492535783836
chr3	49163285	49163554	6.131387070652277
chr3	51223123	51223638	15.861947913308745
chr3	51276325	51276702	12.270100277361882
chr3	51277271	51277543	12.99250812565579
chr3	51294502	51294794	15.325514636627615
chr3	51409203	51409558	12.218763782608677
chr3	51483605	51484178	25.905912775435787
chr3	51539717	51540107	13.175167863796919
chr3	51652400	51652929	26.62987068695472
chr3	51739194	51739628	32.764368512114075
chr3	52101679	52102748	24.037827291479726
chr3	52196350	52196714	17.91420355995933
chr3	52254132	52254690	22.234498338460067
chr3	52400683	52401229	16.808561225513834
chr3	52413390	52413660	18.33953520103737
chr3	53091132	53091409	13.631493086418951
chr3	53151166	53151441	8.692445845170454
chr3	53457702	53458081	15.867409119819904
chr3	53463106	53463703	16.70055194835567
chr3	53590315	53590612	12.817936328926471
chr3	53650233	53650638	30.85336715086007
chr3	54915819	54916261	11.061212194451379
chr3	55413453	55413756	14.684885497140412
chr3	55461631	55462096	21.794346848354543
chr3	55763277	55764039	19.265818063355493
chr3	55787627	55787871	20.45321443432667
chr3	56302749	56303072	15.040410528980173
chr3	56575457	56575783	30.822216817937747
chr3	57575939	57576546	13.38771270959342
chr3	57651396	57651698	14.77979694139089
chr3	57735710	57736102	15.243497359509371
chr3	57993261	57993510	13.994846922326758
chr3	58372456	58372914	14.784372935649088
chr3	58561472	58561730	12.446286682010621
chr3	58738628	58738916	14.86709592408604
chr3	58961066	58961737	18.81717306952896
chr3	59120729	59121302	14.042045826271151
chr3	59531127	59531632	11.423268475863013
chr3	59614581	59614907	7.276635450088174
chr3	59684423	59684772	7.236063048627793
chr3	59788042	59788291	10.981992733047669
chr3	59864425	59865027	18.26850992025331
chr3	59877808	59878096	16.788022372457718
chr3	59880205	59880895	16.76241884369781
chr3	60710018	60710287	12.646971103427136
chr3	61082219	61082485	6.493082604910198
chr3	61100353	61100862	11.314390437307901
chr3	61363799	61364453	16.004451677339887
chr3	62159132	62159526	13.135525219331537
chr3	62298828	62299217	12.43074181882765
chr3	62341821	62342066	17.64765149719861
chr3	63871492	63871746	13.733731281100296
chr3	63899709	63900328	12.851224540316037
chr3	64039944	64040238	12.107114887561927
chr3	64177750	64178033	4.629370255942058
chr3	64265085	64266032	25.032130019843514
chr3	64321685	64322309	22.160606563091278
chr3	65871427	65872046	9.65634225951643
chr3	65974510	65974956	16.36532741170293
chr3	67233355	67233683	13.330223339359934
chr3	68306507	68306871	15.038186678519615
chr3	68534672	68535001	15.148627469604863
chr3	68542829	68543322	10.37444646169883
chr3	69004200	69004954	24.014465517959795
chr3	69044826	69045285	13.991902332679897
chr3	69721682	69722405	15.18002655826004
chr3	70838558	70839526	7.76694627512585
chr3	72094854	72095298	9.303958257576367
chr3	72868233	72868487	16.711201175929993
chr3	73464323	73464589	8.785423879336594
chr3	73568949	73569296	10.999003687921793
chr3	73708004	73708343	15.628921179644829
chr3	74023051	74023298	6.999934621185426
chr3	74349025	74349426	5.97479559923348
chr3	75557007	75557537	22.317150634189822
chr3	77572985	77573458	14.179287832836772
chr3	78272792	78273139	9.798880307749988
chr3	78307162	78307839	11.940604926212147
chr3	79286988	79287266	10.225642024184303
chr3	79325325	79325750	11.050214599160586
chr3	79567944	79568214	10.055791713573315
chr3	79753515	79753949	14.380461838937574
chr3	79804224	79804505	7.301778759396373
chr3	79842540	79843222	9.645041355988846
chr3	81037501	81037791	10.131650605695
chr3	82441052	82442038	9.884896489717898
chr3	82915812	82916144	13.737257535199085
chr3	83055279	83055589	11.723444660248296
chr3	83787164	83787581	14.312122973892615
chr3	83867369	83867668	9.598954943908895
chr3	83871819	83872116	18.780656095305677
chr3	83980245	83981053	27.179006734696944
chr3	84040164	84040728	13.11815889845503
chr3	84181531	84182195	17.13862103870116
chr3	84480083	84480489	12.091430346954045
chr3	84582486	84583087	13.323114490350353
chr3	84664997	84665993	21.89013603126189
chr3	85887342	85887651	11.90697323234336
chr3	86002323	86003004	10.506404663847757
chr3	86142257	86142773	20.169264571611272
chr3	86224169	86224634	13.351171848338137
chr3	86382568	86382920	9.556064697829159
chr3	86566282	86566755	13.21403067711796
chr3	86572552	86572966	16.619990765760488
chr3	86700192	86700498	24.67723093780817
chr3	86700819	86701498	17.94723957803358
chr3	86833055	86833318	9.868053060974004
chr3	86844961	86845697	17.335392595633216
chr3	86884403	86884714	15.630535229992637
chr3	86936083	86936469	10.73818256817951
chr3	87016206	87016577	9.258399490397574
chr3	87150479	87151165	12.885507042832
chr3	87301227	87301491	13.347068909442786
chr3	87478873	87479717	19.664430757269475
chr3	87508213	87508470	8.899110280122274
chr3	87885415	87885906	25.67837653966154
chr3	87909868	87910263	18.88618160923825
chr3	87930288	87930652	12.506214439213931
chr3	87960599	87961055	21.80053110499131
chr3	87974297	87974855	27.807296537583873
chr3	88043008	88043305	9.422052710947364
chr3	88142021	88142320	23.065158072123957
chr3	88177687	88178405	15.950400304661487
chr3	88197987	88198501	14.797555164604335
chr3	88281410	88281863	13.487425426247368
chr3	88335904	88336632	52.83656985943134
chr3	88409741	88410727	15.594968398250867
chr3	88509800	88510363	17.81924978666153
chr3	88531538	88532312	30.638949693635453
chr3	88539338	88539615	17.845360098332705
chr3	88552905	88553549	16.644731280226146
chr3	88590281	88590610	14.147094630905197
chr3	88620966	88621643	12.541370610894974
chr3	89089844	89090255	13.822890492831414
chr3	89101913	89102339	14.532069439059692
chr3	89225811	89226210	15.22747558459901
chr3	89227055	89227326	10.601953281247749
chr3	89245172	89245426	11.838100159262108
chr3	89250795	89251960	12.560631580107202
chr3	89327176	89327689	36.59849434196368
chr3	89339181	89339554	28.0304611246963
chr3	89378435	89378741	15.111112267363305
chr3	89393702	89395120	16.398111768434685
chr3	89411890	89412165	13.230996270613236
chr3	89417977	89418875	28.389071341346792
chr3	89430439	89430684	9.466512279121243
chr3	89436485	89436984	13.195598900437593
chr3	89454833	89455300	15.522665820234081
chr3	89607263	89607806	16.01807304157517
chr3	89714598	89714964	12.547484941169865
chr3	89772724	89773396	10.31328699205603
chr3	89799766	89801009	23.264120467133036
chr3	89896397	89897225	20.156765820323557
chr3	90052328	90052732	11.778111691522126
chr3	90077149	90077580	25.818447214821376
chr3	90243481	90243871	13.430816131983049
chr3	90292618	90293312	16.03771887732514
chr3	90433601	90434017	17.000412734655235
chr3	90446496	90446997	16.689857199282464
chr3	90490787	90491061	16.057176363729212
chr3	90509494	90509747	12.415926842821445
chr3	91964228	91964790	11.615782329620416
chr3	92457939	92458212	6.1395358969440395
chr3	92623313	92623682	13.934861609606239
chr3	93362199	93362710	12.164763796819399
chr3	93376487	93377130	26.271923547213778
chr3	93411918	93412535	15.360108879435584
chr3	94649305	94649566	14.138695333195828
chr3	94786101	94786671	16.658626936193098
chr3	94837373	94837658	11.439949169493557
chr3	94913899	94914162	13.758418920828815
chr3	94953663	94954253	13.478763602951826
chr3	95015236	95016027	23.476802936848134
chr3	95106783	95107218	11.609576169375716
chr3	95174309	95174710	11.106679814117507
chr3	95217478	95217720	10.837430213108536
chr3	95281329	95281711	12.001261513894764
chr3	95317559	95317870	11.887112767750043
chr3	95434039	95434660	10.653166349383367
chr3	95624824	95625491	31.222819365482817
chr3	95653219	95653599	18.620572431463945
chr3	95675677	95675917	12.130949131647746
chr3	95819489	95819821	14.585095213120242
chr3	95881981	95882299	12.831756015993514
chr3	95893611	95893897	13.30667624106774
chr3	95904865	95905465	17.245253356297813
chr3	95928722	95929173	16.291732225608403
chr3	95950889	95951314	12.547888998143813
chr3	95995628	95995948	10.741563980281352
chr3	96069480	96069935	17.984349701430773
chr3	96084487	96084955	11.606731196754
chr3	96104332	96104757	10.50379243738511
chr3	96197189	96197872	13.151281865763629
chr3	96269153	96269748	9.953886839922736
chr3	96277879	96278472	13.983668640934395
chr3	96328652	96329142	24.147647213449282
chr3	96432109	96432631	25.575437059804397
chr3	96435325	96435617	15.65240644428828
chr3	96440816	96441253	14.544678868090806
chr3	96465935	96466189	14.889764233836978
chr3	96471702	96472300	18.575741066183134
chr3	96485498	96485767	13.946479006770819
chr3	96680363	96680779	18.227987101444832
chr3	96697087	96697656	24.539852894881907
chr3	96992598	96992879	15.60957637121669
chr3	97227383	97228002	18.776430753975962
chr3	97358391	97358917	15.289840089050989
chr3	97540098	97540339	20.506020031529342
chr3	97609894	97610309	12.167608551806714
chr3	97658095	97658463	14.061936168566994
chr3	97855273	97855514	8.387565025155475
chr3	97939664	97939931	15.72220894459928
chr3	98013337	98013959	11.2772022405238
chr3	98024280	98024653	15.962932389798816
chr3	98626401	98626859	8.621343155615195
chr3	99141095	99141380	18.152904410111276
chr3	99241101	99241633	15.32651842805676
chr3	100463494	100463797	13.264349633711007
chr3	100489225	100489533	11.140310016545383
chr3	100922102	100922412	15.955509859515775
chr3	101206114	101206357	15.921548568662793
chr3	101380093	101380621	12.568716258713692
chr3	101506194	101506473	9.661685384729857
chr3	101570373	101570755	15.364023071309035
chr3	102083663	102084391	27.30639252164862
chr3	102135688	102136065	18.51073620743081
chr3	102167667	102168117	21.9858230887519
chr3	102214544	102214886	11.577545932859008
chr3	102469497	102469906	12.289627299040628
chr3	102509953	102510220	9.103173246990876
chr3	102717744	102718209	29.7354796665971
chr3	102807224	102807555	15.132402817648343
chr3	103020319	103020987	25.355130109958306
chr3	103058072	103058525	14.695263268931813
chr3	103102680	103102954	14.304374729629851
chr3	103127907	103128160	9.09027732125384
chr3	103171719	103171989	12.811793503937897
chr3	103207585	103208495	36.169123120360325
chr3	103260306	103260642	19.493903557459515
chr3	103278567	103279084	14.247209279634044
chr3	103650240	103650780	14.900176966631854
chr3	103683438	103683745	12.566743372317633
chr3	103913939	103914580	18.43075292381965
chr3	104220416	104220781	15.908054328291383
chr3	104541480	104542175	24.816226842592087
chr3	104777786	104778219	15.48492777870654
chr3	105052670	105053136	37.3635507919246
chr3	105687027	105687910	26.042992691221485
chr3	105958871	105959886	49.873902321801395
chr3	106036122	106036484	8.08628450045928
chr3	106132862	106133179	9.122953259982522
chr3	106684899	106685225	20.669985083714586
chr3	106721704	106722149	12.396530037783505
chr3	106764683	106764947	8.17726447726741
chr3	107333136	107334055	45.42422165730573
chr3	107631250	107631997	26.742072862474476
chr3	107638759	107639167	8.587168112689374
chr3	107931573	107931913	15.563280346814324
chr3	107995725	107996424	21.725828008419796
chr3	108210204	108210923	19.700146246685936
chr3	108257115	108257446	16.368490988394285
chr3	108433455	108434055	33.3050172328949
chr3	108591235	108591550	12.158814399961441
chr3	108722108	108722653	10.698634476617936
chr3	108856993	108857328	24.17788117252179
chr3	109323609	109324187	15.291081987862768
chr3	109777184	109777541	12.049833618292288
chr3	110136271	110136697	19.41842178783506
chr3	110851025	110851382	8.480518949465925
chr3	111286906	111287155	8.396422357444303
chr3	111750743	111751102	6.795728675502256
chr3	112951946	112952594	12.350203982105961
chr3	113629735	113630627	35.21694445823875
chr3	113984464	113984950	19.654248576105378
chr3	114594537	114594899	7.293609250316304
chr3	114620834	114621219	7.099486063672351
chr3	115067704	115068288	17.26801896421877
chr3	115596394	115596682	17.429738584491943
chr3	115689767	115690108	8.45947155994404
chr3	115887738	115888159	13.872899064541995
chr3	116007790	116008040	11.806217021942139
chr3	116284180	116284545	14.065917864237747
chr3	116423966	116425010	18.226572501705068
chr3	116807897	116808637	36.34415854118966
chr3	119154935	119155221	12.530801716384355
chr3	119532835	119533184	8.460657853451703
chr3	119783402	119783673	12.38314505784714
chr3	120011843	120012100	13.753179064056752
chr3	121291614	121291898	12.452072972982702
chr3	121558888	121559582	20.162771142525358
chr3	121618327	121618670	12.403413819849664
chr3	122044088	122044501	14.023859321926754
chr3	122202547	122202915	10.736433267593384
chr3	122293719	122294119	11.344174484014511
chr3	122433007	122433283	15.348298667133719
chr3	122467730	122468094	12.389300383054293
chr3	122635379	122635673	9.396201328355438
chr3	122936963	122937341	14.685471986336683
chr3	122984203	122984918	23.605100714410103
chr3	123385817	123386262	11.796781486339784
chr3	123508400	123508725	22.634096145629883
chr3	123770950	123771410	10.31517189481984
chr3	124482229	124482493	7.058101294618664
chr3	125545709	125546122	8.6215702402101
chr3	126596211	126596802	16.40308226748368
chr3	126643579	126644158	11.779778550531786
chr3	127257418	127257789	15.003516338584879
chr3	127459929	127460208	18.10966733706895
chr3	127463643	127464528	31.89661884523381
chr3	127530154	127530505	13.78345415327284
chr3	127544225	127545005	28.277036281732414
chr3	127632053	127632707	18.022561058721045
chr3	127640156	127640701	12.531386009706269
chr3	127780147	127780494	10.801020220995637
chr3	127845304	127845551	11.3392099619877
chr3	129070521	129070818	12.062626106570466
chr3	129532072	129532452	17.945445454748054
chr3	129650352	129651137	18.93987088659007
chr3	129725140	129725382	18.77833687175404
chr3	130327526	130327865	7.76335506312615
chr3	130617563	130617832	11.220909774525015
chr3	131084186	131085322	19.196693841000677
chr3	131503814	131504379	12.960445959378132
chr3	132062728	132062995	11.54632948400376
chr3	133533768	133534253	14.385012412317021
chr3	133861485	133861833	7.695339568730058
chr3	135437768	135438715	37.83290890328106
chr3	135581674	135581921	13.876801652946936
chr3	136610359	136610730	13.245242211375276
chr3	137547584	137548191	15.999745992695088
chr3	137779976	137780374	12.893531485418578
chr3	137918065	137918350	10.164346410517107
chr3	137977314	137977773	10.884650152493146
chr3	138143406	138143895	17.77573453673068
chr3	138215459	138215792	14.837038942285487
chr3	138225697	138226171	14.594432323793821
chr3	138675756	138676217	27.776688157865646
chr3	139005806	139006361	23.991201259853604
chr3	139205583	139205898	10.468160998632037
chr3	141465053	141465301	8.349373459815979
chr3	141931488	141931830	14.418135952531246
chr3	142395780	142396066	14.537430639867182
chr3	142700606	142700916	10.784088903857816
chr3	142881501	142881902	9.354100622143829
chr3	144205651	144205897	14.659792764400079
chr3	144213796	144214483	17.37984876202357
chr3	144381249	144381563	8.369833684271308
chr3	144411057	144411426	14.761922611453668
chr3	144412682	144413158	18.74654309489146
chr3	144421900	144422178	15.651187934463831
chr3	144556837	144557098	16.416734797744457
chr3	144603905	144604348	10.916861160614152
chr3	145118356	145118849	10.323899089201952
chr3	145632949	145633239	10.89263229041264
chr3	145651441	145651765	28.10787472312833
chr3	145684697	145685004	12.430106970696961
chr3	145950176	145950552	16.640751369456027
chr3	146327724	146328086	13.10767725686342
chr3	146521519	146521865	14.667893723945397
chr3	146543808	146544091	15.409060538868179
chr3	146769832	146770360	10.126587820775582
chr3	147181475	147182021	19.82376857205625
chr3	148343474	148343797	21.131110767092867
chr3	148663071	148663812	14.062219915763247
chr3	148989610	148990164	16.765555219960127
chr3	149069963	149070555	10.875164112529239
chr3	149085100	149085381	15.752389853535174
chr3	149117195	149117744	13.250675003385282
chr3	149219402	149220342	24.69080145714131
chr3	150852504	150852796	9.110778209281294
chr3	151104251	151104551	8.965091002782186
chr3	152209796	152210593	39.3536738284409
chr3	152396319	152396736	34.525780929364174
chr3	152701654	152701949	19.320163733272228
chr3	153675535	153676126	21.824146841988345
chr3	154173602	154174133	21.059244288787554
chr3	154402065	154402612	12.108804638250655
chr3	154547618	154548448	10.513714204351587
chr3	154596756	154597043	13.804702433144174
chr3	155027163	155027522	18.434651789226905
chr3	155333390	155333729	6.699902694133883
chr3	156164584	156164978	7.909397508287188
chr3	157320909	157321543	25.6313118408155
chr3	157534129	157534416	8.629793236895305
chr3	157830576	157831153	6.082565366911929
chr3	157946917	157947274	40.985756112747836
chr3	157980943	157981352	22.68555269031478
chr3	159011278	159011575	11.014566374948933
chr3	159549186	159549614	18.70554733053546
chr3	159782051	159782741	19.5721724703692
chr3	159926543	159926874	12.794309140692304
chr7	3201154	3201596	16.96044395843782
chr7	3206268	3207207	42.250906691383626
chr7	3212009	3212541	20.468846916256094
chr7	3331768	3332079	12.32692762356479
chr7	3347983	3348418	27.034499784447682
chr7	3411086	3411569	22.210591570931193
chr7	3474489	3474755	14.94254724423688
chr7	3586169	3586776	14.334186583806499
chr7	3594910	3595234	10.051667654955828
chr7	3617067	3617614	12.788989483765318
chr7	3629639	3629910	15.676340940693647
chr7	3644632	3645417	24.542210648166147
chr7	3665226	3665484	8.91881767908732
chr7	3693079	3694245	18.338325216676115
chr7	4119533	4119809	11.03984619050786
chr7	4124141	4124495	17.700691899337336
chr7	4136574	4137395	15.859773309454413
chr7	4154937	4155258	20.741945742075316
chr7	4260470	4260975	15.391136188318233
chr7	4478159	4478524	14.110887660718944
chr7	4526498	4526841	14.739451689205781
chr7	4532241	4532507	11.489158429597554
chr7	4546769	4547076	18.871894556846993
chr7	4659025	4659466	14.251454437671065
chr7	4684713	4685282	29.124530208969787
chr7	4739586	4740073	31.28210129238497
chr7	4752275	4752596	10.967557073753571
chr7	4752841	4753397	11.245799273038083
chr7	4812428	4812994	20.83431011712172
chr7	4836261	4836703	9.436836417444152
chr7	4901167	4901419	11.681143529831417
chr7	4922550	4923290	13.89226330937566
chr7	5014325	5015656	23.83346695760244
chr7	5038196	5038519	14.626344220188011
chr7	5061310	5061620	13.237417728670183
chr7	6171703	6172564	19.432214632266906
chr7	6258494	6259130	24.949457233057082
chr7	6362551	6363306	27.036847100668396
chr7	6728422	6728686	23.778759696266867
chr7	6760232	6760741	24.034557661045277
chr7	6955400	6955839	13.043722454670622
chr7	9483531	9483778	9.995339466975285
chr7	11907677	11908037	14.879361351331076
chr7	12426140	12426654	8.194191682199559
chr7	12803449	12803733	13.53737473487854
chr7	12922058	12922364	15.607793424643722
chr7	12965489	12965760	14.5748819829793
chr7	12977758	12978196	16.471305037198
chr7	13014175	13014566	14.80514729541281
chr7	13023231	13024349	23.09685703424307
chr7	13034621	13034950	14.507427296739943
chr7	13037928	13038383	18.831464092548078
chr7	13054411	13054953	24.060764069926694
chr7	13059375	13059730	14.66763528635804
chr7	13163473	13164149	15.142763692246387
chr7	13278424	13278774	17.923821081433978
chr7	16004490	16005218	15.79227005649399
chr7	16098194	16098474	19.189204614503044
chr7	16129727	16130175	13.719380376594406
chr7	16273412	16274001	14.851722014577765
chr7	16286024	16286746	18.50430909550421
chr7	16312808	16313236	19.279384367933897
chr7	16365000	16365414	36.50433990920799
chr7	16399646	16400046	17.700183472633363
chr7	16614994	16615657	12.704400957979228
chr7	16707688	16707950	10.160957114387104
chr7	16781023	16781313	15.869350436638141
chr7	16845768	16846014	11.647255170636061
chr7	16874453	16875263	32.70871115790473
chr7	16900640	16900893	8.20599698266493
chr7	16924287	16924584	16.22607722426906
chr7	18746565	18747058	14.684290775662745
chr7	18910504	18911103	11.479827836280275
chr7	18950908	18951365	12.953000433857122
chr7	18990755	18991124	13.181945604360523
chr7	19007531	19008133	20.936587964181488
chr7	19085940	19086381	10.363940764446648
chr7	19131303	19131660	19.40811531750762
chr7	19149214	19149722	14.098731682995172
chr7	19175895	19176390	37.07823855467517
chr7	19202159	19202574	13.338071834610169
chr7	19227987	19228729	27.645742236443287
chr7	19282709	19283169	11.790089099303536
chr7	19310072	19310473	17.536300366656143
chr7	19327001	19327405	11.669760951901427
chr7	19345055	19345469	16.038469952661632
chr7	19359516	19359837	11.725114314355583
chr7	19403801	19404104	11.639155960712495
chr7	19457924	19458215	8.79946820268926
chr7	19508127	19508640	15.725865355709143
chr7	19586248	19586582	16.49995898629377
chr7	19628445	19629455	21.93401629381841
chr7	19664809	19665662	29.645841634287503
chr7	19686818	19687097	14.174396644783704
chr7	19715527	19716243	33.75260042478252
chr7	19747992	19748312	17.717668667435646
chr7	19749477	19750078	17.76075866654788
chr7	19823874	19824152	8.760465669975007
chr7	20071040	20071311	19.01888946765463
chr7	23470125	23470952	10.295301190022258
chr7	24032634	24033043	9.960418948334413
chr7	24193435	24193802	10.944591672933718
chr7	24399583	24399981	17.113988960208605
chr7	24449292	24449643	17.51595983749781
chr7	24481687	24482098	11.135224939842875
chr7	24506783	24507419	18.39498801651241
chr7	24516734	24517391	18.339995057615514
chr7	24547089	24547392	10.312918458441303
chr7	24879777	24880069	22.379294813495793
chr7	24884035	24884899	63.23143012104211
chr7	24947062	24947920	33.59828752348751
chr7	24975000	24975303	10.046072536569223
chr7	25197686	25197944	10.983002448266792
chr7	25221398	25221693	14.322675840733416
chr7	25237901	25238477	14.847037747502327
chr7	25249548	25249856	12.754919392721993
chr7	25267567	25268337	39.9148517460018
chr7	25278640	25279138	16.444916889849438
chr7	25297555	25297968	15.510604793742552
chr7	25316675	25316971	13.33979656889632
chr7	25395747	25396346	13.340187508196186
chr7	25619335	25619641	17.534911919263454
chr7	25658750	25659314	16.667704103686287
chr7	25680748	25681027	20.983755829513715
chr7	25718896	25719149	15.436409128513262
chr7	25754918	25755572	17.535460978108443
chr7	25816699	25817000	10.191585764140386
chr7	25864870	25865135	11.092055100315022
chr7	25880288	25881129	39.88481073912486
chr7	26781223	26782153	17.09097899057532
chr7	26786205	26786532	28.49512379905864
chr7	27011827	27012140	10.896313243780654
chr7	27178444	27179311	21.891478695808946
chr7	27195734	27196417	16.59063888957525
chr7	27232753	27233285	16.38354818444503
chr7	27257916	27258315	14.43363883083028
chr7	27284907	27285859	16.646208369932253
chr7	27325735	27326246	18.57133599036827
chr7	27330779	27331286	22.17244345008504
chr7	27336180	27336629	13.098491687817138
chr7	27361202	27361586	18.62927006930113
chr7	27397473	27397761	13.59423996342553
chr7	27473261	27473680	20.857150694635433
chr7	27474825	27475111	13.30455388889446
chr7	27490902	27491178	14.26457104821136
chr7	27507821	27508218	16.15714525756067
chr7	27591356	27591874	15.660932030917134
chr7	27650803	27651047	17.074652851605023
chr7	27674574	27675118	15.253275045577217
chr7	27731407	27731651	14.498407617944185
chr7	27756766	27757400	14.747839897588976
chr7	28049836	28050082	11.35811040071937
