chr	start	end	EXE_E65_Cdx2
chr1	26687440	26688239	11.22159468336905
chr1	26739560	26740730	22.60508501631582
chr1	26979266	26980673	31.538066558322758
chr1	27179773	27180126	14.369864269289012
chr1	27487019	27487275	11.862921480089426
chr1	28037232	28037583	11.576857687740924
chr1	28037922	28038776	15.83025155469461
chr1	28610969	28611873	20.031821499883602
chr1	29179627	29180479	27.86473301766624
chr1	29442114	29443172	20.180192067627644
chr1	29711015	29711427	15.857187898413649
chr1	29978293	29978701	17.280331581246617
chr1	29978992	29979384	22.872632941421198
chr1	30413349	30414270	25.77452671204276
chr1	30414859	30415487	17.541731677996886
chr1	30548708	30549558	17.959226335076725
chr1	30584868	30585093	14.60386902279324
chr1	30756979	30757191	13.002855543820363
chr1	30850800	30851334	10.65851316112704
chr1	30873769	30874244	18.120858128196314
chr1	30892318	30892749	9.962293410245891
chr1	30893107	30893524	10.447097881234807
chr1	30908622	30909328	16.714498590139762
chr1	30948461	30948704	19.530322165155606
chr1	30949753	30950392	37.324662744345986
chr1	31175925	31176246	12.493568265920858
chr1	31227834	31228352	12.864784831706162
chr1	31233513	31234078	11.72206770972868
chr1	31255243	31255708	9.017384368117138
chr1	31600391	31601782	71.81445667231195
chr1	31678894	31679116	13.967606617523744
chr1	32172695	32172967	8.722883687299841
chr1	32834796	32835326	20.731828882109443
chr1	32897179	32897511	16.584318143775665
chr1	33036855	33037282	28.807422267190187
chr1	33037676	33037943	13.356437397360356
chr1	33271287	33271647	10.96259843243493
chr1	33380471	33381494	23.062632764889
chr1	33478558	33479771	41.400526860481634
chr1	33531244	33531962	17.875860319164136
chr1	33538091	33538413	13.010769041428654
chr1	33565353	33565874	11.44973374236797
chr1	33566257	33566467	8.284221222287133
chr1	33577349	33578092	18.236577972910126
chr1	33582993	33584414	48.198697950536314
chr1	33663115	33663722	10.980499757769866
chr1	33669477	33670632	12.876451534419864
chr1	33719836	33720440	16.8864335761165
chr1	33739434	33739726	9.917313239345813
chr1	33742791	33743234	12.047839001123846
chr1	33756592	33756812	10.77095032605258
chr1	33757456	33757754	9.050114681256698
chr1	33813851	33815101	14.815403846740722
chr1	33892519	33893126	11.204937260861845
chr1	33925275	33925890	28.44931300093488
chr1	33926822	33927064	15.959306192792152
chr1	33946564	33947143	16.48803279395754
chr1	33964543	33965108	14.453348362340336
chr1	33979539	33980009	15.411180544914084
chr1	33980948	33981436	10.687374838062974
chr1	34005570	34005844	13.021802425384521
chr1	34011184	34011540	15.132695964213168
chr1	34073934	34074888	24.45139734600075
chr1	34090867	34091117	29.426384643554687
chr1	34102557	34104268	31.02372711260052
chr1	34106936	34107530	45.50950834165117
chr1	34140164	34140532	14.175646001877992
chr1	34168827	34169099	8.1666340266957
chr1	34190259	34190546	10.554258718723204
chr1	34221508	34221771	8.812825810320025
chr1	34236339	34236729	13.482635243733723
chr1	34250726	34251314	11.946329262791847
chr1	34409665	34410053	12.755123863515166
chr1	34432804	34433499	77.53333094754665
chr1	34434145	34434717	37.78153862986531
chr1	34434974	34435291	67.9511816464012
chr1	34439321	34440144	120.9668480929888
chr1	34450869	34451190	17.173273986745105
chr1	34459267	34460239	22.557327873912858
chr1	34467119	34468646	36.76933718258521
chr1	34485511	34486036	18.35045485360282
chr1	34511223	34511567	14.635445009830386
chr1	34511972	34512519	16.503761966224126
chr1	34516630	34517105	13.172766123319928
chr1	34536396	34537377	27.887426345234132
chr1	34620571	34621818	11.16945364423628
chr1	34690414	34690701	15.56362553506778
chr1	34700868	34701169	13.091376618293433
chr1	34738178	34738412	8.227987199767023
chr1	34749301	34750015	31.30686208981426
chr1	34752896	34753437	59.04566478156338
chr1	34801416	34802159	8.2015021755429
chr1	34842745	34843550	19.132413668662124
chr1	34851365	34852792	23.562086501652825
chr1	34867046	34867508	13.783532039427653
chr1	34930949	34931185	5.5069524544780535
chr1	34964236	34964575	10.06446284600767
chr1	35114291	35114807	16.073532535124194
chr1	35115264	35115789	14.811688150678362
chr1	35220163	35220939	27.73509821940943
chr1	35232389	35233978	34.41546869908135
chr1	35247561	35247934	11.884700084819231
chr1	35275473	35275939	9.670681339476753
chr1	35330226	35330690	12.882289925525928
chr1	35344052	35345133	23.20760913693607
chr1	35435598	35436349	11.811194120805844
chr1	35469014	35469565	8.714905848736771
chr1	35474901	35475667	15.535914934646367
chr1	35625276	35625903	18.613785211359296
chr1	35668210	35668866	18.360650697859324
chr1	35673894	35674547	19.98110785053481
chr1	35783253	35783641	15.637099175109077
chr1	35839380	35840112	16.883386142918322
chr1	35869529	35870217	35.13334220925043
chr1	35871142	35871470	23.003878468420446
chr1	35904047	35904324	9.370615892031562
chr1	35953955	35954170	9.21023900009865
chr1	35954436	35954655	8.11442383674726
chr1	36001488	36001782	9.95441570411734
chr1	36013541	36014861	49.042495759328204
chr1	36016957	36017511	44.431065941545505
chr1	36037951	36038325	10.202484540123352
chr1	36044253	36044486	24.409594421222998
chr1	36054603	36055240	42.215045816670035
chr1	36059824	36061500	62.499350766293475
chr1	36067766	36068159	17.26193274189801
chr1	36162248	36162872	12.207669617273869
chr1	36200411	36200962	20.130967029426145
chr1	36243866	36244778	16.65570395139226
chr1	36254690	36255091	12.720440378212869
chr1	36275708	36276340	31.369554103175297
chr1	36305865	36306575	23.509280936818726
chr1	36307378	36307963	17.497738251319298
chr1	36368913	36369472	17.38420200006693
chr1	36444925	36445664	16.399630897583915
chr1	36457029	36457933	23.97005705812336
chr1	36471104	36471822	19.310654924440517
chr1	36501255	36501514	15.43311494289678
chr1	36511365	36512121	44.666350505970144
chr1	36546946	36547527	20.01905493645988
chr1	36556792	36557210	17.55049295288524
chr1	36557962	36558557	19.63108922493558
chr1	36561080	36561511	14.932964316100366
chr1	36577290	36577757	15.418554949300958
chr1	36583193	36583959	29.112344469165055
chr1	36613587	36614134	10.537436553285588
chr1	36684040	36684713	16.942050266407573
chr1	36691006	36691791	15.540004941612292
chr1	36709636	36710503	19.244473649831242
chr1	36720736	36721736	21.86001408958435
chr1	36737470	36737935	13.81255482089135
chr1	36744508	36744796	16.384473691384
chr1	36770907	36771510	15.873779065968781
chr1	36784464	36785090	11.774837310321796
chr1	36860831	36861249	14.775857108631772
chr1	36939650	36940228	36.424654554743256
chr1	36978674	36979345	22.905587275941397
chr1	36985661	36986288	28.943152584337543
chr1	36986568	36987423	26.85041898203175
chr1	37028957	37029491	11.126974841628629
chr1	37056574	37057198	11.114137335465504
chr1	37108390	37108722	10.568981347313846
chr1	37120847	37121415	19.444606231971527
chr1	37129926	37130710	14.235794894549311
chr1	37299597	37300251	25.007981103494625
chr1	37324643	37324900	13.472697183779704
chr1	37409930	37410485	13.739511386768237
chr1	37429616	37430600	15.530105520070084
chr1	37524860	37525098	11.004907055061404
chr1	37541116	37541440	15.507249581960984
chr1	37628637	37628903	17.15718695274869
chr1	37694569	37695024	14.092298864008306
chr1	37864578	37865618	39.17806680385883
chr1	37871879	37872435	24.839576254645696
chr1	37890039	37890588	24.483201056447403
chr1	37931883	37932152	10.823519756359682
chr1	37968578	37969347	25.427433543459493
chr1	37974147	37974385	10.21721429584407
chr1	37996831	37998031	36.91960746924082
chr1	38038891	38039104	9.32785821968401
chr1	38129750	38130413	16.644803844066406
chr1	38185357	38185733	12.528944837286117
chr1	38198385	38199094	12.34763800912919
chr1	38259937	38260230	10.899785113416026
chr1	38393157	38393376	13.812102200233774
chr1	38866299	38866679	12.628670534334685
chr1	38869291	38869879	9.451058228810629
chr1	38986069	38986333	17.456140073862944
chr1	38987123	38988016	20.929310097005573
chr1	39010681	39011028	10.454337910204181
chr1	39122899	39123533	15.787876950453509
chr1	39157201	39157862	11.47146795088152
chr1	39196456	39197454	42.984363055181404
chr1	39241072	39241488	17.17404605792119
chr1	39256708	39257225	11.075440370829009
chr1	39259676	39260183	17.036585094895823
chr1	39284311	39285060	11.519201786082004
chr1	39291573	39292327	20.410539083202575
chr1	39307447	39307662	12.420495991374171
chr1	39345234	39345453	13.437762774288926
chr1	39478243	39479081	14.460026362061786
chr1	39521156	39521449	8.628496503667213
chr1	39530250	39530699	13.871119932501777
chr1	39535215	39536332	21.626387435619385
chr1	39577272	39577666	22.660171155397055
chr1	39608179	39609196	29.21602977670165
chr1	39614378	39615343	15.42922326715499
chr1	39736144	39736504	12.327271837658353
chr1	39761277	39762022	11.459688285213188
chr1	39788539	39788830	8.832805137044376
chr1	39831321	39832072	25.13789301388432
chr1	39881221	39881474	10.993368224192984
chr1	39887812	39888704	35.97078152515429
chr1	39900508	39900733	14.95214141421848
chr1	39901731	39902766	18.9343885311182
chr1	39911708	39911931	14.17797603949303
chr1	39924583	39925593	35.29435309419537
chr1	39936398	39936671	16.712841376280174
chr1	39956332	39956924	11.955211224588188
chr1	40045260	40045854	19.56669068737865
chr1	40052076	40052952	26.162009968605215
chr1	40066079	40066356	16.28217356988239
chr1	40085447	40086156	13.051626313724705
chr1	40092483	40093004	11.358337239432014
chr1	40233317	40233820	17.996575937593434
chr1	40357726	40358195	14.278273421818259
chr1	40358518	40359121	14.018357991776854
chr1	40378924	40379166	12.69368506266066
chr1	40382548	40383175	16.166034823209284
chr1	40449095	40449715	13.018568658059642
chr1	40764623	40765863	37.15691254446583
chr1	40790324	40790688	9.083416972841535
chr1	40936071	40936355	9.653301581530505
chr1	41131549	41131905	9.4213022167763
chr1	41966369	41966837	14.60375910335117
chr1	42003347	42004495	22.52368115880348
chr1	42850867	42851534	15.290559574224423
chr1	43082828	43083310	12.048502687596681
chr1	43092641	43093368	15.269036488487107
chr1	43098186	43099342	33.265181383047135
chr1	43110464	43110971	12.316389847554163
chr1	43124942	43125451	14.78462033374839
chr1	43130990	43131231	7.6438267240880435
chr1	43138491	43139762	19.76724767272253
chr1	43163484	43164206	28.409325219257386
chr1	43167733	43168730	38.399145221997166
chr1	43178400	43179077	23.850318759371646
chr1	43186199	43186961	31.009490969299957
chr1	43193613	43193874	9.65867401356898
chr1	43202566	43203753	19.912259246485515
chr1	43224587	43225000	10.028681584189648
chr1	43264348	43264829	15.424693305874069
chr1	43269535	43269852	19.07099020443504
chr1	43282634	43283370	29.051616868247155
chr1	43286471	43287050	29.374885411666053
chr1	43287271	43287673	25.217233169138137
chr1	43422863	43423801	32.693330788154846
chr1	43431906	43432139	12.692435694354797
chr1	43444390	43445659	23.734447916630593
chr1	43446197	43446452	18.448141995598288
chr1	43785072	43785498	12.721070136262778
chr1	43818879	43819685	15.010206861472307
chr1	43827325	43828162	20.64217363378053
chr1	43933423	43934277	24.861705736477425
chr1	43971006	43971275	18.727207928342004
chr1	43996887	43997621	12.00016638823361
chr1	44041994	44042396	11.069340608606291
chr1	44063432	44063827	9.76995690140543
chr1	44101518	44102565	15.59857823400124
chr1	44118958	44120004	11.926345293654082
chr1	44147925	44148201	14.735866180364637
chr1	44180614	44180848	9.956513757379646
chr1	44240728	44241138	13.433650878580606
chr1	44331672	44332528	10.689854265930496
chr1	44387864	44389529	18.755643878971135
chr1	44395283	44396251	55.75855182222099
chr1	44397935	44398743	56.281399047020635
chr1	44432793	44434233	23.79476792547438
chr1	44551649	44552443	11.907220102977993
chr1	44580215	44580618	19.56787360927307
chr1	44585239	44585701	9.981439971304559
chr1	44591670	44592394	13.707063475366455
chr1	44597159	44597398	12.704213876604536
chr1	44889513	44890334	21.25738898264505
chr1	45347118	45347372	13.608124631596363
chr1	45348599	45348875	24.629697001498677
chr1	45564407	45564768	11.087520345756552
chr1	45565523	45565870	10.43000877831099
chr1	45572510	45573996	72.70371342603804
chr1	45580306	45581011	20.719297123631687
chr1	45590345	45590726	20.98733491221751
chr1	45593975	45595007	19.532072211882866
chr1	45727076	45728421	25.234774341370535
chr1	45795051	45795552	24.88572593601402
chr1	45830750	45830986	12.68945801864236
chr1	45877478	45877963	12.453731141631136
chr1	45893358	45894567	18.383715972711077
chr1	45900984	45901850	10.642980313466273
chr1	45916890	45917165	8.87762182409113
chr1	45925509	45926651	51.559621505269654
chr1	46066569	46067122	26.47642240817465
chr1	46342348	46343419	25.50397966867513
chr1	46408559	46410135	62.640136925702166
chr1	46425244	46425915	17.39320215205322
chr1	46838912	46839733	12.208747726700627
chr1	46853530	46854157	51.832307094592224
chr1	46885549	46885872	18.554395793761262
chr1	46887855	46888671	22.291126753769667
chr1	46894324	46894768	15.470548395637993
chr1	46914434	46914695	15.938463693377615
chr1	46915995	46916715	16.564490252070957
chr1	46921429	46922188	21.134609128175516
chr1	46944696	46945634	20.542178453412898
chr1	47739357	47739848	17.75871692121393
chr1	48914967	48915191	10.366015936647143
chr1	50189269	50189935	20.346822698553044
chr1	50927203	50927730	11.383438900254482
chr1	51265264	51265562	10.02105460550961
chr1	51333920	51334401	12.829256319454455
chr1	51366539	51366790	11.349938540819632
chr1	51400031	51401914	96.55781766369935
chr1	51420687	51421816	26.988872278887577
chr1	51429799	51430084	11.457435397097939
chr1	51448706	51449155	14.385334227292203
chr1	51458883	51459478	15.551279877414222
chr1	51478236	51479563	26.8081082298779
chr1	51486262	51486824	15.489436112264722
chr1	51509258	51509734	23.036894261336126
chr1	51529903	51530544	18.748921261934704
chr1	51596909	51597151	10.573923481397392
chr1	51610267	51610924	18.912571599312933
chr1	51624554	51625193	11.754132479755718
chr1	51636459	51636722	11.774081951765053
chr1	51807689	51808436	38.365464123696526
chr1	51815448	51816380	21.633608737217
chr1	51853390	51853895	17.03960392262676
chr1	51862161	51862796	16.652515468447227
chr1	51866826	51867205	15.260886650286752
chr1	51870503	51870809	10.241700001012266
chr1	51878588	51879830	16.359604710734025
chr1	51905874	51906675	24.021024681358004
chr1	51913011	51913505	26.415910732408285
chr1	51915817	51916307	16.964565354950572
chr1	51923701	51923910	9.070867221321215
chr1	51944879	51945285	9.934330349485275
chr1	52113427	52114008	13.36123382450176
chr1	52119164	52119665	14.586348117706542
chr1	52157179	52157429	13.664270393371583
chr1	52158708	52159254	16.084655655172718
chr1	52169946	52170465	11.611171179424131
chr1	52233125	52233803	27.981378866156295
chr1	52266758	52266969	11.644617299897975
chr1	52301492	52301831	21.243869097886886
chr1	52411576	52411885	13.148474137759903
chr1	52630329	52631131	14.349965894608724
chr1	52673963	52674245	11.423278899902993
chr1	52748479	52748965	8.658759632228334
chr1	52803335	52804683	98.34617353263877
chr1	52809629	52811009	97.4730142565741
chr1	52820931	52821325	20.056185499665702
chr1	52840650	52841207	16.931486787231005
chr1	52844517	52845237	39.03477932612101
chr1	52849622	52849829	17.18424185692976
chr1	52857856	52858636	15.330467285254063
chr1	52901438	52902159	23.913097360428427
chr1	52937497	52939128	13.201023009275088
chr1	52952876	52953618	18.42364688060997
chr1	53028142	53028409	18.228548610701544
chr1	53289551	53289957	13.680293773782664
chr1	53296742	53297557	21.99226718855782
chr1	53313134	53313940	15.73642551691893
chr1	53352395	53352704	14.687673979206764
chr1	53525456	53526531	27.27354800024698
chr1	53706540	53707050	9.544350605384976
chr1	53784750	53785492	12.435405772329984
chr1	53823481	53824560	21.78298910952366
chr1	53855714	53855929	11.722365689832111
chr1	54250332	54251004	21.340268766596203
chr1	54309815	54310054	11.95259247065588
chr1	54310606	54310936	16.500336358041473
chr1	54381508	54381917	13.848221953748782
chr1	54438779	54439363	11.265347521599026
chr1	54498634	54498918	17.462164365069967
chr1	54557309	54558217	24.331147069973042
chr1	54584845	54586195	50.53711987954599
chr1	54599932	54601892	164.0889570175247
chr1	54606593	54606835	26.896931955637026
chr1	54609561	54609894	23.00063108037542
chr1	54610112	54610319	30.984602158772198
chr1	54612112	54613020	26.35865858262856
chr1	54615175	54615541	20.925158657011437
chr1	54667704	54668266	9.995548371742629
chr1	54713452	54713826	15.871095968440255
chr1	54784839	54785064	10.703060535854764
chr1	54926058	54926699	13.6631688774097
chr1	55027008	55027845	21.312703450520832
chr1	55052181	55053238	32.757169829073554
chr1	55082023	55082781	28.388159132884486
chr1	55087594	55088537	21.151120435647975
chr1	55102760	55103002	17.72040995684537
chr1	55130826	55131821	19.346003223783406
chr1	55196501	55196789	15.787952764166725
chr1	55202044	55202549	13.78088411482254
chr1	55236839	55237382	12.31355895258445
chr1	55363468	55363941	11.697895577291606
chr1	55405831	55406184	11.359292765177006
chr1	55412354	55412564	8.539694422767276
chr1	56667787	56668858	11.46446944307101
chr1	56723390	56724261	19.60388382212029
chr1	56922108	56922962	34.07454284292753
chr1	56952788	56954362	50.2167721545984
chr1	56971465	56971706	14.847434020141348
chr1	56972015	56972398	15.13458775602495
chr1	56973231	56973571	14.915800375096937
chr1	57204616	57205176	8.711554304191045
chr1	57205556	57205775	13.927736844101997
chr1	57377170	57377538	24.04820008640704
chr1	57394007	57394399	10.745838648202469
chr1	57406501	57407126	15.889857254028321
chr1	57429692	57430593	51.68305064888297
chr1	57476828	57477371	20.55743127369749
chr1	57522054	57522394	11.171312548132503
chr1	57543874	57544486	10.688883461983375
chr1	57567659	57568672	14.611238497501535
chr1	57605807	57606256	18.72983335014972
chr1	57606618	57607402	17.94412265870036
chr1	57613008	57613648	13.79943370372057
chr1	57617668	57617977	12.034545018834976
chr1	57774122	57774382	11.529717870858999
chr1	57835144	57835354	12.133503605070569
chr1	57949177	57949386	9.200649131428111
chr1	57969507	57970252	10.62144302841801
chr1	57989930	57990228	14.839447747940985
chr1	57995809	57996503	15.817029535942188
chr1	58029685	58030707	26.968017607985644
chr1	58031177	58031627	22.112137417263455
chr1	58114636	58115154	17.433560338259664
chr1	58289620	58290568	22.661660679282015
chr1	58296238	58296677	15.57396940001051
chr1	58341708	58342162	12.725204398453497
chr1	58358717	58359707	36.204643384374755
chr1	58362033	58362303	33.337172494111236
chr1	58366579	58368380	96.16152917494409
chr1	58373795	58374186	14.749360857717216
chr1	58392530	58393111	34.21029711344156
chr1	58423700	58424834	21.630182767461008
chr1	58429614	58430415	18.31810530592291
chr1	58445013	58445597	15.811159014701843
chr1	58457834	58458963	22.930499879315008
chr1	58504691	58505393	17.4486195952804
chr1	58585969	58586878	35.966510822014975
chr1	58635207	58636135	16.541960897116827
chr1	58651811	58652845	21.40177526234197
chr1	58689677	58690814	24.467810322133303
chr1	58708519	58709408	50.43398233205583
chr1	58711467	58712666	29.445801280755813
chr1	58742100	58743028	30.79810503947324
chr1	58761596	58762085	16.485213248520054
chr1	58769389	58769769	11.90213611376913
chr1	58770003	58770431	12.029252803214243
chr1	58859771	58859979	10.285290488829979
chr1	58885330	58885620	12.513312865947855
chr1	58889713	58890409	23.926743119612507
chr1	58951132	58951348	9.856907239666691
chr1	58961079	58961749	28.192239398386942
chr1	58973072	58973966	24.431686531510664
chr1	59119584	59120381	19.78581920681215
chr1	59162586	59163081	16.26711585690277
chr1	59236931	59237950	29.078831472387492
