chr	start	end	ICM_Tfap2c_ds
chr17	6744415	6744803	9.005093194160265
chr17	6778770	6779647	16.961167221330317
chr17	6782274	6782739	21.911808063137915
chr17	6798579	6798883	14.053415358066559
chr17	6808109	6809201	24.33517129604633
chr17	6827525	6828851	17.653055678665368
chr17	6852831	6853183	10.651152845133435
chr17	6948160	6948405	23.7127783444463
chr17	7168380	7170698	28.860172676303655
chr17	7527171	7527664	14.103405759010547
chr17	7850116	7850458	21.921994602471067
chr17	7855458	7855911	15.77340022670249
chr17	7856828	7857719	13.9797969961541
chr17	8178595	8179046	13.283988762324771
chr17	8267815	8268089	11.533012007274767
chr17	8282638	8284465	53.89156541712636
chr17	8310721	8311495	15.147538363779546
chr17	8389191	8389606	9.53862170828394
chr17	8800975	8802334	14.01919926853194
chr17	8864794	8865129	12.858988511384423
chr17	10150003	10150403	23.386090314388277
chr17	10156323	10156855	12.444900589778012
chr17	10317496	10318219	21.121981623426677
chr17	10319565	10320278	19.153898120093647
chr17	10345177	10345637	22.331756850947503
chr17	10355592	10357068	27.520229764100982
chr17	10366025	10366677	24.542787819552274
chr17	10432043	10433318	25.28747552161123
chr17	10457056	10457357	14.520304958685688
chr17	10476269	10477164	12.954330139586379
chr17	10495533	10496350	20.465167849854712
chr17	10499190	10499540	27.58422987801688
chr17	10500882	10501700	22.72515053679133
chr17	10839783	10840740	15.97333988301308
chr17	11353524	11353770	9.768693321119478
chr17	12047318	12048044	14.13679159180192
chr17	12083496	12083797	12.573854310171944
chr17	12104021	12104868	22.3890900381059
chr17	12112731	12113117	14.965911497106207
chr17	12119397	12119777	22.028103185954848
chr17	12120436	12120779	15.162676688881032
chr17	12151251	12151671	9.845374931607928
chr17	12158863	12159231	11.328651500784833
chr17	12194679	12196305	32.80775372607242
chr17	12266077	12266700	14.542299252260554
chr17	12267517	12267784	11.866070147310749
chr17	12300871	12301110	12.741739540419319
chr17	12318131	12318582	11.471095793527404
chr17	12342785	12344531	25.93487717181683
chr17	12347800	12348219	17.678154817913484
chr17	12367646	12368218	21.263134444510186
chr17	12371747	12372086	13.469831148783365
chr17	12415973	12416791	13.022558098608824
chr17	12507199	12507588	9.713931024840681
chr17	12642641	12643323	24.57949651371349
chr17	12644608	12644888	18.470805760792324
chr17	12723521	12724508	31.440796845348167
chr17	12745493	12745789	16.54180941710601
chr17	12749734	12750119	15.221972480377593
chr17	12769472	12770177	16.785102829358255
chr17	12790706	12791314	16.404940862404672
chr17	12792477	12792976	21.039817177461
chr17	12807934	12808302	12.804874884045642
chr17	12915614	12916964	18.337955950277824
chr17	12960410	12961013	23.01142512269281
chr17	12991651	12992179	26.784177335825834
chr17	12992420	12992970	30.993312419544566
chr17	12998767	13000198	39.61990157313317
chr17	13007163	13008256	19.446131960143763
chr17	13487305	13487843	9.52773465099831
chr17	13573935	13574515	17.25343155860901
chr17	13682185	13683989	33.903063520951704
chr17	13709311	13709689	17.12899208573437
chr17	13716671	13717378	11.957225901402712
chr17	13759720	13760380	23.943889285578873
chr17	13769030	13769350	8.624949418008327
chr17	13778178	13778838	9.761388861771787
chr17	13783692	13784021	26.530866025791344
chr17	13836194	13836448	8.271135829565093
chr17	14147518	14147844	10.285183712017316
chr17	14192690	14192963	13.749388404818244
chr17	14203157	14204331	26.72465142358913
chr17	14252793	14253079	10.775838171685493
chr17	14301404	14302481	22.0921536074154
chr17	14539983	14540340	10.44075304720582
chr17	14693075	14693372	17.349165341669462
chr17	14741453	14741694	9.744582524438123
chr17	14942919	14943583	15.039504018174597
chr17	15065910	15066321	11.521050667820766
chr17	15208289	15208661	13.951235414833151
chr17	15325765	15326608	9.483594299352607
chr17	15395923	15396397	13.04066870484171
chr17	15497886	15498585	21.55398063223079
chr17	15499559	15499790	21.65542202904111
chr17	15526879	15527591	14.9743613915497
chr17	15564036	15564769	19.58193133147319
chr17	15577340	15577790	17.944456640879313
chr17	15579595	15580259	19.013377270066595
chr17	15620546	15621479	26.31200390945549
chr17	15633961	15634215	9.521277945811354
chr17	15704196	15704855	16.775785690735976
chr17	15705613	15705951	13.849243006057288
chr17	15746699	15747343	11.674053258777406
chr17	15825737	15826913	27.839650750971163
chr17	16542360	16542708	12.596927851095966
chr17	16951161	16951413	13.825950520379203
chr17	17004741	17004978	11.680092640566926
chr17	17327011	17327396	7.228412640559209
chr17	17374244	17374795	18.969908738525724
chr17	17408319	17409183	13.834077289258992
chr17	17455657	17456043	10.706926155584464
chr17	17624074	17625745	49.39223553331651
chr17	17799076	17799434	11.284812255944619
chr17	17827068	17827382	16.415076693152166
chr17	17827691	17828453	23.83795605181396
chr17	17837589	17838893	44.72882699966431
chr17	20944959	20946107	20.019806162405512
chr17	21383320	21383969	12.122220706498862
chr17	21422771	21423646	12.619581835065569
chr17	21449894	21450566	22.58752425653594
chr17	21473160	21473389	8.18603928953279
chr17	21515947	21517181	24.531472584803254
chr17	21566478	21567183	10.936058959555119
chr17	21679486	21679849	10.53767365200789
chr17	22876220	22876648	58.36906220367022
chr17	22877580	22878072	20.66045162202866
chr17	23293695	23294240	11.37187826524087
chr17	23328664	23330019	12.858215263760838
chr17	23330286	23330986	16.242139335359845
chr17	23432687	23433048	14.751817808917355
chr17	23433291	23434019	13.786406602178301
chr17	23512000	23512422	11.460323161988462
chr17	23513692	23514076	14.538584110637506
chr17	23517944	23518226	16.576179720831256
chr17	23519275	23519933	14.11928943152848
chr17	23534371	23534689	8.550295304952177
chr17	23543154	23543665	23.105129639463183
chr17	23546756	23547266	18.236992198345707
chr17	23563746	23564635	43.74587796214461
chr17	23587032	23587877	14.503464858771782
chr17	23592444	23593002	10.91104418231595
chr17	23598871	23599160	14.19091273839086
chr17	23610628	23610958	11.82497464093295
chr17	23652617	23653095	5.86320904308782
chr17	23660415	23660663	20.832094046377367
chr17	23661276	23661616	13.251790784387028
chr17	23673013	23674085	31.16606927006992
chr17	23685560	23686043	16.012349767467743
chr17	23694286	23695232	36.64650378418775
chr17	23699805	23700539	20.00573475679195
chr17	23725940	23726862	32.043226701318574
chr17	23739898	23740869	27.86130002156345
chr17	23742712	23743093	21.689119779531723
chr17	23748760	23749075	18.7642636072068
chr17	23771261	23771668	17.154644879427824
chr17	23795031	23795616	20.308547771486463
chr17	23802476	23803628	31.984898098640972
chr17	23828612	23829670	21.406158612220633
chr17	23853556	23854860	13.506110496681892
chr17	23874094	23874702	9.790826797485352
chr17	23924405	23924851	17.404457838546
chr17	23925085	23925384	11.380275968723872
chr17	23941444	23942250	11.785693905193812
chr17	23993241	23993608	10.105633191256821
chr17	24022990	24023635	15.226630432661189
chr17	24031787	24032608	13.351743245095777
chr17	24047927	24048264	11.928014466599825
chr17	24059206	24059470	14.762556245832732
chr17	24073040	24073434	18.16870937008543
chr17	24131188	24131437	12.589987479060529
chr17	24141127	24142093	23.626450877258744
chr17	24152059	24152544	21.36882989824433
chr17	24155155	24155890	25.805959163068913
chr17	24163238	24163691	20.038274819750924
chr17	24164804	24165483	19.15758480204047
chr17	24169100	24169972	33.96455422891389
chr17	24187482	24188290	18.26686435878867
chr17	24202940	24203883	35.51412842508844
chr17	24205693	24207006	32.505097112488585
chr17	24220561	24221490	28.743212536667084
chr17	24250889	24252218	40.56587859039651
chr17	24351566	24353069	28.33273081357528
chr17	24355575	24355974	30.54412764355652
chr17	24370516	24371292	12.534309232972332
chr17	24413807	24415141	21.245492059430262
chr17	24426173	24427434	22.17071496750229
chr17	24454455	24455731	20.03662691220968
chr17	24462869	24464157	14.528911262935733
chr17	24469795	24470816	27.13387460363016
chr17	24472922	24473250	19.775098980926884
chr17	24478504	24479346	52.036031383233514
chr17	24480736	24481444	32.57961384185963
chr17	24487391	24488400	41.41722431126151
chr17	24489115	24490082	26.64949128546414
chr17	24514035	24514334	10.607102202731232
chr17	24527468	24528249	29.0648396109802
chr17	24533255	24533757	21.024050119863563
chr17	24540328	24540830	14.28386345327613
chr17	24549471	24550870	34.26077307386855
chr17	24632344	24633319	33.884393840691985
chr17	24649896	24650297	19.418921373134243
chr17	24657801	24658346	17.08487353893595
chr17	24669193	24670183	38.06895655911378
chr17	24695708	24696686	38.29240970767593
chr17	24707717	24708140	25.555198313214817
chr17	24719559	24720319	26.01993598812505
chr17	24735960	24736932	21.36702275864872
chr17	24779317	24779609	14.258498204897528
chr17	24796940	24797457	12.556492237334556
chr17	24803789	24804644	15.11111871652436
chr17	24849904	24850942	25.328414655145192
chr17	24868654	24868955	12.248838953797604
chr17	24874743	24875067	13.727407896960223
chr17	24886096	24887671	28.010516736469572
chr17	24895070	24895649	17.93831909917591
chr17	24936463	24937382	22.750934271869514
chr17	24940919	24941227	23.204515711053624
chr17	24950982	24951261	11.202916360670521
chr17	24960185	24961337	43.93174151910676
chr17	24977457	24978759	25.31549422568806
chr17	24990846	24991097	8.511515374202652
chr17	25015164	25016707	29.908340029181865
chr17	25060652	25061138	13.011055112375644
chr17	25115921	25116498	25.142342155892887
chr17	25117179	25117824	16.80012641285741
chr17	25136506	25136745	12.94524008060599
chr17	25166062	25166493	23.396866300543056
chr17	25183766	25184965	15.435528226650387
chr17	25200672	25201098	13.98401851721213
chr17	25206694	25206931	20.39693443282244
chr17	25221761	25222264	22.036188519972693
chr17	25239348	25240640	21.52200889661216
chr17	25255926	25256464	13.17060592360656
chr17	25273194	25274377	37.24359873967562
chr17	25362964	25363913	17.885233007818933
chr17	25432862	25433284	11.821657516380057
chr17	25474980	25475219	10.711100526434608
chr17	25497280	25497752	17.130049465066296
chr17	25508102	25508381	10.936509928822945
chr17	25570807	25571696	14.105928198961358
chr17	25579122	25580113	17.641773499104858
chr17	25702692	25703193	9.642305791021107
chr17	25715284	25715838	16.37424293235751
chr17	25717029	25717794	18.054109479866774
chr17	25727178	25727780	23.440935399445188
chr17	25741424	25741649	10.425381384955513
chr17	25773659	25774006	11.714987460749294
chr17	25785327	25785601	18.95307375914859
chr17	25792064	25792576	16.280657975003123
chr17	25808269	25809506	17.592843854822455
chr17	25819223	25819576	18.027784885157946
chr17	25832630	25833599	46.93234024992668
chr17	25861109	25861435	13.390026481605014
chr17	25867637	25869026	22.930722228394213
chr17	25875118	25875751	23.609648858201446
chr17	25885448	25885802	21.376488965783416
chr17	25919277	25920802	48.35961939702268
chr17	25926388	25926734	16.457557204141782
chr17	25941520	25942207	21.881953823861423
chr17	25945009	25945361	15.802837412465703
chr17	25951397	25952326	16.43889108643465
chr17	25979456	25979918	28.251659050648346
chr17	25983412	25983665	31.03132290142798
chr17	25985100	25986268	41.853181517287474
chr17	26009349	26010112	25.13830600653532
chr17	26012037	26012325	25.912810100449455
chr17	26020426	26021032	14.777996329977961
chr17	26054028	26054915	31.45606598644407
chr17	26055175	26055463	16.53826989730199
chr17	26060278	26060906	19.38099356669529
chr17	26069151	26069983	19.8978238850832
chr17	26089600	26090614	18.89198533270721
chr17	26105990	26106389	14.926211146782514
chr17	26112981	26114001	54.69708780774883
chr17	26116776	26117328	26.800840391628984
chr17	26123571	26123797	13.17724226639334
chr17	26137941	26138963	21.41473061231251
chr17	26206704	26207028	19.91634695618241
chr17	26228048	26228467	14.635061685111472
chr17	26239888	26240156	24.47767104675521
chr17	26243544	26244687	41.22798836575406
chr17	26252265	26253356	18.99585176497616
chr17	26275374	26275624	17.50212675476074
chr17	26276466	26276846	14.201194579977738
chr17	26287936	26288239	11.958768869784013
chr17	26315044	26315280	10.099256899397252
chr17	26368646	26368952	17.446158674028183
chr17	26399392	26399741	8.29349139768278
chr17	26433075	26433323	13.019797659689381
chr17	26464277	26465187	24.24198069677248
chr17	26508066	26509483	38.582345107784555
chr17	26529090	26529343	11.546304046872105
chr17	26537894	26538652	24.46918525922267
chr17	26548967	26550020	15.077105125470718
chr17	26560218	26561731	20.07248294140752
chr17	26584314	26585105	22.301376855177462
chr17	26601243	26602345	17.064981632786523
chr17	26656463	26657048	13.773537983038487
chr17	26662813	26663968	14.998624709983925
chr17	26676098	26676715	15.911413531249307
chr17	26706633	26706902	12.797795394982547
chr17	26715210	26716837	38.79888473351308
chr17	26781105	26781789	21.143747874867845
chr17	26838655	26839711	12.84866526722908
chr17	26848315	26848740	20.58817045548383
chr17	26856010	26856242	10.77750670498815
chr17	26874291	26874549	8.41616892444995
chr17	26886091	26886499	12.329116360813964
chr17	26916550	26916995	16.21173142851069
chr17	26932772	26933327	15.186676930092476
chr17	26938841	26940071	23.49685607925663
chr17	26949058	26949746	11.303194305924482
chr17	26954354	26954680	16.535092350895418
chr17	26973215	26973640	10.242643238516415
chr17	27001420	27002045	20.912490226745607
chr17	27038482	27038730	15.360184846385833
chr17	27041590	27041837	10.685027952618928
chr17	27056659	27057542	15.031778917712236
chr17	27062959	27063340	16.25536754938561
chr17	27085990	27086349	10.690094607786216
chr17	27106397	27107010	9.008406690438848
chr17	27133322	27133902	26.643407448406876
chr17	27153286	27153698	19.381978433109023
chr17	27168357	27168893	10.384101178219069
chr17	27189861	27190383	12.316860432825782
chr17	27204138	27204921	25.6081130075272
chr17	27259115	27259628	19.25218533633048
chr17	27324852	27325866	17.581178063236514
chr17	27326159	27326425	12.687350674679404
chr17	27378368	27378694	11.835938360062114
chr17	27385721	27386402	12.808579314647792
chr17	27393717	27394819	23.233545205554165
chr17	27395566	27395990	21.23611054330502
chr17	27407951	27409038	13.570775940973164
chr17	27430995	27431556	13.209305743695156
chr17	27435548	27436240	18.23457526885016
chr17	27451982	27452370	11.509567152593554
chr17	27471929	27472213	17.365850216905837
chr17	27519920	27520215	10.986218016026383
chr17	27534839	27535150	9.280485588637962
chr17	27556226	27557115	21.1272287186407
chr17	27565338	27566066	12.005678882965675
chr17	27583200	27583625	11.605762902428122
chr17	27623098	27623748	20.683269565288835
chr17	27627685	27628036	22.899821376528834
chr17	27638802	27639409	17.29452525174991
chr17	27649989	27650642	13.83737904444953
chr17	27701888	27702190	9.57334919481088
chr17	27702733	27703042	13.367910230815603
chr17	27707689	27708730	18.943275555181
chr17	27761934	27762311	12.935553302815485
chr17	27769006	27769321	14.603678836519755
chr17	27797252	27797649	14.832075126225162
chr17	27799894	27800346	13.629434826099768
chr17	27820233	27820648	15.92974503758442
chr17	27856306	27856991	17.318265967821553
chr17	27874319	27874952	15.905537260275505
chr17	27902099	27902627	13.788536929722989
chr17	27908861	27909578	19.31612219072286
chr17	27934661	27935248	16.533736113592145
chr17	27940060	27941108	18.86420398723078
chr17	27969353	27969759	9.562953396971002
chr17	28079395	28079728	23.917725603143733
chr17	28176930	28177657	19.61951655764363
chr17	28204552	28204942	15.330925694490091
chr17	28213133	28213485	9.320535493167965
chr17	28222786	28223055	18.433760423199395
chr17	28223732	28224870	26.364623518945464
chr17	28225973	28226504	29.666060783544278
chr17	28231261	28231625	31.81743402795477
chr17	28232284	28233281	30.74006690328554
chr17	28253000	28253312	11.804736825136038
chr17	28258594	28258904	16.270752645307972
chr17	28259968	28260803	21.363810636326225
chr17	28266830	28267637	25.036839374083716
chr17	28269608	28270549	44.607660593565925
chr17	28313311	28314189	39.12431134938651
chr17	28328201	28328504	23.026482314559885
chr17	28332198	28332493	22.07617298061565
chr17	28332727	28333204	20.78424058670268
chr17	28350668	28351314	24.298659150445424
chr17	28351949	28352732	27.58343371212254
chr17	28360171	28361366	19.47755847436115
chr17	28368636	28368906	18.644820064968535
chr17	28375354	28376325	25.084731406458374
chr17	28386209	28386605	10.909940166906877
chr17	28407388	28408154	9.654200558874065
chr17	28485860	28486556	11.661688117460272
chr17	28512773	28513038	9.099232256187584
chr17	28527734	28528527	17.889434441642234
chr17	28553225	28554220	31.858117712202983
chr17	28571540	28571940	13.745267415046692
chr17	28580290	28581139	12.205872824391431
chr17	28621531	28621788	15.409203458852804
chr17	28622071	28622961	22.221110864703576
chr17	28628203	28628734	14.398173100530764
chr17	28690638	28691350	50.89038309086575
chr17	28751823	28752066	9.367505677933556
chr17	28768832	28769672	19.729135211308797
chr17	28781422	28781861	19.762285551883636
chr17	28787187	28787728	18.852811080030065
chr17	28800702	28801008	23.22224111494675
chr17	28801729	28802898	29.15972432853627
chr17	28803130	28803406	33.69091406421385
chr17	28809062	28809490	19.5219017835421
chr17	28816998	28818066	23.832977843195312
chr17	28834561	28834876	14.301777585347493
chr17	28855410	28856114	13.159457008947026
chr17	28879666	28880270	12.401029029429354
chr17	28895465	28896309	18.32693308563594
chr17	28901374	28901682	19.715944627662758
chr17	28926641	28927413	15.961264665880352
chr17	28936746	28937085	10.393768629844914
chr17	28941852	28942570	13.387748310492896
chr17	28952010	28952851	20.05399973525729
chr17	29007011	29008321	29.16809655691831
chr17	29016293	29017414	15.873799561390804
chr17	29032061	29033135	23.037269519472034
chr17	29044702	29045496	29.057032220009294
chr17	29049012	29049528	20.416558840478114
chr17	29073925	29074208	11.328469000098561
chr17	29080906	29081575	26.966306692103455
chr17	29093677	29094119	26.409080936897933
chr17	29095303	29095565	18.93459982908409
chr17	29096225	29097319	22.826437121989304
chr17	29123440	29124116	12.562139609156276
chr17	29156166	29157096	13.193747745534425
chr17	29159834	29160134	12.703234577178955
chr17	29193723	29193963	9.495989829301834
chr17	29246431	29246781	12.42032218524388
chr17	29259432	29259940	19.61596737508699
chr17	29263980	29264521	37.96324115760225
chr17	29268474	29269471	31.90549187578911
chr17	29322384	29323037	18.65907975762033
chr17	29347488	29348529	35.20849172572009
chr17	29360987	29361356	13.447050595994241
chr17	29437102	29437473	18.20201072024528
chr17	29441793	29442137	16.502398249714872
chr17	29448273	29448746	18.927565445607613
chr17	29451097	29451777	17.380505901224474
chr17	29467040	29468006	17.72719475299922
chr17	29476237	29476541	11.87088098024067
chr17	29489866	29491303	32.00955364715746
chr17	29491858	29492318	24.432329482617586
chr17	29492559	29492943	33.71130745112896
chr17	29496978	29497333	16.365158639827246
chr17	29521785	29522094	11.46654935484951
chr17	29549395	29550151	18.089036143015303
chr17	29570082	29570982	14.687126345104641
chr17	29614321	29615345	29.46307371556759
chr17	29617083	29617553	18.72045028564778
chr17	29627691	29627938	16.205657615352738
chr17	29646922	29647288	12.809161403791501
chr17	29660008	29661373	23.409169874785146
chr17	29677026	29677338	9.746478057824648
chr17	29707601	29708277	28.375175964197464
chr17	29708853	29709550	19.145852197020435
chr17	29716795	29717518	22.938454548847627
chr17	29732440	29732968	10.976182104963245
chr17	29740653	29741171	11.478212770808158
chr17	29756359	29756893	12.552825400891821
chr17	29762399	29763111	14.526830708712675
chr17	29769030	29770098	30.295659209905047
chr17	29796337	29796769	11.68463236866174
chr17	29814134	29814429	10.45080913608357
chr17	29841982	29842208	9.648948464773397
chr17	29848797	29849222	17.280679844126983
chr17	29870092	29870734	11.831301701031741
chr17	29887166	29887735	13.552833231974569
chr17	29889340	29889606	13.470169820283589
chr17	29913397	29913735	15.333612791885285
chr17	29975953	29976203	26.61827215576172
chr17	29979640	29980665	27.246594964004146
chr17	29981143	29981723	29.744508328931087
chr17	29999087	29999466	18.95266396011715
chr17	30004309	30005102	40.686614277083216
chr17	30045537	30045873	9.777381637266704
chr17	30051917	30052547	14.608013566335043
chr17	30096382	30097164	18.214455106984015
chr17	30215983	30216732	27.77532744630475
chr17	30244837	30246239	24.347157029384555
chr17	30255893	30256487	12.322723618260136
chr17	30280229	30280458	13.5415632048028
chr17	30337354	30337904	16.329377290552312
chr17	30470143	30470785	9.046717576891462
chr17	30576109	30576773	17.03712710127773
chr17	30590713	30591305	10.555810435398206
chr17	30612156	30612581	18.002116836099063
chr17	30620806	30621210	9.120579367817038
chr17	30635108	30635727	12.292112752578563
chr17	30637979	30638560	10.872319647449224
chr17	30672861	30673089	9.911869496629949
chr17	31056924	31057750	14.705412687170014
chr17	31073375	31074127	13.127650572264448
chr17	31199079	31199315	13.517380156759488
chr17	31214163	31214407	18.044499467630857
chr17	31247000	31247455	15.765334590450747
chr17	31254359	31255172	28.80349459067482
chr17	31261220	31261465	28.274655089086416
chr17	31269910	31270675	24.065246382569956
chr17	31287082	31287421	16.642611562678244
chr17	31294290	31295255	37.217946531859084
chr17	31296033	31296963	38.78199669827697
chr17	31297248	31297763	38.89499719119766
chr17	31304638	31305861	74.10528371690826
chr17	31310929	31311732	40.818347622122
chr17	31317384	31317936	21.092934027962063
chr17	31323271	31323629	22.210869879695956
chr17	31328712	31329028	24.29818642893924
chr17	31424501	31424893	16.10873916927649
chr17	31432597	31433503	17.352683786788
chr17	31445454	31445762	12.131929834167678
chr17	31456632	31456976	13.75703501701355
chr17	31468300	31469208	15.91863624534943
chr17	31479711	31480079	9.80341068558071
chr17	31487973	31488256	15.857146542822093
chr17	31511784	31512770	31.653366763983488
chr17	31519588	31520751	29.436578140521192
chr17	31525649	31526332	24.590709501269274
chr17	31537070	31537395	13.31857525752141
chr17	31543493	31544020	17.700565678344958
chr17	31559676	31560432	25.02622793149696
chr17	31563946	31564421	40.33518765901265
chr17	31565524	31565803	23.40290732708456
chr17	31574580	31575199	24.221332630163634
chr17	31585858	31586923	26.783632361720986
chr17	31601036	31601315	14.513445546550136
chr17	31601713	31602087	15.073460502420517
chr17	31629953	31630691	23.861506549969597
chr17	31637002	31638141	17.46789306292312
chr17	31658493	31659212	17.268571133407995
chr17	31693044	31693348	10.44881765779696
chr17	31732395	31733179	17.493887379461405
chr17	31747941	31748723	21.961897873817502
chr17	31806049	31806810	25.44926398373778
chr17	31808051	31808643	23.648568010008013
chr17	31855439	31856288	16.008421300858856
chr17	31931600	31932160	15.102822950908116
chr17	31988122	31988901	14.402766880236173
chr17	32035831	32036348	17.279699993318008
chr17	32067194	32067576	9.212341659356163
chr17	32143061	32143588	16.515213328475518
chr17	32162321	32163104	28.435692032025997
chr17	32207750	32208181	9.836307928346425
chr17	32283682	32285052	21.073782001272605
chr17	32320738	32321922	29.718578159809113
chr17	32333649	32334172	12.455285891064266
chr17	32350168	32350999	15.005625476906015
chr17	32363895	32364230	18.998082118247872
chr17	32364593	32365383	43.25900927193557
chr17	32386903	32387174	12.961472564077905
chr17	32388830	32389554	18.445434187657266
chr17	32495990	32496285	9.744938098778158
chr17	32528439	32528905	11.073712825775146
chr17	32550905	32551990	13.915156597365982
chr17	32579669	32580089	12.639203582491193
chr17	32680231	32680559	13.549992634028923
chr17	32779422	32780168	16.01791980758749
chr17	32788060	32788738	10.252704208931037
chr17	32838915	32839529	9.913231344098765
chr17	32872162	32872790	14.806823328042485
chr17	32877731	32879511	22.72684407094891
chr17	32891421	32892137	15.090681707392857
chr17	32924602	32925176	11.98179493714708
chr17	32965433	32966245	11.965139912854275
chr17	33032993	33033647	14.96695361881081
chr17	33061156	33061483	12.521771792607206
chr17	33062765	33063369	13.238008938088322
chr17	33089360	33089723	9.676467726053286
chr17	33092479	33092895	13.287554915134724
chr17	33358496	33358872	16.13286096745349
chr17	33394214	33394589	13.093441352844238
chr17	33538998	33539277	9.449703816444643
chr17	33583744	33584352	11.134679336296884
chr17	33628919	33629972	32.16075428711836
chr17	33684662	33685935	25.674101793943947
chr17	33718292	33719226	21.672839724277274
chr17	33759913	33760619	48.79070551604792
chr17	33804707	33805071	12.083748141487876
chr17	33810169	33810720	17.112092829875635
chr17	33817338	33818328	34.31058510289048
chr17	33824508	33824870	30.175475800234967
chr17	33843123	33843896	21.661166928255543
chr17	33890580	33891001	21.631481406241303
chr17	33900885	33901110	14.501304478115506
chr17	33908748	33909923	23.213863712878936
chr17	33915271	33915581	17.339149585846933
chr17	33915807	33916423	24.35613965833342
chr17	33919995	33920925	30.502933112523888
chr17	33929082	33929827	29.372579291682914
chr17	33940362	33940634	38.138658081783966
chr17	33951152	33952241	26.199887257305388
chr17	33955881	33956297	19.244216987719902
chr17	33968734	33969125	16.94807238712945
chr17	33978945	33979357	10.569813339455614
chr17	33985769	33986012	11.926985626848637
chr17	33991775	33992293	11.713501886051134
chr17	34000387	34000643	11.438748575747013
chr17	34027800	34028046	26.57343012336793
chr17	34031524	34032416	28.645108679484892
chr17	34040026	34040295	9.758331777437911
chr17	34075326	34075612	13.709152616820969
chr17	34077800	34078158	19.960618256190635
chr17	34096099	34096403	22.474310297715036
chr17	34098474	34099238	27.053316519522543
chr17	34101437	34101977	21.845069788120412
chr17	34119318	34122366	37.65046853052975
chr17	34126643	34127588	24.30012212884489
chr17	34135186	34136061	20.710726432800293
chr17	34187397	34187784	25.267547747885533
chr17	34310010	34310610	13.33994418780009
chr17	34397901	34399372	25.535394789814383
chr17	34571785	34572499	13.973292637605962
chr17	34580287	34581001	14.182256890946075
chr17	34587273	34587550	35.52651890090226
chr17	34590494	34590918	29.485630170354302
chr17	34591705	34592110	35.038749789014275
chr17	34592917	34593423	29.841045945058227
chr17	34603392	34605763	33.48763334547
chr17	34618801	34619557	12.870970268098135
chr17	34620725	34621315	10.67589611522222
chr17	34627130	34627825	13.993572804567625
chr17	34636809	34637505	14.154858056156115
chr17	34644850	34645182	17.90715599634561
chr17	34646528	34646964	26.840208972265962
chr17	34647218	34647533	17.126388395400273
chr17	34675289	34675805	14.07743021499279
chr17	34836276	34837479	17.28729542155912
chr17	34849856	34850800	14.303616929862459
chr17	34898054	34898395	21.883703953359834
chr17	34912031	34912485	23.923386664117487
chr17	34915507	34916206	25.569704883941082
chr17	34917893	34918588	24.73074980262372
chr17	34929166	34929906	26.456550275957262
chr17	34930851	34931723	22.36580236679917
chr17	34940850	34941988	23.648782813067175
chr17	34942659	34943254	34.7143984946884
chr17	34952469	34952972	36.824057706070704
chr17	34959306	34960061	24.852338267951612
chr17	34972261	34972911	18.976418261161218
chr17	34981718	34982081	13.591025165946688
chr17	34984042	34984291	15.037295808753814
chr17	35000670	35001299	22.086300667973504
chr17	35020371	35021720	19.50295268031206
chr17	35021989	35022507	16.938268700161494
chr17	35034756	35035014	11.023835023244223
chr17	35046182	35047369	24.495839403372607
chr17	35051442	35051692	18.23447581100464
chr17	35064679	35065603	29.934445775432504
