chr	start	end	EXE_E65_Tfap2c_ds
chr13	23401378	23402228	13.14054702422198
chr13	23411875	23412115	16.177191774050396
chr13	23412538	23412879	13.072005378186178
chr13	23430848	23431063	26.271855820057002
chr13	23445345	23446100	22.49536358283845
chr13	23453599	23454121	26.015574696420252
chr13	23465183	23466416	19.8562641159268
chr13	23498213	23498761	18.30247890688207
chr13	23505853	23506405	20.741609965545543
chr13	23506778	23507020	19.873210402559643
chr13	23507296	23507693	21.71550307766316
chr13	23534994	23535215	33.43584426603706
chr13	23543637	23544145	10.922821342475771
chr13	23555046	23556171	28.61778852335612
chr13	23582097	23582333	15.996814226700089
chr13	23586363	23586592	17.263381266698048
chr13	23621309	23622136	19.395146262688964
chr13	23697644	23698125	12.996347313363438
chr13	23710459	23710743	11.118845439293015
chr13	23739253	23739679	30.75978480594259
chr13	23745883	23746580	15.074272101031486
chr13	23757102	23757454	25.231089868328787
chr13	23761579	23762049	34.290567759250074
chr13	23772511	23773250	15.690533961914229
chr13	23893037	23893268	9.110910725283933
chr13	23991103	23991392	8.79544286331916
chr13	24112863	24113311	12.108581682401043
chr13	24163262	24163489	10.636396899622442
chr13	24253971	24254465	11.541022647247623
chr13	24260966	24261377	11.979745538855411
chr13	24272900	24273177	18.966272712184203
chr13	24279913	24281638	22.142976170160303
chr13	24297393	24297648	12.650251244563682
chr13	24515221	24515585	10.573527469739808
chr13	24565241	24566361	18.259865195410594
chr13	24604614	24605159	10.856696435070912
chr13	24630694	24631368	10.358252510472646
chr13	24638241	24638699	15.086428748468125
chr13	24713846	24714260	11.015614295351332
chr13	24742336	24743552	25.892228999420215
chr13	24761248	24762449	25.810264615194683
chr13	24776001	24776421	9.534518363362267
chr13	24800250	24801510	38.817483576517255
chr13	24815986	24816387	12.775478698368977
chr13	24831036	24832355	31.06278388259807
chr13	24844787	24845404	18.766550547879557
chr13	24860730	24861269	21.701531617230078
chr13	24862570	24862831	12.451243437112977
chr13	24931536	24932025	11.583302137066738
chr13	24936744	24938161	16.054323252945107
chr13	24942747	24942985	11.554183182596159
chr13	24952703	24953392	23.17389319770049
chr13	24955335	24956072	21.571513716854266
chr13	24965503	24965785	10.75936518831456
chr13	25019834	25020359	15.48756788162958
chr13	25055176	25056088	15.744905881714402
chr13	25077708	25078059	9.233802021059216
chr13	25115764	25115995	8.535739008998458
chr13	25150373	25150594	12.016687516173626
chr13	25274583	25275508	19.223512214454445
chr13	25639697	25640077	11.610022643992775
chr13	26698763	26699297	11.202707824635596
chr13	27801698	27801910	10.076441490425253
chr13	28781849	28782080	10.749224528605804
chr13	28886637	28887841	10.697545103060447
chr13	28917559	28918202	9.653396842268355
chr13	28952495	28953756	13.990322074466617
chr13	28958531	28958810	11.423484111772217
chr13	28988954	28989202	12.328837363950667
chr13	29210742	29210985	9.053144109592516
chr13	29855219	29855604	10.735102897495418
chr13	29940888	29941103	9.163361376385357
chr13	29984209	29985205	22.09187838925894
chr13	29985642	29985997	20.311860799117827
chr13	29986309	29986828	40.59871658883802
chr13	30036522	30037418	21.02227902199541
chr13	30044914	30046082	18.28336415062212
chr13	30084592	30085580	16.165701848775267
chr13	30136149	30137111	13.996539677998628
chr13	30167267	30167858	15.664325801249083
chr13	30336178	30336812	18.09242820664535
chr13	30545475	30545873	18.08179681145366
chr13	30586052	30586294	14.346874036079596
chr13	30660033	30660299	8.30516301061874
chr13	30748892	30749735	13.670177818900184
chr13	30782224	30782711	10.576482248991667
chr13	30817647	30817989	9.47838544566729
chr13	30973627	30974488	15.971087367138658
chr13	31292619	31292866	9.166684299345441
chr13	31533314	31533826	13.362342946231365
chr13	31534300	31534595	13.068795818393513
chr13	31557867	31558762	14.242438044627951
chr13	31559125	31560204	16.62820649611055
chr13	31618330	31618640	11.549367704699117
chr13	31625482	31625702	15.368226580186324
chr13	31625922	31627051	16.548703170857458
chr13	31811681	31812138	18.15071484505217
chr13	32337941	32339211	23.339914492359313
chr13	32428291	32429099	11.339507105326888
chr13	32801532	32803109	24.811330854552565
chr13	32849329	32849623	12.466833795819964
chr13	32903385	32903803	12.331472625002336
chr13	32927947	32928217	10.215042061275906
chr13	32965123	32965799	14.144173019031095
chr13	32993945	32994161	11.357059200604757
chr13	33003398	33003663	15.17705736700094
chr13	33004697	33004915	16.188622820267984
chr13	33005153	33005719	13.623911673946852
chr13	33027019	33028005	16.24487496728104
chr13	33089891	33090346	15.075785974355844
chr13	33248031	33248564	14.451077079236171
chr13	33563253	33563849	10.795651800680481
chr13	33570893	33571242	14.245248655193514
chr13	33762713	33763155	10.880818944171542
chr13	33908430	33908786	16.23351202921921
chr13	33935217	33936382	23.79354760575192
chr13	33964442	33965298	17.51922315192
chr13	34002135	34003046	24.882985836326355
chr13	34037175	34038092	14.606790115165087
chr13	34077676	34078266	12.19938909886247
chr13	34096143	34096983	14.236955797672271
chr13	34109447	34109991	16.568226809010785
chr13	34129030	34129462	26.83341893001839
chr13	34130091	34130469	19.274765065107395
chr13	34130685	34131106	17.444475028973578
chr13	34131433	34132288	17.04485146818105
chr13	34149055	34149516	11.110369680243304
chr13	34154142	34154843	14.553258223812522
chr13	34162645	34163713	17.953286256683008
chr13	34344573	34345425	15.684090342320188
chr13	34446586	34446911	11.663063976581281
chr13	34460430	34461362	18.26874726422355
chr13	34484236	34485077	25.74006099791646
chr13	34642819	34643360	13.889127152243736
chr13	34644531	34644889	15.106997130303409
chr13	34650775	34651010	16.544553594386326
chr13	34651409	34653579	21.799300769912737
chr13	34690150	34690391	11.778654510054846
chr13	34724691	34725324	23.426122740735
chr13	34725967	34726940	15.269880429568786
chr13	34746939	34747273	10.64123163537351
chr13	34760362	34760601	8.523422037707213
chr13	34764634	34764954	10.240630646049976
chr13	34874032	34876291	14.988267251215824
chr13	34993491	34994702	26.421348878906148
chr13	35189406	35189654	12.781164246220742
chr13	35254566	35254911	11.883453294505244
chr13	35398256	35398937	11.651094903679846
chr13	35740491	35741736	26.301638898887788
chr13	35852402	35853294	21.642155178993807
chr13	35884792	35885012	9.232303032008085
chr13	35905735	35906761	20.552159921932407
chr13	35967882	35969396	11.305360611080337
chr13	36116714	36118095	38.055456095204505
chr13	36578414	36578942	11.440353365558567
chr13	36735916	36736333	13.683856090481619
chr13	37358088	37358623	12.1629411394351
chr13	37434321	37434824	16.324087224471167
chr13	37452212	37453550	27.797680331630737
chr13	37454146	37454577	19.705521408753714
chr13	37477551	37478416	11.337626936807798
chr13	37483443	37483996	13.599544314751789
chr13	37507058	37507783	27.400192430430444
chr13	37508548	37508901	18.898244971256418
chr13	37513971	37514986	21.050104562167462
chr13	37527334	37527876	23.975564949626854
chr13	37528742	37529018	20.81262929197671
chr13	37546752	37547514	30.242355932400923
chr13	37548425	37548841	30.63789487343568
chr13	37557049	37557387	15.817237413846529
chr13	37592082	37592697	16.157150986524133
chr13	37595354	37595613	18.949338898235307
chr13	37642359	37643326	13.788454629765917
chr13	37678280	37678688	14.706413395264569
chr13	37689011	37689265	11.73748293448621
chr13	37706149	37706359	18.275605492364793
chr13	37707390	37708174	23.8622408253806
chr13	37716560	37716852	18.691308903367553
chr13	37728901	37729115	6.994966324244704
chr13	37734434	37734931	12.480445834952341
chr13	37762364	37762757	13.244774490822362
chr13	37777764	37779504	13.636259069198218
chr13	37802384	37802799	14.075199248991817
chr13	37825022	37826250	29.513016665020672
chr13	37827662	37828321	24.095000714199315
chr13	37830940	37831452	31.08629447966814
chr13	37837036	37837854	25.70491582781878
chr13	37846692	37848084	34.704642028644166
chr13	37854216	37854588	41.964231475707024
chr13	37857322	37858345	34.273157101106314
chr13	37895172	37895468	11.470167730305645
chr13	37912890	37913695	26.942583344737937
chr13	37943090	37943541	21.83326837493152
chr13	37959179	37959488	12.400903616908298
chr13	37963344	37963827	16.61446620514674
chr13	37965442	37965761	22.368552701226598
chr13	37993883	37994688	26.859388262588784
chr13	38002415	38002788	14.229403899757855
chr13	38009049	38009290	10.120189882412985
chr13	38036803	38037737	26.701974812615862
chr13	38079395	38080571	30.433228444079962
chr13	38086411	38086845	26.9857910437518
chr13	38108688	38109504	8.625785552987866
chr13	38123815	38124184	19.240177991913587
chr13	38145171	38145486	40.34391197931199
chr13	38150710	38152913	30.38257872015618
chr13	38204390	38205316	24.416400726104143
chr13	38224743	38224954	10.144846997554833
chr13	38235120	38235449	12.98273737017507
chr13	38312139	38313234	12.326847631201897
chr13	38344945	38345870	11.455806770840207
chr13	38527672	38528865	21.477822231027325
chr13	38634416	38635489	20.24314558361583
chr13	38636147	38636865	17.476631338549854
chr13	38658322	38659583	20.08771558378917
chr13	38776433	38777063	15.57971004531497
chr13	38960092	38960989	19.19829867117381
chr13	39011460	39012436	15.93765202702069
chr13	40387740	40387971	12.488911182849439
chr13	40450785	40451479	15.426624665686308
chr13	40618101	40618397	10.169519612918029
chr13	40649257	40650247	22.62674632120614
chr13	40666101	40666323	10.441792853243717
chr13	40704135	40705747	14.217995355501955
chr13	40722620	40723657	22.60628346651936
chr13	40731161	40731955	27.533249720518175
chr13	40734072	40734371	25.995572469704925
chr13	40735874	40736156	21.64809436662823
chr13	40749042	40749784	16.303717106821722
chr13	40854366	40854798	24.76873321003384
chr13	40868233	40869582	21.65822223524768
chr13	40887089	40887359	14.950468614366319
chr13	40893329	40893702	13.681945647375194
chr13	40900828	40901188	18.09665781127082
chr13	40902794	40903431	25.893998527826284
chr13	40916273	40917997	29.520199483108588
chr13	40924017	40924779	19.208747243005146
chr13	40977867	40978125	11.279027550719505
chr13	41000340	41001506	32.1877407397864
chr13	41015976	41016653	17.96157734925849
chr13	41078951	41079959	19.91220470269521
chr13	41114239	41114603	8.869613693310665
chr13	41219885	41220944	23.162994524349685
chr13	41249426	41250742	42.93623935995131
chr13	41358371	41359399	16.708382160283247
chr13	41476420	41476748	11.440185549782544
chr13	41571782	41572060	8.33449237466716
chr13	41605228	41606479	30.384203135538446
chr13	41634478	41634699	8.328163729533891
chr13	41653619	41654371	12.355541396648325
chr13	41662465	41663014	12.647260581643637
chr13	41746617	41747029	17.37880893818383
chr13	41782965	41783421	11.482967990532256
chr13	41801381	41801900	11.179201452258924
chr13	41828035	41829443	38.171889964829795
chr13	41847524	41848173	16.885583455830766
chr13	42051223	42053136	22.55528601708892
chr13	42300797	42301630	11.65092152621852
chr13	42328802	42329588	23.234132561671522
chr13	42792538	42792925	9.465316745353915
chr13	42822524	42822989	10.912910289149131
chr13	42865121	42865773	10.511499890520529
chr13	42870454	42870723	9.809692102737143
chr13	42889830	42890456	10.775840111814748
chr13	43122834	43123162	14.968031458738373
chr13	43148425	43149320	15.411204639093835
chr13	43158336	43158803	13.347485203303924
chr13	43171015	43171728	20.790802993078888
chr13	43172101	43172724	17.820997029973455
chr13	43183089	43183705	16.354560113572454
chr13	43215294	43215543	25.689310525794586
chr13	43261073	43261352	13.788985484817122
chr13	43287976	43288575	35.236515707484074
chr13	43288920	43289188	25.80644697929496
chr13	43295551	43296372	29.848553851519085
chr13	43303674	43304861	30.361313550735385
chr13	43317164	43317540	19.527896320566217
chr13	43364970	43365957	27.517984359339255
chr13	43398007	43398853	20.660098448994592
chr13	43467080	43467538	12.65623155327343
chr13	43481030	43482046	20.92006346372169
chr13	43503393	43503728	13.798640292438108
chr13	43515028	43515267	22.446637628467514
chr13	43531704	43532018	11.610361746162367
chr13	43537825	43538381	11.362733143696682
chr13	43547105	43547480	15.283244158426921
chr13	43559414	43560804	31.61155298905407
chr13	43579702	43580352	16.68869183907142
chr13	43600753	43601250	14.451499904425331
chr13	43615175	43616414	25.227429299127486
chr13	43696192	43696466	13.545764693378532
chr13	43725429	43726067	16.45378679990021
chr13	43739683	43740032	9.163460862670723
chr13	43774493	43775339	17.53126574577169
chr13	43777905	43778135	20.988228175951086
chr13	43784863	43785689	16.66562155776682
chr13	43788871	43789327	22.53604681450024
chr13	43864333	43865385	41.191495389539476
chr13	43908035	43909046	19.711469982309463
chr13	43936487	43936817	11.037517596736098
chr13	44012550	44012998	11.777963806475912
chr13	44018470	44018841	8.8490371421341
chr13	44085838	44086358	21.523739220545842
chr13	44171740	44172279	12.22522210632494
chr13	44182458	44183487	15.92483559711334
chr13	44200288	44200590	10.486775044573854
chr13	44210143	44210624	16.551111998528302
chr13	44215779	44216199	11.060515589941115
chr13	44228397	44229140	11.280562223046818
chr13	44234178	44234438	16.371597733864416
chr13	44308403	44308906	12.416006348005109
chr13	44409259	44410159	24.091377216974895
chr13	44509670	44510302	15.361522657961785
chr13	44559508	44559944	18.931283237737254
chr13	44583933	44585101	20.821882619433207
chr13	44629992	44630595	16.524749808841282
chr13	44651225	44652237	16.175653112735674
chr13	44660099	44660438	17.83949388374621
chr13	44670117	44670759	22.060387975330293
chr13	44673850	44674693	27.64073808563703
chr13	44675198	44675427	28.55354205802018
chr13	44678208	44678579	32.34766433181146
chr13	44701880	44702135	11.680780803456026
chr13	44705542	44705958	16.072902386005108
chr13	44711331	44711590	12.77655470785487
chr13	44722299	44722832	21.523896326490906
chr13	44729353	44729925	38.60477725609199
chr13	44730304	44731240	37.68279065026177
chr13	44733804	44734279	55.17559997558594
chr13	44813542	44814082	15.574660711818272
chr13	44939267	44940162	18.346223279217767
chr13	44999897	45000619	22.732398439972684
chr13	45001092	45002545	28.660537555639447
chr13	45024729	45025466	14.02857143811002
chr13	45031079	45031701	10.011714834108997
chr13	45063347	45063559	9.670613729728842
chr13	45078604	45078820	10.27303010446054
chr13	45273922	45274329	15.180040153297218
chr13	45274579	45275074	10.86207034371116
chr13	45306142	45306847	21.672432259634032
chr13	45313657	45314905	13.362885946264633
chr13	45389209	45390319	20.193854682509965
chr13	45402221	45403290	21.956062728161005
chr13	45442503	45443003	8.866103366851807
chr13	45507024	45508099	22.37754499435425
chr13	45516721	45517054	16.97536702199025
chr13	45538903	45539718	13.955425862739423
chr13	45571950	45572297	12.640394671162541
chr13	45577759	45578088	11.051224237517383
chr13	45640528	45640799	8.813006534787561
chr13	45807519	45807999	8.520812818408013
chr13	45820363	45821218	15.901652058383874
chr13	45827033	45827918	13.919131498821711
chr13	45834725	45835723	14.95229210308893
chr13	45911477	45911705	9.803990405902528
chr13	45912181	45912404	11.991942016533137
chr13	45963423	45963807	17.252061814069748
chr13	45964592	45965598	12.829553996592345
chr13	46161756	46162224	9.863267386061514
chr13	46359322	46359624	8.797273124290617
chr13	46361134	46361388	7.72208662671367
chr13	46417846	46418809	12.968149961588415
chr13	46452929	46453157	8.277867762666
chr13	46486972	46487708	12.178764062083285
chr13	46669531	46669901	18.69663292137352
chr13	46696644	46696883	17.372651758553094
chr13	46727023	46728034	37.04822487647173
chr13	46735901	46736600	14.584768506760932
chr13	46744707	46745635	25.72921810890066
chr13	46757862	46759081	15.602513019524215
chr13	46810005	46810890	19.02790905796202
chr13	46883153	46883544	12.97967710153526
chr13	46928825	46929495	37.410281394844624
chr13	46929971	46931145	48.749688397071225
chr13	46944405	46944675	19.51245731777615
chr13	46964071	46964417	9.74337541850316
chr13	46975243	46975689	14.76711273621016
chr13	47014448	47014903	23.297660376999403
chr13	47042676	47043972	30.038011227860864
chr13	47105469	47106445	30.184248879307606
chr13	47122378	47123005	15.198291696429823
chr13	47152593	47153016	13.343006497015626
chr13	47167920	47169154	20.950422236753244
chr13	47193580	47194223	16.578211076893666
chr13	47217295	47217919	13.095859158497591
chr13	47273095	47273842	21.17558043836111
chr13	47277387	47277758	23.63216513250716
chr13	47278154	47278413	14.635110148131616
chr13	47288069	47288585	10.34402463510055
chr13	47576530	47576772	11.099934144453568
chr13	47582810	47583045	11.11080405052672
chr13	47856059	47856315	7.051285305991769
chr13	48227862	48228337	15.09446993576853
chr13	48237474	48237831	8.829975912216998
chr13	48260509	48262070	17.35077786796907
chr13	48464243	48464453	8.523248731522333
chr13	48497553	48498081	24.507112242958762
chr13	48528299	48528788	15.297053385853523
chr13	48545333	48546887	30.853063395584872
chr13	48565089	48565451	25.695383398572385
chr13	48565676	48566665	29.752795667812244
chr13	48586018	48586231	9.591975711321048
chr13	48625108	48625758	29.41404126387376
chr13	48630722	48631440	10.705621522117125
chr13	48639553	48639806	10.561357030755447
chr13	48653737	48653960	18.799849279258282
chr13	48663127	48663585	20.09066608378981
chr13	48706490	48706716	11.61351101166379
chr13	48716217	48716524	10.331951872921922
chr13	48723351	48724149	11.556662814061445
chr13	48731320	48733004	14.222091455248751
chr13	48801091	48801469	16.45988359400835
chr13	48807383	48807832	11.62317621362767
chr13	48842005	48842740	20.255171457926433
chr13	48862077	48862472	15.63845598727842
chr13	48869554	48870311	16.516553427773076
chr13	48878299	48878607	18.7828736181383
chr13	48878845	48879112	21.259261599194243
chr13	48958397	48958689	16.61572140863497
chr13	48958940	48959203	18.559672283129093
chr13	48965739	48966120	31.674441014687847
chr13	48967096	48967737	22.799071569338604
chr13	48968118	48968779	30.94452312890773
chr13	48980995	48981884	27.487625310874225
chr13	48982155	48982874	21.698036594417395
chr13	49013427	49013958	32.37155566960854
chr13	49015456	49016589	33.08006603109658
chr13	49020062	49020276	26.43025230692926
chr13	49021597	49021833	29.05409591480837
chr13	49090341	49090685	11.44153568356536
chr13	49101401	49103082	26.347599189963233
chr13	49103588	49103989	28.451568517898977
chr13	49139873	49141295	31.424798597263383
chr13	49146259	49146724	22.96878522237142
chr13	49147020	49148484	33.072994646478875
chr13	49155680	49156834	24.38180031520242
chr13	49157780	49158162	19.121391046733756
chr13	49169744	49170393	37.29007795889315
chr13	49173140	49173682	33.308998540758644
chr13	49179415	49179707	21.673172277946996
chr13	49186955	49188316	45.85246130826279
chr13	49205692	49206104	13.783837274440284
chr13	49215395	49216558	41.8621438076449
chr13	49247817	49248604	16.497909303541558
chr13	49286555	49286850	14.130178015110856
chr13	49298219	49299650	26.760163549107325
chr13	49307241	49307616	16.009279823303224
chr13	49313913	49314261	19.69708146720097
chr13	49340994	49342325	25.940018039104366
chr13	49371439	49371809	9.867819800248018
chr13	49380909	49381614	18.911923422035596
chr13	49391976	49392821	22.089389002534766
chr13	49402063	49403038	25.57855821071527
chr13	49420595	49421768	28.40627537115151
chr13	49435467	49435767	11.431570771535238
chr13	49652029	49653328	26.662878460843714
chr13	49681715	49682225	14.702394588320862
chr13	50417524	50418706	11.531486080786097
chr13	50484533	50484794	19.584426587568846
chr13	50949302	50949631	10.317996277272883
chr13	50958081	50958431	13.507531855446953
chr13	50964040	50964362	12.282447711281154
chr13	51017254	51018454	19.624080426692963
chr13	51054365	51054685	9.759069189429283
chr13	51062687	51064249	31.719624345952813
chr13	51093660	51094094	10.932063702614077
chr13	51099844	51101873	27.573240174938785
chr13	51113944	51114248	13.00610218236321
chr13	51137656	51137898	14.90939860304525
chr13	51169798	51170200	12.860210593066999
chr13	51170764	51171473	15.744619186573539
chr13	51408479	51409102	13.358990875140048
chr13	51418511	51418772	13.15643270719097
chr13	51424592	51425085	9.976115344745876
chr13	51594940	51595166	8.828191293024384
chr13	51617945	51618203	19.34149895157925
chr13	51631625	51632001	12.508339615578347
chr13	51644553	51645015	39.86293312997529
chr13	51645295	51645672	19.117893360653987
chr13	51651102	51652125	29.942437045152353
chr13	51695798	51696354	12.708382092791496
chr13	51725931	51726536	16.04798312226603
chr13	51738924	51739291	36.42738797554203
chr13	51741071	51742186	34.731005424875846
chr13	51756334	51757083	24.245929623796084
chr13	51768295	51768773	14.465445448663942
chr13	51792973	51793663	16.976028380186662
chr13	51807744	51808597	14.252336199649752
chr13	51845694	51846485	34.037154685983765
chr13	51848292	51848667	35.18123640441895
chr13	51853267	51853944	44.53193279418495
chr13	51862463	51862833	17.04095369545189
chr13	51883382	51883706	16.460363861955244
chr13	51902827	51903101	21.312334123319083
chr13	51905611	51905941	20.98435818932273
chr13	51906375	51906754	19.19660010878832
chr13	51919134	51919885	14.404388736313415
chr13	51930101	51930384	14.91405193207542
chr13	51930776	51931013	10.24964061568055
chr13	51958095	51958320	17.981707064310708
chr13	51964001	51964914	21.799241316671047
chr13	51975672	51977206	25.850799730890266
chr13	52013723	52013981	16.850990982942804
chr13	52079708	52079920	12.809376815579972
chr13	52128462	52128793	13.014509362396517
chr13	52189646	52190398	32.47216964021642
chr13	52193423	52193663	23.798397747675576
chr13	52222608	52222997	19.237854295647235
chr13	52223240	52223795	19.706232483322555
chr13	52253017	52253459	19.492336055272304
chr13	52254113	52254594	12.490293524617217
chr13	52275938	52276180	13.73258306960429
chr13	52277111	52277335	14.989257689033236
chr13	52338942	52339847	10.393062147382873
chr13	52349114	52349589	19.896694386130886
chr13	52397553	52398412	13.440915015024133
chr13	52430017	52430284	9.159174813759908
chr13	52521656	52521926	15.025090307659573
chr13	52530416	52531258	21.991531950844156
chr13	52572056	52572601	12.608202387433533
chr13	52582675	52583747	13.97957032385157
chr13	52637697	52637910	14.525990445848922
chr13	52651615	52651828	11.130982000503181
chr13	52658402	52658877	15.497990541960064
chr13	52864591	52864922	15.365379405525877
chr13	52929053	52930087	33.71370104525952
chr13	52978638	52978900	19.210387917875334
chr13	52980306	52981033	21.54091754346635
chr13	53109728	53110177	13.992932679658479
chr13	53126081	53126327	11.249260022388242
chr13	53285117	53286477	17.29694676399231
chr13	53323685	53324098	8.228652120502463
chr13	53393597	53394106	17.486038955583552
chr13	53442351	53442876	14.600756107511975
chr13	53447532	53447848	13.727066009859495
chr13	53462109	53462589	19.0405270755291
chr13	53464861	53465105	14.965731773220124
chr13	53472483	53472870	21.7349172735091
chr13	53475792	53476454	21.565007083005415
chr13	53481435	53481843	12.94333982000164
chr13	53501569	53503080	22.04694257012903
chr13	53510584	53511542	13.736114860327607
chr13	53553279	53553954	11.098798611958822
chr13	53558798	53559368	16.23377795303077
chr13	53584370	53585437	26.304506652245706
chr13	53585784	53586345	18.56461500824029
chr13	53592622	53593354	22.37125921379673
