chr	start	end	8Cell_Tfap2c_ds
chr1	39135432	39135813	18.91338182184014
chr1	39186606	39186831	15.442348840501573
chr1	39196889	39197179	13.565063858032227
chr1	39291701	39292134	14.093257600110343
chr1	39367348	39367699	14.328504964497014
chr1	39478147	39479181	19.055813714660115
chr1	39521252	39521465	16.1919544470702
chr1	39527378	39527591	23.9908388522869
chr1	39535399	39536427	24.53165012853155
chr1	39577050	39577922	20.16486106553209
chr1	39613571	39613866	17.721648620346844
chr1	39614829	39615315	20.822459150243688
chr1	39698804	39699027	14.320965749800472
chr1	39730955	39731554	12.65663620625593
chr1	39816036	39816345	9.344749296367361
chr1	39834211	39834451	13.838461792469024
chr1	39899979	39900184	14.442095579752108
chr1	39967940	39968142	14.50534473551382
chr1	40085932	40086147	13.20199939816497
chr1	40681207	40681565	13.994998732092661
chr1	40790197	40790456	9.063505167206282
chr1	42218902	42219139	9.964669947885763
chr1	42697906	42698423	14.034128277629211
chr1	42715014	42715418	11.064681858119398
chr1	42851303	42851693	19.583386616829113
chr1	42865176	42865395	12.462651130815619
chr1	42994031	42994392	18.903395042525105
chr1	42994724	42995338	14.67353166586413
chr1	43082547	43082968	10.93666065560384
chr1	43092726	43092999	10.702914007417448
chr1	43098211	43099133	11.07996708296902
chr1	43118366	43118671	12.466863882346232
chr1	43287434	43288175	14.954058779717778
chr1	43445198	43445633	21.875402571141034
chr1	43484210	43484907	20.719443176192907
chr1	43827937	43828164	22.576100714931403
chr1	43933543	43933766	15.11358503162059
chr1	43941840	43942056	23.655093563927544
chr1	44101995	44102470	23.7624620036075
chr1	44147962	44148298	11.412436178752355
chr1	44331713	44331929	12.91863253823033
chr1	44388354	44388963	10.236214527355626
chr1	45792836	45793088	11.564514356946189
chr1	45793291	45793534	13.483525951212817
chr1	45795526	45795868	13.863342558431347
chr1	45925609	45926568	13.856876428980026
chr1	46853760	46854147	17.51781255391833
chr1	47207741	47208130	14.005854001082001
chr1	47320019	47320325	9.842844772962184
chr1	49932481	49932968	10.464902546861088
chr1	51420541	51420992	12.746937658728623
chr1	51478066	51478288	14.550092645593592
chr1	51478714	51479086	13.40378750011485
chr1	51596971	51597295	9.514903014088855
chr1	51860414	51860818	17.679998282158728
chr1	51920586	51921131	13.81259963621787
chr1	52161303	52161506	8.892518602568527
chr1	52232128	52232459	15.523913023334975
chr1	52232661	52233839	20.893892208060507
chr1	52243201	52243402	14.430965471030468
chr1	52499762	52500185	12.471257552469313
chr1	52630722	52630949	10.09844487984275
chr1	52802024	52802272	20.429047488397167
chr1	52817587	52818089	13.627570007901742
chr1	52840922	52841281	12.241913555060256
chr1	52856609	52857004	15.679707367812531
chr1	52937564	52937851	13.047273433166929
chr1	52953010	52953472	17.107666100258434
chr1	53296756	53297375	11.421030243687175
chr1	53313685	53314023	12.358509148366352
chr1	53352393	53352653	9.943453036821806
chr1	53525461	53526127	14.346982136860982
chr1	53855977	53856233	18.315965075045824
chr1	53866928	53867442	25.925748294429557
chr1	53867797	53868348	21.633361179469503
chr1	53871894	53872373	14.451610350160857
chr1	54439179	54439385	12.475842142568052
chr1	54557539	54557818	9.815753967531267
chr1	54925832	54926371	20.674740041120597
chr1	54961091	54961300	10.28689634971071
chr1	54982746	54983530	16.16223336725819
chr1	54998453	54998968	19.339548420211642
chr1	55028827	55029283	20.848840554555256
chr1	55052276	55053112	13.720651790856174
chr1	55087491	55088219	14.855409761051556
chr1	55131484	55131708	10.844973078795842
chr1	55162919	55163304	15.918352213772861
chr1	55178246	55178466	12.03158866708929
chr1	55202182	55202556	25.921777699720412
chr1	55210778	55211267	22.257686166431764
chr1	55236638	55237031	20.80815605716851
chr1	55363468	55363887	12.592928194487579
chr1	55405396	55405680	11.235375820750921
chr1	55406409	55406679	16.024650534877072
chr1	55486204	55486417	9.691601229385592
chr1	55961069	55961470	10.533907539529396
chr1	56953341	56953581	17.593581255276998
chr1	56972489	56973606	21.203671623578323
chr1	57221780	57222141	10.752069214374405
chr1	57406064	57406495	9.400705296589438
chr1	57477024	57477280	12.361957933753729
chr1	57953936	57954529	15.569421145405375
chr1	57969724	57969984	14.446249906833355
chr1	57996007	57996358	18.84200340118843
chr1	58029719	58030732	19.86175499451949
chr1	58113052	58113484	17.192008038361866
chr1	58254602	58255254	12.06456850935345
chr1	58361998	58362220	17.769270119366347
chr1	58366735	58367258	15.254180023820632
chr1	58380610	58380985	11.33262118021647
chr1	58382699	58382986	12.351571029902335
chr1	58392493	58392990	28.224141366524954
chr1	58423479	58423725	16.536856589278553
chr1	58445024	58445610	12.64697011827202
chr1	58457926	58458193	11.638134906354468
chr1	58475447	58475775	10.599711813577791
chr1	58493864	58494257	11.53956880520925
chr1	58504592	58504884	9.339521860423153
chr1	58585633	58586256	14.997458006367447
chr1	58632535	58633223	19.328500083712644
chr1	58640551	58640821	14.640589106524432
chr1	58651274	58651524	10.80162696838379
chr1	58652109	58652449	11.454680369882023
chr1	58712366	58712571	13.803413377157073
chr1	58760314	58760600	12.139148181968636
chr1	58972961	58973346	25.525461048274845
chr1	58973744	58974278	16.848317224881175
chr1	59119864	59120077	18.663503888627172
chr1	59209787	59210224	12.120410423802566
chr1	59236875	59237183	17.03035281850146
chr1	59383986	59384471	11.042340762344832
chr1	59482153	59482544	27.30336532202523
chr1	59613800	59614700	18.290648937225342
chr1	59671048	59671581	27.84286770990597
chr1	59728281	59728507	20.848688716382053
chr1	59745359	59745613	17.156493074311985
chr1	59762385	59763327	18.0612227405459
chr1	59794736	59794986	18.487188285827635
chr1	59795684	59795901	13.4247376314506
chr1	59912535	59913344	20.778290067231847
chr1	59926239	59926784	15.557318778431744
chr1	60003104	60003324	19.021883366324683
chr1	60011550	60012384	17.196847094620445
chr1	60092699	60092949	13.21509697341919
chr1	60097791	60098493	20.556335227102295
chr1	60148830	60149177	13.38059454211584
chr1	60180003	60181080	29.966550316097788
chr1	60343025	60343724	20.057656394565566
chr1	60356101	60356488	17.306351659217853
chr1	60543014	60544118	23.107250256166942
chr1	60566491	60567469	15.364289570439812
chr1	60579622	60579846	9.532284757920674
chr1	60585289	60585542	8.76524529438245
chr1	60817943	60818577	13.013726936905918
chr1	60852342	60853025	13.4068026151699
chr1	61376810	61377200	14.072065353393555
chr1	62066461	62066806	11.984422271839087
chr1	62067052	62067341	18.351950256057265
chr1	62690995	62691844	11.918284802891762
chr1	62703405	62703683	16.322941920740142
chr1	62706501	62707108	17.529991050921318
chr1	62716030	62716405	14.089414672851563
chr1	62736218	62736677	12.388091326279318
chr1	62995270	62995496	13.114610709975251
chr1	63010903	63011641	13.829151689198605
chr1	63107760	63107967	15.873281492703203
chr1	63214300	63214572	9.689314544200897
chr1	63308683	63309031	10.029724441725632
chr1	64250153	64250478	13.314460308368389
chr1	64301105	64301518	22.702530657696666
chr1	64301806	64302225	20.1497166572152
chr1	64551961	64552230	11.74021652817283
chr1	64576056	64576406	13.699213589259557
chr1	64617343	64617723	14.043270188883731
chr1	64690445	64690786	17.77875898870205
chr1	64736974	64737746	22.32037918555304
chr1	64737992	64738504	30.08765610679984
chr1	64753231	64753435	13.205219226724962
chr1	64956969	64957281	17.44320105589353
chr1	64969272	64969637	9.196413174720659
chr1	64984426	64984854	15.290340318858066
chr1	64990155	64990890	16.510849252039073
chr1	65109992	65110197	21.480847228445658
chr1	65112258	65112763	15.064389833129278
chr1	65118519	65118839	9.93387258052826
chr1	65132500	65133422	10.544484998554056
chr1	65151177	65151444	12.032466316937507
chr1	65178158	65179191	18.546148829169333
chr1	65186736	65187301	16.18170211083066
chr1	65420881	65421656	23.0174420227543
chr1	65747186	65747386	10.910729885101318
chr1	66699987	66700670	14.80858376504387
chr1	66817140	66818071	19.64812816226521
chr1	66859188	66859455	17.424507655454487
chr1	66867907	66868248	19.767302392864508
chr1	67048284	67048811	11.518384419537133
chr1	67709969	67710490	18.02261232643347
chr1	67711240	67711528	12.939463406801224
chr1	69106096	69106626	12.173714770910875
chr1	69728205	69728409	14.435338132521686
chr1	71102266	71102895	34.14940559920901
chr1	71103337	71103968	19.353167153009334
chr1	71547277	71547861	25.93636215223025
chr1	71548063	71548363	21.979690704345703
chr1	71556674	71557431	21.097941617827118
chr1	71577743	71577980	11.575975840604759
chr1	71635573	71635934	11.247738159264223
chr1	71735801	71736124	14.199161969471273
chr1	72121482	72122363	14.299753714094908
chr1	72143509	72143757	9.885659575462341
chr1	72213739	72214047	23.188856892771536
chr1	72214268	72214560	19.60383771870234
chr1	72236394	72236682	18.853246490160625
chr1	72243574	72243933	17.010432253973065
chr1	72284169	72284544	13.593339635213216
chr1	72491159	72491403	15.643953765024904
chr1	72741144	72741483	14.494545492099098
chr1	72792831	72793170	10.23806919390473
chr1	72885148	72885360	11.080557062940777
chr1	73826113	73826431	9.785349267083895
chr1	73862969	73863173	12.277253202363557
chr1	73932741	73932995	17.48938964107844
chr1	73933216	73933761	21.199879177338488
chr1	73956612	73956817	13.023700621069931
chr1	74027814	74028167	19.31480083519609
chr1	74063763	74064210	10.888785627864351
chr1	74083116	74083349	13.657158540553802
chr1	74094819	74095612	23.350095296717832
chr1	74125352	74125562	23.032054428827195
chr1	74235930	74236826	21.896991597754614
chr1	74275291	74275557	16.948579096256342
chr1	74284984	74285515	23.33994340627207
chr1	74309681	74310211	28.63245088649246
chr1	74321648	74321935	13.923543807106151
chr1	74368166	74368523	18.916543725491906
chr1	74383317	74383547	19.34046858911929
chr1	74390450	74391404	30.75366478346179
chr1	74397509	74397975	27.94766081863207
chr1	74419039	74419253	18.59414385412341
chr1	74513788	74515535	16.442184915611858
chr1	74522706	74523246	15.693279066792241
chr1	74556981	74557390	19.00176048745153
chr1	74565325	74565565	17.661775052547455
chr1	74565881	74566087	18.500619777197976
chr1	74587757	74588009	22.29124933575827
chr1	74597370	74597622	13.893901476784357
chr1	74601079	74601369	14.10496007656229
chr1	74661797	74662130	9.975297630012214
chr1	74784169	74784592	24.537562111027135
chr1	74802964	74803662	20.713219838019427
chr1	74816543	74817245	12.381048816561359
chr1	74855701	74856275	18.57297441269878
chr1	74892976	74893635	18.585520708144887
chr1	74941812	74942042	13.168808431210726
chr1	74948516	74949787	20.61151704030371
chr1	74950186	74950526	21.747671497569364
chr1	75016179	75016925	20.21778301003791
chr1	75026554	75027584	23.080459128074274
chr1	75124372	75125105	23.197613756458235
chr1	75142328	75142918	23.967581724716446
chr1	75157053	75157262	21.510877194016743
chr1	75168674	75168964	35.484377528881204
chr1	75180626	75180876	16.654145248413087
chr1	75188913	75189145	21.546360394050335
chr1	75204311	75204535	22.42303099802562
chr1	75204923	75205124	12.851357739956224
chr1	75253315	75253592	13.671910072491917
chr1	75269862	75270069	16.566421771395035
chr1	75316735	75317898	24.061337309465877
chr1	75318105	75318404	20.489555824560465
chr1	75434073	75434435	13.8253040814268
chr1	75477384	75477804	19.084707934515816
chr1	75478834	75479472	20.565385159280233
chr1	75494951	75495280	11.245689441367848
chr1	75521101	75522156	24.448334800123604
chr1	75545119	75545677	15.75604641992986
chr1	75546116	75546407	16.604210814249885
chr1	75556878	75557158	19.212650210516795
chr1	75588599	75588960	13.561362549208537
chr1	75589166	75589388	17.02714729738665
chr1	75664839	75665141	11.20698718203614
chr1	75801933	75802549	16.33423721945131
chr1	75861157	75861645	19.74442599835943
chr1	76555960	76556505	10.029866367305091
chr1	77187604	77188002	14.725394203435236
chr1	77461103	77461308	12.281258182990841
chr1	77487178	77487906	10.932479064543168
chr1	77514298	77514549	17.370255645052847
chr1	77514921	77515672	17.700538278419707
chr1	77515963	77516686	18.001215623457238
chr1	78215843	78216179	12.193413867836906
chr1	78216589	78216831	10.964849389289036
chr1	78310117	78310488	9.804954114949927
chr1	78488893	78489652	14.498066869491959
chr1	78525026	78525333	11.11332346795048
chr1	78534808	78535491	12.75662097749389
chr1	78644353	78644576	13.976020440927002
chr1	78657333	78657704	21.583287426724908
chr1	79656364	79657115	17.40560842227047
chr1	79684441	79684667	10.205887986495432
chr1	79691857	79692257	10.507039980888367
chr1	79712862	79713310	11.973812944122724
chr1	79731113	79731313	11.726316032409668
chr1	79775810	79776314	11.440043972598183
chr1	79857832	79858660	22.576549928545376
chr1	80185525	80185786	13.088727655081913
chr1	80186593	80186855	12.11426931483145
chr1	80340775	80341432	11.6638520457066
chr1	80387646	80387904	10.092440588529719
chr1	80758839	80759202	11.29848856439932
chr1	80759450	80760005	10.640434600211478
chr1	82290733	82291555	16.22210321867263
chr1	82316570	82316819	18.305057414564263
chr1	82359406	82359674	12.838459879604738
chr1	82360041	82360343	16.609981969492324
chr1	82360594	82360928	14.850369479127986
chr1	82819507	82819745	17.152325590117638
chr1	82820011	82820457	16.98871992307928
chr1	83660802	83661097	16.393850795293258
chr1	83661496	83661858	9.43538868493138
chr1	84716461	84716713	14.826946901896644
chr1	84839587	84840500	25.523727929866325
chr1	84860578	84861347	25.350807594229867
chr1	84873000	84873419	29.889977918319886
chr1	84879582	84879866	17.666567469986393
chr1	84890372	84890674	22.02380279515753
chr1	84897792	84898127	15.275047478747013
chr1	84917647	84917924	11.03089389215738
chr1	84924059	84925018	13.996810716185506
chr1	84933683	84933922	18.452380104543774
chr1	84934781	84935038	14.820782453633468
chr1	85114157	85114425	11.4115012759593
chr1	85277722	85277985	20.008575254520082
chr1	85591087	85593441	47.78506219239103
chr1	85687564	85687840	13.604838858480038
chr1	85724371	85724667	13.363829938141075
chr1	85735685	85736462	20.115359538310283
chr1	85741233	85741469	18.398007598973937
chr1	85751403	85751721	21.210772754261328
chr1	85752367	85752770	19.74221604633568
chr1	85784048	85784397	17.79014034325892
chr1	85789292	85789742	16.652206791771782
chr1	85793967	85794533	17.079362653590763
chr1	85894282	85894773	15.318375351472687
chr1	85895135	85895351	15.23967632982466
chr1	85919418	85920250	21.964422998520043
chr1	85921280	85921600	24.75373710691929
chr1	86018311	86018663	12.299388533288782
chr1	86064051	86064632	21.965144559561487
chr1	86154241	86154624	18.059713082276186
chr1	86171832	86172100	21.446943727891835
chr1	86218018	86218472	23.20094947562869
chr1	86250693	86251093	16.08926447868347
chr1	86271631	86272110	21.058423759046327
chr1	86278544	86278766	18.496661895030254
chr1	86279242	86279535	19.07145249884283
chr1	86292051	86292428	17.84499689248892
chr1	86303202	86303909	23.056086339235645
chr1	86309464	86310045	20.36515363440456
chr1	86328088	86328318	15.578663966966712
chr1	86339686	86339965	14.610224094869416
chr1	86359627	86360003	23.237555955318694
chr1	86381002	86381494	18.777785281824872
chr1	86472502	86473149	20.28268230237769
chr1	86481703	86482671	19.168191450686493
chr1	86491879	86492126	39.00039299103895
chr1	86492409	86492830	41.51136835510544
chr1	86501238	86501680	46.02878277118389
chr1	86523423	86523700	30.52841214066378
chr1	86524971	86525274	26.74751583263032
chr1	86525521	86525850	32.78196978931369
chr1	86541440	86541708	19.425590059650478
chr1	86563026	86563361	17.048459693567075
chr1	86582315	86582825	26.64574212653964
chr1	86587162	86587364	32.56209369697193
chr1	86628663	86628926	18.790970468702426
chr1	86630008	86630585	18.797871783040012
chr1	86647813	86648456	24.873268167486827
chr1	87075079	87075288	12.774456060674202
chr1	87081411	87081718	11.029807842515579
chr1	87082080	87082430	16.638892582484655
chr1	87091894	87092209	21.53399630047026
chr1	87151889	87152091	16.52545971445518
chr1	87154313	87154875	21.289531278440535
chr1	87168724	87169153	20.571457544962566
chr1	87174527	87174869	17.81131341164572
chr1	87184810	87185398	14.20809083082238
chr1	87213984	87214282	24.565642952118942
chr1	87235816	87236141	19.782008957496057
chr1	87246132	87246567	21.934353311034453
chr1	87249612	87249852	20.10758848985036
chr1	87257935	87258140	21.275936312791778
chr1	87282244	87282591	23.514690058375642
chr1	87291268	87291596	25.789932675477935
chr1	87297570	87297773	25.00872426432342
chr1	87326508	87326714	22.494157105973624
chr1	87327344	87327574	19.532609537373418
chr1	87419018	87419230	13.646149419388681
chr1	87457877	87458342	16.041148628727083
chr1	87524929	87525232	13.49259337812367
chr1	87541552	87542052	14.241796613693237
chr1	87574874	87575139	11.096031224952554
chr1	87608763	87609514	16.77362401507666
chr1	87658436	87659464	20.113230247209973
chr1	87674065	87674323	23.398885985677556
chr1	87676280	87676632	21.796684964136645
chr1	87687413	87687613	10.744337615966797
chr1	87756083	87756471	23.231732211162136
chr1	87766046	87766391	12.773466757069464
chr1	87852702	87853203	24.218141144621157
chr1	87900891	87901301	11.611951981521234
chr1	88008260	88008563	14.277591579424666
chr1	88223683	88223932	26.231791209025555
chr1	88229605	88230211	34.680328274717425
chr1	88242765	88243062	33.5661515643701
chr1	88256141	88256648	33.57259310208834
chr1	88257064	88257406	33.722825619212365
chr1	88263177	88263532	50.765698123985615
chr1	88277040	88277928	80.63019181157017
chr1	88279158	88279779	68.04807560992893
chr1	88287380	88287597	28.649508981660762
chr1	88290184	88290501	28.20444643159018
chr1	88301414	88301701	30.012139709153658
chr1	88304432	88304783	35.6060060680422
chr1	88370659	88370872	13.213269484434889
chr1	88464474	88464683	12.255013616461502
chr1	88621209	88621605	11.654659477749256
chr1	88701729	88702702	25.036963825480665
chr1	88799865	88800070	12.25463525260367
chr1	88800711	88801237	14.901670735145249
chr1	89023108	89023747	16.092915390205683
chr1	89127593	89127795	16.487664945054764
chr1	89191380	89192358	19.960631388096722
chr1	89192738	89193003	22.313480650703863
chr1	89226537	89226846	9.70666925498197
chr1	89251719	89252224	12.1768183415479
chr1	89454474	89455189	20.123073996030367
chr1	89548195	89548399	14.304300027735094
