chr	start	end	TE_Tfap2c_ds
chr9	25488709	25489075	15.057932857607232
chr9	25500853	25502103	23.85680174255371
chr9	25508681	25508932	25.476890001638953
chr9	25548096	25548736	18.30179593414068
chr9	25578876	25579842	14.866351182909979
chr9	25606740	25607053	8.085955779773359
chr9	25652357	25652800	16.78926331625566
chr9	26806109	26806485	13.351886363739663
chr9	26999734	27000203	27.36613827524409
chr9	27000487	27001411	21.680360682598955
chr9	27016524	27016807	7.368674782055427
chr9	27029754	27030609	21.76504800807663
chr9	27299203	27299674	22.44568997482332
chr9	27300150	27300846	17.10304009640354
chr9	27884699	27885895	32.048010601646524
chr9	27943235	27943541	14.875187739827275
chr9	27964279	27964533	16.561857227265367
chr9	28848718	28849008	13.822396140262999
chr9	29462431	29463171	14.103381517771128
chr9	29501112	29502188	16.712641906561018
chr9	30597657	30598002	11.223136744291885
chr9	30893884	30894191	14.764484669564213
chr9	30942317	30943466	29.907326992954555
chr9	30981349	30981771	17.824014982341026
chr9	30987854	30988247	13.992849141283497
chr9	31009640	31010209	34.12619238117667
chr9	31011308	31011715	39.592742029513424
chr9	31012607	31013392	38.914379406582775
chr9	31018507	31019368	18.429708366748486
chr9	31029747	31031230	28.190940910308488
chr9	31056739	31057815	14.865433521430289
chr9	31086095	31086548	20.214406758744197
chr9	31090314	31090565	12.223948056954312
chr9	31117188	31117955	51.31444326000388
chr9	31131343	31132192	26.100685785740648
chr9	31133936	31134169	22.366625798106707
chr9	31140725	31141772	29.097740303137925
chr9	31144618	31144988	27.244565592585385
chr9	31157852	31158086	10.435459204209156
chr9	31195642	31196304	16.690576924298107
chr9	31211365	31212471	24.66570246370533
chr9	31226404	31227080	14.33683156896625
chr9	31241064	31241410	13.914609490102427
chr9	31243575	31243938	20.493869106303233
chr9	31254361	31255088	26.390281514583624
chr9	31271201	31271798	20.237410575700565
chr9	31279462	31281215	58.550527463549656
chr9	31321842	31322073	7.583131125479033
chr9	31345114	31345814	27.020505867004395
chr9	31353830	31354818	23.32672465764559
chr9	31376387	31376684	10.72412090751057
chr9	31385759	31386556	14.165575504901268
chr9	31386835	31387074	10.29712085843585
chr9	31387396	31387692	11.839521772152668
chr9	31400232	31400592	11.859730548328823
chr9	31429933	31430475	15.640781941009184
chr9	31444498	31444895	22.704082282424274
chr9	31449664	31450208	14.376770086148206
chr9	31463890	31464216	9.644497565696575
chr9	31469676	31470445	14.884439049833619
chr9	31470706	31471139	13.35722569560344
chr9	31528969	31530456	25.716126052661476
chr9	31543574	31543916	10.821854037848132
chr9	31556641	31557027	13.994797983317795
chr9	31610123	31610357	9.971096935435238
chr9	31643312	31644217	15.973991394042969
chr9	31683221	31683684	10.406640799462666
chr9	31913093	31913582	12.703019924202824
chr9	31914351	31915375	12.917840943206102
chr9	31925700	31926451	13.955701894036304
chr9	31933268	31933522	11.748496014302171
chr9	31958366	31958596	12.770252999015476
chr9	31971781	31972857	13.76828290051244
chr9	31983626	31983863	13.803114279413021
chr9	31989903	31990138	13.251405817397098
chr9	32012973	32013418	10.855810400073448
chr9	32015615	32015847	13.46982426478945
chr9	32029287	32031067	24.617063599574088
chr9	32031796	32032256	40.40356534045676
chr9	32032865	32033397	28.145804030554636
chr9	32115788	32116402	15.92770430474794
chr9	32216927	32217180	11.436681777592232
chr9	32223798	32224215	10.012074040566132
chr9	32234512	32235677	18.725722430806304
chr9	34995004	34995895	18.04328932050369
chr9	35048257	35048923	12.995957294383922
chr9	35059312	35059919	14.72785095563634
chr9	35164385	35164635	13.705653953552247
chr9	35175468	35176121	10.078783133128518
chr9	35199531	35200678	14.981169149370535
chr9	35210595	35211518	15.92396157586045
chr9	35263687	35263944	15.467653404413959
chr9	35265010	35265423	13.718486460300104
chr9	35305248	35305583	116.20911692149603
chr9	35318617	35319194	9.849580765183712
chr9	35326589	35327154	18.305456436629843
chr9	35368879	35369266	9.333507366574704
chr9	35421087	35421984	26.031658666987084
chr9	35569794	35570631	13.538844407103252
chr9	36767943	36768637	14.658942187553867
chr9	37090074	37090384	10.72532423234755
chr9	37146376	37147000	12.232575483811207
chr9	37192916	37193218	12.560762591709365
chr9	37208227	37208738	21.28710145633048
chr9	37245403	37245650	12.165469335640973
chr9	37255202	37255998	21.597480062264292
chr9	37266478	37266806	19.048209425879687
chr9	37338700	37339961	15.038454820767553
chr9	37347782	37348664	18.011965759216793
chr9	37359196	37359826	16.862298051137774
chr9	37384360	37384736	12.951077022451036
chr9	37391090	37391472	18.40105756040643
chr9	37420510	37421371	19.77167246704456
chr9	37429498	37429809	10.483659094169592
chr9	37432276	37432568	11.565987822127669
chr9	37488316	37490027	25.148067545578513
chr9	37512078	37512701	11.533498268831599
chr9	37545280	37545800	12.322701752185822
chr9	37612389	37614210	14.20382496521763
chr9	37656779	37657907	20.798972559313402
chr9	37665733	37666601	12.961579264034324
chr9	37675588	37676236	16.815233808976632
chr9	38636611	38636890	10.333692478877241
chr9	40269559	40269806	9.377775800372907
chr9	40376032	40376872	9.15855105065164
chr9	40391103	40391464	13.253247686370258
chr9	40415187	40415569	9.27985964894919
chr9	40420562	40421309	11.435445112077746
chr9	40454968	40456236	17.40487596815693
chr9	40583138	40583752	12.820426697839743
chr9	40587237	40587850	17.569539726655595
chr9	40628048	40629009	13.894249341490365
chr9	40638174	40639063	14.459364041434632
chr9	40660335	40660940	12.215996249648166
chr9	40730448	40731223	14.004736966779156
chr9	40757097	40758396	12.03477848741621
chr9	40765129	40765791	14.104724180302231
chr9	40770785	40771038	13.428752424217496
chr9	40781890	40782764	17.900688983210163
chr9	40791999	40792775	34.89252044368036
chr9	40798400	40799332	40.20206327397424
chr9	40799606	40801410	32.74429439506366
chr9	40805365	40805740	20.502060979207357
chr9	40806026	40806407	19.461160987693805
chr9	40821763	40822634	19.3384148075441
chr9	40871598	40871986	11.158683125505743
chr9	41044582	41045180	11.661379539846974
chr9	41104948	41105760	23.64053912585592
chr9	41153486	41154167	10.26254286605006
chr9	41172570	41173323	12.908490664772145
chr9	41207642	41207973	14.5154920820023
chr9	41900386	41901044	18.66086422853557
chr9	41904173	41904414	8.79558180575549
chr9	42061714	42062084	11.776806006560454
chr9	42124400	42124831	9.908574218263206
chr9	42263938	42264190	6.307654254966312
chr9	42896004	42896507	12.913954913023689
chr9	42944544	42945367	14.535467542970455
chr9	43027438	43028371	14.818053310451528
chr9	43035113	43035727	10.878157597023035
chr9	43052482	43052869	11.035123643949051
chr9	43097390	43097811	10.964940496974773
chr9	43105464	43106159	19.698388192979554
chr9	43116554	43116796	13.75032064343287
chr9	43142095	43143632	34.15339188460956
chr9	43210909	43211543	9.647036698338361
chr9	43221898	43222434	13.346450136668647
chr9	43239938	43240268	11.2435037280574
chr9	43263717	43264307	13.910186137183238
chr9	43310781	43311081	9.63582972685496
chr9	43321321	43321971	12.35315302482018
chr9	43560030	43561115	10.30937145382578
chr9	43736239	43736585	10.131758924164524
chr9	43743161	43744423	25.75485287982197
chr9	43765866	43766242	13.662669505210634
chr9	43774608	43774856	12.776943656706042
chr9	43775563	43775795	9.019109438205588
chr9	43796975	43797526	20.066813441240203
chr9	43826406	43826634	12.654765534819218
chr9	43838777	43839031	17.847422979009433
chr9	43845838	43846696	16.297890047371247
chr9	43851594	43852527	34.232686990327004
chr9	43857938	43859360	53.857352960964796
chr9	43861159	43861446	33.22866890405528
chr9	43984434	43984777	12.609906941739185
chr9	43993342	43994297	21.348823921842726
chr9	43996888	43997213	16.080513918950007
chr9	44005324	44005899	18.201719990605895
chr9	44011976	44013289	26.101485993965653
chr9	44067079	44067433	16.379720176007115
chr9	44067769	44068333	20.240346614350663
chr9	44076755	44077260	18.803314747196612
chr9	44078747	44079070	17.39896163999481
chr9	44084227	44085210	39.56611060320058
chr9	44109346	44109914	13.115584767200577
chr9	44113751	44114112	15.87152053906977
chr9	44116064	44116354	12.60415523463282
chr9	44124545	44124776	16.64129776975293
chr9	44135110	44135465	11.951399198720154
chr9	44178440	44179035	14.527466281121518
chr9	44200377	44200629	11.40403107612852
chr9	44224188	44225479	52.12944719386969
chr9	44233353	44234930	32.44051761784429
chr9	44249701	44249940	20.09844961525506
chr9	44251479	44252350	18.831869378292463
chr9	44267831	44269109	23.63618495953102
chr9	44305224	44306305	33.145924405848724
chr9	44308906	44309139	28.743376015593565
chr9	44310970	44311244	17.79219862318387
chr9	44318829	44319453	17.42346051717416
chr9	44320056	44320666	18.95482888456251
chr9	44325868	44327166	37.68658767973513
chr9	44333940	44335099	20.552673148532897
chr9	44343480	44344242	38.95674086868607
chr9	44361266	44362170	15.64857048851199
chr9	44373513	44374124	11.282778207682158
chr9	44378885	44379856	19.11148009953366
chr9	44396434	44397536	15.35805261026926
chr9	44398082	44398465	17.270891757297765
chr9	44403161	44403735	20.883732724272832
chr9	44406911	44407587	27.59047476920856
chr9	44412806	44413474	18.611198460984372
chr9	44417924	44418445	16.89690159561538
chr9	44423035	44424084	17.157902784865737
chr9	44430748	44431033	12.712237093741434
chr9	44440851	44441623	18.825011227415015
chr9	44445954	44446874	24.76776740136354
chr9	44454301	44455424	39.63206358456973
chr9	44477635	44478487	24.333484317215397
chr9	44479829	44480651	46.470715566853244
chr9	44482379	44483898	33.502683007301194
chr9	44490990	44492017	24.171541566858043
chr9	44495172	44496093	37.53225007093432
chr9	44496983	44497214	25.42524206483519
chr9	44497892	44498768	34.90992814982863
chr9	44499054	44499281	28.093527075477635
chr9	44510133	44510498	14.083393043361298
chr9	44588900	44589290	14.603112758734287
chr9	44595173	44595472	15.345793322177236
chr9	44599018	44599550	17.536993335064192
chr9	44604954	44605234	12.157244338308061
chr9	44644309	44644607	9.56856334129436
chr9	44652282	44652623	7.830340769983107
chr9	44655289	44655876	14.695702240861051
chr9	44721010	44721755	15.776586410983297
chr9	44723036	44723559	16.738317454978112
chr9	44767435	44767804	17.33868629176442
chr9	44772335	44773176	27.4442981318543
chr9	44799288	44799841	25.618556208895086
chr9	44841077	44841696	13.322893424642682
chr9	44868318	44868777	16.794065232370414
chr9	44872835	44873687	17.218914030303416
chr9	44874068	44874314	23.31111632711519
chr9	44880183	44880415	31.145581023446447
chr9	44881286	44882728	36.53673538255625
chr9	44920425	44921667	37.55248548366405
chr9	44924022	44924599	21.815191550725874
chr9	44946807	44947284	11.22076750301465
chr9	44958110	44958501	13.00306409704106
chr9	44965267	44965572	21.71995448753482
chr9	44965802	44966181	15.681056357310755
chr9	44985965	44986311	8.474697388665524
chr9	45016670	45017342	9.801944889128208
chr9	45023043	45023389	16.952550642752232
chr9	45025276	45026134	22.858675350953927
chr9	45027280	45027523	13.525216389094851
chr9	45041889	45042811	26.840750130552014
chr9	45059845	45060585	11.175412442233112
chr9	45119249	45119597	10.796897721016544
chr9	45145692	45145968	11.37981993564661
chr9	45196093	45196617	14.696238528681166
chr9	45203712	45204609	15.897916971374649
chr9	45300389	45300925	11.645161618047686
chr9	45335804	45336029	11.505707304212782
chr9	45361778	45362145	16.8365482127634
chr9	45367104	45367554	18.26692647298177
chr9	45402326	45403060	12.538137967320164
chr9	45411990	45412774	18.302865309982884
chr9	45431322	45431910	15.527850533018308
chr9	45439964	45440227	8.59964664626031
chr9	45471327	45472338	13.786619065187569
chr9	45474182	45474435	24.42513694310848
chr9	45480466	45481294	11.631092694646494
chr9	45496777	45497030	18.871917023489125
chr9	45500925	45501231	23.82600554297952
chr9	45502435	45502796	24.97879121045987
chr9	45513336	45513895	13.436146969871999
chr9	45540811	45541289	14.928187472052155
chr9	45763990	45765499	31.079169263896603
chr9	45773792	45774534	18.943685796382933
chr9	45779281	45780331	17.6033642859686
chr9	45781407	45781744	23.64184707279375
chr9	45787187	45787520	10.719145522819266
chr9	45795597	45796449	17.445150538789274
chr9	45801058	45801844	14.850816918390095
chr9	45815361	45816153	27.182152584345655
chr9	45822356	45823545	24.457531896932874
chr9	45828440	45829660	23.361204389665946
chr9	45846008	45846323	39.52824892922053
chr9	45846669	45847153	41.04341577892461
chr9	45847442	45848962	51.109202367381044
chr9	45857211	45857910	16.00786510830444
chr9	45873138	45873634	13.892154842615128
chr9	45904795	45905600	31.829859236012336
chr9	45906006	45907378	54.37377911614955
chr9	45910742	45911213	27.188493437068477
chr9	45936697	45937121	18.69550494427951
chr9	45947522	45947885	11.790285762019723
chr9	45954371	45955206	20.707758389547198
chr9	45959649	45960879	29.140896429666657
chr9	45974971	45975392	16.296958376279637
chr9	45984069	45985394	18.769012339250096
chr9	46011335	46012664	29.587352425465465
chr9	46021008	46021368	15.503044125768874
chr9	46035003	46036067	32.91341153392218
chr9	46039021	46039265	27.67582501739752
chr9	46048769	46049015	11.44469122770356
chr9	46067676	46068220	19.378481335499707
chr9	46075452	46075710	17.560112343278043
chr9	46117192	46117439	10.419017930745113
chr9	46124537	46125279	18.744257948790597
chr9	46149209	46150545	30.324547096640764
chr9	46169889	46170175	13.985173438812469
chr9	46227101	46227603	18.259777692209678
chr9	46230110	46230445	17.954196887229806
chr9	46272116	46272411	11.911123631364209
chr9	46272846	46273429	17.091225480133634
chr9	46282705	46283437	27.52589609844437
chr9	46296409	46296869	10.52555643475574
chr9	46301999	46302301	11.826695843248178
chr9	46314643	46315106	18.693979961568285
chr9	46322606	46322860	11.976374656196654
chr9	46323144	46323827	23.825986274339446
chr9	46329006	46329303	11.093673128070254
chr9	46335324	46335551	11.144554457475435
chr9	46353535	46354175	14.41039303690195
chr9	46669781	46670090	9.321592979060794
chr9	46735377	46736265	12.258278863387066
chr9	47428536	47429123	14.913358490146202
chr9	47429357	47429595	10.519335271931496
chr9	47529697	47530142	50.37943851170915
chr9	47530378	47530863	14.082264445983258
chr9	47531149	47531713	20.211303139409274
chr9	47545790	47546341	11.97229432713531
chr9	47581799	47582090	11.35430299457406
chr9	47594670	47595225	11.727602726704365
chr9	47703039	47703453	16.651640060443235
chr9	47703713	47703980	18.422290219796285
chr9	47750873	47751150	10.670490495564705
chr9	47777267	47777602	9.810832992952262
chr9	48481970	48482222	10.62181686408936
chr9	48494983	48495887	10.884603556806008
chr9	48511146	48511723	12.5968081145394
chr9	48586555	48586924	9.250156695926739
chr9	48587406	48587767	8.919697094491974
chr9	48638265	48638948	10.33642563394013
chr9	48835409	48836459	18.828575547536214
chr9	48860490	48860866	9.493287863883566
chr9	48984567	48986017	30.95268346457646
chr9	48986703	48987605	32.37328047815818
chr9	49005497	49006127	9.716943737060305
chr9	49012617	49012858	13.936525981950561
chr9	49024333	49025032	25.395247348900003
chr9	49028627	49028985	11.883271820718349
chr9	49054194	49055301	22.647185034437445
chr9	49055584	49056029	30.270372110002498
chr9	49486027	49486566	8.046779255698917
chr9	49972379	49972621	16.054074973114265
chr9	50324220	50324687	10.26489396983602
chr9	50443936	50444290	15.367851785347286
chr9	50452194	50452889	10.330015155051251
chr9	50462669	50463335	12.030143293174538
chr9	50469297	50469818	16.581436168209375
chr9	50471213	50471999	21.857669768442634
chr9	50476958	50477335	21.305774701368904
chr9	50494192	50494909	20.729801815091484
chr9	50527841	50529035	22.759986268016362
chr9	50585276	50585933	25.817744577312034
chr9	50603172	50604715	26.98255084229999
chr9	50612952	50613349	22.7026850078208
chr9	50614577	50615420	33.50807317437368
chr9	50617065	50617461	25.658471497622404
chr9	50624227	50624862	16.419099846036417
chr9	50626531	50626774	27.104361828462576
chr9	50631956	50632618	19.01909015401973
chr9	50658909	50660243	23.436836012478533
chr9	50670638	50670994	10.53738350948591
chr9	50697893	50698156	9.643966511628474
chr9	50719165	50719707	17.410877431890622
chr9	50728098	50728416	12.842295202819056
chr9	50739127	50739771	16.29986412406708
chr9	50745670	50746878	19.025588953731866
chr9	50752541	50753169	20.653086921971315
chr9	50767765	50769218	21.25280224628803
chr9	50775097	50775526	13.50721637574665
chr9	50776154	50776652	14.155419610111588
chr9	50856540	50857600	21.455332796528655
chr9	50942334	50942842	12.088167413951844
chr9	50948317	50948555	16.65198089695778
chr9	51008575	51009565	18.369632234477034
chr9	51963355	51963650	16.27945954920882
chr9	51977560	51977896	15.693834245204926
chr9	51995149	51996140	17.178565071521685
chr9	52047404	52048944	15.720697980732112
chr9	52152237	52152641	14.082210580901345
chr9	52167947	52169765	29.136781829799098
chr9	52188521	52188767	11.870871299650611
chr9	52194222	52194476	7.754227818466547
chr9	52221388	52222611	25.47779481720944
chr9	52234116	52234504	18.89193152152386
chr9	52257783	52258085	12.385394898471453
chr9	52269257	52269981	10.64179378879663
chr9	52349451	52349721	8.975311203356142
chr9	53247611	53248592	12.206626570309824
chr9	53254292	53254761	17.33131128079347
chr9	53271405	53271958	17.00727589781418
chr9	53293080	53293912	16.709405695016567
chr9	53332162	53332446	21.932047538354364
chr9	53341276	53342254	23.999056663981246
chr9	53345910	53346310	40.400296211242676
chr9	53348112	53349452	48.08308837591712
chr9	53356445	53356708	20.191107836966278
chr9	53371237	53371931	18.222392571419046
chr9	53384022	53384680	21.15706205947783
chr9	53404747	53405549	13.158795943581255
chr9	53517376	53518180	12.243843171133923
chr9	53536527	53537445	17.501896655118024
chr9	53570346	53570627	14.30785896599929
chr9	53599039	53599550	13.057989297780972
chr9	53609960	53610887	15.15487147457777
chr9	53657562	53657816	14.37552999136016
chr9	53658111	53658630	16.98411532495752
chr9	53663864	53664101	32.85930257708714
chr9	53667064	53668016	41.45046037585796
chr9	53676807	53677528	16.172243413250587
chr9	53705699	53706912	23.713894427363183
chr9	53755566	53755943	16.114755157450467
