chr	start	end	TSC_Tfap2c_ds
chr8	22054857	22055168	13.341660425977308
chr8	22060079	22061036	24.26375194677116
chr8	22123930	22125446	24.736955579163844
chr8	22165950	22167003	31.540420981440676
chr8	22184893	22186180	33.68821574109603
chr8	22192342	22193492	23.07780366400014
chr8	22226892	22227720	22.45194305544314
chr8	22397821	22399063	49.75487235433238
chr8	22411046	22411793	21.1632152401619
chr8	22423539	22423766	11.58065816064238
chr8	22476260	22477871	18.94534134998002
chr8	22491157	22492132	27.8231220411643
chr8	22592853	22594522	70.73151909507804
chr8	22601578	22601798	12.289465579119595
chr8	22613422	22614258	16.833236402301697
chr8	22622689	22623145	8.369336158560033
chr8	22642622	22642892	7.708090001565439
chr8	22652909	22653920	16.501843913726354
chr8	22706153	22707002	11.958640159229507
chr8	22757135	22757631	17.20357294813279
chr8	22805341	22806222	32.73469799574333
chr8	22807643	22808604	38.94691008112309
chr8	22822959	22823171	9.99479234893367
chr8	22823425	22824430	12.268363492405829
chr8	22838283	22839291	20.99096111929606
chr8	22858635	22860542	43.02805147566862
chr8	22928760	22928992	9.590194219145282
chr8	22975089	22975782	15.828845180990376
chr8	23028050	23029112	20.65079258525439
chr8	23038375	23038760	10.376968247549874
chr8	23058136	23059221	11.899746811334987
chr8	23095482	23095762	24.781224022592816
chr8	23109228	23109732	10.235501828647795
chr8	23122416	23123628	12.856072978218004
chr8	23149315	23150234	22.856712531213272
chr8	23157323	23158195	14.398429799517361
chr8	23158414	23158778	14.016079742829879
chr8	23166379	23166978	13.18148909904722
chr8	23168905	23169298	10.637159358454115
chr8	23184805	23185165	10.573834770255619
chr8	23208134	23209089	28.24155576316474
chr8	23213834	23214752	15.487979417273163
chr8	23237325	23238152	31.91548080052257
chr8	23256310	23257720	41.62346513220604
chr8	23289605	23290083	12.832012721185405
chr8	23411094	23412507	10.987845001706653
chr8	23436404	23437155	14.217765004276119
chr8	23469908	23470940	21.361786518910133
chr8	24204159	24204586	15.027640257842089
chr8	24418814	24419849	23.7183244207631
chr8	24420615	24420888	12.167807324028713
chr8	24427286	24428341	22.596293813696406
chr8	24518693	24519082	10.941848284174666
chr8	24546206	24546626	10.30988751366025
chr8	24554288	24555036	15.813560559787852
chr8	24559899	24560510	18.712611042341116
chr8	24561923	24562394	16.7451607264784
chr8	24568611	24569392	29.78131046856869
chr8	24571099	24571407	27.582015588686065
chr8	24573576	24573826	20.776864402770997
chr8	24595218	24596063	30.290675260329387
chr8	24605247	24605506	8.525021280561175
chr8	24823634	24824012	12.176909545111277
chr8	24917289	24918743	52.63675001530077
chr8	24935089	24935566	12.848613073241037
chr8	25016402	25017424	45.87426391273095
chr8	25041621	25042352	16.438512278972997
chr8	25043883	25044264	14.607109582956069
chr8	25070109	25070370	8.549729345402042
chr8	25087428	25088331	29.070173235034627
chr8	25091416	25091737	21.772638484324993
chr8	25101530	25103277	47.0773007257376
chr8	25108884	25109680	19.403865473953324
chr8	25129081	25130034	10.862354810440527
chr8	25139350	25140019	18.879369730015686
chr8	25151280	25151508	16.92084402787058
chr8	25151767	25152044	25.27650355948438
chr8	25201006	25201837	32.92398026761309
chr8	25211465	25212097	12.80626739655869
chr8	25212684	25212946	12.732900106269895
chr8	25215756	25216339	13.508556230194982
chr8	25240684	25241143	9.21718494357107
chr8	25256132	25256606	19.720043789988328
chr8	25259337	25259566	11.329145939589587
chr8	25263991	25264365	14.009557540403968
chr8	25273865	25275670	23.199462885422772
chr8	25277112	25277582	22.284455358221177
chr8	25289391	25289660	14.276802236705908
chr8	25305110	25305526	17.094820263294075
chr8	25335733	25336761	10.326653176708444
chr8	25361977	25363305	13.281736128660569
chr8	25428604	25429631	20.59889982737956
chr8	25465740	25466316	14.836949909726778
chr8	25503107	25504155	37.01799407351108
chr8	25513025	25513647	32.1345391012848
chr8	25514898	25515454	29.552895439614495
chr8	25518435	25519451	33.86170963602742
chr8	25527133	25528090	31.57878461576679
chr8	25536729	25537834	54.497158628783076
chr8	25542763	25544173	41.61028673023197
chr8	25574520	25575508	14.271170291823415
chr8	25596940	25597835	58.481723550977655
chr8	25601247	25602288	65.5436434475535
chr8	25631727	25632671	17.732108766749754
chr8	25653629	25654040	10.509050288049554
chr8	25719822	25721009	25.15647388127238
chr8	25753200	25754887	79.18240802151404
chr8	25784572	25785861	62.341276608297676
chr8	25792271	25792922	11.744088618986067
chr8	25804743	25805200	15.79794166072453
chr8	25805956	25806499	13.555543406014065
chr8	25818942	25820089	24.778239299238717
chr8	25840360	25841566	13.754330074411522
chr8	25847228	25848234	14.339613328634153
chr8	25853731	25853955	7.712410028491702
chr8	25946744	25946964	15.484166041287509
chr8	25972311	25973330	36.8572272954909
chr8	25976266	25977010	25.494442268084455
chr8	25989884	25990412	22.25659190344088
chr8	25993760	25994534	21.784212999565657
chr8	26014944	26016191	75.54070771897231
chr8	26118495	26119984	50.59600831871468
chr8	26157769	26159228	29.655693184275428
chr8	26169052	26169544	11.381598242899267
chr8	26226785	26227420	9.032805153704064
chr8	26239465	26240434	21.112177794685795
chr8	26246894	26247171	7.471868731915305
chr8	26650318	26651184	13.010690388448245
chr8	26812970	26813729	11.81051614507542
chr8	26814851	26815494	15.096287583489069
chr8	26854277	26854580	10.831402898228207
chr8	26872188	26873172	11.12165946252947
chr8	26880258	26881447	30.221391639356558
chr8	26886668	26888906	45.051251067978875
chr8	26899991	26900250	9.39650785969031
chr8	26913404	26914286	12.200250544515598
chr8	26963456	26963756	12.324244909286499
chr8	26975927	26977333	84.20323020804827
chr8	26978199	26978596	30.55747407389528
chr8	26988594	26988864	7.197998066301699
chr8	27008747	27008982	13.381824736899517
chr8	27023086	27024399	30.546132495179943
chr8	27042216	27043343	26.73291585629454
chr8	27057741	27058755	21.782494512065156
chr8	27085064	27086466	14.322429135590578
chr8	27120600	27121293	19.523642293646567
chr8	27128111	27129073	20.532930315656127
chr8	27134667	27135347	22.390837308939766
chr8	27136832	27137396	16.419147126218107
chr8	27144476	27145347	21.130808817122205
chr8	27159673	27160740	15.878044336671124
chr8	27167175	27167692	13.457098128947806
chr8	27174024	27176164	37.791066502804895
chr8	27176983	27177492	34.38411504299561
chr8	27187643	27188889	31.807939394710534
chr8	27196232	27196455	9.634115599730624
chr8	27206421	27207107	24.754766813172544
chr8	27222921	27224808	56.03080163506045
chr8	27227422	27227869	32.148649471718194
chr8	27240296	27241080	20.73326989947533
chr8	27253541	27254353	23.405872275676632
chr8	27259835	27261699	30.533135397436595
chr8	27279464	27280461	15.96228227739707
chr8	27362206	27362730	16.464731584068474
chr8	27432054	27432671	12.098066119745832
chr8	27908560	27908782	9.214702180913976
chr8	29219016	29220283	24.933741266179855
chr8	30457115	30457457	16.59565722314935
chr8	30923687	30924364	13.495321992228972
chr8	31002190	31002648	12.60000813163524
chr8	31089649	31090017	10.897922305957131
chr8	31111217	31112386	38.9532131296228
chr8	31112619	31113183	16.849397933229486
chr8	31149962	31150542	17.598256513990204
chr8	31168120	31169533	33.684484572251975
chr8	31186928	31188017	51.84453977369408
chr8	31341892	31342449	11.34466854160521
chr8	32008497	32010193	27.50215800718576
chr8	32221069	32221767	12.46840154304887
chr8	33096972	33097730	13.623581182988149
chr8	33138523	33139402	18.120032127128663
chr8	33229968	33231050	21.900585795947233
chr8	33385102	33386931	50.03341813421773
chr8	33443349	33444100	18.480840872194413
chr8	33498778	33499097	9.59253869011858
chr8	33516770	33517737	27.092495476447564
chr8	33599237	33600512	34.88702710319968
chr8	33607823	33608662	14.69637576729521
chr8	33641478	33642708	75.54858349590766
chr8	33652733	33654426	51.24553264198648
chr8	33698067	33698576	10.405546030970125
chr8	33721873	33722481	14.286183409000698
chr8	33730663	33730874	19.745025490132555
chr8	33731528	33732313	25.96956354979497
chr8	33797237	33798309	16.893474270158737
chr8	33809344	33810239	19.15052035134598
chr8	33814252	33814495	16.97389498659613
chr8	33828473	33828691	11.863205852858517
chr8	33841563	33842782	29.285737444476283
chr8	33869548	33870080	21.893040890084173
chr8	33871034	33872066	18.643967707951862
chr8	33879831	33880437	14.626434702290954
chr8	33888017	33888516	14.231677919208167
chr8	33902367	33902930	28.73989298330954
chr8	33913865	33914931	56.42072490098105
chr8	33916414	33917121	35.96119551004413
chr8	33919719	33920173	23.071023382279318
chr8	33929395	33930810	28.25152856132588
chr8	33931366	33931800	30.13846644827847
chr8	33943619	33944075	12.975287535734344
chr8	33963893	33964592	20.457721009616005
chr8	33981839	33982243	13.375083177396567
chr8	33985916	33986151	12.428323644272824
chr8	33992321	33993702	28.107689263594487
chr8	34077881	34078295	11.36491612650922
chr8	34101204	34101566	12.067435667659696
chr8	34108151	34108853	17.529434121232427
chr8	34120585	34120928	12.487334234721459
chr8	34123796	34124475	17.24265477372901
chr8	34146155	34147436	20.785195710229093
chr8	34154171	34155030	18.838411435536926
chr8	34224583	34225039	11.616157931193971
chr8	34225322	34225583	9.684677913271148
chr8	34276109	34277675	12.743633503201364
chr8	34622428	34622902	17.62616406010173
chr8	34628093	34629046	18.69383718184384
chr8	34676840	34677085	13.730151254303602
chr8	34683009	34683433	14.617095274745294
chr8	34688732	34690132	31.696760330200195
chr8	34700424	34701269	17.208250550264438
chr8	34742895	34743772	18.218697151001393
chr8	34752696	34753862	20.77609455442347
chr8	34762965	34763840	10.309110750470843
chr8	34804841	34805263	27.330373352737787
chr8	34806828	34808037	38.80314783975051
chr8	34816066	34816368	14.721917518716774
chr8	34953378	34954195	9.81412158952057
chr8	34965248	34966271	24.81073840039683
chr8	34991187	34991456	8.724163431217237
chr8	35113748	35114713	10.843937820474101
chr8	35176840	35177883	18.893784524838967
chr8	35205509	35205795	13.80655488100919
chr8	35321055	35321734	13.394416494467825
chr8	35375043	35377055	20.724075005859895
chr8	35494818	35496310	18.076134833829332
chr8	35577128	35577380	14.60012874527583
chr8	35587340	35588686	30.642201454111582
chr8	35613980	35614232	12.392367071575588
chr8	35614646	35614884	8.57913325614288
chr8	35626602	35627127	8.835043948945545
chr8	35662772	35663174	16.485615289033348
chr8	35665950	35666222	13.586888555218191
chr8	35707638	35708364	17.46184334741808
chr8	35714277	35715334	19.240222666550043
chr8	35716582	35716923	13.35712276525861
chr8	35723501	35723823	11.657050677708217
chr8	35725169	35725831	11.586931512435036
chr8	35791404	35792408	24.037507647062203
chr8	35825806	35827212	25.93333641801077
chr8	35837279	35837722	9.113355347049962
chr8	35850094	35850513	11.124942647528819
chr8	35859999	35860663	10.84170728203762
chr8	35865406	35866153	11.070333683187544
chr8	35881992	35883391	15.028970096007342
chr8	35943560	35944667	15.666691893807595
chr8	35955322	35956180	22.305799520932712
chr8	35964706	35965234	10.587987327214444
chr8	35970936	35971810	33.57655942576428
chr8	36047061	36047771	24.204331705603803
chr8	36078846	36079106	5.929847454107724
chr8	36079822	36080496	18.310357494241053
chr8	36093742	36095357	49.36803741750333
chr8	36101357	36101642	18.20422208685624
chr8	36130296	36130907	8.749849022507863
chr8	36155054	36156055	12.098458182918918
chr8	36172647	36172870	16.538028610126855
chr8	36177785	36178282	11.938976289760658
chr8	36193336	36193595	8.451159403591083
chr8	36217941	36218169	7.25350330587019
chr8	36248046	36249757	39.4580577796662
chr8	36277899	36278248	12.408879485034669
chr8	36346817	36347063	10.806182330216819
chr8	36457230	36458381	26.607588120070258
chr8	36532757	36533145	14.098489272225763
chr8	36537057	36537440	9.965962066351588
chr8	36547523	36549277	27.763535220438364
chr8	36593783	36594276	14.673158891302577
chr8	36598087	36598412	17.374587780879093
chr8	36612847	36614507	57.35269272356148
chr8	36640270	36640895	12.775676628112793
chr8	36993081	36993944	16.608673730012576
chr8	37220019	37220375	11.566160796733385
chr8	39005580	39006725	50.01582119870915
chr8	39515506	39516046	11.514576641718547
chr8	40307507	40308624	12.187561959801984
chr8	40422971	40424408	49.10133941188486
chr8	40511064	40512419	32.20531511693863
chr8	40610130	40610530	15.596588850021362
chr8	40634350	40635245	23.302317331623097
chr8	40647029	40648037	12.679702707699366
chr8	40861945	40863037	16.968439926594606
chr8	40962891	40963669	27.42973704938717
chr8	41035606	41036096	12.998483839326976
chr8	41133213	41134394	46.328238468670826
chr8	41217518	41218884	10.741353343381364
chr8	41239214	41240823	35.790386689531644
chr8	41374314	41375393	34.28853014821361
chr8	41381427	41381800	12.209732157934766
chr8	41416587	41417485	14.880463688304536
chr8	42636475	42636853	13.46661022983531
chr8	43178958	43179732	23.6172779684535
chr8	43180322	43180999	19.435301294707124
chr8	43214508	43215869	21.604584312018535
chr8	43216758	43217123	17.02325996503438
chr8	43257692	43258306	12.09665181504787
chr8	43267991	43268641	12.243953478886532
chr8	43305566	43307418	19.751361376028317
chr8	43308974	43309908	26.343430497661647
chr8	43320602	43321287	23.69066477726846
chr8	43326029	43326950	19.70532768324066
chr8	43461780	43462143	12.976695825245756
chr8	44455117	44455969	17.51139837699317
chr8	44911487	44912157	12.798582119728202
chr8	44934926	44935615	30.973718164275105
chr8	44937314	44938627	56.629691724639216
chr8	44985511	44985959	16.727720865181514
chr8	45001015	45002286	32.44089480369322
chr8	45027834	45028447	12.047723696632447
chr8	45038351	45038863	11.254035532474518
chr8	45068532	45068865	13.466280258453644
chr8	45233145	45233907	16.339228429819343
chr8	45236526	45236735	13.02256664020593
chr8	45332552	45333855	19.988391951607085
chr8	45358368	45358741	11.3965397315754
chr8	45406638	45407155	15.082949632832806
chr8	45409973	45410655	20.38025931389101
chr8	45521564	45522496	11.972046635693236
chr8	45598896	45599418	13.271663484902218
chr8	45720230	45720570	10.73771760042976
chr8	45934404	45935092	17.212514078894326
chr8	45974665	45975841	25.9499314934218
chr8	45999413	46000889	19.89093958846922
chr8	46010480	46010840	12.524658613734776
chr8	46108575	46109083	14.375446359003623
chr8	46142998	46143257	12.882501499072925
chr8	46143701	46144010	11.261348653379768
chr8	46151299	46153028	39.297490079838774
chr8	46163092	46164000	24.898996154642315
chr8	46185612	46186018	10.217139542396433
chr8	46196770	46197578	20.279770186631985
chr8	46210508	46211533	20.427412152174043
chr8	46225207	46225585	8.941105330431903
chr8	46242155	46242388	12.02364825383788
chr8	46305524	46306175	18.677709871722804
chr8	46310931	46311945	11.581682479358049
chr8	46429744	46430416	13.964973899580183
chr8	46445986	46446613	19.661998763989413
chr8	46470646	46471478	37.02343670565348
chr8	46551350	46552474	30.98492242263305
chr8	46563637	46564383	14.341645712507315
chr8	46567904	46568393	15.325183117560327
chr8	46611606	46612156	16.36309224388816
chr8	46616780	46618043	72.62570055873263
chr8	46630097	46631486	31.068384097067035
chr8	46686715	46687464	23.7787808022289
chr8	46739234	46741376	19.450782560526466
chr8	46780915	46781148	13.930646544362343
chr8	46790536	46790855	23.67552699265435
chr8	46791692	46792847	30.64067853126691
chr8	46848810	46849613	27.244801400162068
chr8	46868434	46868950	24.99949233846147
chr8	46869497	46869877	17.391143841492504
chr8	46941328	46942845	17.812832194877128
chr8	46952828	46953049	12.419324154228107
chr8	46953335	46953566	13.249200350278384
chr8	46969163	46969535	11.081928335210328
chr8	46990844	46991559	11.016202793254719
chr8	47218234	47218731	21.491712788940674
chr8	47288665	47289674	10.577434624860025
chr8	47323964	47324656	17.09169447766563
chr8	47334178	47334599	10.158196929514833
chr8	47336207	47336534	11.891618862793715
chr8	47412541	47413985	19.161844017102776
chr8	47446768	47447393	20.243469066619873
chr8	47533028	47534164	15.476508380661548
chr8	47575854	47576330	9.426489573566853
chr8	47663123	47663425	12.032690436634796
chr8	47673536	47674140	67.91084137973407
chr8	47674674	47676100	103.39295142897383
chr8	47713045	47714761	62.46084146292722
chr8	47743371	47743807	11.419462324282446
chr8	47763879	47764132	8.604062144464184
chr8	47772744	47772995	9.386811108228219
chr8	47806430	47807385	15.998155968351513
chr8	47874736	47875552	27.81875428732704
chr8	47909087	47909477	8.071819024208265
chr8	47920609	47921187	36.165514417998104
chr8	47921821	47922637	36.609450810095844
chr8	47932088	47933089	16.317265751597645
chr8	47973907	47975352	41.38836606167592
chr8	47979414	47980115	17.219189582639686
chr8	47989757	47991550	48.45453042291328
chr8	47996969	47997214	16.42266489534962
chr8	48016457	48017108	11.62823522219094
chr8	48109448	48110545	21.629516748482246
chr8	48554963	48556123	17.17611224404697
chr8	48579297	48580174	8.794959122126023
chr8	48842779	48843327	8.733504505053054
chr8	52355892	52356994	17.992828949826166
chr8	52900449	52900718	10.054938518424903
chr8	54077158	54077760	14.583803482625967
chr8	54529461	54530399	18.368176522285445
chr8	54600732	54601273	22.250113185805006
chr8	54724185	54724525	12.055792233523201
chr8	56294525	56294973	11.097730972937175
chr8	56444042	56444514	7.753316299389985
chr8	56550589	56551874	12.95679520781402
chr8	57321771	57322082	10.377043595268029
chr8	57383879	57384288	10.206340349099456
chr8	57487413	57487996	19.123855301282827
chr8	57511068	57512599	30.995119349618584
chr8	57576046	57576680	16.2010609509441
chr8	57589325	57589722	12.750516884272885
chr8	57599611	57600649	19.39495964454548
chr8	57651655	57653588	27.55459413896948
chr8	57711326	57711559	10.344194166650077
chr8	57725092	57725304	12.869225902377435
chr8	57728200	57728692	12.696826171584245
chr8	57732669	57733026	10.800477813271915
chr8	57765693	57766438	12.46307138980635
chr8	57800056	57800544	15.851597391191076
chr8	57955289	57955549	8.3597999389355
chr8	60505741	60506046	12.308566825116268
chr8	60631592	60633235	35.938899855169666
chr8	60755765	60756252	10.256137216360417
chr8	60859406	60859826	8.76530392964681
chr8	60889906	60890839	19.989039376106547
chr8	60983073	60983849	25.012890703899345
chr8	60992737	60993821	29.42033669781421
chr8	61001560	61001883	6.541437200717513
chr8	61223460	61224784	19.19045652651715
chr8	61272817	61273968	12.937225603622316
chr8	61487761	61488146	13.402042478090756
chr8	61549417	61550559	18.30491280263443
chr8	61578496	61579272	17.23469486187414
chr8	61590051	61590360	25.520638777600137
chr8	61590671	61591886	49.518735678401995
chr8	61603041	61603474	9.901915668064673
chr8	61607287	61607555	8.62824229873828
chr8	61623370	61624194	15.062065180065563
chr8	61645328	61646228	12.674641520182291
chr8	63760382	63760959	13.41128897212407
chr8	63877162	63877508	9.663785132369554
