chr	start	end	EPI_E65_Tfap2c_ds
chr8	121076724	121077026	44.19227679675778
chr8	121078740	121078999	44.46509750837525
chr8	121082890	121083557	52.654998361796274
chr8	121108123	121108696	20.589615820174025
chr8	121114974	121115508	36.12611534890164
chr8	121128073	121128817	28.092992744138165
chr8	121578646	121579206	17.470306158065796
chr8	121585517	121585785	16.118004923436178
chr8	121653053	121653455	14.23441824035265
chr8	121665333	121665652	10.817873359847592
chr8	121697982	121698750	10.691609496250749
chr8	121950202	121950508	17.727067202524424
chr8	122229091	122229425	10.880629096916335
chr8	122281093	122281945	24.79498400822492
chr8	122294109	122294504	13.140597901163222
chr8	122443553	122443873	14.308317303657532
chr8	122775529	122775942	12.150611976734373
chr8	123318355	123318597	15.772003165946519
chr8	123374139	123374441	12.889496275920742
chr8	123412839	123413169	12.939387841658158
chr8	123426384	123427071	15.460786429381614
chr8	123628161	123628670	13.595961954832545
chr8	123805550	123806249	14.745211108730246
chr8	123859437	123859965	15.843739515001124
chr8	124617352	124617624	10.409533970496234
chr8	124722113	124722413	15.538510506947835
chr8	124751469	124751948	11.226687490069045
chr8	124800063	124800507	13.054962841240135
chr8	125369850	125370096	11.201587870838196
chr8	125910078	125910684	11.331519529764408
chr8	126422444	126422744	10.548658881187439
chr8	126594218	126594552	13.904497083789574
chr8	126970758	126971009	12.192972924129897
chr8	126971244	126971608	9.377111506986093
chr8	129234139	129234374	12.765551587368579
chr14	7791662	7791952	13.902360653055124
chr14	7851618	7851899	13.225907468286698
chr14	11552916	11553304	14.181627964236073
chr14	12284352	12284806	11.965008273523809
chr14	12345962	12346766	46.845533162207154
chr14	13901458	13901984	11.649081213845953
chr14	18238698	18239516	16.645489129577115
chr14	19626565	19626838	10.511243369553116
chr14	19750569	19751531	20.39577167693394
chr14	19977069	19977373	13.280068714367715
chr14	20674252	20674746	16.722244276208915
chr14	20695003	20695260	13.253640434621373
chr14	20793788	20794412	12.132903903722763
chr14	20928862	20929252	16.16158770781297
chr14	21052287	21052944	17.133739674653818
chr14	21500142	21501181	28.189115461876348
chr14	21831335	21831688	11.947994915689355
chr14	21848679	21848930	11.447746592213909
chr14	21853578	21854005	13.550443218240135
chr14	21982876	21983467	28.15550836411426
chr14	21993780	21994491	25.022666622650103
chr14	25377966	25378419	12.29118248642675
chr14	25397292	25397706	11.211055612794443
chr14	25448604	25449009	13.300867683504835
chr14	25458883	25459185	19.173521550285894
chr14	27039068	27039423	12.667200021340813
chr14	28529245	28529557	13.998755525320004
chr14	29722179	29722421	14.618239469764646
chr14	29722713	29723052	15.534904600948007
chr14	30548671	30548927	10.197417221963406
chr14	31130552	31130938	13.965462020024116
chr14	31640725	31641230	14.653939728689666
chr14	32085304	32085681	17.997611774373752
chr14	32159527	32159798	16.122696978579587
chr14	32321962	32322260	12.378076972577396
chr14	32462776	32463687	23.287929162235866
chr14	32464587	32465230	21.39118042704106
chr14	32513541	32514075	11.477628982915414
chr14	32597159	32597978	21.302823431180364
chr14	32599087	32599869	19.81628305527865
chr14	33313814	33314159	11.912079888495846
chr14	34820354	34820898	20.115373776239508
chr14	36968434	36968692	10.89619395529577
chr14	37135655	37135904	19.77234849585108
chr14	43084790	43085150	12.42159648736318
chr14	44206339	44206694	7.35362099660954
chr14	45329378	45329681	16.631921384200798
chr14	46388071	46388337	12.085588318961006
chr14	46832303	46832561	7.875699350076128
chr14	48120394	48120661	10.351215375050177
chr14	48654723	48654972	15.983447634072668
chr14	48655239	48655473	15.733254477509067
chr14	50807453	50808098	12.555464434069256
chr14	50870445	50870734	12.271053927992455
chr14	51912923	51913633	11.80081376223497
chr14	51984360	51984689	14.543458895118041
chr14	52010625	52010980	15.18498025813573
chr14	52019507	52020565	17.113211307273243
chr14	52279134	52279928	13.217933936443377
chr14	52304593	52305073	12.902924646933874
chr14	54360841	54361165	13.056139324918206
chr14	54554315	54554580	13.602604668095427
chr14	54606068	54606349	13.093946324548687
chr14	54641494	54641854	11.903517823749118
chr14	54686303	54686605	14.184230059187934
chr14	54863629	54864063	12.01126064792756
chr14	54893806	54894048	14.821038060937045
chr14	54926216	54927069	14.10015687573557
chr14	55015157	55015472	17.88364132472447
chr14	55105967	55106556	12.078000073521975
chr14	55478874	55479261	11.104053273065453
chr14	55491334	55491651	10.01048072881127
chr14	55540011	55540684	11.977990048424095
chr14	55560022	55560848	27.729730070358904
chr14	55590802	55591567	18.769625784680734
chr14	55721937	55722422	15.424637886912553
chr14	55823099	55823917	19.13951297144435
chr14	55853507	55854071	13.000124386861815
chr14	56778416	56778659	20.204455944736306
chr14	56887071	56887518	11.991343937730896
chr14	57104597	57104949	15.226096581329
chr14	57525667	57526018	20.33443156674377
chr14	57890295	57890726	13.017250786801226
chr14	58075817	58076068	20.27529203559298
chr14	59440846	59441167	10.949233069969486
chr14	60251147	60251528	11.397720210508412
chr14	60634139	60634951	15.442067640168327
chr14	60736938	60737291	8.961787331880997
chr14	60784479	60784763	14.111584283936192
chr14	60988157	60988397	9.300292420387269
chr14	61005165	61005558	11.718529549567148
chr14	61172532	61173290	16.438579182511585
chr14	61439929	61440165	11.334259869688648
chr14	61556427	61556978	15.511960922698144
chr14	63122490	63123057	12.364853146635456
chr14	63177979	63178519	14.70595696590565
chr14	63193598	63193894	12.760170575734731
chr14	63245419	63245874	58.1930056980678
chr14	63251696	63252334	48.91807211155428
chr14	63265660	63265999	51.11541710912654
chr14	63267049	63267326	38.8450367648679
chr14	63268057	63268965	43.16282446478957
chr14	63338559	63339055	9.599500177368041
chr14	63606048	63606384	14.892936927931649
chr14	63942953	63943266	19.569462706105778
chr14	63943966	63944272	13.337608645944034
chr14	64440374	64441087	14.25375002798158
chr14	64949800	64950259	20.668208282237998
chr14	65149926	65150221	11.270932132914915
chr14	65343421	65344078	22.442714531490612
chr14	65833736	65834141	12.541440035973066
chr14	66324897	66325144	19.526205425802996
chr14	66791739	66791992	8.557293614851156
chr14	67008295	67008789	11.274374518799878
chr14	67188607	67189151	14.66198581369484
chr14	67232122	67232473	41.13810187663108
chr14	67233014	67233546	46.12620451934355
chr14	67715770	67716487	18.296585911653697
chr14	68123283	68123737	13.030452848005925
chr14	69171603	69172208	26.31145197655544
chr14	69174196	69175009	21.888663117149513
chr14	70074628	70075042	34.887171164802886
chr14	70078497	70078772	29.928177289095792
chr14	70080342	70080629	33.997197971942114
chr14	70153366	70153717	11.183313660472207
chr14	70159379	70159746	9.71653130008999
chr14	70167864	70168110	11.842281196175552
chr14	70241488	70241907	12.583135213373954
chr14	70350997	70351320	9.880247175139909
chr14	70351582	70351945	14.6550347535735
chr14	70443171	70443836	10.962525332601446
chr14	70520587	70520882	13.779501491481975
chr14	70599438	70599926	12.275702501906723
chr14	70617944	70618410	14.33210521501533
chr14	70623306	70623574	14.418902564404616
chr14	70658907	70659243	11.58194735504332
chr14	70780977	70781303	11.619385391656607
chr14	72506530	72506828	14.99863836749288
chr14	73234409	73234708	12.739753726334078
chr14	74732391	74732735	13.230802089668984
chr14	75130571	75130880	15.77069838070175
chr14	76414379	76414652	8.879229148228964
chr14	79426419	79426671	13.525258991453383
chr14	79481848	79482132	13.460644852947182
chr14	79487236	79487553	11.498543288053398
chr14	79587334	79587629	16.979432826931195
chr14	84446804	84447067	19.08063090436812
chr14	87140847	87141190	11.771668381315626
chr14	99340641	99341022	9.413877758767036
chr14	100284663	100285502	14.311401014248435
chr14	104471873	104472322	23.926880099460117
chr14	108911071	108911309	9.63965969726819
chr14	116924897	116925214	12.331178304148773
chr14	118227598	118227955	32.193299435099966
chr14	118236449	118237231	35.12272401843839
chr14	119137679	119138081	14.549144640490784
chr14	120477520	120478280	18.46616788286912
chr14	120910421	120910824	13.362820114154674
chr14	121034773	121035288	9.144740495403994
chr14	121379627	121379866	13.717886326203287
chr14	121722702	121723164	11.676374237258713
chr14	121797490	121798207	11.640736864534215
chr14	122416204	122416488	12.154907229920509
chr14	122474331	122475343	26.04044865525287
chr14	122534349	122534582	9.99162008015383
chr18	3004230	3004864	13.57324668276197
chr18	3009535	3010437	32.428291474636275
chr18	3638870	3639189	23.001656382808864
chr18	5334173	5335022	15.02924448581691
chr18	5989752	5990145	14.568730584841042
chr18	6135535	6135835	13.860692501068115
chr18	6136088	6136475	16.530651964882548
chr18	7001160	7002106	18.869512962236463
chr18	7004467	7004745	16.885886984763385
chr18	7626576	7626956	12.506907746666355
chr18	10181851	10182159	10.809390368399683
chr18	10461292	10461630	10.922903811437843
chr18	11052053	11053080	46.74883252805953
chr18	12236638	12237087	16.337081254988842
chr18	12948026	12948307	12.864938583238269
chr18	12949211	12949570	32.89044656195681
chr18	14682826	14683225	10.771450118014688
chr18	15063680	15063978	31.938886703260792
chr18	15064642	15065096	25.842322576413597
chr18	16038245	16038503	9.306683126346085
chr18	21001413	21001663	9.685217391967774
chr18	21300256	21300711	18.66376679808229
chr18	24121585	24121841	11.068666860461235
chr18	24603988	24604228	11.061271150906881
chr18	25752970	25753245	17.82761757590554
chr18	30269336	30269639	6.164303482168972
chr18	31633931	31634786	11.538846870890834
chr18	31759938	31760179	12.112862986647736
chr18	32376748	32377084	12.343165837583088
chr18	33464130	33464411	11.554963037212548
chr18	34092925	34093353	9.334460865671389
chr18	34776935	34777170	11.208445224356144
chr18	34860064	34861118	28.633364615901822
chr18	34954333	34954655	17.78954913749458
chr18	35702740	35703091	14.62624911229495
chr18	35757544	35758198	21.219836577727524
chr18	35831465	35832307	15.485154619692624
chr18	35874007	35874300	18.72018428711354
chr18	35887768	35888840	17.974809750692167
chr18	35918820	35919169	13.367813894605227
chr18	35959119	35959404	9.157865897396155
chr18	36069276	36069514	10.107085278054246
chr18	36197141	36197712	13.844529831680859
chr18	36282170	36282607	41.26977158465702
chr18	36284499	36285118	34.28495951885168
chr18	36286369	36286838	29.694797052249218
chr18	36328442	36329075	17.446511447900466
chr18	36348772	36349095	15.492351000523051
chr18	36559783	36560347	24.9492347663176
chr18	36725772	36726033	10.735438898605405
chr18	36735187	36735465	11.920937407788612
chr18	36783267	36783558	11.030448510474766
chr18	37685262	37685620	15.49035767070408
chr18	37714807	37715173	14.68094064629143
chr18	37736631	37737251	27.199196278664374
chr18	37755760	37756354	32.61931009966918
chr18	37765997	37766264	29.06428806433517
chr18	37767150	37767619	26.47159543067916
chr18	37807247	37808250	27.027144640297855
chr18	37808562	37808875	26.678029611849556
chr18	37815052	37815292	32.83845719496409
chr18	37836235	37836470	19.458138181808145
chr18	37842592	37842851	13.835587332147428
chr18	37954588	37954906	10.75070636077497
chr18	37969939	37970272	10.3974533882943
chr18	37998574	37998835	11.00077590357755
chr18	38014004	38014330	12.037591969308677
chr18	38144823	38145095	15.225368054474101
chr18	38174586	38175245	13.630966584490716
chr18	38185256	38185617	13.071510468163318
chr18	38217220	38217476	14.285332567989826
chr18	38250250	38250581	14.231516296409769
chr18	38296727	38297039	13.588014064691006
chr18	38338231	38338509	11.0911748357814
chr18	38501288	38501566	8.22323265007074
chr18	39491225	39491616	13.290357809237507
chr18	40219123	40219567	11.730925183038455
chr18	40308018	40308488	301.90522292395855
chr18	42416789	42417153	11.639375849084539
chr18	45558709	45559216	10.835772533153406
chr18	46198326	46199263	11.86416111582753
chr18	46741623	46741879	17.144063405692577
chr18	46850007	46850260	11.443486413465658
chr18	47369956	47370298	16.879964220593546
chr18	47433255	47433512	15.39679235243148
chr18	47475446	47475708	15.017614109825542
chr18	47569644	47569929	13.461239670870597
chr18	47704100	47704343	9.663489710646893
chr18	49755321	49755978	12.278827687558156
chr18	49832569	49832909	11.713551570387448
chr18	53417578	53418143	9.357622108628265
chr18	53463036	53463307	29.760184488613227
chr18	53463795	53464524	42.49227153584463
chr18	53469226	53469628	46.83940418679916
chr18	53744716	53745052	17.60176942462013
chr18	56431808	56432231	12.90505954165267
chr18	56562061	56562836	13.782632258015294
chr18	56676264	56676520	14.805085152387619
chr18	59175065	59175345	9.017562108380455
chr18	60526168	60526500	17.253725362111286
chr18	60735858	60736112	10.932532317995086
chr18	60848720	60849267	12.721242530690251
chr18	60901167	60901513	13.62400315400493
chr18	61707381	61707621	9.7729119459788
chr18	61726009	61726338	16.577285308605994
chr18	61911484	61911779	10.806952990515757
chr18	63267102	63267507	10.075961586281105
chr18	63708377	63708736	12.009597077011065
chr18	64266032	64266895	17.47484483752024
chr18	64332749	64333128	29.281364310070835
chr18	64339463	64339785	44.094508639033535
chr18	64344912	64346145	34.38020514204361
chr18	64660756	64661031	10.434804711775346
chr18	65800106	65800604	17.276707969037403
chr18	65935055	65935452	24.847925613749236
chr18	65937662	65938522	25.76090175717376
chr18	66039897	66040148	14.535111548891106
chr18	66292359	66292610	11.680240995855446
chr18	66461053	66461534	16.30006705698501
chr18	66514455	66514875	12.354497784659976
chr18	67133705	67133968	13.471710020145082
chr18	67464488	67464799	13.877202871144776
chr18	67724281	67724588	20.030097222095204
chr18	67774978	67775264	9.17541318173175
chr18	67800091	67800384	15.088953415281537
chr18	68299952	68300205	12.829460324977227
chr18	70529912	70530243	9.285579612247894
chr18	73592046	73592328	12.272047144301395
chr18	74061942	74062333	14.089529352114939
chr18	74348105	74348386	11.884875036219261
chr18	74778772	74779432	14.006936755324855
chr18	74994450	74994787	10.058825141952017
chr18	75004857	75005414	29.960335027379664
chr18	75307517	75307813	10.304321546812314
chr18	75366487	75367063	18.136300889982117
chr18	75494759	75495244	12.830642544854548
chr18	75697489	75697776	12.151356647238915
chr18	76034725	76035218	12.281718691270685
chr18	76090124	76090390	12.040487199797667
chr18	76161039	76161389	15.454894144875663
chr18	76240807	76241544	12.162458647542925
chr18	76843966	76844775	23.757617469476386
chr18	76846884	76847317	23.032679198795872
chr18	76855915	76856736	38.91431102218349
chr18	77047033	77047305	15.081015415051404
chr18	77714193	77714451	11.299921641978182
chr18	80714769	80715091	20.318101355748148
chr18	80937757	80938057	9.583408625920613
chr18	80988928	80989391	30.15615967077004
chr18	82821818	82822062	11.425291452251496
chr18	84088060	84088583	18.889777486228578
chr18	84089923	84090166	23.83107902778029
chr18	84685345	84685638	13.233300970682919
chr18	84719858	84720253	11.043451437165466
chr18	84951684	84951998	9.829987901031592
chr18	85503408	85503648	10.515937725702921
chr18	85697925	85698397	65.00848521873102
chr4	3089646	3091530	15.46989044370047
chr4	3227688	3228034	12.695655831022759
chr4	3938667	3938990	16.290919708393677
chr4	8647245	8647722	15.716500480220002
chr4	9843951	9844990	32.32770239836442
chr4	9845967	9846411	34.90165475037721
chr4	9846989	9847830	36.021514940205144
chr4	9859118	9860013	17.428891499482052
chr4	9959128	9960048	35.068214962534284
chr4	11322329	11322578	13.692609358025363
chr4	11966041	11966776	10.319141778491792
chr4	12906863	12907170	9.787661626983542
chr4	13751010	13751284	11.392375580585785
chr4	14864005	14864541	11.197749112079393
chr4	21674225	21674562	26.423843757335085
chr4	21766915	21767179	10.167259162122553
chr4	21847598	21847862	10.189978149804203
chr4	22478992	22479440	32.177403926849365
chr4	22490022	22490371	40.97070172591332
chr4	22494813	22495485	40.67559346130916
chr4	26346631	26346892	14.901729854130654
chr4	32615279	32615680	12.924932291977424
chr4	32950515	32950852	10.905142782703706
chr4	34687217	34687482	11.254545409724397
chr4	40142981	40143330	23.61206680997395
chr4	40853931	40854598	21.48568077602129
chr4	40948072	40948318	12.409763301291116
chr4	41275264	41275741	13.658614470523858
chr4	41464617	41465078	15.735567289422754
chr4	41497668	41497966	14.144038382792633
chr4	41498988	41499272	22.746754485116877
chr4	41741470	41741727	11.706738115748543
chr4	41755227	41756140	16.090766087810938
chr4	42949831	42950279	15.122178358691079
chr4	42999848	43000156	16.291093807715875
chr4	43025564	43025821	12.1481060592117
chr4	43031531	43031851	18.07286505997181
chr4	43040102	43040421	15.672923901238038
chr4	43045797	43046203	20.94582760862529
chr4	43442407	43442866	13.987504321245845
chr4	43492727	43493041	17.20420776355039
chr4	43493342	43493713	13.80691544514782
chr4	43524528	43524790	11.55408299424266
chr4	43669234	43669511	19.03959713257607
chr4	43957261	43957620	19.16887670107871
chr4	43982190	43982456	12.911813201760888
chr4	44072403	44072697	8.558472060832848
chr4	44234114	44234457	12.469654289000932
chr4	44557998	44558248	11.273218481063843
chr4	44701691	44703760	30.952887474869655
chr4	44711294	44712113	41.20001950572553
chr4	44713542	44714347	32.994670702063516
chr4	44756066	44756358	12.342944141936629
chr4	45012085	45012713	26.576557599814834
chr4	45530890	45531277	22.117911449698514
chr4	46138192	46138481	11.786107383384836
chr4	46195885	46196305	10.283514879998707
chr4	46347657	46348063	35.91443283569637
chr4	46374901	46375178	19.128200141961823
chr4	46489369	46489721	13.30190955508839
chr4	46527233	46527559	9.946570065855248
chr4	46650269	46650524	13.513696509716558
chr4	47437818	47438146	11.043099874403419
chr4	47473996	47474669	18.35756547737972
chr4	47724894	47725176	10.550947226531116
chr4	48048156	48048577	26.804485357289078
chr4	48279536	48279904	12.689497869947683
chr4	48586437	48586696	11.466838755662836
chr4	49631722	49631998	14.76363792626754
chr4	53011899	53012164	20.492382582178656
chr4	53779495	53780135	16.211045518517494
chr4	53825998	53826389	9.552488602030918
chr4	55208600	55209106	14.271488802235117
