chr	start	end	ESC_Tfap2c_ds
chr19	10198306	10198874	14.794317047360916
chr19	10203890	10204564	17.102410508900086
chr19	10231699	10232117	12.410169987016888
chr19	10240492	10241174	16.586701130237746
chr19	10266681	10267482	16.969131566165537
chr19	10278124	10279139	13.791657735326607
chr19	10304853	10305332	9.994152568825102
chr19	10341247	10341573	10.895670569016158
chr19	10388352	10389370	28.729940361967255
chr19	10403032	10403537	18.994965555172154
chr19	10457167	10458023	12.38723292445468
chr19	10486305	10486555	11.712377710342407
chr19	10525025	10526166	25.98701110124379
chr19	10555769	10556290	12.031611463616311
chr19	10576806	10577653	26.084215204718543
chr19	10605196	10606297	38.38606084465006
chr19	10634184	10635428	15.508982472097758
chr19	10676473	10676976	16.43107700158303
chr19	10688383	10689203	17.168754463661006
chr19	10723707	10723997	15.216024217934445
chr19	10831341	10832041	21.254001628330776
chr19	10835642	10835960	17.63334028675871
chr19	10860129	10860385	17.21769628673792
chr19	10869552	10870038	10.755914099422501
chr19	10881494	10882093	16.800081426591824
chr19	10894676	10895526	21.66282788444968
chr19	10959798	10960108	10.008138678150793
chr19	10972416	10973105	15.015878378393342
chr19	10979478	10979932	11.699514779750471
chr19	11293609	11293964	12.103460250102298
chr19	11299180	11300214	23.82586120959638
chr19	11316601	11317393	14.4486816567604
chr19	11823139	11823840	16.155070952444035
chr19	11912097	11912777	16.540601765408237
chr19	11964967	11965709	28.913935873386354
chr19	12010751	12011532	19.925544145317907
chr19	12011964	12012612	21.448275452778663
chr19	12069361	12070289	16.71029924421475
chr19	12501209	12502148	12.030104628005347
chr19	12518026	12518389	11.958711025143458
chr19	12731276	12732511	15.565325689122744
chr19	12794731	12795180	16.464790926213254
chr19	12795584	12796779	26.756458706237282
chr19	13805578	13806239	13.687289393795782
chr19	14597780	14599012	31.583317030559886
chr19	14635151	14635685	20.916526522975737
chr19	14655593	14656408	18.440139786889947
chr19	14663232	14664218	14.25940866547714
chr19	14676841	14677124	15.721849262925003
chr19	14677499	14677813	12.79745795013039
chr19	14792560	14792962	16.25291792314444
chr19	14834970	14836290	22.35448671470989
chr19	15924419	15925059	13.872391274571418
chr19	15943026	15943345	16.467328965477062
chr19	15984329	15985355	21.854821488638834
chr19	16435707	16436396	10.221673881021397
chr19	16780717	16781804	11.501835803757485
chr19	16870808	16871184	16.815454340995625
chr19	17137723	17138829	24.886180983745167
chr19	17152089	17152619	9.256328480198698
chr19	17393788	17394037	10.99081293741862
chr19	17837145	17837752	9.757654345605086
chr19	18607974	18608962	20.07375537528683
chr19	18631510	18632358	11.435639358916372
chr19	18673102	18673700	22.86032935528452
chr19	18710784	18711217	15.316620191305393
chr19	19110867	19111311	11.37064705668269
chr19	19286025	19286428	34.28268409189456
chr19	20923604	20924416	12.498870787949398
chr19	21271437	21272547	22.222617680317647
chr19	21601107	21601805	11.170929695610331
chr19	21652478	21653183	15.532901966825445
chr19	21778142	21779018	29.216193747847047
chr19	21784391	21785691	22.366949844360352
chr19	21894586	21895246	11.13475762425047
chr19	22138651	22139349	16.66006922380289
chr19	22234408	22234665	12.955020370186535
chr19	22823613	22824232	16.23164462735079
chr19	22915763	22916215	10.577841838904186
chr19	23037569	23038020	12.60177285813968
chr19	23042374	23042734	11.575362624062432
chr19	23065734	23066287	13.15870084124491
chr19	23075072	23076439	30.8794396832291
chr19	23087449	23087986	34.86162545827514
chr19	23089889	23090279	29.039133913089067
chr19	23094652	23095552	31.539865243699815
chr19	23132863	23133982	65.36890193881256
chr19	23136105	23136579	42.884356776370275
chr19	23140524	23141159	40.46986305056595
chr19	23151816	23153029	29.810593054693587
chr19	23169096	23169861	20.43949842639998
chr19	23273518	23273872	16.43788190884779
chr19	23467703	23468242	11.733291950650472
chr19	23687100	23687841	11.541009558035455
chr19	24032467	24033007	17.382064307177508
chr19	24064307	24065081	14.18985489172529
chr19	24176882	24177115	14.019570223763266
chr19	24218036	24218422	20.833546388952225
chr19	24223240	24225934	34.34538628045535
chr19	24242230	24242513	9.27235783957761
chr19	24251762	24252084	10.434969679909463
chr19	24265071	24265435	15.807527552594195
chr19	24271556	24272379	14.314375624187372
chr19	24279973	24280443	20.494407919619945
chr19	24280729	24281312	30.116054220837547
chr19	24301104	24301570	20.18925787553255
chr19	24477178	24477445	12.94289159953371
chr19	24477742	24477991	11.159908332977908
chr19	24551013	24551697	13.425282587084855
chr19	24555524	24555761	16.03014345611701
chr19	24899066	24900308	14.925515887433972
chr19	24961417	24962076	20.339362687152867
chr19	24999496	24999808	12.478169676585075
chr19	25236495	25237247	19.78140463473949
chr19	25327875	25328111	10.588369296768965
chr19	25406562	25407157	10.020616452032778
chr19	25451146	25451492	11.865164747127908
chr19	25478885	25479900	28.565434319632395
chr19	25486844	25487532	27.85565955417101
chr19	25488221	25489115	41.23241432241145
chr19	25505619	25506085	19.789131749853045
chr19	25506464	25507363	14.448440620710905
chr19	25524445	25524857	10.336035093057502
chr19	25528324	25528657	10.788135826408684
chr19	25605935	25606175	23.455341458320618
chr19	25610372	25610820	23.254738884312765
chr19	25665553	25665931	13.761039887786541
chr19	25672007	25672802	20.64417609088826
chr19	25779253	25779531	13.156538623700039
chr19	26140420	26140858	12.010786757621592
chr19	26605882	26606339	19.31019593954608
chr19	26608313	26608572	17.657950762155895
chr19	27216877	27217240	13.54789024542186
chr19	27429491	27429854	13.312898123559872
chr19	27779849	27780085	10.555937488200302
chr19	27904282	27905226	16.439814320055106
chr19	28011237	28012130	16.80129434493728
chr19	28182523	28183119	18.04062158789411
chr19	28560555	28561311	18.436318127566544
chr19	28566452	28566847	15.880639713625365
chr19	28650849	28651200	14.909939776798259
chr19	28677557	28678445	13.757341556720906
chr19	28679953	28680252	17.023850514338566
chr19	28720271	28720549	10.306513901237103
chr19	28834594	28835067	13.072243819529108
chr19	28975130	28975495	12.90588145060082
chr19	29007737	29008725	17.729945424114643
chr19	29064127	29064399	13.020579467801486
chr19	29066855	29067462	15.605770162931188
chr19	29100903	29101647	15.40143903801518
chr19	29125140	29125379	10.951923637709358
chr19	29251064	29251414	11.685800625937325
chr19	29285487	29285739	13.74367454316881
chr19	29334428	29334666	9.387437355618516
chr19	29350996	29351270	14.9451013759975
chr19	29355447	29355713	14.726503099714007
chr19	29361982	29362243	10.045546626679286
chr19	29501374	29501986	10.570505883958605
chr19	29593682	29594033	12.453234667112344
chr19	29647941	29648388	17.24306064537441
chr19	29675218	29675495	11.265560463447432
chr19	29684002	29684275	8.606548199286827
chr19	29806242	29806496	13.594553496893935
chr19	29812925	29813211	10.03925431524957
chr19	30028984	30030619	20.675057076192655
chr19	30185525	30186066	12.134628928743316
chr19	30552638	30552995	12.659012668940868
chr19	30554496	30554754	15.206450296002766
chr19	31082375	31083336	15.451412269401748
chr19	31100750	31101146	12.294618235694038
chr19	31106962	31107287	10.113202485304612
chr19	31763087	31763340	9.021067330959758
chr19	32174215	32174528	9.969854782945433
chr19	32194570	32195414	16.32874578209285
chr19	32210572	32210973	10.98228109626104
chr19	32230963	32231401	10.636304742125072
chr19	32254901	32255626	16.57811996065337
chr19	32344342	32345122	12.252445826163658
chr19	32388591	32389510	14.73256773372729
chr19	32485450	32485834	11.169444548587004
chr19	32712469	32712765	12.345393097078478
chr19	32726556	32727115	16.517370577148547
chr19	32757090	32757407	17.297409033549698
chr19	32963896	32964543	14.18543047956558
chr19	33178628	33179372	10.032681934936072
chr19	33850182	33851311	14.55718605490888
chr19	34192314	34192682	8.29406646930653
chr19	34655058	34655350	11.965835662737284
chr19	34662194	34662444	21.679406311035155
chr19	34673808	34674204	10.310417329422151
chr19	34746962	34747617	10.841585463603945
chr19	34772387	34773319	26.71971465691988
chr19	34877716	34878520	18.166719531538476
chr19	34904283	34904593	10.782463138334213
chr19	34921683	34922766	29.29631732419367
chr19	36014899	36015344	10.638560346539101
chr19	36083217	36083600	9.127068792248519
chr19	36124386	36124718	10.716878859393567
chr19	36236856	36237289	14.336667585042553
chr19	36348059	36348360	11.177527662131478
chr19	36409089	36409668	18.269067518863448
chr19	36554071	36554320	12.016329891710397
chr19	36554917	36555161	10.001433622641642
chr19	36736496	36737087	10.70739375758292
chr19	36815794	36816101	10.408716810642701
chr19	36828341	36828879	12.220589384270424
chr19	36918797	36919271	12.460954537371542
chr19	36925710	36926238	20.921199482498746
chr19	37018629	37018876	12.88623729118934
chr19	37145482	37145822	10.64965264376472
