chr	start	end	Morula_Tfap2c_ds
chr13	12365997	12366266	15.715006643954705
chr13	12386184	12386423	12.001254895740972
chr13	12394797	12395648	18.47261684005325
chr13	12445309	12445664	14.742286472589198
chr13	12461629	12462128	25.817712917595443
chr13	12468627	12468900	24.3286379021166
chr13	12469527	12469753	21.781861482468326
chr13	12479698	12480306	17.559598121203873
chr13	12488765	12489113	12.298223914771244
chr13	12526123	12526484	16.96820134931654
chr13	12662903	12663769	21.11722175188483
chr13	12664121	12664459	14.950457048133986
chr13	12668213	12668456	14.170729460539642
chr13	12669520	12669995	12.160989435095535
chr13	12678235	12679019	16.835159229988953
chr13	12694380	12694583	12.165234636203408
chr13	12861138	12861490	13.07093053243377
chr13	12932229	12932426	9.133544544278063
chr13	12939243	12939488	9.51569321885401
chr13	13373607	13374065	11.38036293858524
chr13	13400063	13400476	10.95385052909574
chr13	13430592	13430905	16.725709991333204
chr13	13590177	13590924	22.493764692201832
chr13	13845619	13845915	7.566139467664667
chr13	13954080	13954910	17.43356497890978
chr13	14016516	14016797	8.817570031325587
chr13	14063137	14063673	15.151999491364208
chr13	14179656	14180040	11.745548830678066
chr13	15444326	15444679	9.470186115999734
chr13	17694623	17695261	15.602034828879617
chr13	17804532	17805780	21.32912217424466
chr13	17848325	17849246	16.646341058770428
chr13	17943448	17943734	8.755092499139426
chr13	17944313	17944817	10.091325975599743
chr13	17977360	17977683	10.549332158115257
chr13	17997064	17997753	19.651099539979622
chr13	17999068	17999342	24.97944925127238
chr13	18125412	18125696	11.705664053769178
chr13	18485762	18485956	15.108841227501937
chr13	18575542	18575908	12.826160828272501
chr13	18663581	18663781	9.660226368904114
chr13	18717328	18717521	16.491874556467323
chr13	18726014	18726224	15.664032731737409
chr13	19395539	19395734	16.902576920925043
chr13	19961728	19962584	10.270688105966443
chr13	20091356	20091721	14.634706047789692
chr13	21179584	21180624	23.435742245270657
chr13	21200461	21200832	12.02312482206648
chr13	21202158	21202483	13.671086745628944
chr13	21224887	21225238	18.597007718860592
chr13	21244914	21245117	19.89062011418084
chr13	21362920	21363150	12.100369453430176
chr13	21402447	21402914	18.45163214436435
chr13	21468624	21468816	12.378561253348986
chr13	21506388	21506592	15.184906094681983
chr13	21530879	21531193	10.52813772487033
chr13	21727806	21728028	16.50035089845056
chr13	21734354	21734563	16.12056654149836
chr13	21779762	21780575	22.073944307634605
chr13	21859460	21859727	12.107254624813237
chr13	21865006	21865308	12.378986453378438
chr13	21872799	21873256	10.324740005009023
chr13	21889044	21889401	14.136404109602214
chr13	21934101	21934455	15.231420372839027
chr13	21944796	21945164	11.367095641467882
chr13	22006072	22006954	11.687150470253561
chr13	22042203	22042425	18.13905804866069
chr13	22050828	22051377	13.153492332590517
chr13	22614528	22614745	15.131057308566186
chr13	22642461	22642715	9.187128082035095
chr13	22707575	22708125	17.82724038037387
chr13	22837143	22837408	12.528455867407457
chr13	23269998	23270265	8.277454201201822
chr13	23303223	23303616	13.437754813041396
chr13	23368818	23369578	18.819356903904364
chr13	23384748	23385315	10.642491127027617
chr13	23430813	23431062	16.806173458635566
chr13	23445679	23446067	13.326523043445706
chr13	23506722	23507020	12.33437094912433
chr13	23554901	23555228	15.919423593293637
chr13	23555545	23556185	20.599156476557255
chr13	23586189	23586492	12.48596202737034
chr13	23621359	23622421	11.33316376743568
chr13	23739257	23740019	20.513328220587702
chr13	23772528	23773050	19.829922550026026
chr13	23786923	23787284	12.207906123343598
chr13	24003203	24003515	11.59005718659132
chr13	24264273	24264485	13.545170212691685
chr13	24280872	24281530	13.933231236362168
chr13	24373255	24373474	12.563488755596282
chr13	24462801	24463007	14.02984299706024
chr13	24565696	24566390	14.705153345718164
chr13	24616119	24616310	11.144968796774979
chr13	24630694	24631360	15.339778858620125
chr13	24638575	24638962	11.068740889083507
chr13	24671852	24672076	12.990254261663981
chr13	24730542	24730737	13.742797274467273
chr13	24743044	24743575	18.221324688970707
chr13	24753464	24754020	13.184386537229415
chr13	24761152	24761965	15.740804071649267
chr13	24800017	24801086	19.527129415934947
chr13	24809062	24809277	12.223023423483205
chr13	24831273	24832136	18.855039739111483
chr13	24844922	24845302	11.013886020058079
chr13	24906267	24906592	9.620511996929462
chr13	24937551	24937941	13.447278235508845
chr13	25019964	25020490	13.832496815307966
chr13	25052583	25052813	16.387134585173232
chr13	25112526	25113074	13.806473650201394
chr13	25157088	25157753	13.37749677502123
chr13	25400345	25400939	13.95389776839953
chr13	27028798	27029229	12.348018586497295
chr13	27587799	27588802	13.521987154856992
chr13	28878744	28878942	11.523404415207679
chr13	28887279	28887479	9.684799106121064
chr13	28930170	28930368	11.909654010425914
chr13	28953344	28953719	10.267812010447184
chr13	29855281	29855591	11.303600345119353
chr13	29985642	29986192	14.50113839929754
chr13	29986406	29986957	15.256019066120016
chr13	30069670	30069991	9.328584274398946
chr13	30136765	30138023	17.412754317345794
chr13	30202853	30203143	8.26138483738077
chr13	30336418	30337188	23.579753268848766
chr13	30545473	30545746	15.020549162840231
chr13	30570284	30571238	15.213377566707459
chr13	30585375	30586284	17.765661943601433
chr13	30748744	30749576	18.121065840125084
chr13	30782527	30782750	14.35406126355911
chr13	30787561	30788291	17.766957904214728
chr13	30973777	30974055	12.343410385598382
chr13	31124757	31125059	11.800198839200254
chr13	31477425	31477671	19.51136679377982
chr13	31557833	31558078	18.389306434319945
chr13	31558313	31558774	15.228326497522714
chr13	31559564	31559779	14.293662905138593
chr13	31577705	31577925	12.054474093697287
chr13	31618223	31619067	13.53623016355162
chr13	31627113	31627351	26.15976588064883
chr13	31811416	31812067	21.37547051302299
chr13	31859570	31859801	9.096870500804027
chr13	31878361	31878706	10.432348378499348
chr13	31902037	31902730	16.815941767947155
chr13	31909638	31909837	16.164828420284405
chr13	31915412	31915603	11.48530114758077
chr13	32337876	32339212	17.49149172820017
chr13	32383001	32383377	12.410951824898415
chr13	32384640	32384877	12.690239495868925
chr13	32802027	32802331	19.220760747006064
chr13	32802675	32803056	16.91618210499681
chr13	32897215	32897403	14.765872858940288
chr13	32956459	32956928	13.867935609715834
chr13	33026862	33027932	16.796572416073808
chr13	33762453	33763096	14.237022428082456
chr13	33905045	33905670	20.621599830627442
chr13	33921036	33921854	17.326699994887
chr13	33922067	33922396	19.332525444610503
chr13	33935201	33936271	16.128329366167016
chr13	33964441	33965126	14.658324962810878
chr13	34002193	34002753	17.528399053641728
chr13	34037293	34038091	12.46285815585526
chr13	34077017	34077218	10.576913269005011
chr13	34078074	34078461	12.996804185615954
chr13	34129790	34130161	9.37438717813826
chr13	34130693	34131032	10.861923440016124
chr13	34131289	34131503	11.958541486864892
chr13	34162811	34163615	11.320183371430012
chr13	34165882	34166104	9.790455695745107
chr13	34344973	34346196	16.632811801704538
chr13	34643187	34643395	17.56892235003985
chr13	34652256	34653126	20.5178526922204
chr13	34767397	34768107	10.072323611756445
chr13	34827225	34828051	23.028636250022537
chr13	34872630	34873100	15.89903279061013
chr13	34897561	34898050	16.209541484622136
chr13	34963590	34963786	10.169498609036815
chr13	34981585	34981945	11.152370598581102
chr13	34993293	34994093	27.802857036590577
chr13	34994311	34994654	20.892427208124722
chr13	35032113	35032688	11.50614860120027
chr13	35208177	35208480	9.758378672521106
chr13	35677733	35678030	10.23690567594586
chr13	35696809	35696998	11.384293836260598
chr13	35740719	35741645	13.83470428942604
chr13	35905735	35906402	17.374803569542056
chr13	35968445	35968721	10.394361447596896
chr13	36019629	36019818	9.947898789057655
chr13	36088440	36090046	17.056519629501018
chr13	36117125	36118100	29.9030552643996
chr13	37452611	37453229	20.16486518359879
chr13	37513958	37514195	12.618797020570135
chr13	37631918	37632127	15.631837539125288
chr13	37649371	37649667	9.00186091822547
chr13	37678301	37678665	14.095659968617198
chr13	37707432	37708012	21.616918384617772
chr13	37712880	37713502	17.457675782047286
chr13	37726093	37726352	11.270627467328517
chr13	37739936	37740575	21.22208435882425
chr13	37751152	37751368	18.5240671104855
chr13	37762974	37763420	14.676173727608582
chr13	37772448	37772679	10.607899422253364
chr13	37818539	37818813	14.088575248300595
chr13	37825424	37826272	28.41018957461951
chr13	37835767	37836026	39.37766616408889
chr13	37837129	37837449	24.73776983618736
chr13	37912865	37913112	13.9744186246926
chr13	37929668	37930180	13.863999361172318
chr13	37945282	37945902	20.795823524844263
chr13	37957298	37957541	18.007875034347975
chr13	37958403	37958626	26.53297497018036
chr13	37965437	37965669	14.310501094522147
chr13	37994329	37994565	16.204298294196693
chr13	38036876	38037533	17.855419727946707
chr13	38079134	38079326	22.486811488866806
chr13	38079620	38080232	32.15219334683387
chr13	38129703	38129897	24.696158881039963
chr13	38145188	38145486	17.750907917150716
chr13	38150978	38151682	24.84530907733874
chr13	38152100	38152452	16.916332643140446
chr13	38152678	38152898	20.816634785045277
chr13	38170767	38171060	17.362184615672245
chr13	38204749	38205337	14.817182753361813
chr13	38312585	38312783	11.796546256903445
chr13	38404352	38405293	15.124589374290895
chr13	38471702	38472096	13.378686536992262
chr13	38501241	38501587	12.626635115959742
chr13	38503343	38503669	10.510899495493415
chr13	38510271	38510469	9.904034970986723
chr13	38528254	38528707	17.114259705111944
chr13	38545228	38545719	14.230014589313576
chr13	38622585	38623012	15.033707511508771
chr13	38636420	38636830	20.670463527121196
chr13	38640225	38640987	21.377845069554848
chr13	38647109	38647711	34.682512945511014
chr13	38682664	38682865	9.723586552178682
chr13	38776544	38776879	11.053575152781471
chr13	38960158	38960465	10.727259757076101
chr13	39011605	39011962	13.502966472080775
chr13	40287384	40287611	14.608876950940372
chr13	40451276	40451863	16.536968876190446
chr13	40567810	40568036	15.149639602256032
chr13	40595093	40596333	18.089293433773904
chr13	40596687	40597029	16.16515888805278
chr13	40649280	40650229	22.547734742923332
chr13	40667398	40667695	17.132048963296292
chr13	40672806	40673000	9.057979274041873
chr13	40722728	40723424	16.856474738011414
chr13	40731177	40731529	23.787746879187498
chr13	40733818	40734264	24.746070536797358
chr13	40741811	40742185	24.35142371743758
chr13	40748943	40749244	21.472066017480387
chr13	40756597	40756786	17.95649727816304
chr13	40807943	40808421	11.986388813002838
chr13	40817471	40817757	13.186126035410208
chr13	40850601	40851407	15.426829149941948
chr13	40868712	40869625	16.018600980919526
chr13	40898330	40898524	16.449100332161816
chr13	40924203	40924704	10.174633245982095
chr13	40956916	40957172	11.170130871236324
chr13	40969914	40970293	11.665568282547602
chr13	41000469	41001488	20.602142445355565
chr13	41016042	41016523	17.64088477017726
chr13	41032691	41032921	14.819706419239873
chr13	41079216	41079540	17.19639950622747
chr13	41085124	41085315	13.721732109629047
chr13	41097528	41097885	19.04337057813543
chr13	41098207	41098640	16.469148827480115
chr13	41104043	41104243	11.315326328277587
chr13	41113895	41114674	11.083937504784286
chr13	41153413	41153677	8.774990603779301
chr13	41220112	41220939	15.885165015039593
chr13	41249430	41250633	25.771288007671203
chr13	41250954	41251757	26.701058191795873
chr13	41252004	41252489	22.25612564480182
chr13	41280431	41280678	13.09645105276996
chr13	41280951	41281260	14.161538099393875
chr13	41341551	41342381	13.440751742167645
chr13	41358605	41358999	15.183773585382452
chr13	41437091	41437423	8.32519398252648
chr13	41445986	41446748	13.210796165966926
chr13	41605414	41605704	18.1501702637508
chr13	41605898	41606243	18.20636919823246
chr13	41634590	41634926	10.73292139882133
chr13	41703445	41703645	16.455424904823303
chr13	41715998	41716496	15.258470969985288
chr13	41828198	41828700	31.440266772570364
chr13	41828928	41829594	30.358065295863796
chr13	41847736	41848093	23.81568417696058
chr13	41997814	41998175	12.586189301720616
chr13	42052094	42053184	16.91937029952303
chr13	43171192	43171739	15.42149986776181
chr13	43179983	43180636	13.553069843449965
chr13	43234981	43235607	13.982310475632787
chr13	43303983	43304861	20.683649059851785
chr13	43349336	43349531	12.423414675394694
chr13	43365530	43365748	23.528348599005184
chr13	43396945	43397190	15.071727538595395
chr13	43398400	43398648	14.06782474440913
chr13	43444178	43444366	10.552862608686407
chr13	43481634	43481834	15.357495980262756
chr13	43501530	43501981	15.295888002061528
chr13	43515051	43515267	15.661351495318943
chr13	43526502	43526891	22.348048653884536
chr13	43537655	43538335	19.0058856010437
chr13	43560078	43560886	33.392195904609004
chr13	43561310	43561508	33.171577761871646
chr13	43579701	43580235	19.291222477673593
chr13	43600829	43601246	12.851655944074086
chr13	43648677	43649415	11.389587093498003
chr13	43696259	43696470	27.44395943049571
chr13	43785054	43785321	13.973062075925677
chr13	43864350	43865265	19.47354975945311
chr13	43890435	43890639	9.111996250994066
chr13	43908074	43908413	20.44929423655732
chr13	43908633	43909273	21.066892006993292
chr13	44018897	44019242	12.777220637556436
chr13	44409595	44409831	17.472688032408893
chr13	44583970	44584258	13.803911407788595
chr13	44600700	44600919	19.395215204317275
chr13	44602315	44602776	16.54354652562007
chr13	44615996	44616261	21.002352322272536
chr13	44621636	44621959	15.725925138491226
chr13	44646754	44646982	15.4887311374932
chr13	44729065	44730132	26.52814485608917
chr13	44733672	44733974	26.56309266753544
chr13	44818066	44818254	16.840413803749897
chr13	44869571	44869837	21.26837660047345
chr13	44939940	44940251	13.201046664615152
chr13	44999343	44999530	17.5292853493104
chr13	45001363	45002050	19.755230320593157
chr13	45249390	45250065	17.30968071266457
chr13	45306174	45306376	12.82306699941654
chr13	45380643	45380958	11.275027532426138
chr13	45389337	45389966	18.218654035195257
chr13	45429251	45429455	7.093064679818995
chr13	45442563	45443008	11.637949926397773
chr13	45492256	45492549	13.598169603445424
chr13	45507429	45507966	13.306043578703754
chr13	45571945	45572150	18.95848902260385
chr13	45629926	45630158	12.064324128216711
chr13	45637873	45638079	11.367578029632568
chr13	45695160	45695791	12.038886585628552
chr13	45748641	45748964	13.748964088250979
chr13	45913981	45914308	16.679479849812452
chr13	45925210	45925411	13.734763895101215
chr13	45932431	45932637	17.256884366563224
chr13	45934795	45934982	27.80849767878731
chr13	45935568	45935836	18.0034467319944
chr13	45963266	45963598	19.15619531884251
chr13	45965674	45966206	15.751586847735528
chr13	45970349	45970583	11.77213809836624
chr13	45970970	45971237	11.718542545475763
chr13	46037380	46037683	9.424856582490525
chr13	46059107	46059307	11.989921174049378
chr13	46257803	46258139	8.94465009087608
chr13	46340535	46340739	14.828781787086935
chr13	46625656	46625982	15.827510664068116
chr13	46669590	46669949	14.145901422314656
chr13	46726955	46727938	18.783269194353633
chr13	46753090	46753292	17.171344832618637
chr13	46793782	46793975	12.32856813243016
chr13	46810362	46810679	12.880533919349453
chr13	46853431	46853639	13.779397936967703
chr13	46883028	46883271	7.382084681663984
chr13	46929009	46929495	21.84952828913559
chr13	46930004	46930939	27.941704456308948
chr13	47014495	47014884	14.450742822073419
chr13	47042814	47043900	19.151037541981342
chr13	47105545	47106430	21.423660682419598
chr13	47122724	47123023	11.661000790803328
chr13	47124438	47124756	10.442085598999599
chr13	47697152	47697420	11.640190622699794
chr13	48018732	48019033	12.946403202424413
chr13	48260610	48261319	14.407132831379792
chr13	48469050	48469351	10.779603109011223
chr13	48497616	48498067	13.745574565261537
chr13	48528045	48528294	11.797859609366421
chr13	48545622	48546704	21.162445129175943
chr13	48565127	48565454	13.397045549631848
chr13	48565874	48566423	16.615005215226194
chr13	48625163	48625574	15.867500402631551
chr13	48663300	48663756	24.209380024357845
chr13	48716376	48716690	15.748710319494746
chr13	48782718	48783368	16.87456838974586
chr13	48801053	48801294	21.575296061662222
chr13	48903831	48904044	11.481269173778838
chr13	48968372	48968683	24.6931374847314
chr13	48981152	48983059	26.508755072287133
chr13	48990383	48990628	15.571136992318289
chr13	49020008	49020401	28.33211595957516
chr13	49021631	49021851	19.68196076046337
chr13	49037861	49038324	18.14974236745814
chr13	49051388	49051614	13.510950502041167
chr13	49146822	49148262	21.331744834449555
chr13	49156910	49158245	25.245620191766974
chr13	49169511	49170834	19.918508969376866
chr13	49187061	49187984	31.411374141697248
chr13	49188210	49188438	18.9937614056102
chr13	49215613	49216350	21.827306220780557
chr13	49247924	49248631	14.971731021346939
chr13	49289938	49290178	15.267361923058827
chr13	49298243	49298732	21.549061172578963
chr13	49311664	49311923	10.81510134001036
chr13	49328616	49328808	17.462555453181267
chr13	49341172	49341366	16.64618372671383
chr13	49381180	49381634	11.886102502041451
chr13	49402267	49402666	13.18637202078836
chr13	49407714	49408170	14.711293088762384
chr13	49420807	49421639	21.21204261252513
chr13	49513926	49514417	11.905988060044175
chr13	49652205	49652980	16.091120055414017
chr13	49712080	49712513	12.086628819172708
chr13	50958082	50958335	11.805663919260379
chr13	50964754	50965100	11.608344111139374
chr13	50967235	50967442	12.713883358499277
chr13	51094634	51094944	13.48856392214375
chr13	51095443	51095677	13.749344405964909
chr13	51100297	51101049	28.92666706442833
chr13	51113556	51114177	21.158158111879406
chr13	51162799	51163127	13.930748555718399
chr13	51170579	51171413	18.196814392968047
chr13	51408387	51409024	14.190193537827376
chr13	51584874	51585096	12.221464831549842
chr13	51594988	51595225	10.43383755261385
chr13	51615969	51616801	21.678833817060177
chr13	51623497	51623791	13.713558025100605
chr13	51624067	51624868	17.699896575508642
chr13	51631459	51632033	18.598756160470252
chr13	51639208	51639455	16.56627919509826
chr13	51644609	51645712	24.85161281561484
chr13	51651102	51651930	26.553252837508197
chr13	51670109	51670456	10.762628989535724
chr13	51685711	51686157	25.35355452464835
chr13	51726092	51726403	18.22434178809261
chr13	51738572	51739082	21.048392318276797
chr13	51741544	51741746	25.892221035343585
chr13	51755011	51755304	15.27416853204929
chr13	51756283	51756683	18.764655971527098
chr13	51767851	51768421	15.814083047498736
chr13	51826235	51826436	15.128899085581006
chr13	51842067	51842254	25.49210646318242
chr13	51845781	51846144	19.11082672087614
chr13	51898545	51898820	16.049465543573554
chr13	51930272	51930671	15.627344791154217
chr13	51949164	51949451	13.041191582895738
chr13	51975381	51976486	16.023319846796234
chr13	52070731	52071225	12.520357947238544
chr13	52142255	52142558	8.359429908664312
chr13	52189777	52189991	18.47511231787851
chr13	52222336	52222549	16.079400075993068
chr13	52223064	52223474	13.755882074774766
chr13	52272071	52272415	14.016409003457358
chr13	52308812	52309218	13.77165887860829
chr13	52429734	52430201	13.848956969871766
chr13	52530381	52530754	21.04408865511897
chr13	52711818	52712096	13.070431760746798
chr13	52833183	52833614	9.99450514985901
chr13	52864605	52865350	16.460470455604913
chr13	52885509	52885944	11.835163193187494
chr13	52929086	52929987	22.62675736085424
chr13	52977978	52978216	18.292106924938555
chr13	52978594	52978785	21.666525036876738
chr13	52980260	52980955	22.163917843386425
chr13	53001873	53002065	12.916272759437561
chr13	53067901	53068163	14.600389385951384
chr13	53125633	53126808	22.109410858965933
chr13	53138955	53139227	13.284442656180438
chr13	53140597	53141408	11.425874637763686
chr13	53285443	53285799	18.95569358514936
chr13	53295042	53295289	8.228958496680626
chr13	53361498	53361832	12.282175986352796
chr13	53393605	53394127	12.340601035918313
chr13	53407430	53407708	13.540023838015768
chr13	53415111	53415336	10.082345699734159
chr13	53470647	53470867	27.927677739750255
chr13	53475696	53475981	14.752274506552178
chr13	54302695	54302968	10.042384304843106
chr13	54371553	54371762	18.671393741260875
chr13	54391630	54391875	22.161663405749263
chr13	54392108	54392590	29.41074305253405
chr13	54402304	54402502	19.104549138232915
chr13	54447228	54447514	18.23022895092731
chr13	54448103	54448301	18.1886336442196
chr13	54468973	54469357	22.53091420729955
chr13	54477762	54478094	23.225009826292474
chr13	54487383	54487721	21.889932073785005
chr13	54487910	54488577	27.031833780222925
chr13	54501032	54501257	21.5047918065389
chr13	54503149	54504012	22.98251432173498
chr13	54565090	54565626	12.357617563276149
chr13	54574286	54574702	14.46611624956131
chr13	54574908	54575979	18.361980814003253
chr13	54581054	54581245	15.995366336163427
chr13	54589847	54590905	21.997197673992307
chr13	54621419	54621658	21.13417496940581
chr13	54654658	54654935	14.243600769593828
chr13	54687332	54687658	28.201648273351
chr13	54687885	54688448	27.0975037756017
chr13	54693908	54695287	41.49669520797895
chr13	54709207	54709422	16.46592266615047
chr13	54738222	54738450	18.3876338214205
chr13	54758159	54758846	16.786298919799894
chr13	54766089	54766359	10.886322996351455
chr13	54789059	54789942	32.854106044445274
chr13	54792715	54793292	30.074357391436756
chr13	54793737	54794756	29.2744091490651
chr13	54821004	54821342	17.890129066783295
chr13	54948642	54949185	20.237981371238526
chr13	54973914	54974231	18.229202141145052
chr13	54979798	54979991	16.05036522563875
chr13	55013668	55013967	19.0781545288188
chr13	55099958	55100205	16.23676625147522
chr13	55137434	55137664	26.84641868757165
chr13	55139713	55140001	22.706829259792965
chr13	55166836	55167042	20.364625754865628
chr13	55173127	55173327	20.489399738311768
chr13	55182285	55182794	22.287384522218836
chr13	55189388	55190610	22.942457892110422
chr13	55191514	55191750	17.354634749687325
chr13	55210467	55211593	33.499049117256014
chr13	55229385	55229591	10.442163147972625
chr13	55251262	55251489	16.274052804787253
chr13	55277127	55277322	10.583019975515512
chr13	55322292	55322607	20.167479424249557
chr13	55329550	55330483	27.705355563475514
chr13	55337611	55338077	16.76811246298925
chr13	55362649	55363229	24.591085021249178
chr13	55368484	55369243	23.4580333481036
chr13	55371970	55372618	26.119126929177177
chr13	55379117	55379309	20.685917750000954
chr13	55393161	55393402	21.56848640758467
chr13	55418207	55418770	18.368363803910956
chr13	55446202	55446559	28.026459643152915
chr13	55446833	55447104	26.322237556710895
chr13	55452156	55452369	18.384884319394967
chr13	55460872	55461098	25.849642981470158
chr13	55472117	55472793	40.86929488323144
chr13	55488062	55488549	15.72763742607477
chr13	55511113	55511591	22.00264643425722
chr13	55513264	55513663	24.91202796132941
chr13	55571233	55571476	25.540586177213694
chr13	55592818	55593059	17.651885210725776
chr13	55622699	55623475	17.793575949275617
chr13	55634719	55634933	14.955205467259772
chr13	55714739	55714981	15.867995518298189
chr13	55727563	55727842	13.928101484920816
chr13	55733791	55734337	14.347267763955253
chr13	55749000	55749188	13.0022234206504
chr13	55826184	55826400	20.311976309175844
chr13	55871252	55871577	10.67937809577355
chr13	55921933	55922173	10.99987295071284
chr13	56027574	56027873	14.527383577863509
chr13	56039849	56040093	19.733989664765655
chr13	56045149	56045346	12.01170081414547
chr13	56090628	56090976	12.039212922940308
chr13	56101965	56102586	18.688215673449726
chr13	56108793	56109825	29.995472907095916
chr13	56110032	56110304	28.346150201909683
chr13	56135528	56136103	21.664290512748387
chr13	56159223	56159544	20.54263977692506
chr13	56192990	56193444	20.613899829629233
chr13	56194351	56194616	24.939391514040388
chr13	56197284	56197577	23.182507101586246
chr13	56238375	56238944	18.73242024084805
chr13	56251735	56252582	19.58396723138118
chr13	56357108	56357496	10.765676456628386
chr13	56362466	56362748	15.438011162669946
chr13	56372865	56373146	12.909495095765463
chr13	56522066	56522962	21.889771889363015
chr13	56609121	56609782	14.079887717646658
chr13	56703547	56704330	13.16273557850532
chr13	56750686	56750950	12.757980892152498
chr13	56764834	56765078	10.443448137064449
chr13	56765357	56765564	13.067517358899693
chr13	56842945	56843133	14.489849937723038
chr13	56843578	56843849	10.823988186037408
chr13	56886107	56886335	8.437945740264759
chr13	57224949	57225772	11.771009082492908
chr13	57573388	57573675	9.971217331570616
chr13	57588799	57589008	11.925763974349465
chr13	57589751	57590051	9.73396824836731
chr13	57679867	57680112	12.458685431188467
chr13	57696457	57696823	11.153109463186212
chr13	57733502	57733814	14.00260968086047
chr13	57907968	57908610	16.6934481966904
chr13	57969223	57969475	12.491941421750992
chr13	57983006	57983388	15.94387614414954
chr13	57984348	57984633	21.41446384630705
chr13	57985437	57985786	16.73618328947051
chr13	58007618	58008274	16.3813339937024
chr13	58066424	58066948	21.765094036364374
chr13	58128626	58129614	22.681613118059722
chr13	58155069	58155509	19.237525911764664
chr13	58158498	58158690	19.39717113475005
chr13	58215726	58216069	14.460184906383992
chr13	58262973	58263180	13.592618421655922
chr13	58274592	58274811	24.840141461864455
chr13	58280394	58280664	19.24781690173679
chr13	58280887	58281306	23.646003777770268
chr13	58288282	58288595	16.97004796597904
chr13	58288963	58289420	20.40206843653706
chr13	58358784	58359783	28.266611721661235
chr13	58384855	58385153	18.28798895394242
chr13	58385690	58385953	19.548271998706426
chr13	58402038	58402947	19.459064499379778
chr13	58536665	58536897	39.1855539535654
chr13	58543124	58543320	33.05857814088159
chr13	58592844	58593497	23.48824203397742
chr13	58598762	58599391	24.673648600737508
chr13	58604155	58604430	24.322521833939987
chr13	58615749	58616822	35.64497075254186
chr13	58633373	58633931	21.843665353713497
chr13	58655733	58655998	13.981647235942336
chr13	58668689	58669566	19.02739641168914
chr13	58732713	58732923	12.818383348555791
chr13	58797851	58798062	15.051328839848956
chr13	58806588	58806872	10.243899110337379
chr13	58880602	58881064	12.876802537348363
chr13	59225643	59226528	12.809756305123454
chr13	59227787	59228035	15.95984145133726
chr13	59228430	59228655	10.803377766079374
chr13	59546008	59546297	12.191126094144934
chr13	59557234	59557714	15.364092254638672
chr13	59591828	59592769	26.005836324661367
chr13	59646799	59647143	11.529751794282781
chr13	59770003	59770308	23.40227406611208
chr13	59795696	59796640	35.31338990744898
chr13	59823301	59823649	24.29504572111985
chr13	59836013	59836360	11.9180684817971
chr13	59840624	59840870	16.53593434744734
chr13	59853589	59853815	10.156158932542379
chr13	60176399	60177584	17.332121756911782
chr13	60286806	60286997	18.20318031810341
chr13	60427788	60428328	10.520143897445113
chr13	60435600	60435839	14.385036584223663
chr13	60455477	60455747	21.544042544894747
chr13	60464401	60464899	12.466959645949215
chr13	60466082	60466404	13.647490732418085
chr13	60555185	60555404	13.670922388224842
chr13	60556723	60556986	17.163930265622447
chr13	60569347	60569847	14.804155122756958
